date,direction,variant,entry,exit,pnl_pips,result,ar,tier
2024-06-07,LONG,CASCADE,0.89533,0.8955974999999999,2.7,TP,10.7,T1
2024-06-07,LONG,CASCADE,0.89641,0.8966775,2.7,TP,10.7,T1
2024-06-07,SHORT,CASCADE,0.8962,0.8959325,2.7,TP,10.7,T1
2024-06-09,SHORT,INITIAL,0.89642,0.8967959999999999,-3.8,SL,16.7,T1
2024-06-12,SHORT,INITIAL,0.88997,0.89409,-41.2,SL,34.8,T3
2024-06-14,SHORT,INITIAL,0.89223,0.89193,3.0,TP,12.0,T1
2024-06-14,LONG,INITIAL,0.89196,0.891216,-7.4,SL,12.0,T1
2024-06-14,SHORT,CASCADE,0.88982,0.8908952,-10.8,SL,12.0,T1
2024-06-14,SHORT,CASCADE,0.89055,0.89025,3.0,TP,12.0,T1
2024-06-17,SHORT,INITIAL,0.88829,0.8876200000000001,6.7,TP,26.8,T2
2024-06-21,LONG,INITIAL,0.89343,0.89372,2.9,TP,11.6,T1
2024-06-21,SHORT,CASCADE,0.89314,0.8941648000000001,-10.2,SL,11.6,T1
2024-06-27,SHORT,INITIAL,0.89623,0.896774,-5.4,SL,36.0,T3
2024-06-28,LONG,INITIAL,0.90005,0.9002650000000001,2.2,TP,8.6,T1
2024-06-28,SHORT,CASCADE,0.899,0.898785,2.2,TP,8.6,T1
2024-06-28,LONG,CASCADE,0.8989,0.8991150000000001,2.2,TP,8.6,T1
2024-07-05,SHORT,INITIAL,0.89823,0.8978425,3.9,TP,15.5,T1
2024-07-05,LONG,CASCADE,0.89994,0.8973696000000001,-25.7,SL,15.5,T1
2024-07-05,LONG,CASCADE,0.89809,0.8984775,3.9,TP,15.5,T1
2024-07-07,LONG,INITIAL,0.89663,0.896182,-4.5,SL,11.8,T1
2024-07-11,SHORT,INITIAL,0.89405,0.8930525,10.0,TP,39.9,T3
2024-07-11,LONG,CASCADE,0.89311,0.8917155999999999,-13.9,SL,39.9,T3
2024-07-11,LONG,CASCADE,0.89275,0.8937475,10.0,TP,39.9,T3
2024-07-11,SHORT,CASCADE,0.89269,0.8941684,-14.8,SL,39.9,T3
2024-07-12,SHORT,INITIAL,0.89498,0.8946175000000001,3.6,TP,14.5,T1
2024-07-12,LONG,CASCADE,0.8954,0.8957625,3.6,TP,14.5,T1
2024-07-12,SHORT,CASCADE,0.89456,0.8941975,3.6,TP,14.5,T1
2024-07-14,SHORT,INITIAL,0.8935,0.893852,-3.5,SL,21.5,T2
2024-07-15,SHORT,INITIAL,0.8944,0.8938349999999999,5.7,TP,22.6,T2
2024-07-19,LONG,INITIAL,0.88991,0.889518,-3.9,SL,15.3,T1
2024-07-23,SHORT,INITIAL,0.88837,0.8877524999999999,6.2,TP,24.7,T2
2024-07-25,LONG,INITIAL,0.88047,0.8813624999999999,8.9,TP,35.7,T3
2024-07-26,SHORT,INITIAL,0.88276,0.8824775,2.8,TP,11.3,T1
2024-07-26,SHORT,CASCADE,0.88267,0.8823875,2.8,TP,11.3,T1
2024-08-02,SHORT,INITIAL,0.86486,0.8642974999999999,5.6,TP,22.5,T2
2024-08-02,SHORT,CASCADE,0.86377,0.8632075,5.6,TP,22.5,T2
2024-08-02,LONG,CASCADE,0.86509,0.8656525,5.6,TP,22.5,T2
2024-08-02,SHORT,CASCADE,0.86487,0.8643075,5.6,TP,22.5,T2
2024-08-02,LONG,CASCADE,0.86461,0.8635348,-10.8,SL,22.5,T2
2024-08-02,SHORT,CASCADE,0.86265,0.8620875,5.6,TP,22.5,T2
2024-08-02,SHORT,CASCADE,0.86072,0.8601575,5.6,TP,22.5,T2
2024-08-02,LONG,CASCADE,0.86089,0.8614525000000001,5.6,TP,22.5,T2
2024-08-02,SHORT,CASCADE,0.86009,0.8595275,5.6,TP,22.5,T2
2024-08-02,SHORT,CASCADE,0.85928,0.8587175,5.6,TP,22.5,T2
2024-08-02,LONG,CASCADE,0.85976,0.8586176,-11.4,SL,22.5,T2
2024-08-02,LONG,CASCADE,0.85907,0.8596325,5.6,TP,22.5,T2
2024-08-02,LONG,CASCADE,0.8615,0.8598368,-16.6,SL,22.5,T2
2024-08-09,LONG,INITIAL,0.86466,0.864092,-5.7,SL,19.1,T1
2024-08-12,LONG,INITIAL,0.86927,0.8687819999999999,-4.9,SL,33.1,T3
2024-08-12,LONG,CASCADE,0.86909,0.8699175,8.3,TP,33.1,T3
2024-08-12,LONG,CASCADE,0.87091,0.8696164000000001,-12.9,SL,33.1,T3
2024-08-12,SHORT,CASCADE,0.86888,0.8680525,8.3,TP,33.1,T3
2024-08-14,SHORT,INITIAL,0.86314,0.863588,-4.5,SL,26.1,T2
2024-08-14,SHORT,CASCADE,0.86353,0.8628775,6.5,TP,26.1,T2
2024-08-16,SHORT,INITIAL,0.86739,0.8671,2.9,TP,11.6,T1
2024-08-16,LONG,CASCADE,0.86776,0.86805,2.9,TP,11.6,T1
2024-08-16,LONG,CASCADE,0.86855,0.8688400000000001,2.9,TP,11.6,T1
2024-08-22,LONG,INITIAL,0.85274,0.8532550000000001,5.2,TP,20.6,T2
2024-08-23,LONG,INITIAL,0.85243,0.851966,-4.6,SL,17.8,T1
2024-08-23,SHORT,CASCADE,0.85293,0.8524849999999999,4.5,TP,17.8,T1
2024-08-23,SHORT,CASCADE,0.85016,0.849715,4.5,TP,17.8,T1
2024-08-23,SHORT,CASCADE,0.84961,0.849165,4.5,TP,17.8,T1
2024-08-23,SHORT,CASCADE,0.84759,0.8471449999999999,4.5,TP,17.8,T1
2024-08-23,LONG,CASCADE,0.84879,0.8492350000000001,4.5,TP,17.8,T1
2024-08-30,SHORT,INITIAL,0.84867,0.849054,-3.8,SL,14.8,T1
2024-08-30,LONG,CASCADE,0.85073,0.8486804,-20.5,SL,14.8,T1
2024-08-30,LONG,CASCADE,0.84898,0.8493499999999999,3.7,TP,14.8,T1
2024-09-04,LONG,INITIAL,0.85118,0.850748,-4.3,SL,38.6,T3
2024-09-06,SHORT,INITIAL,0.84099,0.8405,4.9,TP,19.6,T1
2024-09-06,LONG,CASCADE,0.84388,0.84437,4.9,TP,19.6,T1
2024-09-06,LONG,CASCADE,0.84569,0.84618,4.9,TP,19.6,T1
2024-09-06,LONG,CASCADE,0.84676,0.84725,4.9,TP,19.6,T1
2024-09-06,SHORT,CASCADE,0.84633,0.84584,4.9,TP,19.6,T1
2024-09-06,SHORT,CASCADE,0.84443,0.84394,4.9,TP,19.6,T1
2024-09-06,SHORT,CASCADE,0.84123,0.8428428,-16.1,SL,19.6,T1
2024-09-09,LONG,INITIAL,0.84877,0.848202,-5.7,SL,42.6,T3
2024-09-13,LONG,INITIAL,0.84756,0.8468399999999999,-7.2,SL,14.0,T1
2024-09-13,SHORT,CASCADE,0.84563,0.84528,3.5,TP,14.0,T1
2024-09-17,LONG,INITIAL,0.84592,0.846445,5.2,TP,21.0,T2
2024-09-17,SHORT,CASCADE,0.8459,0.847412,-15.1,SL,21.0,T2
2024-09-17,SHORT,INITIAL,0.84248,0.8430000000000001,-5.2,SL,21.0,T2
2024-09-18,LONG,INITIAL,0.84394,0.84463,6.9,TP,27.6,T2
2024-09-18,SHORT,CASCADE,0.84384,0.8449319999999999,-10.9,SL,27.6,T2
2024-09-20,SHORT,INITIAL,0.84851,0.8488859999999999,-3.8,SL,13.8,T1
2024-09-20,LONG,CASCADE,0.85067,0.8510150000000001,3.5,TP,13.8,T1
2024-09-23,SHORT,INITIAL,0.84649,0.84709,-6.0,SL,42.5,T3
2024-09-27,SHORT,INITIAL,0.84319,0.8424849999999999,7.1,TP,28.2,T2
2024-09-27,SHORT,CASCADE,0.84081,0.8416667999999999,-8.6,SL,28.2,T2
2024-09-27,SHORT,CASCADE,0.8416,0.8426920000000001,-10.9,SL,28.2,T2
2024-09-27,SHORT,CASCADE,0.84154,0.8428504,-13.1,SL,28.2,T2
2024-10-01,SHORT,INITIAL,0.84329,0.8446819999999999,-13.9,SL,20.9,T2
2024-10-01,SHORT,CASCADE,0.84462,0.8459639999999999,-13.4,SL,20.9,T2
2024-10-01,LONG,INITIAL,0.84689,0.8474125,5.2,TP,20.9,T2
2024-10-03,LONG,INITIAL,0.85277,0.8535475,7.8,TP,31.1,T3
2024-10-03,SHORT,CASCADE,0.85269,0.8538323999999999,-11.4,SL,31.1,T3
2024-10-03,SHORT,CASCADE,0.85339,0.8526125,7.8,TP,31.1,T3
2024-10-04,LONG,INITIAL,0.85741,0.8578875,4.8,TP,19.1,T1
2024-10-04,LONG,CASCADE,0.85865,0.8591275,4.8,TP,19.1,T1
2024-10-04,LONG,CASCADE,0.85979,0.8602675000000001,4.8,TP,19.1,T1
2024-10-04,LONG,CASCADE,0.8606,0.85892,-16.8,SL,19.1,T1
2024-10-04,SHORT,CASCADE,0.85896,0.8584824999999999,4.8,TP,19.1,T1
2024-10-11,LONG,INITIAL,0.8579,0.8581775,2.8,TP,11.1,T1
2024-10-11,SHORT,CASCADE,0.85753,0.8572525,2.8,TP,11.1,T1
2024-10-17,LONG,INITIAL,0.86512,0.8655225,4.0,TP,16.1,T1
2024-10-17,SHORT,CASCADE,0.86519,0.8647875,4.0,TP,16.1,T1
2024-10-17,SHORT,CASCADE,0.86472,0.8643175000000001,4.0,TP,16.1,T1
2024-10-17,SHORT,CASCADE,0.86448,0.8640775,4.0,TP,16.1,T1
2024-10-21,LONG,INITIAL,0.86592,0.865392,-5.3,SL,12.8,T1
2024-10-29,SHORT,INITIAL,0.86814,0.8673850000000001,7.5,TP,30.2,T3
2024-10-29,LONG,CASCADE,0.86915,0.8679572,-11.9,SL,30.2,T3
2024-10-29,LONG,CASCADE,0.86892,0.867744,-11.8,SL,30.2,T3
2024-10-30,LONG,INITIAL,0.86889,0.86761,-12.8,SL,33.0,T3
2024-11-01,SHORT,INITIAL,0.86549,0.8651925,3.0,TP,11.9,T1
2024-11-01,LONG,CASCADE,0.86539,0.8656874999999999,3.0,TP,11.9,T1
2024-11-01,LONG,CASCADE,0.8679,0.8681975,3.0,TP,11.9,T1
2024-11-03,LONG,INITIAL,0.86249,0.8631675,6.8,TP,27.1,T2
2024-11-08,LONG,INITIAL,0.87225,0.871874,-3.8,SL,9.6,T1
2024-11-08,LONG,CASCADE,0.87346,0.8737,2.4,TP,9.6,T1
2024-11-08,LONG,CASCADE,0.87385,0.8730772,-7.7,SL,9.6,T1
2024-11-14,SHORT,INITIAL,0.88893,0.88842,5.1,TP,20.4,T2
2024-11-14,LONG,CASCADE,0.88985,0.89036,5.1,TP,20.4,T2
2024-11-15,LONG,INITIAL,0.88991,0.889494,-4.2,SL,23.5,T2
2024-11-19,SHORT,INITIAL,0.88029,0.8806740000000001,-3.8,SL,34.3,T3
2024-11-19,LONG,CASCADE,0.88167,0.8808132000000001,-8.6,SL,34.3,T3
2024-11-20,LONG,INITIAL,0.88514,0.884772,-3.7,SL,23.7,T2
2024-11-22,LONG,INITIAL,0.89199,0.8924175,4.3,TP,17.1,T1
2024-11-22,SHORT,CASCADE,0.89252,0.8934776000000001,-9.6,SL,17.1,T1
2024-11-22,LONG,CASCADE,0.89419,0.8946175000000001,4.3,TP,17.1,T1
2024-11-27,SHORT,INITIAL,0.88278,0.882145,6.4,TP,25.4,T2
2024-11-27,SHORT,CASCADE,0.88151,0.8825348000000001,-10.2,SL,25.4,T2
2024-11-27,LONG,CASCADE,0.88336,0.8820496,-13.1,SL,25.4,T2
2024-11-27,SHORT,CASCADE,0.88118,0.8805449999999999,6.4,TP,25.4,T2
2024-11-27,LONG,CASCADE,0.88105,0.881685,6.4,TP,25.4,T2
2024-11-27,SHORT,CASCADE,0.88133,0.880695,6.3,TP,25.4,T2
2024-11-27,LONG,CASCADE,0.88064,0.881275,6.4,TP,25.4,T2
2024-11-29,LONG,INITIAL,0.88223,0.8817419999999999,-4.9,SL,22.3,T2
2024-12-02,LONG,INITIAL,0.88759,0.887166,-4.2,SL,36.7,T3
2024-12-02,SHORT,CASCADE,0.88723,0.8863125,9.2,TP,36.7,T3
2024-12-03,SHORT,INITIAL,0.88358,0.884132,-5.5,SL,27.1,T2
2024-12-03,LONG,CASCADE,0.88412,0.8847975,6.8,TP,27.1,T2
2024-12-03,LONG,CASCADE,0.88483,0.8855075,6.8,TP,27.1,T2
2024-12-03,LONG,CASCADE,0.88585,0.8847244,-11.3,SL,27.1,T2
2024-12-06,SHORT,INITIAL,0.87489,0.874535,3.5,TP,14.2,T1
2024-12-06,LONG,CASCADE,0.87458,0.874935,3.5,TP,14.2,T1
2024-12-06,SHORT,CASCADE,0.87486,0.8764056,-15.5,SL,14.2,T1
2024-12-06,LONG,CASCADE,0.87663,0.876985,3.5,TP,14.2,T1
2024-12-06,SHORT,CASCADE,0.87756,0.877205,3.5,TP,14.2,T1
2024-12-06,SHORT,CASCADE,0.8771,0.878528,-14.3,SL,14.2,T1
2024-12-09,SHORT,INITIAL,0.87661,0.8761099999999999,5.0,TP,20.0,T2
2024-12-13,LONG,INITIAL,0.89379,0.893046,-7.4,SL,14.7,T1
2024-12-17,SHORT,INITIAL,0.89239,0.8915425,8.5,TP,33.9,T3
2024-12-20,LONG,INITIAL,0.89496,0.8944559999999999,-5.0,SL,15.6,T1
2024-12-20,LONG,CASCADE,0.89398,0.8931904,-7.9,SL,15.6,T1
2024-12-20,SHORT,CASCADE,0.89387,0.8950123999999999,-11.4,SL,15.6,T1
2024-12-20,SHORT,CASCADE,0.89408,0.89369,3.9,TP,15.6,T1
2024-12-20,LONG,CASCADE,0.89463,0.8932691999999999,-13.6,SL,15.6,T1
2024-12-20,SHORT,CASCADE,0.893,0.89261,3.9,TP,15.6,T1
2024-12-22,LONG,INITIAL,0.89652,0.8969,3.8,TP,15.2,T1
2024-12-22,SHORT,CASCADE,0.89669,0.8977484,-10.6,SL,15.2,T1
2024-12-24,LONG,INITIAL,0.90027,0.8998780000000001,-3.9,SL,17.2,T1
2024-12-26,SHORT,INITIAL,0.89884,0.89843,4.1,TP,16.4,T1
2024-12-30,LONG,INITIAL,0.90486,0.9056649999999999,8.0,TP,32.2,T3
2024-12-30,SHORT,CASCADE,0.90508,0.9059872,-9.1,SL,32.2,T3
2024-12-30,SHORT,CASCADE,0.90545,0.9046449999999999,8.1,TP,32.2,T3
2024-12-30,LONG,CASCADE,0.90547,0.9062749999999999,8.0,TP,32.2,T3
2024-12-30,SHORT,CASCADE,0.90524,0.9044350000000001,8.0,TP,32.2,T3
2024-12-31,LONG,INITIAL,0.90592,0.905392,-5.3,SL,14.8,T1
2024-12-31,LONG,CASCADE,0.90606,0.90643,3.7,TP,14.8,T1
2024-12-31,LONG,CASCADE,0.90696,0.90733,3.7,TP,14.8,T1
2025-01-05,SHORT,INITIAL,0.90442,0.9037225,7.0,TP,27.9,T2
2025-01-05,SHORT,CASCADE,0.9025,0.9018025,7.0,TP,27.9,T2
2025-01-05,LONG,CASCADE,0.90187,0.9025675,7.0,TP,27.9,T2
2025-01-10,LONG,INITIAL,0.9135,0.9138299999999999,3.3,TP,13.2,T1
2025-01-10,LONG,CASCADE,0.91837,0.9187000000000001,3.3,TP,13.2,T1
2025-01-10,SHORT,CASCADE,0.91668,0.91635,3.3,TP,13.2,T1
2025-01-10,SHORT,CASCADE,0.91604,0.9169976000000001,-9.6,SL,13.2,T1
2025-01-10,SHORT,CASCADE,0.91595,0.9156200000000001,3.3,TP,13.2,T1
2025-01-10,SHORT,CASCADE,0.91494,0.9161663999999999,-12.3,SL,13.2,T1
2025-01-10,LONG,CASCADE,0.91642,0.91675,3.3,TP,13.2,T1
2025-01-10,SHORT,CASCADE,0.9159,0.91557,3.3,TP,13.2,T1
2025-01-10,LONG,CASCADE,0.91524,0.91557,3.3,TP,13.2,T1
2025-01-10,LONG,CASCADE,0.91718,0.91751,3.3,TP,13.2,T1
2025-01-15,SHORT,INITIAL,0.90914,0.911364,-22.2,SL,22.0,T2
2025-01-15,LONG,CASCADE,0.91389,0.9124956,-13.9,SL,22.0,T2
2025-01-16,LONG,INITIAL,0.91322,0.912772,-4.5,SL,32.4,T3
2025-01-17,LONG,INITIAL,0.91417,0.91349,-6.8,SL,24.1,T2
2025-01-17,LONG,CASCADE,0.91425,0.912822,-14.3,SL,24.1,T2
2025-01-22,LONG,INITIAL,0.90588,0.9063425,4.6,TP,18.5,T1
2025-01-27,LONG,INITIAL,0.89831,0.8988,4.9,TP,19.6,T1
2025-01-27,SHORT,CASCADE,0.89837,0.89788,4.9,TP,19.6,T1
2025-01-27,LONG,CASCADE,0.89943,0.8999199999999999,4.9,TP,19.6,T1
2025-01-27,LONG,CASCADE,0.90066,0.90115,4.9,TP,19.6,T1
2025-01-27,LONG,INITIAL,0.9011,0.90159,4.9,TP,19.6,T1
2025-01-27,SHORT,CASCADE,0.90071,0.9018691999999999,-11.6,SL,19.6,T1
2025-01-31,LONG,INITIAL,0.91067,0.910294,-3.8,SL,18.7,T1
2025-01-31,SHORT,CASCADE,0.90789,0.9095196,-16.3,SL,18.7,T1
2025-01-31,SHORT,CASCADE,0.90778,0.9073125,4.7,TP,18.7,T1
2025-02-02,SHORT,INITIAL,0.91512,0.9141950000000001,9.2,TP,37.0,T3
2025-02-02,SHORT,CASCADE,0.91366,0.9149031999999999,-12.4,SL,37.0,T3
2025-02-05,LONG,INITIAL,0.90256,0.9033075,7.5,TP,29.9,T2
2025-02-05,SHORT,CASCADE,0.90237,0.9016225,7.5,TP,29.9,T2
2025-02-05,SHORT,CASCADE,0.90079,0.9021676000000001,-13.8,SL,29.9,T2
2025-02-07,SHORT,INITIAL,0.9071,0.9068925,2.1,TP,8.3,T1
2025-02-07,LONG,CASCADE,0.90888,0.9090875,2.1,TP,8.3,T1
2025-02-07,SHORT,CASCADE,0.90832,0.9081125,2.1,TP,8.3,T1
2025-02-07,SHORT,CASCADE,0.90759,0.9073825,2.1,TP,8.3,T1
2025-02-07,LONG,CASCADE,0.90856,0.9087675000000001,2.1,TP,8.3,T1
2025-02-07,LONG,CASCADE,0.9101,0.9103075,2.1,TP,8.3,T1
2025-02-07,SHORT,CASCADE,0.90938,0.9091724999999999,2.1,TP,8.3,T1
2025-02-07,SHORT,CASCADE,0.90942,0.9105791999999999,-11.6,SL,8.3,T1
2025-02-11,LONG,INITIAL,0.91382,0.913436,-3.8,SL,20.9,T2
2025-02-14,SHORT,INITIAL,0.89951,0.89913,3.8,TP,15.2,T1
2025-02-14,SHORT,CASCADE,0.89887,0.89849,3.8,TP,15.2,T1
2025-02-14,SHORT,CASCADE,0.89808,0.8976999999999999,3.8,TP,15.2,T1
2025-02-14,LONG,CASCADE,0.89799,0.8983699999999999,3.8,TP,15.2,T1
2025-02-14,LONG,CASCADE,0.89899,0.8975788,-14.1,SL,15.2,T1
2025-02-16,LONG,INITIAL,0.9015,0.9011,-4.0,SL,14.0,T1
2025-02-19,LONG,INITIAL,0.90439,0.90495,5.6,TP,22.4,T2
2025-02-25,SHORT,INITIAL,0.89256,0.8916075,9.5,TP,38.1,T3
2025-02-25,LONG,CASCADE,0.89243,0.8933825,9.5,TP,38.1,T3
2025-02-28,LONG,INITIAL,0.90242,0.901748,-6.7,SL,35.9,T3
2025-02-28,LONG,CASCADE,0.90248,0.9014384,-10.4,SL,35.9,T3
2025-03-07,SHORT,INITIAL,0.87885,0.879346,-5.0,SL,31.4,T3
2025-03-07,SHORT,CASCADE,0.8778,0.8770150000000001,7.8,TP,31.4,T3
2025-03-07,LONG,CASCADE,0.87885,0.879635,7.8,TP,31.4,T3
2025-03-07,SHORT,CASCADE,0.87903,0.8782449999999999,7.9,TP,31.4,T3
2025-03-07,SHORT,CASCADE,0.8786,0.877815,7.9,TP,31.4,T3
2025-03-07,LONG,CASCADE,0.87786,0.8786449999999999,7.8,TP,31.4,T3
2025-03-07,SHORT,CASCADE,0.87903,0.8805084,-14.8,SL,31.4,T3
2025-03-09,SHORT,INITIAL,0.87774,0.877145,6.0,TP,23.8,T2
2025-03-12,LONG,INITIAL,0.88426,0.885175,9.1,TP,36.6,T3
2025-03-13,LONG,INITIAL,0.88508,0.8845040000000001,-5.8,SL,36.8,T3
2025-03-13,LONG,CASCADE,0.88503,0.8836692,-13.6,SL,36.8,T3
2025-03-14,LONG,INITIAL,0.8856,0.885184,-4.2,SL,13.7,T1
2025-03-14,SHORT,CASCADE,0.88493,0.8845875,3.4,TP,13.7,T1
2025-03-21,LONG,INITIAL,0.881,0.88152,5.2,TP,20.8,T2
2025-03-23,SHORT,INITIAL,0.88157,0.881914,-3.4,SL,20.0,T2
2025-03-24,SHORT,INITIAL,0.8815,0.882004,-5.0,SL,21.4,T2
2025-03-24,SHORT,CASCADE,0.8819,0.8831768,-12.8,SL,21.4,T2
2025-03-24,SHORT,INITIAL,0.88258,0.882045,5.4,TP,21.4,T2
2025-03-25,SHORT,INITIAL,0.8814,0.881015,3.8,TP,15.4,T1
2025-03-25,SHORT,CASCADE,0.88062,0.880235,3.8,TP,15.4,T1
2025-03-25,LONG,CASCADE,0.8811,0.881485,3.8,TP,15.4,T1
2025-03-27,SHORT,INITIAL,0.88352,0.883888,-3.7,SL,23.9,T2
2025-03-27,SHORT,INITIAL,0.88091,0.881614,-7.0,SL,23.9,T2
2025-04-17,LONG,INITIAL,0.81986,0.8207525,8.9,TP,35.7,T3
2025-04-17,LONG,CASCADE,0.82001,0.8209025000000001,8.9,TP,35.7,T3
2025-04-17,LONG,CASCADE,0.82239,0.8212140000000001,-11.8,SL,35.7,T3
2025-04-25,SHORT,INITIAL,0.82896,0.829472,-5.1,SL,35.0,T3
2025-05-01,LONG,INITIAL,0.82915,0.8287100000000001,-4.4,SL,31.5,T3
2025-05-01,LONG,CASCADE,0.82893,0.8280732000000001,-8.6,SL,31.5,T3
2025-05-01,LONG,CASCADE,0.82951,0.8302974999999999,7.9,TP,31.5,T3
2025-05-01,LONG,CASCADE,0.83111,0.8318975,7.9,TP,31.5,T3
2025-05-01,LONG,CASCADE,0.83282,0.8317112,-11.1,SL,31.5,T3
2025-05-01,SHORT,INITIAL,0.82554,0.8247525,7.9,TP,31.5,T3
2025-05-01,SHORT,CASCADE,0.8214,0.8206125,7.9,TP,31.5,T3
2025-05-01,LONG,CASCADE,0.82305,0.8238375,7.9,TP,31.5,T3
2025-05-01,LONG,CASCADE,0.82449,0.8252774999999999,7.9,TP,31.5,T3
2025-05-02,SHORT,INITIAL,0.82387,0.8229325,9.4,TP,37.5,T3
2025-05-02,LONG,CASCADE,0.8236,0.8245375,9.4,TP,37.5,T3
2025-05-02,LONG,CASCADE,0.82656,0.8274975,9.4,TP,37.5,T3
2025-05-02,SHORT,CASCADE,0.82625,0.8253125,9.4,TP,37.5,T3
2025-05-02,SHORT,CASCADE,0.82337,0.8268643999999999,-34.9,SL,37.5,T3
2025-05-02,LONG,CASCADE,0.82711,0.8280475,9.4,TP,37.5,T3
2025-05-04,SHORT,INITIAL,0.82443,0.823685,7.4,TP,29.8,T2
2025-05-04,SHORT,CASCADE,0.82381,0.823065,7.4,TP,29.8,T2
2025-05-05,SHORT,INITIAL,0.82158,0.822252,-6.7,SL,30.7,T3
2025-05-05,LONG,INITIAL,0.82552,0.8262875000000001,7.7,TP,30.7,T3
2025-05-05,SHORT,CASCADE,0.8257,0.8249325,7.7,TP,30.7,T3
2025-05-09,SHORT,INITIAL,0.83056,0.83104,-4.8,SL,33.6,T3
2025-05-09,SHORT,CASCADE,0.83061,0.8297699999999999,8.4,TP,33.6,T3
2025-05-09,LONG,CASCADE,0.82992,0.8287944,-11.3,SL,33.6,T3
2025-05-09,SHORT,CASCADE,0.82796,0.8271200000000001,8.4,TP,33.6,T3
2025-05-09,LONG,CASCADE,0.82843,0.82927,8.4,TP,33.6,T3
2025-05-14,LONG,INITIAL,0.83582,0.8368774999999999,10.6,TP,42.3,T3
2025-05-14,LONG,INITIAL,0.84136,0.840304,-10.6,SL,42.3,T3
2025-05-16,LONG,INITIAL,0.83783,0.837414,-4.2,SL,20.3,T2
2025-05-16,LONG,CASCADE,0.83777,0.8365268000000001,-12.4,SL,20.3,T2
2025-05-16,LONG,CASCADE,0.83765,0.8381575,5.1,TP,20.3,T2
2025-05-16,SHORT,CASCADE,0.83744,0.8385992000000001,-11.6,SL,20.3,T2
2025-05-18,SHORT,INITIAL,0.83271,0.8330460000000001,-3.4,SL,34.4,T3
2025-05-22,LONG,INITIAL,0.82727,0.8262539999999999,-10.2,SL,38.1,T3
2025-05-22,LONG,CASCADE,0.82982,0.8282912,-15.3,SL,38.1,T3
2025-05-22,LONG,CASCADE,0.82908,0.8300325000000001,9.5,TP,38.1,T3
2025-05-23,SHORT,INITIAL,0.82564,0.8251000000000001,5.4,TP,21.6,T2
2025-05-23,LONG,CASCADE,0.82523,0.8242219999999999,-10.1,SL,21.6,T2
2025-05-23,SHORT,CASCADE,0.82416,0.82362,5.4,TP,21.6,T2
2025-05-23,SHORT,CASCADE,0.82184,0.8213,5.4,TP,21.6,T2
2025-05-23,LONG,CASCADE,0.82352,0.82406,5.4,TP,21.6,T2
2025-05-23,LONG,CASCADE,0.82364,0.8226319999999999,-10.1,SL,21.6,T2
2025-05-23,LONG,CASCADE,0.8237,0.82424,5.4,TP,21.6,T2
2025-05-23,SHORT,CASCADE,0.82269,0.82215,5.4,TP,21.6,T2
2025-05-23,SHORT,CASCADE,0.82154,0.8210000000000001,5.4,TP,21.6,T2
2025-05-30,LONG,INITIAL,0.8236,0.822912,-6.9,SL,36.4,T3
2025-05-30,LONG,CASCADE,0.82395,0.8222532,-17.0,SL,36.4,T3
2025-06-01,SHORT,INITIAL,0.81701,0.81605,9.6,TP,38.4,T3
2025-06-01,LONG,CASCADE,0.81622,0.8171799999999999,9.6,TP,38.4,T3
2025-06-06,LONG,INITIAL,0.82194,0.8222925,3.5,TP,14.1,T1
2025-06-06,SHORT,CASCADE,0.82158,0.8212275,3.5,TP,14.1,T1
2025-06-06,LONG,CASCADE,0.8238,0.8241525,3.5,TP,14.1,T1
2025-06-06,SHORT,CASCADE,0.82365,0.8232975,3.5,TP,14.1,T1
2025-06-06,LONG,CASCADE,0.8237,0.8240525,3.5,TP,14.1,T1
2025-06-06,SHORT,CASCADE,0.82274,0.8223875,3.5,TP,14.1,T1
2025-06-06,LONG,CASCADE,0.82211,0.8224625,3.5,TP,14.1,T1
2025-06-10,SHORT,INITIAL,0.8209,0.8213,-4.0,SL,31.9,T3
2025-06-15,SHORT,INITIAL,0.8109,0.811252,-3.5,SL,23.3,T2
2025-06-16,SHORT,INITIAL,0.80931,0.8101659999999999,-8.6,SL,30.7,T3
2025-06-16,LONG,CASCADE,0.80966,0.8104275000000001,7.7,TP,30.7,T3
2025-06-17,LONG,INITIAL,0.81784,0.8173039999999999,-5.4,SL,44.6,T3
2025-06-20,SHORT,INITIAL,0.81718,0.816805,3.8,TP,15.0,T1
2025-06-20,LONG,CASCADE,0.81736,0.817735,3.8,TP,15.0,T1
2025-06-20,SHORT,CASCADE,0.81749,0.817115,3.8,TP,15.0,T1
2025-06-22,LONG,INITIAL,0.81839,0.8189549999999999,5.6,TP,22.6,T2
2025-06-22,SHORT,CASCADE,0.81818,0.817615,5.7,TP,22.6,T2
2025-06-27,SHORT,INITIAL,0.79888,0.798465,4.2,TP,16.6,T1
2025-06-27,SHORT,CASCADE,0.79685,0.796435,4.1,TP,16.6,T1
2025-06-27,LONG,CASCADE,0.79708,0.7974950000000001,4.2,TP,16.6,T1
2025-06-27,LONG,CASCADE,0.79967,0.8000849999999999,4.1,TP,16.6,T1
2025-06-29,SHORT,INITIAL,0.79671,0.797062,-3.5,SL,20.8,T2
2025-07-01,LONG,INITIAL,0.78943,0.7899174999999999,4.9,TP,19.5,T1
2025-07-01,SHORT,CASCADE,0.7894,0.7889125,4.9,TP,19.5,T1
