date,direction,variant,entry,exit,pnl_pips,result,ar,tier
2023-09-29,LONG,CASCADE,0.91583,0.9137468,-20.8,SL,23.0,T2
2023-10-05,LONG,INITIAL,0.91644,0.9158000000000001,-6.4,SL,29.2,T2
2023-10-05,LONG,CASCADE,0.9166,0.9150376,-15.6,SL,29.2,T2
2023-10-05,SHORT,INITIAL,0.91184,0.912264,-4.2,SL,29.2,T2
2023-10-06,LONG,INITIAL,0.91219,0.91167,-5.2,SL,14.8,T1
2023-10-06,LONG,CASCADE,0.91661,0.91698,3.7,TP,14.8,T1
2023-10-06,SHORT,CASCADE,0.9154,0.91503,3.7,TP,14.8,T1
2023-10-06,SHORT,CASCADE,0.91478,0.9144100000000001,3.7,TP,14.8,T1
2023-10-06,LONG,CASCADE,0.9151,0.91547,3.7,TP,14.8,T1
2023-10-06,SHORT,CASCADE,0.91509,0.9163332000000001,-12.4,SL,14.8,T1
2023-10-06,LONG,CASCADE,0.91421,0.912446,-17.6,SL,14.8,T1
2023-10-06,SHORT,CASCADE,0.9114,0.91103,3.7,TP,14.8,T1
2023-10-06,SHORT,CASCADE,0.90953,0.90916,3.7,TP,14.8,T1
2023-10-06,LONG,CASCADE,0.90907,0.90944,3.7,TP,14.8,T1
2023-10-06,SHORT,CASCADE,0.90956,0.90919,3.7,TP,14.8,T1
2023-10-10,LONG,INITIAL,0.90706,0.906652,-4.1,SL,42.9,T3
2023-10-10,LONG,CASCADE,0.90708,0.9060552,-10.2,SL,42.9,T3
2023-10-10,LONG,CASCADE,0.90742,0.9064119999999999,-10.1,SL,42.9,T3
2023-10-10,SHORT,INITIAL,0.90244,0.902792,-3.5,SL,42.9,T3
2023-10-10,SHORT,CASCADE,0.90244,0.9031623999999999,-7.2,SL,42.9,T3
2023-10-13,SHORT,INITIAL,0.90619,0.9058925000000001,3.0,TP,11.9,T1
2023-10-13,SHORT,CASCADE,0.90543,0.9051325,3.0,TP,11.9,T1
2023-10-13,LONG,CASCADE,0.90564,0.9059375,3.0,TP,11.9,T1
2023-10-13,LONG,CASCADE,0.9056,0.9038864000000001,-17.1,SL,11.9,T1
2023-10-13,LONG,CASCADE,0.90475,0.9050475,3.0,TP,11.9,T1
2023-10-13,SHORT,CASCADE,0.90386,0.9035625,3.0,TP,11.9,T1
2023-10-13,SHORT,CASCADE,0.90107,0.9007725000000001,3.0,TP,11.9,T1
2023-10-17,LONG,INITIAL,0.90256,0.900672,-18.9,SL,43.0,T3
2023-10-18,SHORT,INITIAL,0.89717,0.8963425,8.3,TP,33.1,T3
2023-10-18,SHORT,CASCADE,0.89614,0.8978368,-17.0,SL,33.1,T3
2023-10-27,LONG,INITIAL,0.90146,0.900612,-8.5,SL,14.9,T1
2023-10-27,LONG,CASCADE,0.90201,0.9023825,3.7,TP,14.9,T1
2023-10-27,SHORT,CASCADE,0.90175,0.9031612,-14.1,SL,14.9,T1
2023-10-30,SHORT,INITIAL,0.90081,0.90141,-6.0,SL,24.3,T2
2023-11-02,SHORT,INITIAL,0.90188,0.902416,-5.4,SL,44.1,T3
2023-11-03,SHORT,INITIAL,0.90047,0.9001925,2.8,TP,11.1,T1
2023-11-03,SHORT,CASCADE,0.89943,0.8991525,2.8,TP,11.1,T1
2023-11-03,LONG,CASCADE,0.89961,0.8998875,2.8,TP,11.1,T1
2023-11-03,LONG,CASCADE,0.89952,0.8997975,2.8,TP,11.1,T1
2023-11-03,SHORT,CASCADE,0.89958,0.8993025000000001,2.8,TP,11.1,T1
2023-11-03,LONG,CASCADE,0.89975,0.9000275,2.8,TP,11.1,T1
2023-11-03,LONG,CASCADE,0.90135,0.8989308,-24.2,SL,11.1,T1
2023-11-03,SHORT,CASCADE,0.89827,0.8979925,2.8,TP,11.1,T1
2023-11-06,SHORT,INITIAL,0.90084,0.901168,-3.3,SL,41.6,T3
2023-11-08,SHORT,INITIAL,0.89849,0.8976850000000001,8.0,TP,32.2,T3
2023-11-10,SHORT,INITIAL,0.90147,0.902166,-7.0,SL,13.7,T1
2023-11-10,SHORT,CASCADE,0.90274,0.9023975,3.4,TP,13.7,T1
2023-11-13,LONG,INITIAL,0.9043,0.9039240000000001,-3.8,SL,18.8,T1
2023-11-13,SHORT,CASCADE,0.90279,0.90232,4.7,TP,18.8,T1
2023-11-15,LONG,INITIAL,0.8876,0.8880849999999999,4.8,TP,19.4,T1
2023-11-15,SHORT,CASCADE,0.88767,0.887185,4.8,TP,19.4,T1
2023-11-15,SHORT,CASCADE,0.887,0.886515,4.8,TP,19.4,T1
2023-11-16,SHORT,INITIAL,0.88554,0.8860600000000001,-5.2,SL,27.5,T2
2023-11-17,SHORT,INITIAL,0.88638,0.886764,-3.8,SL,11.3,T1
2023-11-17,SHORT,CASCADE,0.88697,0.8866875000000001,2.8,TP,11.3,T1
2023-11-17,LONG,CASCADE,0.88686,0.8871425,2.8,TP,11.3,T1
2023-11-21,SHORT,INITIAL,0.88238,0.882756,-3.8,SL,35.3,T3
2023-11-22,LONG,INITIAL,0.88488,0.8855975,7.2,TP,28.7,T2
2023-11-22,LONG,CASCADE,0.8868,0.8853551999999999,-14.4,SL,28.7,T2
2023-11-24,SHORT,INITIAL,0.88218,0.8816949999999999,4.9,TP,19.4,T1
2023-11-24,SHORT,CASCADE,0.88137,0.8824284,-10.6,SL,19.4,T1
2023-11-30,LONG,INITIAL,0.87507,0.8758725,8.0,TP,32.1,T3
2023-11-30,SHORT,CASCADE,0.87492,0.8757936,-8.7,SL,32.1,T3
2023-11-30,LONG,CASCADE,0.87656,0.8757535999999999,-8.1,SL,32.1,T3
2023-11-30,SHORT,CASCADE,0.86947,0.8738884,-44.2,SL,32.1,T3
2023-11-30,LONG,CASCADE,0.87589,0.8745796000000001,-13.1,SL,32.1,T3
2023-11-30,LONG,INITIAL,0.8753,0.8761025,8.0,TP,32.1,T3
2023-12-01,LONG,INITIAL,0.87622,0.876495,2.8,TP,11.0,T1
2023-12-01,SHORT,CASCADE,0.87607,0.875795,2.8,TP,11.0,T1
2023-12-01,SHORT,CASCADE,0.87373,0.873455,2.8,TP,11.0,T1
2023-12-01,SHORT,CASCADE,0.87335,0.8730749999999999,2.8,TP,11.0,T1
2023-12-01,SHORT,CASCADE,0.8713,0.8710249999999999,2.8,TP,11.0,T1
2023-12-01,SHORT,CASCADE,0.87048,0.870205,2.8,TP,11.0,T1
2023-12-06,LONG,INITIAL,0.87609,0.876765,6.7,TP,27.0,T2
2023-12-07,LONG,INITIAL,0.87737,0.87798,6.1,TP,24.4,T2
2023-12-07,LONG,CASCADE,0.8781,0.8770919999999999,-10.1,SL,24.4,T2
2023-12-07,LONG,CASCADE,0.87666,0.8746271999999999,-20.3,SL,24.4,T2
2023-12-08,LONG,INITIAL,0.87961,0.8800225,4.1,TP,16.5,T1
2023-12-08,SHORT,CASCADE,0.87759,0.879606,-20.2,SL,16.5,T1
2023-12-08,LONG,CASCADE,0.87959,0.8800025,4.1,TP,16.5,T1
2023-12-08,SHORT,CASCADE,0.87978,0.8805528,-7.7,SL,16.5,T1
2023-12-08,LONG,CASCADE,0.881,0.8795888000000001,-14.1,SL,16.5,T1
2023-12-08,SHORT,CASCADE,0.87965,0.8792375,4.1,TP,16.5,T1
2023-12-08,SHORT,CASCADE,0.87812,0.8777075,4.1,TP,16.5,T1
2023-12-08,LONG,CASCADE,0.87834,0.8787525,4.1,TP,16.5,T1
2023-12-08,LONG,CASCADE,0.87936,0.8797725000000001,4.1,TP,16.5,T1
2023-12-08,LONG,CASCADE,0.87994,0.8803525000000001,4.1,TP,16.5,T1
2023-12-08,SHORT,CASCADE,0.88125,0.8808374999999999,4.1,TP,16.5,T1
2023-12-10,LONG,INITIAL,0.88048,0.880965,4.8,TP,19.4,T1
2023-12-12,SHORT,INITIAL,0.87359,0.872915,6.7,TP,27.0,T2
2023-12-12,LONG,CASCADE,0.87535,0.8760249999999999,6.7,TP,27.0,T2
2023-12-12,SHORT,CASCADE,0.87486,0.8761032000000001,-12.4,SL,27.0,T2
2023-12-15,LONG,INITIAL,0.86805,0.868725,6.7,TP,27.0,T2
2023-12-15,SHORT,CASCADE,0.86857,0.867895,6.7,TP,27.0,T2
2023-12-15,LONG,INITIAL,0.86797,0.868645,6.7,TP,27.0,T2
2023-12-17,SHORT,INITIAL,0.86753,0.8671975000000001,3.3,TP,13.3,T1
2023-12-18,SHORT,INITIAL,0.86468,0.863585,10.9,TP,43.8,T3
2023-12-20,SHORT,INITIAL,0.86391,0.8631325,7.8,TP,31.1,T3
2023-12-20,SHORT,INITIAL,0.86003,0.8592525,7.8,TP,31.1,T3
2023-12-20,SHORT,CASCADE,0.85859,0.8593628,-7.7,SL,31.1,T3
2023-12-22,SHORT,INITIAL,0.85429,0.8547859999999999,-5.0,SL,11.6,T1
2023-12-22,SHORT,CASCADE,0.85437,0.85408,2.9,TP,11.6,T1
2023-12-22,SHORT,CASCADE,0.85494,0.85465,2.9,TP,11.6,T1
2023-12-22,SHORT,CASCADE,0.85327,0.85298,2.9,TP,11.6,T1
2023-12-22,SHORT,CASCADE,0.85237,0.85208,2.9,TP,11.6,T1
2023-12-22,LONG,CASCADE,0.85255,0.85284,2.9,TP,11.6,T1
2023-12-22,LONG,CASCADE,0.85603,0.8549716000000002,-10.6,SL,11.6,T1
2023-12-29,LONG,INITIAL,0.83821,0.8388975000000001,6.9,TP,27.5,T2
2023-12-29,LONG,CASCADE,0.84013,0.8390547999999999,-10.8,SL,27.5,T2
2023-12-29,SHORT,CASCADE,0.83789,0.8372025000000001,6.9,TP,27.5,T2
2023-12-29,SHORT,CASCADE,0.83649,0.8376323999999999,-11.4,SL,27.5,T2
2023-12-29,LONG,CASCADE,0.83846,0.8391474999999999,6.9,TP,27.5,T2
2023-12-29,SHORT,CASCADE,0.83964,0.8389525,6.9,TP,27.5,T2
2023-12-29,LONG,CASCADE,0.84025,0.8409375000000001,6.9,TP,27.5,T2
2024-01-03,SHORT,INITIAL,0.85268,0.853256,-5.8,SL,40.9,T3
2024-01-03,SHORT,CASCADE,0.85376,0.8527374999999999,10.2,TP,40.9,T3
2024-01-03,LONG,CASCADE,0.85322,0.8522288,-9.9,SL,40.9,T3
2024-01-03,LONG,CASCADE,0.85269,0.8514972,-11.9,SL,40.9,T3
2024-01-05,LONG,INITIAL,0.85515,0.852622,-25.3,SL,23.9,T2
2024-01-05,SHORT,CASCADE,0.84964,0.8490424999999999,6.0,TP,23.9,T2
2024-01-05,LONG,CASCADE,0.84725,0.8459900000000001,-12.6,SL,23.9,T2
2024-01-05,LONG,CASCADE,0.84706,0.8460352,-10.2,SL,23.9,T2
2024-01-05,LONG,CASCADE,0.84663,0.8472275,6.0,TP,23.9,T2
2024-01-05,LONG,CASCADE,0.84788,0.8484775,6.0,TP,23.9,T2
2024-01-12,SHORT,INITIAL,0.85363,0.8530949999999999,5.4,TP,21.4,T2
2024-01-12,SHORT,CASCADE,0.8511,0.850565,5.3,TP,21.4,T2
2024-01-12,SHORT,CASCADE,0.8494,0.848865,5.4,TP,21.4,T2
2024-01-12,LONG,CASCADE,0.85015,0.8506849999999999,5.3,TP,21.4,T2
2024-01-12,LONG,CASCADE,0.8513,0.8518349999999999,5.3,TP,21.4,T2
2024-01-19,LONG,INITIAL,0.87027,0.869518,-7.5,SL,16.1,T1
2024-01-22,LONG,INITIAL,0.86992,0.86932,-6.0,SL,28.8,T2
2024-01-23,LONG,INITIAL,0.86924,0.870125,8.9,TP,35.4,T3
2024-01-23,LONG,CASCADE,0.87118,0.872065,8.9,TP,35.4,T3
2024-01-23,SHORT,CASCADE,0.8708,0.8718919999999999,-10.9,SL,35.4,T3
2024-01-23,SHORT,INITIAL,0.86424,0.864592,-3.5,SL,35.4,T3
2024-01-26,SHORT,INITIAL,0.86301,0.8624875000000001,5.2,TP,20.9,T2
2024-01-26,SHORT,CASCADE,0.86377,0.8632475000000001,5.2,TP,20.9,T2
2024-01-26,SHORT,CASCADE,0.86275,0.8622275,5.2,TP,20.9,T2
2024-01-26,LONG,CASCADE,0.86255,0.8617435999999999,-8.1,SL,20.9,T2
2024-01-26,LONG,CASCADE,0.86271,0.8632325,5.2,TP,20.9,T2
2024-01-26,SHORT,CASCADE,0.86321,0.8644028,-11.9,SL,20.9,T2
2024-01-31,SHORT,INITIAL,0.86156,0.86102,5.4,TP,21.6,T2
2024-01-31,LONG,CASCADE,0.86156,0.8605184,-10.4,SL,21.6,T2
2024-01-31,LONG,CASCADE,0.86021,0.8593196,-8.9,SL,21.6,T2
2024-01-31,SHORT,CASCADE,0.85869,0.85815,5.4,TP,21.6,T2
2024-01-31,SHORT,CASCADE,0.85698,0.85644,5.4,TP,21.6,T2
2024-01-31,LONG,CASCADE,0.85771,0.85825,5.4,TP,21.6,T2
2024-01-31,SHORT,CASCADE,0.85701,0.8582531999999999,-12.4,SL,21.6,T2
2024-01-31,SHORT,INITIAL,0.85841,0.85787,5.4,TP,21.6,T2
2024-02-02,SHORT,INITIAL,0.85555,0.855934,-3.8,SL,11.4,T1
2024-02-02,LONG,CASCADE,0.86332,0.863605,2.8,TP,11.4,T1
2024-02-02,SHORT,CASCADE,0.86331,0.8640996,-7.9,SL,11.4,T1
2024-02-02,SHORT,CASCADE,0.86312,0.8640272,-9.1,SL,11.4,T1
2024-02-02,LONG,CASCADE,0.86533,0.865615,2.8,TP,11.4,T1
2024-02-06,LONG,INITIAL,0.87374,0.8732519999999999,-4.9,SL,37.8,T3
2024-02-09,LONG,INITIAL,0.87506,0.874452,-6.1,SL,13.3,T1
2024-02-16,LONG,INITIAL,0.8834,0.883655,2.6,TP,10.2,T1
2024-02-16,SHORT,CASCADE,0.88292,0.882665,2.6,TP,10.2,T1
2024-02-16,SHORT,CASCADE,0.88256,0.882305,2.6,TP,10.2,T1
2024-02-16,LONG,CASCADE,0.88325,0.882326,-9.2,SL,10.2,T1
2024-02-20,SHORT,INITIAL,0.87958,0.8786375000000001,9.4,TP,37.7,T3
2024-02-20,LONG,CASCADE,0.87926,0.8802025,9.4,TP,37.7,T3
2024-02-23,LONG,INITIAL,0.87885,0.8784740000000001,-3.8,SL,8.7,T1
2024-03-01,LONG,INITIAL,0.88713,0.886746,-3.8,SL,22.8,T2
2024-03-01,LONG,CASCADE,0.88784,0.8884099999999999,5.7,TP,22.8,T2
2024-03-01,SHORT,CASCADE,0.88778,0.88721,5.7,TP,22.8,T2
2024-03-05,SHORT,INITIAL,0.88376,0.883135,6.2,TP,25.0,T2
2024-03-05,SHORT,CASCADE,0.88281,0.883986,-11.8,SL,25.0,T2
2024-03-06,SHORT,INITIAL,0.88469,0.8835675,11.2,TP,44.9,T3
2024-03-08,SHORT,INITIAL,0.87557,0.8753375,2.3,TP,9.3,T1
2024-03-08,SHORT,CASCADE,0.87419,0.8739575,2.3,TP,9.3,T1
2024-03-08,LONG,CASCADE,0.87423,0.8744624999999999,2.3,TP,9.3,T1
2024-03-08,LONG,CASCADE,0.87511,0.8753425,2.3,TP,9.3,T1
2024-03-08,LONG,CASCADE,0.87522,0.8754525,2.3,TP,9.3,T1
2024-03-08,LONG,CASCADE,0.87625,0.8764824999999999,2.3,TP,9.3,T1
2024-03-08,LONG,CASCADE,0.87605,0.8762825,2.3,TP,9.3,T1
2024-03-08,SHORT,CASCADE,0.87597,0.8770788,-11.1,SL,9.3,T1
2024-03-12,SHORT,INITIAL,0.87497,0.8757619999999999,-7.9,SL,18.1,T1
2024-03-12,SHORT,INITIAL,0.87864,0.8781875,4.5,TP,18.1,T1
2024-03-13,SHORT,INITIAL,0.87719,0.877566,-3.8,SL,30.1,T3
2024-03-15,SHORT,INITIAL,0.88248,0.8823350000000001,1.4,TP,5.8,T1
2024-03-19,SHORT,INITIAL,0.88716,0.887528,-3.7,SL,27.1,T2
2024-03-22,SHORT,INITIAL,0.89974,0.900164,-4.2,SL,21.2,T2
2024-03-27,LONG,INITIAL,0.90667,0.906158,-5.1,SL,31.9,T3
2024-04-04,SHORT,INITIAL,0.90572,0.9049849999999999,7.4,TP,29.4,T2
2024-04-05,LONG,INITIAL,0.90334,0.902964,-3.8,SL,14.9,T1
2024-04-05,LONG,CASCADE,0.90598,0.9063525,3.7,TP,14.9,T1
2024-04-05,LONG,CASCADE,0.90632,0.90422,-21.0,SL,14.9,T1
2024-04-05,SHORT,CASCADE,0.90377,0.9033975,3.7,TP,14.9,T1
2024-04-05,SHORT,CASCADE,0.90008,0.901508,-14.3,SL,14.9,T1
2024-04-08,SHORT,INITIAL,0.90536,0.9046500000000001,7.1,TP,28.4,T2
2024-04-08,LONG,CASCADE,0.90531,0.9060199999999999,7.1,TP,28.4,T2
2024-04-09,SHORT,INITIAL,0.90245,0.901775,6.7,TP,27.0,T2
2024-04-09,LONG,CASCADE,0.90252,0.903195,6.7,TP,27.0,T2
2024-04-11,SHORT,INITIAL,0.9104,0.909805,6.0,TP,23.8,T2
2024-04-11,SHORT,CASCADE,0.90757,0.9108628,-32.9,SL,23.8,T2
2024-04-11,SHORT,INITIAL,0.91078,0.910185,6.0,TP,23.8,T2
2024-04-12,SHORT,INITIAL,0.91264,0.9121250000000001,5.1,TP,20.6,T2
2024-04-12,SHORT,CASCADE,0.9119,0.9113850000000001,5.1,TP,20.6,T2
2024-04-12,LONG,CASCADE,0.91153,0.912045,5.2,TP,20.6,T2
2024-04-12,SHORT,CASCADE,0.91183,0.9113150000000001,5.1,TP,20.6,T2
2024-04-12,LONG,CASCADE,0.91146,0.911975,5.1,TP,20.6,T2
2024-04-12,LONG,CASCADE,0.91154,0.9120550000000001,5.2,TP,20.6,T2
2024-04-12,LONG,CASCADE,0.91193,0.912445,5.1,TP,20.6,T2
2024-04-15,LONG,INITIAL,0.91482,0.913044,-17.8,SL,30.5,T3
2024-04-23,SHORT,INITIAL,0.91032,0.9094525,8.7,TP,34.7,T3
2024-04-23,LONG,CASCADE,0.91024,0.9111075000000001,8.7,TP,34.7,T3
2024-04-24,LONG,INITIAL,0.91493,0.914562,-3.7,SL,31.4,T3
2024-04-26,LONG,INITIAL,0.91223,0.91245,2.2,TP,8.8,T1
2024-04-26,SHORT,CASCADE,0.91149,0.9127164,-12.3,SL,8.8,T1
2024-05-03,SHORT,INITIAL,0.90145,0.90103,4.2,TP,16.8,T1
2024-05-03,LONG,CASCADE,0.90279,0.90321,4.2,TP,16.8,T1
2024-05-03,SHORT,CASCADE,0.90301,0.9045556,-15.5,SL,16.8,T1
2024-05-03,LONG,CASCADE,0.90519,0.90561,4.2,TP,16.8,T1
2024-05-03,SHORT,CASCADE,0.90519,0.9047700000000001,4.2,TP,16.8,T1
2024-05-10,LONG,INITIAL,0.90722,0.9074800000000001,2.6,TP,10.4,T1
2024-05-10,LONG,CASCADE,0.90844,0.907096,-13.4,SL,10.4,T1
2024-05-13,SHORT,INITIAL,0.90484,0.905344,-5.0,SL,22.7,T2
2024-05-14,LONG,INITIAL,0.90923,0.9079900000000001,-12.4,SL,43.7,T3
2024-05-19,SHORT,INITIAL,0.90856,0.908984,-4.2,SL,13.3,T1
2024-05-20,LONG,INITIAL,0.91079,0.9104059999999999,-3.8,SL,16.7,T1
2024-05-21,SHORT,INITIAL,0.90951,0.9100940000000001,-5.8,SL,33.0,T3
2024-05-23,SHORT,INITIAL,0.91353,0.914122,-5.9,SL,12.7,T1
2024-05-24,SHORT,INITIAL,0.91436,0.9141225,2.4,TP,9.5,T1
2024-05-27,LONG,INITIAL,0.91491,0.914422,-4.9,SL,36.0,T3
2024-05-28,SHORT,INITIAL,0.91011,0.910494,-3.8,SL,15.0,T1
2024-05-28,LONG,CASCADE,0.90916,0.909535,3.8,TP,15.0,T1
2024-05-28,LONG,CASCADE,0.91126,0.911635,3.8,TP,15.0,T1
2024-05-28,SHORT,CASCADE,0.90992,0.9114488000000001,-15.3,SL,15.0,T1
2024-05-31,SHORT,INITIAL,0.9052,0.9046375,5.6,TP,22.5,T2
2024-05-31,LONG,CASCADE,0.90517,0.9043468,-8.2,SL,22.5,T2
2024-05-31,SHORT,CASCADE,0.90093,0.9003675,5.6,TP,22.5,T2
2024-05-31,LONG,CASCADE,0.90111,0.9016725,5.6,TP,22.5,T2
2024-05-31,SHORT,CASCADE,0.90118,0.9030112,-18.3,SL,22.5,T2
2024-06-05,LONG,INITIAL,0.89346,0.89417,7.1,TP,28.4,T2
2024-06-05,SHORT,CASCADE,0.89319,0.8942316,-10.4,SL,28.4,T2
2024-06-07,SHORT,INITIAL,0.88933,0.8890625,2.7,TP,10.7,T1
2024-06-07,SHORT,CASCADE,0.89466,0.8943925,2.7,TP,10.7,T1
