date,direction,entry_price,exit_price,pnl_pips,exit_reason,signal_type,tier,year
2024-02-01,-1,1.07922,1.079636,-4.6599999999997195,sl_signal1,signal1,T1,2024
2024-02-01,-1,1.07922,1.08,-8.30000000000003,sl_signal2,signal2,T1,2024
2024-02-02,1,1.08834,1.0879240000000001,-4.6599999999997195,sl_signal1,signal1,T1,2024
2024-02-02,1,1.08834,1.0888025000000001,4.125000000000323,tp1_ar25,signal2,T1,2024
2024-02-02,-1,1.08277,1.0823075,4.125000000000323,tp1_ar25,signal1,T1,2024
2024-02-02,-1,1.08277,1.081845,8.750000000000647,tp2_ar50,signal2,T1,2024
2024-02-05,-1,1.0753,1.0748275,4.224999999998758,tp1_ar25,signal1,T1,2024
2024-02-05,-1,1.0753,1.074355,8.949999999999736,tp2_ar50,signal2,T1,2024
2024-02-05,-1,1.0739,1.074404,-5.539999999998379,sl_signal1,signal1,T1,2024
2024-02-05,-1,1.0739,1.07273,11.200000000001154,hard_exit_12pm,signal2,T1,2024
2024-02-06,1,1.07564,1.0760524999999999,3.624999999999268,tp1_ar25,signal1,T1,2024
2024-02-06,1,1.07564,1.0739,-17.899999999998528,hard_exit_12pm,signal2,T1,2024
2024-02-07,1,1.07689,1.0764500000000001,-4.899999999997739,sl_signal1,signal1,T1,2024
2024-02-07,1,1.07689,1.07734,4.000000000000615,tp1_ar25,signal2,T1,2024
2024-02-08,-1,1.07524,1.0747325,4.5749999999988304,tp1_ar25,signal1,T2,2024
2024-02-08,-1,1.07524,1.074225,9.649999999999881,tp2_ar50,signal2,T2,2024
2024-02-09,-1,1.07687,1.0766375,1.8250000000007987,tp1_ar25,signal1,T1,2024
2024-02-09,-1,1.07687,1.0764049999999998,4.150000000001597,tp2_ar50,signal2,T1,2024
2024-02-09,1,1.07807,1.0783025000000002,1.8250000000007987,tp1_ar25,signal1,T1,2024
2024-02-09,1,1.07807,1.078535,4.149999999999377,tp2_ar50,signal2,T1,2024
2024-02-13,-1,1.07309,1.0727225,3.175000000000761,tp1_ar25,signal1,T1,2024
2024-02-13,-1,1.07309,1.072355,6.850000000001522,tp2_ar50,signal2,T1,2024
2024-02-13,-1,1.07081,1.0704425,3.175000000000761,tp1_ar25,signal1,T1,2024
2024-02-13,-1,1.07081,1.070075,6.8499999999993015,tp2_ar50,signal2,T1,2024
2024-02-14,-1,1.07028,1.06999,2.3999999999990145,tp1_ar25,signal1,T1,2024
2024-02-14,-1,1.07028,1.0697,5.299999999998029,tp2_ar50,signal2,T1,2024
2024-02-15,1,1.07553,1.0758025,2.2249999999989782,tp1_ar25,signal1,T1,2024
2024-02-15,1,1.07553,1.0760750000000001,4.950000000000177,tp2_ar50,signal2,T1,2024
2024-02-15,1,1.07624,1.0765125000000002,2.2250000000011987,tp1_ar25,signal1,T1,2024
2024-02-15,1,1.07624,1.076785,4.950000000000177,tp2_ar50,signal2,T1,2024
2024-02-16,-1,1.07434,1.0738575000000001,4.324999999999413,tp1_ar25,signal1,T1,2024
2024-02-16,-1,1.07434,1.073375,9.150000000001047,tp2_ar50,signal2,T1,2024
2024-02-20,1,1.07869,1.0791624999999998,4.224999999998758,tp1_ar25,signal1,T1,2024
2024-02-20,1,1.07869,1.079635,8.949999999999736,tp2_ar50,signal2,T1,2024
2024-02-21,-1,1.07934,1.0797640000000002,-4.74000000000202,sl_signal1,signal1,T1,2024
2024-02-21,-1,1.07934,1.0801350000000003,-8.450000000003232,sl_signal2,signal2,T1,2024
2024-02-27,1,1.08584,1.0854479999999997,-4.4200000000017,sl_signal1,signal1,T1,2024
2024-02-27,1,1.08584,1.0851049999999998,-7.850000000001522,sl_signal2,signal2,T1,2024
2024-02-29,1,1.08465,1.084186,-5.139999999997979,sl_signal1,signal1,T1,2024
2024-02-29,1,1.08465,1.0837800000000002,-9.199999999997043,sl_signal2,signal2,T1,2024
2024-02-29,1,1.08458,1.0849250000000001,2.950000000000397,tp1_ar25,signal1,T1,2024
2024-02-29,1,1.08458,1.08527,6.399999999998574,tp2_ar50,signal2,T1,2024
2024-03-07,-1,1.08864,1.088265,3.250000000000142,tp1_ar25,signal1,T1,2024
2024-03-07,-1,1.08864,1.08789,7.000000000000284,tp2_ar50,signal2,T1,2024
2024-03-07,-1,1.08815,1.087775,3.250000000000142,tp1_ar25,signal1,T1,2024
2024-03-07,-1,1.08815,1.0874,7.000000000000284,tp2_ar50,signal2,T1,2024
2024-03-08,-1,1.09345,1.0931175,2.8250000000006885,tp1_ar25,signal1,T1,2024
2024-03-08,-1,1.09345,1.0927850000000001,6.149999999999157,tp2_ar50,signal2,T1,2024
2024-03-08,1,1.09671,1.0970425000000001,2.8250000000006885,tp1_ar25,signal1,T1,2024
2024-03-08,1,1.09671,1.097375,6.149999999999157,tp2_ar50,signal2,T1,2024
2024-03-11,1,1.09466,1.094284,-4.259999999999319,sl_signal1,signal1,T2,2024
2024-03-11,1,1.09466,1.093955,-7.549999999999557,sl_signal2,signal2,T2,2024
2024-03-12,1,1.09392,1.093296,-6.739999999999579,sl_signal1,signal1,T1,2024
2024-03-12,1,1.09392,1.09275,-12.199999999998933,sl_signal2,signal2,T1,2024
2024-03-14,-1,1.09314,1.0927425,3.475000000000506,tp1_ar25,signal1,T1,2024
2024-03-14,-1,1.09314,1.092345,7.450000000001012,tp2_ar50,signal2,T1,2024
2024-03-29,-1,1.07693,1.0773059999999999,-4.259999999999319,sl_signal1,signal1,T2,2024
2024-03-29,-1,1.07693,1.077635,-7.549999999999557,sl_signal2,signal2,T2,2024
2024-04-01,-1,1.07835,1.0787259999999999,-4.259999999999319,sl_signal1,signal1,T1,2024
2024-04-01,-1,1.07835,1.0790549999999999,-7.549999999999557,sl_signal2,signal2,T1,2024
2024-04-03,1,1.07838,1.077836,-5.939999999998779,sl_signal1,signal1,T1,2024
2024-04-03,1,1.07838,1.07736,-10.699999999997988,sl_signal2,signal2,T1,2024
2024-04-05,-1,1.08103,1.0805125,4.674999999999486,tp1_ar25,signal1,T2,2024
2024-04-05,-1,1.08103,1.0799949999999998,9.850000000001192,tp2_ar50,signal2,T2,2024
2024-04-10,-1,1.07902,1.0787900000000001,1.7999999999995246,tp1_ar25,signal1,T1,2024
2024-04-10,-1,1.07902,1.07856,4.10000000000127,tp2_ar50,signal2,T1,2024
2024-04-10,-1,1.07929,1.0790600000000001,1.7999999999995246,tp1_ar25,signal1,T1,2024
2024-04-10,-1,1.07929,1.07883,4.10000000000127,tp2_ar50,signal2,T1,2024
2024-04-10,-1,1.07806,1.07783,1.7999999999995246,tp1_ar25,signal1,T1,2024
2024-04-10,-1,1.07806,1.0776,4.10000000000127,tp2_ar50,signal2,T1,2024
2024-04-11,-1,1.07372,1.0742720000000001,-6.02000000000108,sl_signal1,signal1,T1,2024
2024-04-11,-1,1.07372,1.07346,2.0999999999992696,tp1_ar25,signal2,T1,2024
2024-04-12,-1,1.06909,1.0686250000000002,4.149999999999377,tp1_ar25,signal1,T1,2024
2024-04-12,-1,1.06909,1.0681600000000002,8.799999999998754,tp2_ar50,signal2,T1,2024
2024-04-12,-1,1.06806,1.068436,-4.259999999999319,sl_signal1,signal1,T1,2024
2024-04-12,-1,1.06806,1.067595,4.149999999999377,tp1_ar25,signal2,T1,2024
2024-04-12,-1,1.06708,1.066615,4.149999999999377,tp1_ar25,signal1,T1,2024
2024-04-12,-1,1.06708,1.06615,8.800000000000974,tp2_ar50,signal2,T1,2024
2024-04-12,-1,1.0646,1.065112,-5.62000000000068,sl_signal1,signal1,T1,2024
2024-04-12,-1,1.0646,1.06556,-10.100000000000719,sl_signal2,signal2,T1,2024
2024-04-15,1,1.06593,1.065562,-4.18000000000146,sl_signal1,signal1,T2,2024
2024-04-15,1,1.06593,1.0652399999999997,-7.400000000003015,sl_signal2,signal2,T2,2024
2024-04-18,-1,1.06631,1.0659100000000001,3.4999999999995595,tp1_ar25,signal1,T1,2024
2024-04-18,-1,1.06631,1.0655100000000002,7.499999999999119,tp2_ar50,signal2,T1,2024
2024-04-23,1,1.06651,1.0679488000000001,13.888000000000734,kill_switch_132,signal1,T1,2024
2024-04-23,1,1.06651,1.0679488000000001,13.888000000000734,kill_switch_132,signal2,T1,2024
2024-04-23,1,1.06738,1.0676525,2.2249999999989782,tp1_ar25,signal1,T1,2024
2024-04-23,1,1.06738,1.067925,4.950000000000177,tp2_ar50,signal2,T1,2024
2024-04-23,1,1.06733,1.0676025,2.2250000000011987,tp1_ar25,signal1,T1,2024
2024-04-23,1,1.06733,1.06641,-9.699999999998099,opposite_p90_exit_tp1done,signal2,T1,2024
2024-04-24,-1,1.06962,1.070012,-4.4199999999994795,sl_signal1,signal1,T1,2024
2024-04-24,-1,1.06962,1.0692525,3.175000000000761,tp1_ar25,signal2,T1,2024
2024-04-26,1,1.0737,1.073276,-4.74000000000202,sl_signal1,signal1,T1,2024
2024-04-26,1,1.0737,1.072905,-8.450000000001012,sl_signal2,signal2,T1,2024
2024-04-26,1,1.07359,1.07392,2.7999999999994145,tp1_ar25,signal1,T1,2024
2024-04-26,1,1.07359,1.0742500000000001,6.1000000000010495,tp2_ar50,signal2,T1,2024
2024-04-26,-1,1.07127,1.07223,-10.100000000000719,sl_signal1,signal1,T1,2024
2024-04-26,-1,1.07127,1.07094,2.7999999999994145,tp1_ar25,signal2,T1,2024
2024-05-02,1,1.07222,1.0726149999999999,3.449999999999232,tp1_ar25,signal1,T1,2024
2024-05-02,1,1.07222,1.0698,-24.699999999998667,opposite_p90_exit_tp1done,signal2,T1,2024
2024-05-02,1,1.07233,1.0698,-25.799999999999212,opposite_p90_exit_tp1done,cascade_1,T1,2024
2024-05-02,-1,1.06999,1.069595,3.449999999999232,tp1_ar25,signal1,T1,2024
2024-05-02,-1,1.06999,1.0692,7.400000000000684,tp2_ar50,signal2,T1,2024
2024-05-03,1,1.07406,1.0744925,3.8250000000005784,tp1_ar25,signal1,T1,2024
2024-05-03,1,1.07406,1.074925,8.149999999998936,tp2_ar50,signal2,T1,2024
2024-05-03,1,1.07986,1.0802925,3.8250000000005784,tp1_ar25,signal1,T1,2024
2024-05-03,1,1.07986,1.0807250000000002,8.150000000001157,tp2_ar50,signal2,T1,2024
2024-05-03,1,1.07955,1.07891,-6.899999999999739,opposite_p90_trim50,signal1,T1,2024
2024-05-03,1,1.07955,1.07975,1.4999999999997797,sl_signal2,signal2,T1,2024
2024-05-07,-1,1.07593,1.076362,-4.8199999999998795,sl_signal1,signal1,T1,2024
2024-05-07,-1,1.07593,1.0755275000000002,3.524999999998613,tp1_ar25,signal2,T1,2024
2024-05-09,1,1.07519,1.075425,1.8499999999998522,tp1_ar25,signal1,T1,2024
2024-05-09,1,1.07519,1.07566,4.199999999999704,tp2_ar50,signal2,T1,2024
2024-05-14,-1,1.0777,1.078076,-4.259999999999319,sl_signal1,signal1,T1,2024
2024-05-14,-1,1.0777,1.078405,-7.549999999999557,sl_signal2,signal2,T1,2024
2024-05-14,1,1.07991,1.0801425,1.8250000000007987,tp1_ar25,signal1,T1,2024
2024-05-14,1,1.07991,1.080375,4.150000000001597,tp2_ar50,signal2,T1,2024
2024-05-15,1,1.08572,1.08609,3.1999999999998145,tp1_ar25,signal1,T1,2024
2024-05-15,1,1.08572,1.08646,6.899999999999629,tp2_ar50,signal2,T1,2024
2024-05-16,-1,1.08606,1.086684,-6.739999999999579,sl_signal1,signal1,T1,2024
2024-05-16,-1,1.08606,1.0855975,4.125000000000323,tp1_ar25,signal2,T1,2024
2024-05-17,-1,1.08424,1.0838725,3.175000000000761,tp1_ar25,signal1,T1,2024
2024-05-17,-1,1.08424,1.08597,-17.800000000000093,hard_exit_12pm,signal2,T1,2024
2024-05-23,-1,1.08178,1.0814599999999999,2.70000000000098,tp1_ar25,signal1,T1,2024
2024-05-23,-1,1.08178,1.08391,-21.799999999999653,opposite_p90_exit_tp1done,signal2,T1,2024
2024-05-29,-1,1.08386,1.0834175,3.9250000000012335,tp1_ar25,signal1,T1,2024
2024-05-29,-1,1.08386,1.082975,8.350000000000247,tp2_ar50,signal2,T1,2024
2024-05-29,-1,1.0837,1.0841240000000003,-4.74000000000202,sl_signal1,signal1,T1,2024
2024-05-29,-1,1.0837,1.0844950000000004,-8.450000000003232,sl_signal2,signal2,T1,2024
2024-05-30,1,1.08073,1.0810775,2.9749999999994508,tp1_ar25,signal1,T1,2024
2024-05-30,1,1.08073,1.0814249999999999,6.4499999999989015,tp2_ar50,signal2,T1,2024
2024-05-30,1,1.08252,1.0828674999999999,2.9749999999994508,tp1_ar25,signal1,T1,2024
2024-05-30,1,1.08252,1.083215,6.450000000001122,tp2_ar50,signal2,T1,2024
2024-06-04,-1,1.08879,1.08919,-4.50000000000178,sl_signal1,signal1,T1,2024
2024-06-04,-1,1.08879,1.0883475,3.924999999999013,tp1_ar25,signal2,T1,2024
2024-06-04,-1,1.08846,1.0879050000000001,5.049999999998612,tp2_ar50,cascade_1,T1,2024
2024-06-04,-1,1.08832,1.0879050000000001,3.6499999999983217,tp2_ar50,cascade_2,T1,2024
2024-06-07,-1,1.08407,1.0837925000000002,2.274999999999306,tp1_ar25,signal1,T1,2024
2024-06-07,-1,1.08407,1.0835150000000002,5.049999999998612,tp2_ar50,signal2,T1,2024
2024-06-11,-1,1.07486,1.0744624999999999,3.475000000000506,tp1_ar25,signal1,T1,2024
2024-06-11,-1,1.07486,1.074065,7.449999999998791,tp2_ar50,signal2,T1,2024
2024-06-11,-1,1.0748,1.0744025,3.475000000000506,tp1_ar25,signal1,T1,2024
2024-06-11,-1,1.0748,1.074005,7.449999999998791,tp2_ar50,signal2,T1,2024
2024-06-11,-1,1.07285,1.0724525,3.475000000000506,tp1_ar25,signal1,T1,2024
2024-06-11,-1,1.07285,1.0720550000000002,7.449999999998791,tp2_ar50,signal2,T1,2024
2024-06-11,-1,1.07248,1.0720550000000002,3.749999999998977,tp2_ar50,cascade_1,T1,2024
2024-06-12,1,1.07493,1.0751525,1.7250000000001435,tp1_ar25,signal1,T1,2024
2024-06-12,1,1.07493,1.075375,3.950000000000287,tp2_ar50,signal2,T1,2024
2024-06-12,1,1.08265,1.08098,-17.199999999998383,opposite_p90_trim50,signal1,T1,2024
2024-06-12,1,1.08265,1.0828499999999999,1.4999999999997797,sl_signal2,signal2,T1,2024
2024-06-12,1,1.08214,1.0823625000000001,1.7250000000001435,tp1_ar25,signal1,T1,2024
2024-06-12,1,1.08214,1.0825850000000001,3.950000000000287,tp2_ar50,signal2,T1,2024
2024-06-13,-1,1.07991,1.0795925,2.674999999999706,tp1_ar25,signal1,T1,2024
2024-06-13,-1,1.07991,1.079275,5.849999999999412,tp2_ar50,signal2,T1,2024
2024-06-14,-1,1.0718,1.072304,-5.539999999998379,sl_signal1,signal1,T1,2024
2024-06-14,-1,1.0718,1.0727449999999998,-9.949999999997516,sl_signal2,signal2,T1,2024
2024-06-14,-1,1.07164,1.0713599999999999,2.30000000000058,tp1_ar25,signal1,T1,2024
2024-06-14,-1,1.07164,1.0710799999999998,5.10000000000116,tp2_ar50,signal2,T1,2024
2024-06-14,-1,1.0717,1.07142,2.30000000000058,tp1_ar25,signal1,T1,2024
2024-06-14,-1,1.0717,1.0711400000000002,5.099999999998939,tp2_ar50,signal2,T1,2024
2024-06-14,-1,1.07075,1.07047,2.30000000000058,tp1_ar25,signal1,T1,2024
2024-06-14,-1,1.07075,1.07113,-4.299999999998249,opposite_p90_exit_tp1done,signal2,T1,2024
2024-06-14,-1,1.06926,1.06898,2.30000000000058,tp1_ar25,signal1,T1,2024
2024-06-14,-1,1.06926,1.0687000000000002,5.099999999998939,tp2_ar50,signal2,T1,2024
2024-06-14,-1,1.06844,1.06816,2.30000000000058,tp1_ar25,signal1,T1,2024
2024-06-14,-1,1.06844,1.0678800000000002,5.099999999998939,tp2_ar50,signal2,T1,2024
2024-06-17,-1,1.06908,1.0686775000000002,3.524999999998613,tp1_ar25,signal1,T1,2024
2024-06-17,-1,1.06908,1.07095,-19.200000000000383,opposite_p90_exit_tp1done,signal2,T1,2024
2024-06-19,-1,1.07334,1.07316,1.30000000000069,tp1_ar25,signal1,T1,2024
2024-06-19,-1,1.07334,1.0729799999999998,3.10000000000138,tp2_ar50,signal2,T1,2024
2024-06-19,-1,1.07281,1.07263,1.30000000000069,tp1_ar25,signal1,T1,2024
2024-06-19,-1,1.07281,1.07439,-16.299999999999148,hard_exit_12pm,signal2,T1,2024
2024-06-20,-1,1.07152,1.071265,2.0500000000011624,tp1_ar25,signal1,T1,2024
2024-06-20,-1,1.07152,1.07279,-13.199999999998823,hard_exit_12pm,signal2,T1,2024
2024-06-21,-1,1.06968,1.069245,3.849999999999632,tp1_ar25,signal1,T1,2024
2024-06-21,-1,1.06968,1.06881,8.199999999999264,tp2_ar50,signal2,T1,2024
2024-06-21,-1,1.06894,1.068505,3.849999999999632,tp1_ar25,signal1,T1,2024
2024-06-21,-1,1.06894,1.06807,8.199999999999264,tp2_ar50,signal2,T1,2024
2024-06-21,-1,1.06898,1.06807,8.599999999999664,tp2_ar50,cascade_1,T1,2024
2024-06-21,-1,1.06947,1.069035,3.849999999999632,tp1_ar25,signal1,T1,2024
2024-06-21,-1,1.06947,1.0686,8.199999999999264,tp2_ar50,signal2,T1,2024
2024-06-27,1,1.07184,1.072285,3.950000000000287,tp1_ar25,signal1,T1,2024
2024-06-27,1,1.07184,1.07199,1.000000000000945,hard_exit_12pm,signal2,T1,2024
2024-06-28,1,1.0711,1.070524,-6.259999999999099,sl_signal1,signal1,T2,2024
2024-06-28,1,1.0711,1.0700200000000002,-11.299999999997478,sl_signal2,signal2,T2,2024
2024-07-01,1,1.07666,1.0776249999999998,9.149999999998826,tp1_ar25,signal1,T3,2024
2024-07-01,1,1.07666,1.0765,-2.0999999999993797,opposite_p90_exit_tp1done,signal2,T3,2024
2024-07-01,1,1.07626,1.0756519999999998,-6.58000000000164,sl_signal1,signal1,T3,2024
2024-07-01,1,1.07626,1.0751199999999999,-11.900000000001409,sl_signal2,signal2,T3,2024
2024-07-02,-1,1.07151,1.071894,-4.3399999999993994,sl_signal1,signal1,T1,2024
2024-07-02,-1,1.07151,1.07223,-7.700000000000539,sl_signal2,signal2,T1,2024
2024-07-03,1,1.07644,1.076815,3.250000000000142,tp1_ar25,signal1,T1,2024
2024-07-03,1,1.07644,1.07719,7.000000000000284,tp2_ar50,signal2,T1,2024
2024-07-05,1,1.08346,1.082796,-7.139999999999979,sl_signal1,signal1,T1,2024
2024-07-05,1,1.08346,1.082215,-12.950000000001626,sl_signal2,signal2,T1,2024
2024-07-05,1,1.08327,1.082038,-12.819999999998998,sl_signal1,signal1,T1,2024
2024-07-05,1,1.08327,1.08148,-18.399999999999583,hard_exit_12pm,signal2,T1,2024
2024-07-08,1,1.08412,1.08368,-4.8999999999999595,sl_signal1,signal1,T3,2024
2024-07-08,1,1.08412,1.083295,-8.750000000000757,sl_signal2,signal2,T3,2024
2024-07-11,1,1.08913,1.08811,-10.700000000000209,opposite_p90_trim50,signal1,T1,2024
2024-07-11,1,1.08913,1.08933,1.4999999999997797,sl_signal2,signal2,T1,2024
2024-07-12,1,1.08862,1.0889024999999999,2.3249999999996334,tp1_ar25,signal1,T1,2024
2024-07-12,1,1.08862,1.089185,5.150000000001487,tp2_ar50,signal2,T1,2024
2024-07-16,1,1.09014,1.0903900000000002,2.000000000000835,tp1_ar25,signal1,T1,2024
2024-07-16,1,1.09014,1.08847,-17.200000000000603,opposite_p90_exit_tp1done,signal2,T1,2024
2024-07-17,1,1.09074,1.0910250000000001,2.3500000000009074,tp1_ar25,signal1,T1,2024
2024-07-17,1,1.09074,1.09131,5.199999999999594,tp2_ar50,signal2,T1,2024
2024-07-17,1,1.09193,1.092215,2.349999999998687,tp1_ar25,signal1,T1,2024
2024-07-17,1,1.09193,1.0925,5.199999999999594,tp2_ar50,signal2,T1,2024
2024-07-17,1,1.09322,1.093505,2.349999999998687,tp1_ar25,signal1,T1,2024
2024-07-17,1,1.09322,1.09379,5.199999999999594,tp2_ar50,signal2,T1,2024
2024-07-18,-1,1.093,1.092765,1.8499999999998522,tp1_ar25,signal1,T1,2024
2024-07-18,-1,1.093,1.09253,4.199999999999704,tp2_ar50,signal2,T1,2024
2024-07-19,-1,1.08846,1.08807,3.3999999999989043,tp1_ar25,signal1,T1,2024
2024-07-19,-1,1.08846,1.08768,7.300000000000029,tp2_ar50,signal2,T1,2024
2024-07-19,-1,1.08852,1.08813,3.3999999999989043,tp1_ar25,signal1,T1,2024
2024-07-19,-1,1.08852,1.08847,-1.1652900866465643e-12,hard_exit_12pm,signal2,T1,2024
2024-07-23,-1,1.08764,1.0873575,2.3249999999996334,tp1_ar25,signal1,T1,2024
2024-07-23,-1,1.08764,1.087075,5.149999999999267,tp2_ar50,signal2,T1,2024
2024-07-23,-1,1.08618,1.0858975,2.3249999999996334,tp1_ar25,signal1,T1,2024
2024-07-23,-1,1.08618,1.085615,5.149999999999267,tp2_ar50,signal2,T1,2024
2024-07-24,-1,1.08349,1.0831775000000001,2.6249999999993783,tp1_ar25,signal1,T1,2024
2024-07-24,-1,1.08349,1.082865,5.750000000000977,tp2_ar50,signal2,T1,2024
2024-07-25,1,1.08491,1.0851375,1.775000000000471,tp1_ar25,signal1,T1,2024
2024-07-25,1,1.08491,1.085365,4.049999999998722,tp2_ar50,signal2,T1,2024
2024-07-25,1,1.08501,1.084594,-4.6599999999997195,sl_signal1,signal1,T1,2024
2024-07-25,1,1.08501,1.0852375,1.775000000000471,tp1_ar25,signal2,T1,2024
2024-07-30,1,1.08271,1.0829825,2.2249999999989782,tp1_ar25,signal1,T1,2024
2024-07-30,1,1.08271,1.083255,4.950000000000177,tp2_ar50,signal2,T1,2024
2024-07-30,-1,1.08019,1.0807740000000001,-6.3400000000014,sl_signal1,signal1,T1,2024
2024-07-30,-1,1.08019,1.0812850000000003,-11.450000000002902,sl_signal2,signal2,T1,2024
2024-07-31,1,1.08382,1.084365,4.950000000000177,tp1_ar25,signal1,T2,2024
2024-07-31,1,1.08382,1.08491,10.400000000000354,tp2_ar50,signal2,T2,2024
2024-08-01,-1,1.08176,1.0814175000000001,2.924999999999123,tp1_ar25,signal1,T1,2024
2024-08-01,-1,1.08176,1.0810750000000002,6.349999999998246,tp2_ar50,signal2,T1,2024
2024-08-01,-1,1.07955,1.0792075,2.924999999999123,tp1_ar25,signal1,T1,2024
2024-08-01,-1,1.07955,1.078865,6.350000000000467,tp2_ar50,signal2,T1,2024
2024-08-01,-1,1.08052,1.0801775,2.924999999999123,tp1_ar25,signal1,T1,2024
2024-08-01,-1,1.08052,1.079835,6.349999999998246,tp2_ar50,signal2,T1,2024
