date,direction,entry_price,exit_price,pnl_pips,exit_reason,signal_type,tier
2024-04-24,-1,1.06962,1.0688849999999999,6.850000000001522,tp2,signal2,T1
2024-04-26,1,1.0737,1.07317,-5.800000000001415,sl_signal1,signal1,T1
2024-04-26,1,1.0737,1.072905,-8.450000000001012,sl_signal2,signal2,T1
2024-04-26,1,1.07359,1.07392,2.7999999999994145,tp1,signal1,T1
2024-04-26,1,1.07359,1.0742500000000001,6.1000000000010495,tp2,signal2,T1
2024-05-02,1,1.07222,1.0726149999999999,3.449999999999232,tp1,signal1,T1
2024-05-02,1,1.07222,1.0698,-24.699999999998667,opposite_p90_exit,signal2,T1
2024-05-03,1,1.07406,1.0744925,3.8250000000005784,tp1,signal1,T1
2024-05-03,1,1.07406,1.074925,8.149999999998936,tp2,signal2,T1
2024-05-07,-1,1.07593,1.07647,-5.899999999999849,sl_signal1,signal1,T1
2024-05-07,-1,1.07593,1.0755275000000002,3.524999999998613,tp1,signal2,T1
2024-05-14,-1,1.0777,1.07817,-5.199999999999704,sl_signal1,signal1,T1
2024-05-14,-1,1.0777,1.078405,-7.549999999999557,sl_signal2,signal2,T1
2024-05-17,-1,1.08424,1.0838725,3.175000000000761,tp1,signal1,T1
2024-05-17,-1,1.08424,1.08597,-17.800000000000093,hard_exit_12pm,signal2,T1
2024-05-23,-1,1.08178,1.0814599999999999,2.70000000000098,tp1,signal1,T1
2024-05-23,-1,1.08178,1.08391,-21.799999999999653,opposite_p90_exit,signal2,T1
2024-05-29,-1,1.08386,1.0834175,3.9250000000012335,tp1,signal1,T1
2024-05-29,-1,1.08386,1.082975,8.350000000000247,tp2,signal2,T1
2024-05-29,-1,1.0837,1.0842300000000002,-5.800000000001415,sl_signal1,signal1,T1
2024-05-29,-1,1.0837,1.0844950000000004,-8.450000000003232,sl_signal2,signal2,T1
2024-05-30,1,1.08073,1.0810775,2.9749999999994508,tp1,signal1,T1
2024-05-30,1,1.08073,1.0814249999999999,6.4499999999989015,tp2,signal2,T1
2024-06-04,-1,1.08879,1.0883475,3.924999999999013,tp1,signal1,T1
2024-06-04,-1,1.08879,1.0879050000000001,8.349999999998026,tp2,signal2,T1
2024-06-11,-1,1.07486,1.0744624999999999,3.475000000000506,tp1,signal1,T1
2024-06-11,-1,1.07486,1.074065,7.449999999998791,tp2,signal2,T1
2024-06-12,1,1.07493,1.0751525,1.7250000000001435,tp1,signal1,T1
2024-06-12,1,1.07493,1.075375,3.950000000000287,tp2,signal2,T1
2024-06-14,-1,1.0718,1.07243,-6.799999999999084,sl_signal1,signal1,T1
2024-06-14,-1,1.0718,1.0727449999999998,-9.949999999997516,sl_signal2,signal2,T1
2024-06-14,-1,1.07164,1.0713599999999999,2.30000000000058,tp1,signal1,T1
2024-06-14,-1,1.07164,1.0710799999999998,5.10000000000116,tp2,signal2,T1
2024-06-14,-1,1.0717,1.07142,2.30000000000058,tp1,signal1,T1
2024-06-14,-1,1.0717,1.0711400000000002,5.099999999998939,tp2,signal2,T1
2024-06-14,-1,1.07075,1.07047,2.30000000000058,tp1,signal1,T1
2024-06-14,-1,1.07075,1.07113,-4.299999999998249,opposite_p90_exit,signal2,T1
2024-06-14,-1,1.06926,1.06898,2.30000000000058,tp1,signal1,T1
2024-06-14,-1,1.06926,1.0687000000000002,5.099999999998939,tp2,signal2,T1
2024-06-17,-1,1.06908,1.0686775000000002,3.524999999998613,tp1,signal1,T1
2024-06-17,-1,1.06908,1.07095,-19.200000000000383,opposite_p90_exit,signal2,T1
2024-06-19,-1,1.07334,1.07316,1.30000000000069,tp1,signal1,T1
2024-06-19,-1,1.07334,1.0729799999999998,3.10000000000138,tp2,signal2,T1
2024-06-19,-1,1.07281,1.07263,1.30000000000069,tp1,signal1,T1
2024-06-19,-1,1.07281,1.07439,-16.299999999999148,hard_exit_12pm,signal2,T1
2024-06-20,-1,1.07152,1.071265,2.0500000000011624,tp1,signal1,T1
2024-06-20,-1,1.07152,1.07279,-13.199999999998823,hard_exit_12pm,signal2,T1
2024-06-21,-1,1.06968,1.069245,3.849999999999632,tp1,signal1,T1
2024-06-21,-1,1.06968,1.06881,8.199999999999264,tp2,signal2,T1
2024-06-21,-1,1.06894,1.068505,3.849999999999632,tp1,signal1,T1
2024-06-21,-1,1.06894,1.06807,8.199999999999264,tp2,signal2,T1
2024-07-02,-1,1.07151,1.07199,-5.3000000000003595,sl_signal1,signal1,T1
2024-07-02,-1,1.07151,1.07223,-7.700000000000539,sl_signal2,signal2,T1
2024-07-17,1,1.09074,1.0910250000000001,2.3500000000009074,tp1,signal1,T1
2024-07-17,1,1.09074,1.09131,5.199999999999594,tp2,signal2,T1
2024-07-17,1,1.09193,1.092215,2.349999999998687,tp1,signal1,T1
2024-07-17,1,1.09193,1.0925,5.199999999999594,tp2,signal2,T1
2024-07-17,1,1.09322,1.093505,2.349999999998687,tp1,signal1,T1
2024-07-17,1,1.09322,1.09379,5.199999999999594,tp2,signal2,T1
2024-07-18,-1,1.093,1.092765,1.8499999999998522,tp1,signal1,T1
2024-07-18,-1,1.093,1.09253,4.199999999999704,tp2,signal2,T1
2024-07-19,-1,1.08846,1.08807,3.3999999999989043,tp1,signal1,T1
2024-07-19,-1,1.08846,1.08768,7.300000000000029,tp2,signal2,T1
2024-07-23,-1,1.08764,1.0873575,2.3249999999996334,tp1,signal1,T1
2024-07-23,-1,1.08764,1.087075,5.149999999999267,tp2,signal2,T1
2024-07-24,-1,1.08349,1.0831775000000001,2.6249999999993783,tp1,signal1,T1
2024-07-24,-1,1.08349,1.082865,5.750000000000977,tp2,signal2,T1
2024-07-25,1,1.08491,1.0851375,1.775000000000471,tp1,signal1,T1
2024-07-25,1,1.08491,1.085365,4.049999999998722,tp2,signal2,T1
2024-07-25,1,1.08501,1.08449,-5.70000000000076,sl_signal1,signal1,T1
2024-07-25,1,1.08501,1.0852375,1.775000000000471,tp1,signal2,T1
2024-07-30,1,1.08271,1.0829825,2.2249999999989782,tp1,signal1,T1
2024-07-30,1,1.08271,1.083255,4.950000000000177,tp2,signal2,T1
2024-08-01,-1,1.08176,1.0814175000000001,2.924999999999123,tp1,signal1,T1
2024-08-01,-1,1.08176,1.0810750000000002,6.349999999998246,tp2,signal2,T1
2024-08-01,-1,1.07955,1.0792075,2.924999999999123,tp1,signal1,T1
2024-08-01,-1,1.07955,1.078865,6.350000000000467,tp2,signal2,T1
2024-08-06,-1,1.09259,1.0921075,4.324999999999413,tp1,signal1,T1
2024-08-06,-1,1.09259,1.09264,-1.0000000000010552,opposite_p90_exit,signal2,T1
2024-08-06,-1,1.09278,1.0922975000000001,4.324999999999413,tp1,signal1,T1
2024-08-06,-1,1.09278,1.091815,9.150000000001047,tp2,signal2,T1
2024-08-08,1,1.0942,1.09368,-5.70000000000076,sl_signal1,signal1,T1
2024-08-08,1,1.0942,1.09342,-8.30000000000003,sl_signal2,signal2,T1
2024-08-13,-1,1.09218,1.0918774999999998,2.5250000000009436,tp1,signal1,T1
2024-08-13,-1,1.09218,1.0915749999999997,5.550000000001887,tp2,signal2,T1
2024-08-14,1,1.10168,1.1020975,3.6749999999995957,tp1,signal1,T1
2024-08-14,1,1.10168,1.102515,7.849999999999191,tp2,signal2,T1
2024-08-21,-1,1.11159,1.1111900000000001,3.4999999999995595,tp1,signal1,T1
2024-08-21,-1,1.11159,1.11197,-4.299999999998249,hard_exit_12pm,signal2,T1
2024-08-22,-1,1.11283,1.11359,-8.10000000000094,opposite_p90_trim,signal1,T1
2024-08-22,-1,1.11283,1.11263,1.4999999999997797,sl_signal2,signal2,T1
2024-08-30,1,1.10849,1.10797,-5.70000000000076,sl_signal1,signal1,T1
2024-08-30,1,1.10849,1.10771,-8.30000000000003,sl_signal2,signal2,T1
2024-08-30,1,1.10846,1.10779,-7.199999999999484,sl_signal1,signal1,T1
2024-08-30,1,1.10846,1.107455,-10.549999999999226,sl_signal2,signal2,T1
2024-09-02,1,1.10719,1.1075599999999999,3.1999999999998145,tp1,signal1,T1
2024-09-02,1,1.10719,1.10711,-1.2999999999985796,opposite_p90_exit,signal2,T1
2024-09-03,-1,1.10514,1.10562,-5.3000000000003595,sl_signal1,signal1,T1
2024-09-03,-1,1.10514,1.10586,-7.700000000000539,sl_signal2,signal2,T1
2024-09-05,1,1.10941,1.1097025,2.4250000000002885,tp1,signal1,T1
2024-09-05,1,1.10941,1.109995,5.350000000000577,tp2,signal2,T1
2024-09-09,-1,1.10641,1.1059999999999999,3.6000000000002146,tp1,signal1,T1
2024-09-09,-1,1.10641,1.1055899999999999,7.700000000000429,tp2,signal2,T1
2024-09-09,-1,1.10505,1.10464,3.6000000000002146,tp1,signal1,T1
2024-09-09,-1,1.10505,1.1042300000000003,7.699999999998209,tp2,signal2,T1
2024-09-17,-1,1.1121,1.1118350000000001,2.149999999999597,tp1,signal1,T1
2024-09-17,-1,1.1121,1.11157,4.800000000001415,tp2,signal2,T1
2024-09-17,1,1.11358,1.113845,2.149999999999597,tp1,signal1,T1
2024-09-17,1,1.11358,1.1141100000000002,4.800000000001415,tp2,signal2,T1
2024-09-20,1,1.11773,1.11723,-5.499999999999449,sl_signal1,signal1,T1
2024-09-20,1,1.11773,1.1180325,2.5250000000009436,tp1,signal2,T1
2024-09-23,-1,1.11418,1.113775,3.549999999999887,tp1,signal1,T1
2024-09-23,-1,1.11418,1.1120416,20.883999999999848,kill_switch_132,signal2,T1
2024-09-23,-1,1.1108,1.110395,3.549999999999887,tp1,signal1,T1
2024-09-23,-1,1.1108,1.10999,7.599999999999774,tp2,signal2,T1
2024-09-23,-1,1.10958,1.109175,3.549999999999887,tp1,signal1,T1
2024-09-23,-1,1.10958,1.10877,7.599999999999774,tp2,signal2,T1
2024-09-23,-1,1.10925,1.10978,-5.799999999999194,sl_signal1,signal1,T1
2024-09-23,-1,1.10925,1.110045,-8.449999999998791,sl_signal2,signal2,T1
2024-09-24,1,1.11194,1.1122925,3.0249999999997783,tp1,signal1,T1
2024-09-24,1,1.11194,1.112645,6.550000000001777,tp2,signal2,T1
2024-09-24,1,1.1135,1.1138525,3.0249999999997783,tp1,signal1,T1
2024-09-24,1,1.1135,1.1142050000000001,6.550000000001777,tp2,signal2,T1
2024-09-26,-1,1.11268,1.11338,-7.5000000000014495,sl_signal1,signal1,T1
2024-09-26,-1,1.11268,1.11373,-11.000000000002174,sl_signal2,signal2,T1
2024-09-27,-1,1.11623,1.1158475,3.3249999999995232,tp1,signal1,T1
2024-09-27,-1,1.11623,1.115465,7.150000000001267,tp2,signal2,T1
2024-09-27,-1,1.11507,1.1146875,3.3249999999995232,tp1,signal1,T1
2024-09-27,-1,1.11507,1.1143049999999999,7.150000000001267,tp2,signal2,T1
2024-09-27,-1,1.11269,1.11345,-8.10000000000094,sl_signal1,signal1,T1
2024-09-27,-1,1.11269,1.11337,-7.300000000000139,opposite_p90_trim,signal2,T1
2024-10-01,-1,1.1113,1.11223,-9.800000000000974,opposite_p90_trim,signal1,T1
2024-10-01,-1,1.1113,1.1111,1.4999999999997797,sl_signal2,signal2,T1
2024-10-01,-1,1.11174,1.111335,3.549999999999887,tp1,signal1,T1
2024-10-01,-1,1.11174,1.1109299999999998,7.6000000000019945,tp2,signal2,T1
2024-10-01,-1,1.11087,1.110465,3.549999999999887,tp1,signal1,T1
2024-10-01,-1,1.11087,1.1100599999999998,7.6000000000019945,tp2,signal2,T1
2024-10-02,1,1.10778,1.10812,2.9000000000000696,tp1,signal1,T1
2024-10-02,1,1.10778,1.10773,-0.9999999999988347,opposite_p90_exit,signal2,T1
2024-10-03,-1,1.103,1.102565,3.849999999999632,tp1,signal1,T1
2024-10-03,-1,1.103,1.1027,2.4999999999996696,hard_exit_12pm,signal2,T1
2024-10-09,-1,1.09595,1.09642,-5.199999999999704,sl_signal1,signal1,T1
2024-10-09,-1,1.09595,1.096655,-7.549999999999557,sl_signal2,signal2,T1
2024-10-10,-1,1.09324,1.0930325,1.5749999999991608,tp1,signal1,T1
2024-10-10,-1,1.09324,1.092825,3.650000000000542,tp2,signal2,T1
2024-10-15,-1,1.08868,1.08917,-5.399999999998794,sl_signal1,signal1,T1
2024-10-15,-1,1.08868,1.0894149999999998,-7.849999999997081,sl_signal2,signal2,T1
2024-10-16,-1,1.08807,1.087725,2.950000000000397,tp1,signal1,T1
2024-10-16,-1,1.08807,1.0885,-4.799999999999304,hard_exit_12pm,signal2,T1
2024-10-22,1,1.08366,1.08299,-7.200000000001705,sl_signal1,signal1,T1
2024-10-22,1,1.08366,1.082655,-10.550000000001447,sl_signal2,signal2,T1
2024-10-23,-1,1.07868,1.0783500000000001,2.7999999999994145,tp1,signal1,T1
2024-10-23,-1,1.07868,1.07802,6.1000000000010495,tp2,signal2,T1
2024-10-24,-1,1.0777,1.0773300000000001,3.1999999999998145,tp1,signal1,T1
2024-10-24,-1,1.0777,1.0794,-17.499999999998128,opposite_p90_exit,signal2,T1
2024-10-24,1,1.08005,1.08042,3.1999999999998145,tp1,signal1,T1
2024-10-24,1,1.08005,1.08079,6.899999999999629,tp2,signal2,T1
2024-10-25,1,1.08348,1.0836999999999999,1.6999999999988695,tp1,signal1,T1
2024-10-25,1,1.08348,1.08392,3.8999999999999595,tp2,signal2,T1
2024-10-28,1,1.08034,1.0808275,4.374999999999741,tp1,signal1,T1
2024-10-28,1,1.08034,1.081315,9.249999999999481,tp2,signal2,T1
2024-10-30,1,1.08326,1.08364,3.3000000000004697,tp1,signal1,T1
2024-10-30,1,1.08326,1.0840199999999998,7.099999999998719,tp2,signal2,T1
2024-10-30,1,1.08394,1.08432,3.3000000000004697,tp1,signal1,T1
2024-10-30,1,1.08394,1.08346,-5.299999999998139,opposite_p90_exit,signal2,T1
2024-11-13,-1,1.0607,1.0602025,4.475000000000396,tp1,signal1,T1
2024-11-13,-1,1.0607,1.0597050000000001,9.449999999998571,tp2,signal2,T1
2024-11-13,-1,1.06011,1.0606000000000002,-5.400000000001015,sl_signal1,signal1,T1
2024-11-13,-1,1.06011,1.0608450000000003,-7.850000000001522,sl_signal2,signal2,T1
2024-11-19,-1,1.0581,1.057645,4.050000000000942,tp1,signal1,T1
2024-11-19,-1,1.0581,1.05719,8.599999999999664,tp2,signal2,T1
2024-11-19,-1,1.05731,1.056855,4.049999999998722,tp1,signal1,T1
2024-11-19,-1,1.05731,1.05772,-4.600000000000215,opposite_p90_exit,signal2,T1
2024-11-19,-1,1.05445,1.053995,4.050000000000942,tp1,signal1,T1
2024-11-19,-1,1.05445,1.0535400000000001,8.599999999999664,tp2,signal2,T1
2024-11-19,-1,1.05426,1.053805,4.049999999998722,tp1,signal1,T1
2024-11-19,-1,1.05426,1.05471,-5.000000000000615,opposite_p90_exit,signal2,T1
2024-11-21,-1,1.05376,1.0534075,3.0249999999997783,tp1,signal1,T1
2024-11-21,-1,1.05376,1.053055,6.549999999999557,tp2,signal2,T1
2024-11-21,-1,1.05301,1.0526575,3.0249999999997783,tp1,signal1,T1
2024-11-21,-1,1.05301,1.05365,-6.899999999999739,opposite_p90_exit,signal2,T1
2024-11-21,-1,1.05267,1.0523175,3.0249999999997783,tp1,signal1,T1
2024-11-21,-1,1.05267,1.051965,6.549999999999557,tp2,signal2,T1
2024-11-21,-1,1.05212,1.0517675,3.0249999999997783,tp1,signal1,T1
2024-11-21,-1,1.05212,1.051415,6.549999999999557,tp2,signal2,T1
2024-11-21,-1,1.05199,1.0516375,3.0249999999997783,tp1,signal1,T1
2024-11-21,-1,1.05199,1.053,-10.599999999999554,opposite_p90_exit,signal2,T1
2024-11-22,1,1.04794,1.0483575,3.6749999999995957,tp1,signal1,T1
2024-11-22,1,1.04794,1.048775,7.849999999999191,tp2,signal2,T1
2024-11-22,1,1.04951,1.04901,-5.499999999999449,sl_signal1,signal1,T1
2024-11-22,1,1.04951,1.0487600000000001,-7.999999999998064,sl_signal2,signal2,T1
2024-11-22,-1,1.04585,1.0454325,3.6749999999995957,tp1,signal1,T1
2024-11-22,-1,1.04585,1.0450149999999998,7.850000000001412,tp2,signal2,T1
2024-11-22,-1,1.04346,1.0430425,3.6749999999995957,tp1,signal1,T1
2024-11-22,-1,1.04346,1.0426250000000001,7.849999999999191,tp2,signal2,T1
2024-11-22,-1,1.04088,1.0404625,3.6749999999995957,tp1,signal1,T1
2024-11-22,-1,1.04088,1.040045,7.849999999999191,tp2,signal2,T1
2024-11-22,-1,1.04156,1.0411425,3.6749999999995957,tp1,signal1,T1
2024-11-22,-1,1.04156,1.0407250000000001,7.849999999999191,tp2,signal2,T1
2024-11-22,-1,1.04019,1.0397725,3.6749999999995957,tp1,signal1,T1
2024-11-22,-1,1.04019,1.039355,7.849999999999191,tp2,signal2,T1
2024-12-10,-1,1.05422,1.05487,-7.000000000000394,sl_signal1,signal1,T1
2024-12-10,-1,1.05422,1.053785,3.849999999999632,tp1,signal2,T1
2024-12-10,-1,1.05261,1.05322,-6.599999999999994,sl_signal1,signal1,T1
2024-12-10,-1,1.05261,1.053525,-9.649999999999991,sl_signal2,signal2,T1
2024-12-10,-1,1.05284,1.052405,3.849999999999632,tp1,signal1,T1
2024-12-10,-1,1.05284,1.0519699999999998,8.200000000001484,tp2,signal2,T1
2024-12-11,-1,1.05134,1.0508674999999998,4.225000000000978,tp1,signal1,T1
2024-12-11,-1,1.05134,1.050395,8.949999999999736,tp2,signal2,T1
2024-12-11,-1,1.04902,1.04959,-6.199999999999594,sl_signal1,signal1,T1
2024-12-11,-1,1.04902,1.0498750000000001,-9.050000000000502,sl_signal2,signal2,T1
2024-12-11,-1,1.05032,1.05076,-4.8999999999999595,opposite_p90_trim,signal1,T1
2024-12-11,-1,1.05032,1.05012,1.4999999999997797,sl_signal2,signal2,T1
2024-12-12,1,1.05236,1.05283,4.199999999999704,tp1,signal1,T1
2024-12-12,1,1.05236,1.05164,-7.700000000000539,opposite_p90_exit,signal2,T1
2024-12-12,1,1.05114,1.05057,-6.199999999999594,sl_signal1,signal1,T1
2024-12-12,1,1.05114,1.05161,4.199999999999704,tp1,signal2,T1
2024-12-20,-1,1.03556,1.03525,2.6000000000003247,tp1,signal1,T1
2024-12-20,-1,1.03556,1.0349400000000002,5.699999999998429,tp2,signal2,T1
2024-12-20,1,1.03705,1.03736,2.6000000000003247,tp1,signal1,T1
2024-12-20,1,1.03705,1.0376699999999999,5.699999999998429,tp2,signal2,T1
2024-12-20,1,1.03917,1.03948,2.6000000000003247,tp1,signal1,T1
2024-12-20,1,1.03917,1.03979,5.700000000000649,tp2,signal2,T1
2024-12-20,1,1.03922,1.03875,-5.199999999999704,sl_signal1,signal1,T1
2024-12-20,1,1.03922,1.038515,-7.549999999999557,sl_signal2,signal2,T1
2024-12-20,1,1.03794,1.0382500000000001,2.6000000000003247,tp1,signal1,T1
2024-12-20,1,1.03794,1.03856,5.699999999998429,tp2,signal2,T1
2024-12-30,-1,1.04154,1.0411875,3.0249999999997783,tp1,signal1,T1
2024-12-30,-1,1.04154,1.04353,-20.400000000001583,opposite_p90_exit,signal2,T1
2024-12-31,1,1.04183,1.04122,-6.599999999999994,sl_signal1,signal1,T1
2024-12-31,1,1.04183,1.0422725,3.924999999999013,tp1,signal2,T1
2025-01-03,1,1.02769,1.028165,4.250000000000032,tp1,signal1,T1
2025-01-03,1,1.02769,1.02864,9.000000000000064,tp2,signal2,T1
2025-01-03,1,1.02809,1.02745,-6.899999999999739,sl_signal1,signal1,T1
2025-01-03,1,1.02809,1.028565,4.250000000000032,tp1,signal2,T1
2025-01-03,1,1.02933,1.02904,-3.400000000001235,tp2,add45min,T1
2025-01-08,-1,1.03355,1.0330825,4.175000000000651,tp1,signal1,T1
2025-01-08,-1,1.03355,1.0326149999999998,8.850000000001302,tp2,signal2,T1
2025-01-08,-1,1.03309,1.0339200000000002,-8.800000000001084,sl_signal1,signal1,T1
2025-01-08,-1,1.03309,1.0326225,4.175000000000651,tp1,signal2,T1
2025-01-09,-1,1.03001,1.03047,-5.099999999999049,sl_signal1,signal1,T1
2025-01-09,-1,1.03001,1.0307,-7.399999999998574,sl_signal2,signal2,T1
2025-01-09,-1,1.02972,1.0293,3.6999999999986493,tp1,signal1,T1
2025-01-09,-1,1.02972,1.02888,7.899999999999519,tp2,signal2,T1
2025-01-09,-1,1.02853,1.0291,-6.199999999999594,sl_signal1,signal1,T1
2025-01-09,-1,1.02853,1.02923,-7.5000000000014495,opposite_p90_trim,signal2,T1
2025-01-15,1,1.03106,1.031455,3.449999999999232,tp1,signal1,T1
2025-01-15,1,1.03106,1.0331455999999999,20.355999999997987,kill_switch_132,signal2,T1
2025-01-23,-1,1.03963,1.04012,-5.399999999998794,sl_signal1,signal1,T1
2025-01-23,-1,1.03963,1.03915,4.3000000000003595,tp1,signal2,T1
2025-01-29,-1,1.04217,1.0416725,4.475000000000396,tp1,signal1,T1
2025-01-29,-1,1.04217,1.041175,9.450000000000792,tp2,signal2,T1
2025-01-30,-1,1.04051,1.04018,2.7999999999994145,tp1,signal1,T1
2025-01-30,-1,1.04051,1.03985,6.1000000000010495,tp2,signal2,T1
2025-02-05,1,1.03872,1.0391425,3.7249999999999233,tp1,signal1,T1
2025-02-05,1,1.03872,1.039565,7.9499999999998465,tp2,signal2,T1
2025-02-05,1,1.0407,1.04022,-5.3000000000003595,opposite_p90_trim,signal1,T1
2025-02-05,1,1.0407,1.0409,1.4999999999997797,sl_signal2,signal2,T1
2025-02-05,1,1.03991,1.0403324999999999,3.7249999999999233,tp1,signal1,T1
2025-02-05,1,1.03991,1.03956,-3.9999999999985043,opposite_p90_exit,signal2,T1
2025-02-05,1,1.04021,1.0406325,3.7249999999999233,tp1,signal1,T1
2025-02-05,1,1.04021,1.041055,7.9499999999998465,tp2,signal2,T1
2025-02-12,1,1.03741,1.0377524999999999,2.924999999999123,tp1,signal1,T1
2025-02-12,1,1.03741,1.0380949999999998,6.349999999998246,tp2,signal2,T1
2025-02-19,-1,1.04291,1.0425,3.6000000000002146,tp1,signal1,T1
2025-02-19,-1,1.04291,1.04209,7.700000000000429,tp2,signal2,T1
2025-03-13,-1,1.08738,1.086995,3.3500000000007972,tp1,signal1,T1
2025-03-13,-1,1.08738,1.0866099999999999,7.2000000000015945,tp2,signal2,T1
