rank_band,state,n,p_abs2s,p_abs3s,p_up2s,p_down2s,median_z7,verdict
1001-1500,SHORT_HOT_MEDIUM_COLD,203885,0.05929813375186992,0.027765652205900385,0.035789783456360205,0.023508350295509725,-214.43664578330487,DESCRIPTIVE_RECHECK
1001-1500,SHORT_HOT_MEDIUM_HOT,258732,0.08706306139171034,0.04467557163396874,0.06184391571201089,0.02521914567969946,-62.90487778305452,DESCRIPTIVE_RECHECK
1501-2000,SHORT_HOT_MEDIUM_COLD,209081,0.07591316284119552,0.044016433822298535,0.04792401031179304,0.02798915252940248,-0.43357142266133825,DESCRIPTIVE_RECHECK
1501-2000,SHORT_HOT_MEDIUM_HOT,236778,0.09583660644147683,0.056867614389850406,0.06359121202138712,0.0322453944200897,-1.3707952217149257,DESCRIPTIVE_RECHECK
501-750,SHORT_HOT_MEDIUM_COLD,94857,0.045974466829016306,0.019640089819412378,0.022760576446651276,0.023213890382365033,-0.1745178458375328,DESCRIPTIVE_RECHECK
501-750,SHORT_HOT_MEDIUM_HOT,150457,0.07856065188060377,0.037671892966096625,0.04795390044996245,0.030606751430641312,-2.809838487246662,DESCRIPTIVE_RECHECK
751-1000,SHORT_HOT_MEDIUM_COLD,100590,0.0569937369519833,0.0254498459091361,0.03257779103290585,0.024415945919077444,-0.013113767248120156,DESCRIPTIVE_RECHECK
751-1000,SHORT_HOT_MEDIUM_HOT,135906,0.08942210056951128,0.04284579047282681,0.06296999396641796,0.026452106603093314,-1.488301389084837,DESCRIPTIVE_RECHECK
