time,open,high,low,close,volume
2015-10-11T20:00:00,1.0925,1.09432,1.09129,1.09306,0
2015-10-12T20:00:00,1.09305,1.09488,1.0889199999999999,1.09087,0
2015-10-13T20:00:00,1.0909,1.09166,1.08764,1.08948,0
2015-10-14T20:00:00,1.08949,1.0908,1.08089,1.0814300000000001,0
2015-10-15T20:00:00,1.08146,1.08516,1.07818,1.08226,0
2015-10-17T20:00:00,1.0828,1.08311,1.08198,1.0824799999999999,0
2015-10-18T20:00:00,1.0825,1.08513,1.08092,1.08331,0
2015-10-19T20:00:00,1.08329,1.08542,1.0796000000000001,1.08541,0
2015-10-20T20:00:00,1.08535,1.08932,1.08377,1.08827,0
2015-10-21T20:00:00,1.08827,1.08986,1.07812,1.07892,0
2015-10-22T20:00:00,1.079,1.08273,1.07573,1.07782,0
2015-10-24T20:00:00,1.0773,1.07865,1.0765500000000001,1.07837,0
2015-10-25T20:00:00,1.0787,1.08767,1.07721,1.08653,0
2015-10-26T20:00:00,1.08682,1.08981,1.08473,1.08908,0
2015-10-27T20:00:00,1.08903,1.09082,1.0826500000000001,1.08569,0
2015-10-28T20:00:00,1.08578,1.08771,1.08361,1.08696,0
2015-10-29T20:00:00,1.08689,1.0917,1.08503,1.08642,0
2015-10-31T20:00:00,1.08729,1.08838,1.08712,1.08712,0
2015-11-01T19:00:00,1.0872,1.08927,1.08549,1.08732,0
2015-11-02T19:00:00,1.08733,1.08757,1.08444,1.08632,0
2015-11-03T19:00:00,1.08633,1.08651,1.07794,1.07888,0
2015-11-04T19:00:00,1.07886,1.08432,1.07856,1.08304,0
2015-11-05T19:00:00,1.08307,1.0839,1.07363,1.08016,0
2015-11-07T19:00:00,1.07832,1.07963,1.07832,1.07897,0
2015-11-08T19:00:00,1.07896,1.08176,1.07656,1.07926,0
2015-11-09T19:00:00,1.07927,1.07984,1.07608,1.07924,0
2015-11-10T19:00:00,1.07925,1.08048,1.07688,1.07995,0
2015-11-11T19:00:00,1.07992,1.08257,1.07546,1.08164,0
2015-11-12T19:00:00,1.0815,1.08336,1.07794,1.0829,0
2015-11-14T19:00:00,1.08061,1.08106,1.0784,1.07844,0
2015-11-15T19:00:00,1.07849,1.08162,1.07827,1.07886,0
2015-11-16T19:00:00,1.07886,1.08195,1.07727,1.07945,0
2015-11-17T19:00:00,1.07946,1.08738,1.07886,1.08717,0
2015-11-18T19:00:00,1.08715,1.08991,1.08601,1.08699,0
2015-11-19T19:00:00,1.08694,1.08759,1.08334,1.08422,0
2015-11-21T19:00:00,1.08453,1.08485,1.08413,1.08468,0
2015-11-22T19:00:00,1.08483,1.08547,1.08125,1.08316,0
2015-11-23T19:00:00,1.08304,1.08515,1.08109,1.08237,0
2015-11-24T19:00:00,1.08236,1.08592,1.08097,1.08541,0
2015-11-25T19:00:00,1.0854,1.08773,1.08406,1.08554,0
2015-11-26T19:00:00,1.0855299999999999,1.09261,1.08518,1.09048,0
2015-11-28T19:00:00,1.0905,1.09115,1.09015,1.09032,0
2015-11-29T19:00:00,1.09035,1.09165,1.0845,1.0876,0
2015-11-30T19:00:00,1.08757,1.09339,1.08548,1.09048,0
2015-12-01T19:00:00,1.09043,1.09099,1.08043,1.08079,0
2015-12-02T19:00:00,1.08074,1.09395,1.07917,1.08491,0
2015-12-03T19:00:00,1.08498,1.09147,1.08296,1.08337,0
2015-12-05T19:00:00,1.084,1.08531,1.08392,1.08467,0
2015-12-06T19:00:00,1.08451,1.08764,1.08146,1.08391,0
2015-12-07T19:00:00,1.08395,1.08575,1.08003,1.08142,0
2015-12-08T19:00:00,1.0814,1.08533,1.08137,1.0832,0
2015-12-09T19:00:00,1.08319,1.08465,1.07936,1.08172,0
2015-12-10T19:00:00,1.08173,1.08398,1.07943,1.08012,0
2015-12-12T19:00:00,1.08088,1.08114,1.07928,1.0806,0
2015-12-13T19:00:00,1.0807,1.08414,1.07661,1.08341,0
2015-12-14T19:00:00,1.08335,1.0844,1.08026,1.08329,0
2015-12-15T19:00:00,1.08328,1.08373,1.07595,1.07915,0
2015-12-16T19:00:00,1.07913,1.08226,1.07725,1.07842,0
2015-12-17T19:00:00,1.0784,1.07961,1.0755,1.07781,0
2015-12-19T19:00:00,1.07746,1.07831,1.07697,1.07808,0
2015-12-20T19:00:00,1.07812,1.08397,1.07734,1.08316,0
2015-12-21T19:00:00,1.08316,1.08457,1.08097,1.08166,0
2015-12-22T19:00:00,1.08165,1.08246,1.08001,1.08056,0
2015-12-23T19:00:00,1.08056,1.08207,1.0799,1.08113,0
2015-12-24T19:00:00,1.08113,1.08354,1.08089,1.08291,0
2015-12-26T19:00:00,1.08132,1.08264,1.08125,1.0821,0
2015-12-27T19:00:00,1.08223,1.08538,1.0814300000000001,1.08417,0
2015-12-28T19:00:00,1.08417,1.08556,1.08259,1.08417,0
2015-12-29T19:00:00,1.08417,1.08502,1.07772,1.08045,0
2015-12-30T19:00:00,1.08044,1.08941,1.07927,1.08502,0
2016-01-02T19:00:00,1.08752,1.08792,1.08449,1.08474,0
2016-01-03T19:00:00,1.08491,1.08998,1.08351,1.08519,0
2016-01-04T19:00:00,1.08518,1.08781,1.08343,1.08424,0
2016-01-05T19:00:00,1.08427,1.08689,1.08263,1.08565,0
2016-01-06T19:00:00,1.08562,1.08837,1.08407,1.08579,0
2016-01-07T19:00:00,1.08577,1.08839,1.08413,1.08673,0
2016-01-09T19:00:00,1.0858,1.08791,1.08361,1.08531,0
2016-01-10T19:00:00,1.08527,1.08823,1.08441,1.08734,0
2016-01-11T19:00:00,1.08733,1.08849,1.08423,1.08761,0
2016-01-12T19:00:00,1.08755,1.09537,1.08688,1.09506,0
2016-01-13T19:00:00,1.09505,1.0981,1.09097,1.09148,0
2016-01-14T19:00:00,1.09143,1.09606,1.09143,1.09284,0
2016-01-16T19:00:00,1.09335,1.09403,1.09243,1.09372,0
2016-01-17T19:00:00,1.09364,1.09617,1.09338,1.09465,0
2016-01-18T19:00:00,1.0946,1.09641,1.09111,1.09458,0
2016-01-19T19:00:00,1.09461,1.09779,1.09074,1.09376,0
2016-01-20T19:00:00,1.09391,1.09727,1.09168,1.09442,0
2016-01-21T19:00:00,1.09444,1.09862,1.09218,1.09682,0
2016-01-23T19:00:00,1.09665,1.09733,1.09622,1.09728,0
2016-01-24T19:00:00,1.09718,1.10055,1.09562,1.09874,0
2016-01-25T19:00:00,1.09874,1.10589,1.09864,1.10466,0
2016-01-26T19:00:00,1.10466,1.10755,1.10286,1.10593,0
2016-01-27T19:00:00,1.10591,1.1106,1.10448,1.10875,0
2016-01-28T19:00:00,1.10874,1.11646,1.10568,1.10801,0
2016-01-30T19:00:00,1.10635,1.10919,1.10633,1.10893,0
2016-01-31T19:00:00,1.10896,1.11155,1.1074,1.11087,0
2016-02-01T19:00:00,1.11081,1.11585,1.11007,1.11234,0
2016-02-02T19:00:00,1.11238,1.11596,1.10975,1.11514,0
2016-02-03T19:00:00,1.11507,1.11986,1.11141,1.11246,0
2016-02-04T19:00:00,1.11242,1.11339,1.10334,1.10612,0
2016-02-06T19:00:00,1.10596,1.10648,1.10543,1.1064,0
2016-02-07T19:00:00,1.1064,1.10944,1.10177,1.10458,0
2016-02-08T19:00:00,1.10453,1.10527,1.09573,1.09835,0
2016-02-09T19:00:00,1.09833,1.09948,1.09508,1.09802,0
2016-02-10T19:00:00,1.09802,1.1042,1.09489,1.10023,0
2016-02-11T19:00:00,1.10021,1.10215,1.09644,1.09927,0
2016-02-13T19:00:00,1.09815,1.09884,1.09783,1.09795,0
2016-02-14T19:00:00,1.09811,1.10311,1.09733,1.10193,0
2016-02-15T19:00:00,1.10188,1.10317,1.10052,1.10124,0
2016-02-16T19:00:00,1.10119,1.10603,1.10049,1.10377,0
2016-02-17T19:00:00,1.10383,1.10536,1.1019700000000001,1.10306,0
2016-02-18T19:00:00,1.10304,1.10477,1.09975,1.10106,0
2016-02-20T19:00:00,1.10027,1.10174,1.09997,1.10172,0
2016-02-21T19:00:00,1.10173,1.10275,1.09923,1.10248,0
2016-02-22T19:00:00,1.10231,1.10235,1.0915,1.0928,0
2016-02-23T19:00:00,1.09278,1.09419,1.08638,1.08952,0
