time,open,high,low,close,tick_volume,spread,real_volume
2021-04-30,64.8,64.87,63.02,63.35,23206,0,0
2021-05-03,63.49,64.6,62.86,64.33,16525,0,0
2021-05-04,64.42,66.1,64.23,65.96,29041,0,0
2021-05-05,66.15,66.68,64.89,65.14,28119,0,0
2021-05-06,65.26,65.93,64.47,64.72,25950,0,0
2021-05-07,64.83,65.19,63.87,64.78,26275,0,0
2021-05-10,65.31,65.73,63.93,64.76,29567,0,0
2021-05-11,64.84,65.46,63.69,65.31,34876,0,0
2021-05-12,65.45,66.62,64.96,65.65,36351,0,0
2021-05-13,65.79,65.81,63.11,63.67,40565,0,0
2021-05-14,63.81,65.5,63.36,65.45,28250,0,0
2021-05-17,65.51,66.4,64.83,66.25,26459,0,0
2021-05-18,66.3,66.98,64.11,65.13,31107,0,0
2021-05-19,65.27,65.31,61.94,63.21,43112,0,0
2021-05-20,63.31,63.89,61.64,61.66,38265,0,0
2021-05-21,61.86,64.0,61.51,63.84,32600,0,0
2021-05-24,63.72,66.06,63.56,65.94,29571,0,0
2021-05-25,65.91,66.41,65.32,65.8,26890,0,0
2021-05-26,65.91,66.31,65.15,65.95,23216,0,0
2021-05-27,66.06,66.78,65.37,66.66,20775,0,0
2021-05-28,66.74,67.41,66.07,66.51,24827,0,0
2021-05-31,66.56,67.29,66.28,66.75,10542,0,0
2021-06-01,66.85,68.75,66.78,67.78,32439,0,0
2021-06-02,67.88,68.87,67.67,68.55,20710,0,0
2021-06-03,68.66,69.27,68.05,68.69,26641,0,0
2021-06-04,68.78,69.59,68.2,69.22,21180,0,0
2021-06-07,69.33,69.83,68.77,68.97,20630,0,0
2021-06-08,69.14,70.12,68.33,69.78,23183,0,0
2021-06-09,69.83,70.46,69.32,69.5,23684,0,0
2021-06-10,69.63,70.49,68.53,69.8,29482,0,0
2021-06-11,69.94,70.91,69.49,70.54,24557,0,0
2021-06-14,70.49,71.43,70.45,70.82,19291,0,0
2021-06-15,70.9,72.19,70.56,72.13,24856,0,0
2021-06-16,72.13,72.73,71.31,71.33,28863,0,0
2021-06-17,71.44,72.08,69.53,70.64,37016,0,0
2021-06-18,70.71,71.75,69.82,71.02,30003,0,0
2021-06-21,71.02,73.12,70.67,72.84,32953,0,0
2021-06-22,72.8,73.27,72.29,72.84,27509,0,0
2021-06-23,72.72,74.04,72.63,72.99,22935,0,0
2021-06-24,73.05,73.39,72.13,73.04,19280,0,0
2021-06-25,73.08,73.91,72.62,73.7,22866,0,0
2021-06-28,73.72,74.14,72.36,72.38,22539,0,0
2021-06-29,72.43,73.49,71.7,73.02,22129,0,0
2021-06-30,73.11,73.78,72.46,72.99,25863,0,0
2021-07-01,73.11,75.68,72.98,74.36,38833,0,0
2021-07-02,74.47,74.97,74.4,74.68,2288,0,0
2021-07-05,75.19,76.41,74.79,76.33,15598,0,0
2021-07-06,76.67,77.0,72.97,73.83,31438,0,0
2021-07-07,73.84,74.88,71.1,72.16,35059,0,0
2021-07-08,72.22,73.26,70.79,73.26,39902,0,0
2021-07-09,73.27,74.76,72.73,74.62,20733,0,0
2021-07-12,74.75,74.91,73.15,74.15,23657,0,0
2021-07-13,74.13,75.49,73.65,75.21,22486,0,0
2021-07-14,75.1,75.4,72.25,72.94,32346,0,0
2021-07-15,72.92,72.98,71.53,71.68,27486,0,0
2021-07-16,71.72,72.52,70.65,71.65,29211,0,0
2021-07-19,71.66,71.84,66.0,66.99,53126,0,0
2021-07-20,67.03,68.02,65.45,66.85,41149,0,0
2021-07-21,66.92,70.91,66.87,70.64,30711,0,0
2021-07-22,70.65,72.41,70.25,72.1,30671,0,0
2021-07-23,72.15,72.54,71.78,72.53,18226,0,0
2021-07-26,72.49,72.75,70.9,72.51,25281,0,0
2021-07-27,72.5,72.63,71.39,72.19,30010,0,0
2021-07-28,72.2,72.89,72.0,72.68,23077,0,0
2021-07-29,72.69,73.95,72.54,73.67,15522,0,0
2021-07-30,73.68,74.5,73.2,73.97,20947,0,0
2021-08-02,74.04,74.14,70.77,71.69,32853,0,0
2021-08-03,71.79,72.14,69.39,70.4,29485,0,0
2021-08-04,70.58,70.98,68.03,68.21,33608,0,0
2021-08-05,68.19,69.51,67.77,69.27,28260,0,0
2021-08-06,69.28,70.33,67.95,68.05,25819,0,0
2021-08-09,67.48,67.62,65.24,66.9,36712,0,0
2021-08-10,66.89,68.97,66.66,68.59,28495,0,0
2021-08-11,68.61,69.51,66.74,69.44,32250,0,0
2021-08-12,69.41,69.67,68.51,68.96,23628,0,0
2021-08-13,68.94,69.25,67.81,68.01,24475,0,0
2021-08-16,67.96,68.24,65.73,67.44,36568,0,0
2021-08-17,67.39,67.67,66.31,66.45,27402,0,0
2021-08-18,66.55,67.43,64.36,64.42,33194,0,0
2021-08-19,64.61,64.76,62.61,63.87,50893,0,0
2021-08-20,63.82,64.21,62.04,62.13,34504,0,0
2021-08-23,62.0,66.14,62.0,65.69,31174,0,0
2021-08-24,65.72,67.95,65.56,67.79,26101,0,0
2021-08-25,67.76,68.68,67.07,68.13,26696,0,0
2021-08-26,68.17,68.43,67.16,67.91,27798,0,0
2021-08-27,67.93,69.17,67.65,68.81,21209,0,0
2021-08-30,69.44,69.72,67.78,69.23,27203,0,0
2021-08-31,69.22,69.43,68.28,68.61,25327,0,0
2021-09-01,68.66,69.32,67.21,68.32,28277,0,0
2021-09-02,68.34,70.68,67.93,69.86,22858,0,0
2021-09-03,69.83,70.59,69.17,69.23,27443,0,0
2021-09-06,69.26,69.52,68.3,68.97,14846,0,0
2021-09-07,68.89,69.22,67.47,68.16,33438,0,0
2021-09-08,68.13,69.52,68.1,69.12,29330,0,0
2021-09-09,69.12,69.64,67.35,67.68,36567,0,0
2021-09-10,67.72,69.72,67.47,69.41,26610,0,0
2021-09-13,69.35,70.69,69.26,70.37,30112,0,0
2021-09-14,70.37,70.95,69.73,70.48,26876,0,0
2021-09-15,70.48,72.85,70.4,72.3,27290,0,0
2021-09-16,72.36,72.68,71.27,72.28,36033,0,0
2021-09-17,72.24,72.43,70.97,71.72,35406,0,0
2021-09-20,71.68,71.83,69.64,70.32,46627,0,0
2021-09-21,70.32,71.38,69.31,70.71,41577,0,0
2021-09-22,70.75,72.19,70.53,71.86,31531,0,0
2021-09-23,71.83,73.36,71.5,73.08,29639,0,0
2021-09-24,73.11,74.11,72.67,73.85,29182,0,0
2021-09-27,74.19,75.57,74.01,75.21,35750,0,0
2021-09-28,75.21,76.47,74.08,74.12,43825,0,0
2021-09-29,74.18,75.58,73.52,74.54,43073,0,0
2021-09-30,74.6,75.86,72.96,74.88,52331,0,0
2021-10-01,74.88,75.78,74.02,75.5,42647,0,0
2021-10-04,75.91,78.17,75.12,77.37,43865,0,0
2021-10-05,77.36,79.19,77.25,78.79,38371,0,0
2021-10-06,78.73,79.48,76.57,76.65,51378,0,0
2021-10-07,76.73,78.59,74.71,78.51,45038,0,0
2021-10-08,78.48,79.7,78.27,79.01,42443,0,0
2021-10-11,79.05,81.24,79.05,79.92,43170,0,0
2021-10-12,79.93,80.86,78.93,79.83,44404,0,0
2021-10-13,79.83,80.38,78.8,79.97,41081,0,0
2021-10-14,79.91,81.12,79.78,80.88,33794,0,0
2021-10-15,80.89,81.93,80.83,81.78,30577,0,0
2021-10-18,81.92,83.1,81.12,81.42,37171,0,0
2021-10-19,81.44,82.85,80.96,82.3,34747,0,0
2021-10-20,82.27,83.45,80.62,83.34,33982,0,0
2021-10-21,83.31,83.67,80.57,82.35,37285,0,0
2021-10-22,82.3,83.88,81.46,83.76,33799,0,0
2021-10-25,83.62,84.94,83.03,83.33,33520,0,0
2021-10-26,83.35,84.39,82.62,83.99,31681,0,0
2021-10-27,83.88,84.0,81.54,81.57,40877,0,0
2021-10-28,81.71,82.61,80.07,82.43,45548,0,0
2021-10-29,82.43,82.87,80.8,82.47,40053,0,0
2021-11-01,82.43,83.93,81.87,82.98,34595,0,0
2021-11-02,82.94,83.53,82.11,82.18,36842,0,0
2021-11-03,82.19,82.19,78.97,79.32,44478,0,0
2021-11-04,79.31,82.5,77.56,78.56,53413,0,0
2021-11-05,78.58,80.87,78.11,80.28,47664,0,0
2021-11-08,80.4,81.72,80.4,81.23,37563,0,0
2021-11-09,81.15,83.32,80.79,83.25,34328,0,0
2021-11-10,83.16,83.56,79.72,80.15,45543,0,0
2021-11-11,80.14,81.09,79.11,80.12,49291,0,0
2021-11-12,80.11,80.43,78.73,79.66,41440,0,0
2021-11-15,79.81,80.05,78.29,79.79,40219,0,0
2021-11-16,79.8,80.63,78.93,79.54,35403,0,0
2021-11-17,79.46,79.61,76.86,77.35,41121,0,0
2021-11-18,77.34,78.65,76.31,78.16,38676,0,0
2021-11-19,78.12,79.16,74.96,75.6,57060,0,0
2021-11-22,75.08,76.98,74.59,76.29,51012,0,0
2021-11-23,76.24,78.66,75.12,78.3,50078,0,0
2021-11-24,78.21,78.99,77.78,78.08,40073,0,0
2021-11-25,78.11,78.43,77.56,78.06,17234,0,0
2021-11-26,77.85,77.92,67.25,68.05,75224,0,0
2021-11-29,69.44,72.71,68.68,69.83,80914,0,0
2021-11-30,69.91,71.01,64.26,66.76,90103,0,0
2021-12-01,66.87,69.29,64.69,65.5,75720,0,0
2021-12-02,65.48,67.3,62.28,67.17,83154,0,0
2021-12-03,67.44,69.01,65.47,66.21,60743,0,0
2021-12-06,66.96,69.98,66.66,69.84,58708,0,0
2021-12-07,69.53,72.78,69.49,71.49,53785,0,0
2021-12-08,71.62,72.77,70.74,72.44,57728,0,0
2021-12-09,72.35,73.13,70.23,70.43,44408,0,0
2021-12-10,70.43,72.15,70.16,71.76,45262,0,0
2021-12-13,71.87,72.79,70.51,70.86,45872,0,0
2021-12-14,70.87,71.76,69.29,70.01,47250,0,0
2021-12-15,70.07,71.41,69.17,71.21,42846,0,0
2021-12-16,71.24,72.68,70.81,71.67,37979,0,0
2021-12-17,71.69,71.97,69.67,69.98,41661,0,0
2021-12-20,69.49,69.51,66.06,69.12,66945,0,0
2021-12-21,69.11,71.44,68.47,71.16,45942,0,0
2021-12-22,71.17,72.97,70.71,72.85,36562,0,0
2021-12-23,72.92,73.81,72.11,73.58,30887,0,0
2021-12-27,73.17,75.89,72.42,75.74,32151,0,0
2021-12-28,75.78,76.72,75.34,75.79,32951,0,0
2021-12-29,75.9,77.17,75.18,76.36,34975,0,0
2021-12-30,76.34,77.22,75.57,76.21,29219,0,0
2021-12-31,76.22,76.83,74.74,75.1,33877,0,0
2022-01-03,75.55,76.23,74.09,75.79,35869,0,0
2022-01-04,75.82,77.45,75.52,76.91,42238,0,0
2022-01-05,76.95,78.25,76.28,76.84,39460,0,0
2022-01-06,76.74,79.72,76.37,79.13,54901,0,0
2022-01-07,79.09,79.94,78.12,78.4,42988,0,0
2022-01-10,78.51,78.98,77.39,77.93,47230,0,0
2022-01-11,77.94,81.0,77.87,80.73,40439,0,0
2022-01-12,80.73,82.44,80.57,82.1,41042,0,0
2022-01-13,82.14,82.28,80.89,81.16,38192,0,0
2022-01-14,81.18,83.74,81.05,83.68,45207,0,0
2022-01-17,83.69,84.05,82.9,83.67,23846,0,0
2022-01-18,83.63,85.88,83.5,85.78,47614,0,0
2022-01-19,85.76,86.64,84.85,84.86,47559,0,0
2022-01-20,84.86,86.89,84.05,84.29,48964,0,0
2022-01-21,84.28,85.33,82.58,84.58,71306,0,0
2022-01-24,84.74,85.82,81.67,83.82,83969,0,0
2022-01-25,83.86,85.35,82.72,84.8,71507,0,0
2022-01-26,84.84,87.44,84.6,86.67,60107,0,0
2022-01-27,86.55,87.97,85.68,86.72,74932,0,0
2022-01-28,86.86,88.17,85.84,86.74,70778,0,0
2022-01-31,86.97,87.57,85.67,87.31,47399,0,0
2022-02-01,87.26,87.96,85.7,87.43,45742,0,0
2022-02-02,87.39,88.71,86.22,87.09,48274,0,0
2022-02-03,87.08,89.31,85.82,89.02,44602,0,0
2022-02-04,88.92,91.74,88.84,90.63,50093,0,0
2022-02-07,90.47,91.48,89.57,90.5,52589,0,0
2022-02-08,90.49,90.49,87.43,88.66,51727,0,0
2022-02-09,88.71,89.43,87.38,88.97,42194,0,0
2022-02-10,88.92,90.49,88.03,88.82,48859,0,0
2022-02-11,88.77,92.96,87.95,92.23,55750,0,0
2022-02-14,91.99,93.97,90.57,92.94,72495,0,0
2022-02-15,92.84,93.21,88.98,90.25,60688,0,0
2022-02-16,90.35,93.02,88.17,88.84,55079,0,0
2022-02-17,89.04,91.36,88.7,89.85,63329,0,0
2022-02-18,89.79,90.83,87.24,90.63,61073,0,0
2022-02-21,90.96,92.49,88.89,92.47,45939,0,0
2022-02-22,93.58,94.61,90.79,91.31,74695,0,0
2022-02-23,91.42,93.54,90.35,91.92,58135,0,0
2022-02-24,92.31,99.95,90.94,92.48,117949,0,0
2022-02-25,92.76,95.01,89.53,91.36,87279,0,0
2022-02-28,95.44,98.22,93.68,94.99,80806,0,0
2022-03-01,94.98,105.13,94.43,104.89,89129,0,0
2022-03-02,105.57,110.77,103.65,109.72,106374,0,0
2022-03-03,109.39,114.52,104.69,106.4,121607,0,0
2022-03-04,106.4,114.03,105.6,113.29,100733,0,0
2022-03-07,119.44,124.94,113.28,118.14,117752,0,0
2022-03-08,118.11,126.35,114.81,122.0,108734,0,0
2022-03-09,121.98,123.85,100.55,106.73,118179,0,0
2022-03-10,107.52,111.8,102.98,103.26,99501,0,0
2022-03-11,103.52,107.69,101.8,106.62,74655,0,0
2022-03-14,106.53,106.68,97.92,100.25,73008,0,0
2022-03-15,100.51,100.94,92.28,93.51,81961,0,0
2022-03-16,93.57,97.91,92.59,93.7,75436,0,0
2022-03-17,93.75,102.63,93.37,101.82,72890,0,0
2022-03-18,102.03,104.47,100.8,103.59,56362,0,0
2022-03-21,102.95,110.69,102.18,110.39,57987,0,0
2022-03-22,110.49,112.84,106.67,108.1,82193,0,0
2022-03-23,108.03,114.73,107.8,113.55,76566,0,0
2022-03-24,113.66,115.8,109.84,110.28,93609,0,0
2022-03-25,110.68,113.2,107.75,111.9,92230,0,0
2022-03-28,109.91,110.83,101.92,102.41,84033,0,0
2022-03-29,102.55,106.79,97.69,104.09,93016,0,0
2022-03-30,104.02,107.67,103.49,106.26,74084,0,0
2022-03-31,106.32,106.66,98.7,100.09,91576,0,0
2022-04-01,100.57,100.58,96.87,98.56,79383,0,0
2022-04-04,98.19,103.0,97.26,102.53,63847,0,0
2022-04-05,102.67,104.51,99.01,100.28,58067,0,0
2022-04-06,100.27,102.97,95.11,96.17,71811,0,0
2022-04-07,97.0,98.1,93.32,96.37,68224,0,0
2022-04-08,96.53,98.21,94.74,97.38,59005,0,0
2022-04-11,97.2,97.88,92.6,94.62,60955,0,0
2022-04-12,94.82,100.82,94.51,100.35,59381,0,0
2022-04-13,100.23,103.97,99.4,103.46,58898,0,0
2022-04-14,103.68,106.95,101.68,105.79,55338,0,0
2022-04-18,106.51,109.08,105.35,106.71,48167,0,0
2022-04-19,106.71,108.17,101.39,102.08,56561,0,0
2022-04-20,102.31,103.81,99.76,102.09,57101,0,0
2022-04-21,102.35,105.21,101.84,103.64,54490,0,0
2022-04-22,103.66,103.98,100.82,101.3,53940,0,0
2022-04-25,100.96,100.99,95.02,98.18,61500,0,0
2022-04-26,98.28,102.31,96.79,101.12,66833,0,0
2022-04-27,101.36,102.44,99.36,101.33,57270,0,0
2022-04-28,101.46,104.87,99.49,104.16,59470,0,0
2022-04-29,104.17,107.03,103.01,103.22,60434,0,0
2022-05-02,103.04,104.99,99.51,103.98,59195,0,0
2022-05-03,104.01,104.81,101.23,102.39,53337,0,0
2022-05-04,102.54,107.58,102.0,106.36,56168,0,0
2022-05-05,106.51,110.29,105.45,107.36,61290,0,0
2022-05-06,107.45,109.99,106.18,109.39,67552,0,0
2022-05-09,109.12,109.33,101.13,101.15,73091,0,0
2022-05-10,102.1,103.04,97.86,98.18,82585,0,0
2022-05-11,98.03,104.99,97.14,103.98,73829,0,0
2022-05-12,104.37,105.76,101.29,104.9,78657,0,0
2022-05-13,105.03,108.89,104.75,108.29,59288,0,0
2022-05-16,108.85,112.53,106.32,111.45,68252,0,0
2022-05-17,111.5,113.14,108.91,110.49,68173,0,0
2022-05-18,110.59,112.19,105.9,106.48,69041,0,0
2022-05-19,106.43,109.8,102.95,108.71,78274,0,0
2022-05-20,108.73,110.52,107.65,109.75,63471,0,0
2022-05-23,109.79,111.24,108.54,109.91,55338,0,0
2022-05-24,109.59,110.71,107.89,109.48,60894,0,0
2022-05-25,109.47,110.8,108.45,109.81,51308,0,0
2022-05-26,109.71,113.74,109.29,113.14,44123,0,0
2022-05-27,113.02,114.1,111.72,113.81,56133,0,0
2022-05-30,113.91,116.03,113.89,115.68,28638,0,0
2022-05-31,116.07,118.62,112.92,113.92,73545,0,0
2022-06-01,114.11,116.38,113.15,113.35,66987,0,0
2022-06-02,113.5,116.24,109.9,115.94,65095,0,0
2022-06-03,115.89,118.77,113.67,118.67,49839,0,0
2022-06-06,119.02,119.08,115.96,117.69,54012,0,0
2022-06-07,117.37,118.66,115.63,118.03,63163,0,0
2022-06-08,118.12,121.3,117.54,120.57,55440,0,0
2022-06-09,120.54,120.81,118.94,119.39,55450,0,0
2022-06-10,119.45,120.51,116.15,118.15,67218,0,0
2022-06-13,117.65,119.8,115.12,118.46,81894,0,0
2022-06-14,118.5,120.97,114.25,116.26,80000,0,0
2022-06-15,116.28,116.85,112.33,113.43,81697,0,0
2022-06-16,113.62,115.53,110.3,114.36,75017,0,0
2022-06-17,114.5,116.26,106.16,108.28,78281,0,0
2022-06-20,108.64,109.07,106.57,108.77,51624,0,0
2022-06-21,108.5,110.77,108.34,109.2,63929,0,0
2022-06-22,109.04,109.23,101.1,103.79,87565,0,0
2022-06-23,104.08,106.4,101.76,103.2,85699,0,0
2022-06-24,103.09,107.56,102.75,106.13,71918,0,0
2022-06-27,106.02,109.37,104.45,108.58,72724,0,0
2022-06-28,108.73,111.02,108.45,110.57,73966,0,0
2022-06-29,110.48,112.66,107.93,108.28,78509,0,0
2022-06-30,108.29,109.05,103.86,104.56,82119,0,0
2022-07-01,104.59,107.61,103.07,106.7,81677,0,0
2022-07-04,107.07,109.0,105.56,108.62,42370,0,0
2022-07-05,108.62,109.49,95.68,97.69,96180,0,0
2022-07-06,98.88,100.13,93.16,95.65,106250,0,0
2022-07-07,95.63,101.86,94.01,99.64,85163,0,0
2022-07-08,99.71,102.73,99.14,102.34,87612,0,0
2022-07-11,101.77,102.55,98.49,101.01,80740,0,0
2022-07-12,101.02,101.02,93.17,93.31,89283,0,0
2022-07-13,93.44,95.56,91.34,94.03,92587,0,0
2022-07-14,93.93,94.56,88.29,93.56,88131,0,0
2022-07-15,93.37,96.0,91.58,94.22,80416,0,0
2022-07-18,94.49,99.43,92.72,98.61,70297,0,0
2022-07-19,98.46,100.65,96.23,100.0,68167,0,0
2022-07-20,99.74,100.26,97.72,99.29,73599,0,0
2022-07-21,99.29,99.32,94.08,95.98,82265,0,0
2022-07-22,95.82,97.32,93.65,94.64,78526,0,0
2022-07-25,94.29,96.29,92.4,95.72,72439,0,0
2022-07-26,95.55,98.21,94.1,94.71,63969,0,0
2022-07-27,94.95,97.8,93.57,97.28,64519,0,0
2022-07-28,97.29,99.0,95.3,96.47,71068,0,0
2022-07-29,96.44,100.9,95.55,97.32,64633,0,0
2022-08-01,97.52,97.62,91.66,93.23,78814,0,0
2022-08-02,93.22,95.66,91.78,93.09,79003,0,0
2022-08-03,93.15,95.83,89.84,90.3,74233,0,0
2022-08-04,90.44,91.24,86.97,87.07,73711,0,0
2022-08-05,87.36,90.04,86.35,87.86,70213,0,0
2022-08-08,87.72,90.26,86.61,89.8,70614,0,0
2022-08-09,89.95,91.94,88.41,89.78,65247,0,0
2022-08-10,89.85,91.76,87.14,90.9,70312,0,0
2022-08-11,90.9,94.28,90.63,93.21,60344,0,0
2022-08-12,93.33,94.1,90.57,91.24,63096,0,0
2022-08-15,91.42,91.49,86.3,87.24,50097,0,0
2022-08-16,87.41,90.03,85.36,86.6,48731,0,0
2022-08-17,86.71,88.6,85.44,86.77,47427,0,0
2022-08-18,86.99,90.96,86.83,89.88,49837,0,0
2022-08-19,90.02,91.6,87.87,89.54,39894,0,0
2022-08-22,89.21,90.94,86.22,90.4,58768,0,0
2022-08-23,90.36,94.0,90.34,93.55,45521,0,0
2022-08-24,93.55,95.2,92.66,95.12,51209,0,0
2022-08-25,95.13,95.48,92.14,92.78,48404,0,0
2022-08-26,92.93,93.84,91.0,92.67,45079,0,0
2022-08-29,92.67,96.95,92.0,96.48,52858,0,0
2022-08-30,96.51,97.23,90.29,91.92,66140,0,0
2022-08-31,91.91,92.43,88.05,88.47,86252,0,0
2022-09-01,88.51,89.29,85.73,86.0,81395,0,0
2022-09-02,86.13,89.3,86.01,86.77,71863,0,0
2022-09-05,87.19,90.1,86.76,88.66,46396,0,0
2022-09-06,88.74,89.2,85.95,86.57,69614,0,0
2022-09-07,86.61,87.4,81.27,81.3,63341,0,0
2022-09-08,81.3,83.81,80.92,82.26,68181,0,0
2022-09-09,82.41,86.74,82.35,85.76,54191,0,0
2022-09-12,85.81,88.67,84.77,87.6,54937,0,0
2022-09-13,87.71,88.9,84.65,87.09,73062,0,0
2022-09-14,87.35,89.62,85.74,88.38,72457,0,0
2022-09-15,88.4,88.66,84.06,84.54,65516,0,0
2022-09-16,84.55,86.1,83.79,84.87,63814,0,0
2022-09-19,84.72,85.77,81.66,84.9,54039,0,0
2022-09-20,84.89,85.99,82.91,84.12,67028,0,0
2022-09-21,84.11,86.51,82.39,82.88,75379,0,0
2022-09-22,82.92,85.83,82.25,83.34,74780,0,0
2022-09-23,83.43,83.76,77.97,79.21,71658,0,0
2022-09-26,79.06,80.1,76.01,76.08,92911,0,0
2022-09-27,76.23,79.25,76.18,77.64,75992,0,0
2022-09-28,77.79,81.91,76.22,81.59,144938,0,0
2022-09-29,81.46,82.48,79.9,81.26,146692,0,0
2022-09-30,81.21,82.1,78.72,79.28,135200,0,0
2022-10-03,80.78,84.0,80.67,82.7,114802,0,0
2022-10-04,82.73,86.33,82.67,85.67,95900,0,0
2022-10-05,85.77,87.76,84.81,87.41,104986,0,0
2022-10-06,87.36,88.43,86.41,88.34,93978,0,0
2022-10-07,88.3,92.32,87.35,92.02,103030,0,0
2022-10-10,92.1,92.59,89.56,89.8,47001,6,0
2022-10-11,89.94,90.33,86.79,87.41,55750,6,0
2022-10-12,87.35,88.82,85.18,85.96,54267,6,0
2022-10-13,86.01,88.47,84.5,88.06,53131,6,0
2022-10-14,88.07,88.54,84.26,84.61,51131,6,0
2022-10-17,84.53,86.14,83.67,84.65,43665,6,0
2022-10-18,84.82,85.45,81.24,82.75,47627,6,0
2022-10-19,82.74,84.89,81.6,84.58,45537,6,0
2022-10-20,84.63,86.91,83.97,84.79,47686,6,0
2022-10-21,84.77,85.63,82.92,84.86,50190,6,0
2022-10-24,84.87,85.58,82.37,84.6,51104,6,0
2022-10-25,84.57,85.71,82.78,84.6,38248,6,0
2022-10-26,84.72,87.98,83.84,87.83,37926,6,0
2022-10-27,87.8,89.28,86.85,88.09,42195,6,0
2022-10-28,88.08,88.21,86.55,87.77,40260,6,0
2022-10-31,88.01,88.01,84.75,85.65,42853,6,0
2022-11-01,85.81,88.81,85.34,87.91,43503,6,0
2022-11-02,88.03,89.66,87.1,88.66,44825,6,0
2022-11-03,88.71,88.95,86.94,87.3,42036,6,0
2022-11-04,87.2,92.06,87.16,91.77,50980,6,0
2022-11-07,90.02,92.89,89.66,91.24,46165,6,0
2022-11-08,91.23,91.36,87.98,88.47,43272,0,0
2022-11-09,88.48,88.61,84.85,84.96,53258,0,0
2022-11-10,84.96,86.6,84.03,85.62,50588,0,0
2022-11-11,85.59,89.31,85.44,88.24,49581,0,0
2022-11-14,88.2,89.07,84.55,84.56,48810,0,0
2022-11-15,84.56,88.05,83.52,86.15,56530,0,0
2022-11-16,86.16,86.87,83.65,84.67,47766,0,0
2022-11-17,84.65,84.8,81.13,81.68,48332,0,0
2022-11-18,81.73,82.36,77.57,80.16,48927,0,0
2022-11-21,80.12,80.43,75.24,80.18,58642,6,0
2022-11-22,80.21,82.27,79.79,81.0,42689,6,0
