time,open,high,low,close,volume,trades
2022-06-16T00:00:00+00:00,22567.5,23000.0,20222.0,20387.4,0.0,0
2022-06-17T00:00:00+00:00,20387.4,21388.0,20228.0,20457.3,0.0,0
2022-06-18T00:00:00+00:00,20457.3,20768.4,17593.2,18959.7,0.0,0
2022-06-19T00:00:00+00:00,18959.7,20821.0,17935.9,20564.2,0.0,0
2022-06-20T00:00:00+00:00,20564.3,21099.9,19630.0,20570.1,0.0,0
2022-06-21T00:00:00+00:00,20570.0,21740.0,20337.8,20713.1,0.0,0
2022-06-22T00:00:00+00:00,20713.1,20888.0,19745.7,19977.4,0.0,0
2022-06-23T00:00:00+00:00,19977.5,21250.0,19874.0,21096.6,0.0,0
2022-06-24T00:00:00+00:00,21096.6,21563.5,20732.5,21231.2,0.0,0
2022-06-25T00:00:00+00:00,21231.2,21627.6,20894.0,21481.9,0.0,0
2022-06-26T00:00:00+00:00,21481.9,21888.0,20952.0,21029.1,0.0,0
2022-06-27T00:00:00+00:00,21029.1,21560.0,20500.0,20730.0,0.0,0
2022-06-28T00:00:00+00:00,20730.0,21198.0,20188.0,20268.6,0.0,0
2022-06-29T00:00:00+00:00,20268.7,20430.0,19817.2,20109.9,0.0,0
2022-06-30T00:00:00+00:00,20109.9,20165.0,18563.0,19923.5,0.0,0
2022-07-01T00:00:00+00:00,19923.3,20926.4,18948.8,19272.0,0.0,0
2022-07-02T00:00:00+00:00,19272.0,19456.0,18959.0,19240.9,0.0,0
2022-07-03T00:00:00+00:00,19241.0,19645.4,18780.1,19305.9,0.0,0
2022-07-04T00:00:00+00:00,19306.0,20350.0,19046.3,20226.6,0.0,0
2022-07-05T00:00:00+00:00,20226.3,20749.2,19291.6,20170.0,0.0,0
2022-07-06T00:00:00+00:00,20170.1,20667.6,19753.0,20554.1,0.0,0
2022-07-07T00:00:00+00:00,20554.2,21830.0,20244.9,21613.4,0.0,0
2022-07-08T00:00:00+00:00,21614.5,22579.9,21175.2,21587.9,0.0,0
2022-07-09T00:00:00+00:00,21587.8,22000.0,21309.6,21580.0,0.0,0
2022-07-10T00:00:00+00:00,21580.0,21594.2,20600.0,20853.8,0.0,0
2022-07-11T00:00:00+00:00,20853.8,20853.9,19870.0,19954.3,0.0,0
2022-07-12T00:00:00+00:00,19954.3,20048.9,19228.3,19322.9,0.0,0
2022-07-13T00:00:00+00:00,19322.9,20401.6,18901.0,20220.1,0.0,0
2022-07-14T00:00:00+00:00,20220.1,20900.0,19600.0,20578.6,0.0,0
2022-07-15T00:00:00+00:00,20578.6,21200.0,20364.3,20823.1,0.0,0
2022-07-16T00:00:00+00:00,20823.1,21580.0,20471.0,21183.5,0.0,0
2022-07-17T00:00:00+00:00,21183.6,21674.1,20742.0,20794.4,0.0,0
