time,open,high,low,close,volume
2015-10-10T20:00:00,136.54,136.925,134.789,135.595,0
2015-10-17T20:00:00,135.584,136.378,133.362,133.748,0
2015-10-24T20:00:00,133.683,133.903,131.581,132.743,0
2015-10-31T20:00:00,132.866,133.199,131.465,132.243,0
2015-11-07T19:00:00,132.328,133.18,131.469,131.961,0
2015-11-14T19:00:00,131.391,132.264,130.632,130.716,0
2015-11-21T19:00:00,130.719,131.032,129.657,130.072,0
2015-11-28T19:00:00,130.079,134.582,129.747,133.866,0
2015-12-05T19:00:00,133.905,134.209,132.619,132.871,0
2015-12-12T19:00:00,132.987,133.78,131.021,131.741,0
2015-12-19T19:00:00,131.584,132.787,131.492,131.765,0
2015-12-26T19:00:00,131.601,132.454,130.363,131.251,0
2016-01-02T19:00:00,130.674,130.756,126.774,128.297,0
2016-01-09T19:00:00,127.912,128.743,127.299,127.606,0
2016-01-16T19:00:00,127.595,128.547,126.157,128.189,0
2016-01-23T19:00:00,128.121,132.348,127.809,131.168,0
2016-01-30T19:00:00,131.36,132.013,130.041,130.338,0
2016-02-06T19:00:00,130.237,130.894,125.766,127.396,0
2016-02-13T19:00:00,127.407,128.162,125.007,125.288,0
2016-02-20T19:00:00,125.163,125.553,122.444,124.553,0
2016-02-27T19:00:00,124.401,125.577,122.066,125.206,0
2016-03-05T19:00:00,125.204,127.278,123.049,126.877,0
2016-03-12T19:00:00,126.914,127.145,125.083,125.76,0
2016-03-19T20:00:00,125.673,126.454,124.659,126.236,0
2016-03-26T20:00:00,126.297,128.21,126.287,127.134,0
2016-04-02T20:00:00,127.175,127.342,122.535,123.165,0
2016-04-09T20:00:00,123.184,123.989,122.583,122.732,0
2016-04-16T20:00:00,122.272,125.494,121.704,125.459,0
2016-04-23T20:00:00,125.449,126.458,121.668,121.722,0
2016-04-30T20:00:00,121.785,123.508,121.473,122.079,0
2016-05-07T20:00:00,122.026,124.638,122.026,122.791,0
2016-05-14T20:00:00,122.872,124.164,122.604,123.574,0
2016-05-21T20:00:00,123.508,123.632,122.209,122.57,0
2016-05-28T20:00:00,122.697,124.18,120.817,121.155,0
2016-06-04T20:00:00,120.923,122.689,119.898,120.281,0
2016-06-11T20:00:00,120.172,120.312,115.489,117.4,0
2016-06-18T20:00:00,118.625,121.964,109.414,113.337,0
2016-06-25T20:00:00,111.963,114.789,111.362,114.23,0
2016-07-02T20:00:00,114.245,114.499,110.813,111.098,0
2016-07-09T20:00:00,111.149,118.392,111.07,115.63,0
2016-07-16T20:00:00,116.39,118.454,116.137,116.494,0
2016-07-23T20:00:00,116.46,117.137,113.87,114.071,0
2016-07-30T20:00:00,114.226,114.801,112.308,112.813,0
2016-08-06T20:00:00,112.962,114.018,112.694,113.048,0
2016-08-13T20:00:00,112.956,113.92,112.352,113.418,0
2016-08-20T20:00:00,113.912,114.126,112.779,113.938,0
2016-08-27T20:00:00,114.124,116.358,113.842,116.039,0
2016-09-03T20:00:00,116.108,116.146,113.802,115.315,0
2016-09-10T20:00:00,115.231,116.074,113.923,114.088,0
2016-09-17T20:00:00,113.977,114.385,112.069,113.402,0
2016-09-24T20:00:00,113.406,114.178,112.237,113.906,0
2016-10-01T20:00:00,113.724,116.27,113.62,115.305,0
2016-10-08T20:00:00,115.514,115.78,113.902,114.291,0
2016-10-15T20:00:00,114.399,114.67,112.599,112.969,0
2016-10-22T20:00:00,112.965,115.313,112.825,115.096,0
