max_notional_multiple,orig_n,orig_mean,orig_min,orig_p5,orig_p25,orig_median,orig_p75,orig_p95,orig_p99,orig_max,surv_n,surv_mean,surv_min,surv_p5,surv_p25,surv_median,surv_p75,surv_p95,surv_p99,surv_max,blocked_n,blocked_mean,blocked_min,blocked_p5,blocked_p25,blocked_median,blocked_p75,blocked_p95,blocked_p99,blocked_max,survivor_median_over_original_median,survivor_p95_over_original_p95,blocked_median_over_original_median
0.5,826,1.419892,0.110383,0.353117,0.709545,1.107932,1.707206,3.600438,5.791791,18.187813,39,0.286673,0.110383,0.116031,0.214368,0.305627,0.369983,0.390661,0.405263,0.406843,787,1.476049,0.182212,0.447588,0.750685,1.149132,1.762808,3.705344,5.831724,18.187813,0.275854,0.108504,1.037186
1.0,826,1.419892,0.110383,0.353117,0.709545,1.107932,1.707206,3.600438,5.791791,18.187813,178,0.509769,0.110383,0.208096,0.372345,0.532459,0.65611,0.779812,0.814111,0.81573,648,1.669895,0.35167,0.568039,0.949169,1.298876,1.918197,3.968913,6.067895,18.187813,0.480588,0.216588,1.172343
2.0,826,1.419892,0.110383,0.353117,0.709545,1.107932,1.707206,3.600438,5.791791,18.187813,417,0.793355,0.110383,0.248794,0.5083,0.719792,1.072495,1.470494,1.586983,1.626924,409,2.058684,0.706542,0.76109,1.15755,1.714482,2.430136,4.671737,6.511618,18.187813,0.649672,0.408421,1.547461
4.0,826,1.419892,0.110383,0.353117,0.709545,1.107932,1.707206,3.600438,5.791791,18.187813,655,1.020838,0.110383,0.31419,0.622861,0.930715,1.270224,2.134713,2.678713,3.007985,171,2.948432,1.40229,1.477876,1.749788,2.277229,3.581611,5.769041,9.583902,18.187813,0.840047,0.592904,2.055387
8.0,826,1.419892,0.110383,0.353117,0.709545,1.107932,1.707206,3.600438,5.791791,18.187813,786,1.239474,0.110383,0.347976,0.682264,1.052939,1.596399,2.650894,4.231208,6.183727,40,4.965103,2.811175,2.984125,3.421332,4.142574,5.52536,8.911794,15.566229,18.187813,0.950364,0.73627,3.739015
16.0,826,1.419892,0.110383,0.353117,0.709545,1.107932,1.707206,3.600438,5.791791,18.187813,817,1.344573,0.110383,0.352456,0.701611,1.100915,1.676082,3.417071,5.172946,7.161871,9,8.257185,5.654664,5.682214,5.814541,6.216368,8.777373,15.499009,17.650052,18.187813,0.993667,0.949071,5.610785
32.0,826,1.419892,0.110383,0.353117,0.709545,1.107932,1.707206,3.600438,5.791791,18.187813,825,1.407715,0.110383,0.353024,0.708564,1.10785,1.697823,3.592397,5.721108,18.187813,1,11.465802,11.465802,11.465802,11.465802,11.465802,11.465802,11.465802,11.465802,11.465802,0.999926,0.997767,10.348832
64.0,826,1.419892,0.110383,0.353117,0.709545,1.107932,1.707206,3.600438,5.791791,18.187813,826,1.419892,0.110383,0.353117,0.709545,1.107932,1.707206,3.600438,5.791791,18.187813,0,,,,,,,,,,1.0,1.0,
