scenario_id,event_id,translation_id,family,pos_t,target_notional_multiple,max_notional_multiple,truth_class,primary_state,survives,known_time,split,dev_or_oos,year,quarter,session,severity,episode_cluster_id
NS-9fe3787f61e7a17aa196d84c9edfeb090e3658f8787e58872252d0d8c7421730,EUR_ORIGIN_202403011000,TR-86d70433c542d13365f18feb802a8de5,A,0.577716,1.650961784919,2.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-01T12:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,115
NS-76a139e5485caafea300a031c0b03962bb146effa21e82ba96ba7c4950ce8a90,EUR_ORIGIN_202403011000,TR-86d70433c542d13365f18feb802a8de5,A,0.577716,1.650961784919,4.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-01T12:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,115
NS-118f148617374ed3396939862405c74ad54f17b2cdc5e1328da437889aa8b0f4,EUR_ORIGIN_202403011000,TR-86d70433c542d13365f18feb802a8de5,A,0.577716,1.650961784919,8.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-01T12:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,115
NS-74197dc43d18e1a88dbe169e39bcca381cc601e6943d7a518be3c1a718c1de5b,EUR_ORIGIN_202403011000,TR-86d70433c542d13365f18feb802a8de5,A,0.577716,1.650961784919,16.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-01T12:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,115
NS-c50a87419aaa61e02562295be3c3f3949b185ffff93e2af094d6fbb64406e8d8,EUR_ORIGIN_202403011000,TR-86d70433c542d13365f18feb802a8de5,A,0.577716,1.650961784919,32.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-01T12:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,115
NS-e81e9ec41ce563322e7a0b3bf1d4e0f5f10e94e669401dc69b8cc9fba2590c1b,EUR_ORIGIN_202403011000,TR-86d70433c542d13365f18feb802a8de5,A,0.577716,1.650961784919,64.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-01T12:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,115
NS-3e53707e2bd392175ffe660356506a411caa43bb10697f16b16c1515dec2defc,EUR_ORIGIN_202403040700,TR-d09ef6b656f1acffbfbe03683bfcac5b,A,1.586969,4.535142162421,0.5,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-04T09:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,116
NS-4cc443fb229fc893971bb02cc37c60bfd8c1883edbe8fcef6e99684356670a88,EUR_ORIGIN_202403040700,TR-d09ef6b656f1acffbfbe03683bfcac5b,A,1.586969,4.535142162421,1.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-04T09:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,116
NS-bf260b8e41181b2fc254588d9cd0fd782f25f09ee3575e8161cb5e01ceac73d8,EUR_ORIGIN_202403040700,TR-d09ef6b656f1acffbfbe03683bfcac5b,A,1.586969,4.535142162421,2.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-04T09:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,116
NS-26f4d6bdaa629ca5d2c7f34d5c6dee7f05b50101d7f586721d6b9f0898bf398c,EUR_ORIGIN_202403040700,TR-d09ef6b656f1acffbfbe03683bfcac5b,A,1.586969,4.535142162421,4.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-04T09:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,116
NS-3186bd26fee1f6acf3f9272ed5115221f896053198ce1bb70d00979e03d15d8e,EUR_ORIGIN_202403040700,TR-d09ef6b656f1acffbfbe03683bfcac5b,A,1.586969,4.535142162421,8.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-04T09:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,116
NS-f254ef0bcb8088460f81a06b2448cd1b2650f40e06df555abcc95ef8cd0acd54,EUR_ORIGIN_202403040700,TR-d09ef6b656f1acffbfbe03683bfcac5b,A,1.586969,4.535142162421,16.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-04T09:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,116
NS-35c295bcd843c4f2fea1aca58e1e88dfaa368cbfb8d1c0aca69d3ab76d07e6fc,EUR_ORIGIN_202403040700,TR-d09ef6b656f1acffbfbe03683bfcac5b,A,1.586969,4.535142162421,32.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-04T09:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,116
NS-a2eb13ad82b9f676cb12e81561b363fe05e98d7b666712bfe89f21bdeb5ed088,EUR_ORIGIN_202403040700,TR-d09ef6b656f1acffbfbe03683bfcac5b,A,1.586969,4.535142162421,64.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-04T09:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,116
NS-a5fa04428eb44ec52b12ef9b4e04057399fd08295c4b0c124a0f7c75ad4dfed9,EUR_ORIGIN_202403051000,TR-e03e8be0f6ea68c4ac4c302ea75bb14f,B,1.202444,1.472686655142,0.5,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-05T11:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,117
NS-44dd1699ec305cee245477771a577552c0cc3a55ab186fc4f4a64a5d17e86af0,EUR_ORIGIN_202403051000,TR-e03e8be0f6ea68c4ac4c302ea75bb14f,B,1.202444,1.472686655142,1.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-05T11:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,117
NS-6e8a498095152c42aca12821bccb56aebf4f7e87ab4009a1eb8175f1a3b7fe89,EUR_ORIGIN_202403051000,TR-e03e8be0f6ea68c4ac4c302ea75bb14f,B,1.202444,1.472686655142,2.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-05T11:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,117
NS-78b750d5ce4656c695b695da50d05a2056966a1b442b826badc3d7ac6a9b978f,EUR_ORIGIN_202403051000,TR-e03e8be0f6ea68c4ac4c302ea75bb14f,B,1.202444,1.472686655142,4.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-05T11:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,117
NS-6b5e5cd09b45db72bd48b7704a68dc0329555f9706873e04c2d96e8c35cad7aa,EUR_ORIGIN_202403051000,TR-e03e8be0f6ea68c4ac4c302ea75bb14f,B,1.202444,1.472686655142,8.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-05T11:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,117
NS-e256b6e24db26086f03ea8f49aaeb9d6d7aa0891938437e8f4ff9c6877619be5,EUR_ORIGIN_202403051000,TR-e03e8be0f6ea68c4ac4c302ea75bb14f,B,1.202444,1.472686655142,16.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-05T11:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,117
NS-06a4ee009f7c25c12d3da6d0f2fada79d7232684668678117030a8a9155bd5f2,EUR_ORIGIN_202403051000,TR-e03e8be0f6ea68c4ac4c302ea75bb14f,B,1.202444,1.472686655142,32.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-05T11:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,117
NS-d338f0b648ca20a55abee1b75494fb816230919ba5125f686aeb11b2baa73fa5,EUR_ORIGIN_202403051000,TR-e03e8be0f6ea68c4ac4c302ea75bb14f,B,1.202444,1.472686655142,64.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-05T11:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,117
NS-f0b7e3896b2de382a4df4a7f3867cf9c88e6b36ca8d3378a863c3cd3447c9525,EUR_ORIGIN_202403060500,TR-1287cfe01c686d701262adcdb566d84f,A,0.833864,2.382963682074,0.5,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-06T07:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,118
NS-73322b9b5fcb30465ba85eebf58d72eb6ea5ef7ab6773bae0466d04b73e7ef7c,EUR_ORIGIN_202403060500,TR-1287cfe01c686d701262adcdb566d84f,A,0.833864,2.382963682074,1.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-06T07:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,118
NS-36a90fb3b662f7891ca50046d2a7589b1b9f6ebb3b232cc7ae2ae691650ed77d,EUR_ORIGIN_202403060500,TR-1287cfe01c686d701262adcdb566d84f,A,0.833864,2.382963682074,2.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-06T07:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,118
NS-880770b928b6516c7d30ee9e076f29912fa7a35beaf6656d47d3211d920ba3c8,EUR_ORIGIN_202403060500,TR-1287cfe01c686d701262adcdb566d84f,A,0.833864,2.382963682074,4.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-06T07:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,118
NS-8f1d3b38c6d5e25c99ab558debeb3c8dcf8b6fd4fc8d4c1c13ae7afce9087c33,EUR_ORIGIN_202403060500,TR-1287cfe01c686d701262adcdb566d84f,A,0.833864,2.382963682074,8.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-06T07:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,118
NS-4bcb2da61a0bbb503b6fd8ed7ce9c51b402290f2a4e527fca18f88be6afbb00a,EUR_ORIGIN_202403060500,TR-1287cfe01c686d701262adcdb566d84f,A,0.833864,2.382963682074,16.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-06T07:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,118
NS-6e65f76dfa8182c8bd8da1a0292d2214fca38dbab44a29de8d87a74a991ac68c,EUR_ORIGIN_202403060500,TR-1287cfe01c686d701262adcdb566d84f,A,0.833864,2.382963682074,32.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-06T07:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,118
NS-3d8220cdc51fd8e2b305e60eef4d9d50a55a085187ddc2366232812112b8cae7,EUR_ORIGIN_202403060500,TR-1287cfe01c686d701262adcdb566d84f,A,0.833864,2.382963682074,64.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-06T07:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,118
NS-bedd3a66a97b9a65571ee3ca74ff59497af2f3cc424d6b9a7712671848173ff0,EUR_ORIGIN_202403070300,TR-cad9d05491ebf1fc41ab856be961ba2a,B,0.800311,0.980176472692,0.5,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-07T04:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,MEDIUM,119
NS-90499150d051b00f85f90452df4cb78c9ca467854628379d8e1b8151c2ad5c0b,EUR_ORIGIN_202403070300,TR-cad9d05491ebf1fc41ab856be961ba2a,B,0.800311,0.980176472692,1.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T04:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,MEDIUM,119
NS-d8e6fb344941fd405838644a754010d971d013a3cef249f1123050875cc2a978,EUR_ORIGIN_202403070300,TR-cad9d05491ebf1fc41ab856be961ba2a,B,0.800311,0.980176472692,2.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T04:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,MEDIUM,119
NS-e3cab92fc098ae4f102fcd229ff8ba20e5354c18c54f0669406b7cb865a27c5f,EUR_ORIGIN_202403070300,TR-cad9d05491ebf1fc41ab856be961ba2a,B,0.800311,0.980176472692,4.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T04:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,MEDIUM,119
NS-a2bc617d0c5129aef389911114f6f2323279bab2f75e29b85ded789a53b6eff0,EUR_ORIGIN_202403070300,TR-cad9d05491ebf1fc41ab856be961ba2a,B,0.800311,0.980176472692,8.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T04:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,MEDIUM,119
NS-0ca97652cc0f1ef82626694190af5eb9dc176ce66b7a452ca5f32b7fd0c7a8c0,EUR_ORIGIN_202403070300,TR-cad9d05491ebf1fc41ab856be961ba2a,B,0.800311,0.980176472692,16.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T04:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,MEDIUM,119
NS-8ab9ebf251c4ce494bf21624a83550471d0d1b2c7ee2c2728a338d307d18fad6,EUR_ORIGIN_202403070300,TR-cad9d05491ebf1fc41ab856be961ba2a,B,0.800311,0.980176472692,32.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T04:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,MEDIUM,119
NS-5e4be3443c8817cd4a98d7edd495aa5fa8cd5fdd60d98c782db2ce63fbee5375,EUR_ORIGIN_202403070300,TR-cad9d05491ebf1fc41ab856be961ba2a,B,0.800311,0.980176472692,64.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T04:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,MEDIUM,119
NS-9b08a584a688818890072e2f6c5fb04e1496eaad1fd111c87e0b36de12e073cc,EUR_ORIGIN_202403070700,TR-f1a9f1a068f3bf29dcb21923245ec39d,B,2.619171,3.207816137215,0.5,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-07T08:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,119
NS-b0496fda6ef45fea67ba495ceb57e7ccfedf6756629f9afcf93365272ba6b8e3,EUR_ORIGIN_202403070700,TR-f1a9f1a068f3bf29dcb21923245ec39d,B,2.619171,3.207816137215,1.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-07T08:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,119
NS-21a18d6874042fa76d2a31214e353bafd6a098259385b4b151f9c35f4727f7f7,EUR_ORIGIN_202403070700,TR-f1a9f1a068f3bf29dcb21923245ec39d,B,2.619171,3.207816137215,2.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-07T08:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,119
NS-8d573a8545235555dfad54d22bf3893b1c493ae312ff7dc25775ec7a70ffc37c,EUR_ORIGIN_202403070700,TR-f1a9f1a068f3bf29dcb21923245ec39d,B,2.619171,3.207816137215,4.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T08:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,119
NS-a09cb2a37a9c3162520c6db88eb42622f10caf25f13137320aa96bf8578c711f,EUR_ORIGIN_202403070700,TR-f1a9f1a068f3bf29dcb21923245ec39d,B,2.619171,3.207816137215,8.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T08:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,119
NS-b9324900afa57dbef2042277f5f524518c9f7833c3100a0a855b95d172665a62,EUR_ORIGIN_202403070700,TR-f1a9f1a068f3bf29dcb21923245ec39d,B,2.619171,3.207816137215,16.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T08:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,119
NS-13af0a853ee0663d7eb3c62231b08c8b586f2b896c6ae271daeed8e1e2ddc887,EUR_ORIGIN_202403070700,TR-f1a9f1a068f3bf29dcb21923245ec39d,B,2.619171,3.207816137215,32.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T08:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,119
NS-56ea93ddd90a52c42a628558a44d60c62a5d75d80042476a5272a02dcfecaabd,EUR_ORIGIN_202403070700,TR-f1a9f1a068f3bf29dcb21923245ec39d,B,2.619171,3.207816137215,64.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T08:00:00+00:00,inner_sel,development,2024,2024Q1,London,LOW,119
NS-7fbeb2c1af0ace2163b436402da498626f0f5771ccc7fd9359a2258803984719,EUR_ORIGIN_202403071000,TR-c7d9e318a64e49605f8ad8a5672e693a,B,0.97024,1.188296696555,0.5,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-07T11:00:00+00:00,inner_sel,development,2024,2024Q1,London,MEDIUM,119
NS-888ddc6b5aac2f355f1e4e17a6d37df4ebafc9ac39d727b6268c0aabd9be36e0,EUR_ORIGIN_202403071000,TR-c7d9e318a64e49605f8ad8a5672e693a,B,0.97024,1.188296696555,1.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-07T11:00:00+00:00,inner_sel,development,2024,2024Q1,London,MEDIUM,119
NS-5623354695065f969abc679e22f24c6806c1c529d7da358ab3c45d2cb056b548,EUR_ORIGIN_202403071000,TR-c7d9e318a64e49605f8ad8a5672e693a,B,0.97024,1.188296696555,2.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T11:00:00+00:00,inner_sel,development,2024,2024Q1,London,MEDIUM,119
NS-9ceae02639e914b0a4904135c3e235ae3caf38506be4ae1c9f736881b67647cc,EUR_ORIGIN_202403071000,TR-c7d9e318a64e49605f8ad8a5672e693a,B,0.97024,1.188296696555,4.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T11:00:00+00:00,inner_sel,development,2024,2024Q1,London,MEDIUM,119
NS-cdbbf3512345ba3d596e9ec361d03aa42c76ed84955360883db6a370bbc3da9f,EUR_ORIGIN_202403071000,TR-c7d9e318a64e49605f8ad8a5672e693a,B,0.97024,1.188296696555,8.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T11:00:00+00:00,inner_sel,development,2024,2024Q1,London,MEDIUM,119
NS-2c3850be09d2812a0b90bf1f6d97271841ded68d8d58d48da18a5b8b598bd9c2,EUR_ORIGIN_202403071000,TR-c7d9e318a64e49605f8ad8a5672e693a,B,0.97024,1.188296696555,16.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T11:00:00+00:00,inner_sel,development,2024,2024Q1,London,MEDIUM,119
NS-67c33a89ba9049ae34dafbac4c9ce44e252173d8dd44279e96d360f3f7feb09a,EUR_ORIGIN_202403071000,TR-c7d9e318a64e49605f8ad8a5672e693a,B,0.97024,1.188296696555,32.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T11:00:00+00:00,inner_sel,development,2024,2024Q1,London,MEDIUM,119
NS-bbecc7c4f56691fca5b84edea117276ab0bbf2cde05e65cb9331cbeb6d610941,EUR_ORIGIN_202403071000,TR-c7d9e318a64e49605f8ad8a5672e693a,B,0.97024,1.188296696555,64.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-07T11:00:00+00:00,inner_sel,development,2024,2024Q1,London,MEDIUM,119
NS-162485c087d2623ebdb970abc76e8c6dfdc90e26304c53593b8082eb5bae5d14,EUR_ORIGIN_202403080400,TR-5d2ecc98be24250cd5bcd5c04ddfeeb4,B,0.541915,0.663707654334,0.5,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-08T05:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,120
NS-6a5d864d9f70e74d2f5102c6f506a91b65204c62b0a0fb955f435d61b04be2d5,EUR_ORIGIN_202403080400,TR-5d2ecc98be24250cd5bcd5c04ddfeeb4,B,0.541915,0.663707654334,1.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-08T05:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,120
NS-ba1c9746df03f9f675780933527940332a4385ec9501c6ec54779ce6758b591d,EUR_ORIGIN_202403080400,TR-5d2ecc98be24250cd5bcd5c04ddfeeb4,B,0.541915,0.663707654334,2.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-08T05:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,120
NS-b6a96a957e4395db6cfb1375311bc097b68a0d24f941df7deff95f1958c2351e,EUR_ORIGIN_202403080400,TR-5d2ecc98be24250cd5bcd5c04ddfeeb4,B,0.541915,0.663707654334,4.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-08T05:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,120
NS-c26873e6c4e57408fa4a0eac02dc1ddee7f57a0e350d0b2d184e232a913cdfe9,EUR_ORIGIN_202403080400,TR-5d2ecc98be24250cd5bcd5c04ddfeeb4,B,0.541915,0.663707654334,8.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-08T05:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,120
NS-a13bebbf1c4563c37d3d4d82a25813236ec031fd5385a9052ed17170ed2e4999,EUR_ORIGIN_202403080400,TR-5d2ecc98be24250cd5bcd5c04ddfeeb4,B,0.541915,0.663707654334,16.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-08T05:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,120
NS-ec2af534c897692cffff5d8f73a0a9cf6248da0c54a53ff1d941e24a26caa7b4,EUR_ORIGIN_202403080400,TR-5d2ecc98be24250cd5bcd5c04ddfeeb4,B,0.541915,0.663707654334,32.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-08T05:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,120
NS-61bbe69a4a613652744bdf29968c60cca4ea4b052ce155badb79423e333c8487,EUR_ORIGIN_202403080400,TR-5d2ecc98be24250cd5bcd5c04ddfeeb4,B,0.541915,0.663707654334,64.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-08T05:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,120
NS-3c7ab4581aa5b58154e3a81874809223d7a08005dbd898e2cbfbcf9cd3610fe8,EUR_ORIGIN_202403120100,TR-47944f28bd738582db09d7efdcb91221,A,0.697701,1.993845650183,0.5,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-12T03:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,121
NS-badfa405ffccc74e9ff48e46ef6078add34e9afcd713ac7c83fa1e30b88145fe,EUR_ORIGIN_202403120100,TR-47944f28bd738582db09d7efdcb91221,A,0.697701,1.993845650183,1.0,HYPOTHETICAL_DIAGNOSTIC,NOTIONAL_LIMIT_BLOCKED,False,2024-03-12T03:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,121
NS-17ef3370b20bc5959d096248925176f06f0a83bcdae3e5ec2819b6583b679394,EUR_ORIGIN_202403120100,TR-47944f28bd738582db09d7efdcb91221,A,0.697701,1.993845650183,2.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-12T03:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,121
NS-257b5e458af877bd541ba9fd3be1a1d84fdaf413179ec44af2a9eef621d018e4,EUR_ORIGIN_202403120100,TR-47944f28bd738582db09d7efdcb91221,A,0.697701,1.993845650183,4.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-12T03:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,121
NS-9f58a78d400097360a8c06ab4eb46585d2e3a5c0a09bbc2c884d36e9f8906ae8,EUR_ORIGIN_202403120100,TR-47944f28bd738582db09d7efdcb91221,A,0.697701,1.993845650183,8.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-12T03:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,121
NS-e37125d47e3a38355213dd9795b7fe37a9a6bc86c1618e624dff58b179b6a17d,EUR_ORIGIN_202403120100,TR-47944f28bd738582db09d7efdcb91221,A,0.697701,1.993845650183,16.0,HYPOTHETICAL_DIAGNOSTIC,EXACTLY_REPRESENTABLE_NOTIONAL_ONLY,True,2024-03-12T03:00:00+00:00,inner_sel,development,2024,2024Q1,Asia,LOW,121
