entry_time,exit_time,direction,entry_basis,exit_basis,entry_zscore,exit_zscore,result,pnl_gross_pips,pnl_costs_pips,pnl_net_pips,size_gbp_aud,size_gbp_nzd,size_aud_nzd
2022-09-14 15:20:00,2022-09-14 17:00:00,SHORT,0.0017057039115114386,0.0007117585220538236,2.7493573645256966,1.0993888763451762,TIMEOUT,12.400902953111755,10.200000000000001,2.200902953111754,0.6559676664626831,0.5855980007507294,1.758434332786588
2022-09-19 12:50:00,2022-09-19 17:00:00,SHORT,0.0025838529042175595,0.0020709056843396384,2.5352587065069074,0.6596809933993728,TIMEOUT,-4.812909902093907,10.2,-15.012909902093906,0.7941169535795762,0.6606638075801754,1.5452192388402484
2022-09-20 10:45:00,2022-09-20 12:40:00,SHORT,0.004463425403569643,0.0010883659129057033,2.5992123611320883,-0.2679791680926831,TP_HIT,40.604489633753424,10.2,30.404489633753425,0.7936770888538007,0.5813027021031155,1.6250202090430836
2022-09-21 09:55:00,2022-09-21 13:05:00,SHORT,0.0011490057360823702,-0.0004442428053686581,2.7221438968466227,-0.28814785253617653,TP_HIT,32.74481650759506,10.2,22.544816507595062,0.5574989054750045,0.45657585958888525,1.9859252349361105
2022-09-22 15:55:00,2022-09-22 17:00:00,SHORT,0.0027320834043775832,0.0023229447138263526,2.7608189034498185,1.937913668016634,TIMEOUT,1.4614029551956422,10.199999999999998,-8.738597044804354,0.48354004665473316,0.427791109434438,2.0886688439108285
2022-09-23 13:00:00,2022-09-23 15:00:00,LONG,-0.0025517286510205184,-0.00035919722659261133,-2.7883883381878523,0.0659727936059825,TP_HIT,47.23352816126063,10.2,37.033528161260634,0.3803143919618183,0.3506537054129188,2.269031902625263
2022-09-26 15:00:00,2022-09-26 17:00:00,SHORT,0.00532181503715487,0.005922220558859409,3.2463310067470235,2.1113130064010077,TIMEOUT,-28.47315171564462,10.2,-38.67315171564462,0.4032242837696054,0.3584867276238255,2.2382889886065693
2022-10-06 08:55:00,2022-10-06 14:50:00,SHORT,0.005053505229610067,0.00018176907912996476,2.546358664105862,-0.09655679297997236,TP_HIT,77.26865744181711,10.2,67.06865744181711,1.0083464550799923,0.8355148046184445,1.156138740301563
2022-10-07 15:25:00,2022-10-07 15:30:00,SHORT,0.0057113071743104815,5.223946838309179e-05,5.79107704333378,-0.3768313485058246,TP_HIT,63.051122319752785,10.2,52.85112231975279,0.8364722790282634,0.48759842686154936,1.675929294110187
2022-10-11 09:05:00,2022-10-11 13:00:00,LONG,-0.004368717479756035,-0.0013048256935895702,-2.8147290677535284,0.6718614889657207,TP_HIT,43.6856832877124,10.200000000000001,33.4856832877124,0.8054051676306164,0.6764091584274823,1.5181856739419017
2022-10-11 13:55:00,2022-10-11 17:00:00,SHORT,0.002065373136895629,-0.0011949528126731085,2.9793273382246435,0.29846694996089457,TIMEOUT,50.81576337242686,10.2,40.615763372426855,0.7153812524413693,0.5289905840458582,1.7556281635127726
2022-10-13 15:55:00,2022-10-13 17:00:00,LONG,-0.002808257147673743,-0.0013532679294485511,-2.6569548756976116,-0.9686968082324171,TIMEOUT,5.846738601281878,10.2,-4.3532613987181215,0.2816068609745814,0.2617676300644345,2.4566255089609843
2022-10-17 14:55:00,2022-10-17 17:00:00,SHORT,0.0019154516859176546,0.002548639489110646,2.500069596819877,2.382066847706257,TIMEOUT,-3.3036048575946717,10.2,-13.50360485759467,0.5026827611059369,0.42950500181733703,2.0678122370767262
2022-10-18 09:15:00,2022-10-18 12:45:00,SHORT,0.0026593235884977973,-0.0016830575972196782,2.530331847073084,-0.032291209674899166,TP_HIT,67.99414977831313,10.2,57.79414977831313,0.8184833292248128,0.5714319194219877,1.6100847513531997
2022-10-19 08:15:00,2022-10-19 10:50:00,LONG,-0.002195135735519646,5.741786891862166e-05,-3.0841769860454478,0.48092923753317046,TP_HIT,26.72233060253772,10.2,16.52233060253772,0.9796529760391385,0.7488605824279425,1.2714864415329192
2022-10-19 12:10:00,2022-10-19 13:30:00,SHORT,0.0016761139083583398,-0.0005716012760423744,2.819472808959738,-0.44753424779566076,TP_HIT,41.32290469326585,10.199999999999998,31.122904693265852,0.5407396714249757,0.4498263328040439,2.00943399577098
2022-10-19 14:30:00,2022-10-19 17:00:00,LONG,-0.002553533548555184,-0.0017164640862982888,-2.891477396248465,-1.1903105306563635,TIMEOUT,13.577920513830044,10.2,3.3779205138300448,0.7515806479409323,0.6610149505837974,1.5874044014752702
2022-10-20 11:20:00,2022-10-20 13:35:00,LONG,-0.0023421333902038516,0.00015739516134016807,-2.5293369509798667,0.11744031234703516,TP_HIT,39.69447736954665,10.2,29.494477369546647,0.6494982582842562,0.5885576809637315,1.7619440607520123
2022-10-21 15:10:00,2022-10-21 15:55:00,LONG,-0.001997908823292427,0.00017331421158574278,-3.3492993064210395,0.09436882507453004,TP_HIT,31.034935274935844,10.2,20.834935274935845,0.9447003796006518,0.7493089492830507,1.3059906711162974
2022-10-24 09:10:00,2022-10-24 13:25:00,SHORT,0.002974360949178939,0.000532405973999478,2.931292932194858,-0.037920641747947674,TP_HIT,20.47887445740406,10.2,10.278874457404061,0.6616761581162641,0.5847221977167696,1.7536016441669662
2022-10-25 08:00:00,2022-10-25 11:20:00,SHORT,0.003051461561515395,0.000182574179080644,2.9654325342630616,-0.10298665929294183,TP_HIT,38.315896554794534,10.200000000000001,28.11589655479453,0.7252035005687176,0.6301203978611352,1.6446761015701477
2022-10-26 09:05:00,2022-10-26 10:40:00,SHORT,0.00336303412470422,0.0009220898214088308,3.1749425638653426,-0.37262688257183246,TP_HIT,34.12470577310114,10.2,23.92470577310114,0.7458138809139085,0.6242670374316811,1.6299190816544102
2022-10-26 11:20:00,2022-10-26 17:00:00,LONG,-0.0010750319105747308,-0.001232434602598767,-2.597611583355491,-0.9767967761874425,TIMEOUT,-21.418850902594517,10.200000000000001,-31.618850902594517,0.5332296174624482,0.47878653487834055,1.9879838476592115
2022-10-27 09:10:00,2022-10-27 12:35:00,SHORT,0.0015487690541449578,-0.0015404166522714896,2.6109119172071567,-0.7058391404731943,TP_HIT,48.936285077982724,10.2,38.73628507798273,0.7600253301457033,0.6731166040528325,1.5668580658014644
2022-11-02 08:40:00,2022-11-02 10:50:00,LONG,-0.0027196508667158004,-0.0003775660080680837,-2.58672948758548,0.31139660036480793,TP_HIT,37.124757739898875,10.2,26.924757739898876,0.8460468121055622,0.8122049396213438,1.3417482482730938
2022-11-03 14:40:00,2022-11-03 17:00:00,LONG,-0.0028529178919923237,-0.00208892490597129,-3.085713892377445,-1.3138952021922852,TIMEOUT,-3.339001370070961,10.2,-13.53900137007096,0.7329882782767602,0.6055716242959371,1.6614400974273027
2022-11-04 10:20:00,2022-11-04 11:25:00,SHORT,0.002317530349010513,-0.0018375083110677287,2.6563641229127666,-3.284718878275839,TP_HIT,66.4525230161521,10.2,56.2525230161521,0.6984645280494278,0.7411359943933002,1.5603994775572716
2022-11-04 11:40:00,2022-11-04 13:55:00,SHORT,0.0025612603776995063,0.000841367679931343,2.72507068527386,-0.050893865153696996,TP_HIT,30.72352715235592,10.2,20.52352715235592,0.946465558008367,0.8064487484744423,1.247085693517191
2022-11-04 15:55:00,2022-11-04 17:00:00,LONG,-0.0026278971503230497,-0.0021830980394606098,-2.6364948172950453,-1.8210346262401282,TIMEOUT,2.7988582281222674,10.2,-7.401141771877732,0.5149768388890296,0.3460925831093845,2.138930578001586
2022-11-09 08:05:00,2022-11-09 10:30:00,SHORT,0.003219337327991012,0.0008654981519151117,2.5104377463916188,-0.24173002436077276,TP_HIT,35.67414023545738,10.2,25.47414023545738,0.8663753431455122,0.849208064219224,1.2844165926352635
2022-11-09 12:45:00,2022-11-09 17:00:00,LONG,-0.0012430745519157876,-0.0028132002833057973,-2.757811667920973,-1.795475790943775,TIMEOUT,-41.009827928467026,10.2,-51.20982792846702,0.6085891396847488,0.5119657340659439,1.8794451262493075
2022-11-10 09:50:00,2022-11-10 11:25:00,SHORT,0.001944461869353778,-0.0002915705278559305,2.534559143074633,-0.5214753771025938,TP_HIT,36.10564997099917,10.2,25.905649970999168,0.7504580277021284,0.6909790013579283,1.5585629709399431
2022-11-10 11:30:00,2022-11-10 16:45:00,SHORT,0.002240584744547497,0.0006329300516408065,3.2842040054527315,-0.2001140104900805,TP_HIT,18.704640722810698,10.2,8.504640722810699,0.869790000622268,0.7011817800455434,1.4290282193321886
2022-11-11 10:55:00,2022-11-11 17:00:00,LONG,-0.00146836812056933,-0.004732670498398886,-3.018604151889184,-1.3888643423098752,TIMEOUT,-82.06026669420753,10.2,-92.26026669420753,0.6777211225140727,0.5288535940982564,1.793425283387671
2022-11-15 08:10:00,2022-11-15 10:10:00,SHORT,0.002615507037079204,-0.00043270708161616267,2.609458144898136,-0.044191538860044115,TP_HIT,47.27207191989735,10.199999999999998,37.072071919897354,0.9567965919662897,0.7905898880925436,1.2526135199411663
