index,canonical,live,diff
0,-0.0012118323664370018,-0.0012118323664370018,0.0
1,-0.001228646140726028,-0.001228646140726028,0.0
2,-0.0009936834773498632,-0.0009936834773498632,0.0
3,-0.001395744638426774,-0.001395744638426774,0.0
4,-0.0019841941863867757,-0.0019841941863867757,0.0
5,-0.002110431160949805,-0.002110431160949805,0.0
6,-0.002358657493246083,-0.002358657493246083,0.0
7,-0.002167728718157333,-0.002167728718157333,0.0
8,-0.002726371862659241,-0.002726371862659241,0.0
9,-0.0023754849769969527,-0.0023754849769969527,0.0
10,-0.002043667083030845,-0.002043667083030845,0.0
11,-0.0017175853312526995,-0.0017175853312526995,0.0
12,-0.00176524240244183,-0.00176524240244183,0.0
13,-0.0015359557735855622,-0.0015359557735855622,0.0
14,-0.0014430853544969147,-0.0014430853544969147,0.0
15,-0.0014300402342411062,-0.0014300402342411062,0.0
16,-0.0014196284601912107,-0.0014196284601912107,0.0
17,-0.0014125206292371628,-0.0014125206292371628,0.0
18,-0.0013142228756990587,-0.0013142228756990587,0.0
19,-0.001369924415255297,-0.001369924415255297,0.0
20,-0.001333178723182768,-0.001333178723182768,0.0
21,-0.0010115383423593693,-0.0010115383423593693,0.0
22,-0.0011105658520074307,-0.0011105658520074307,0.0
23,-0.0009280895456690447,-0.0009280895456690447,0.0
24,-0.000780872830702814,-0.000780872830702814,0.0
25,-0.0009186753705984901,-0.0009186753705984901,0.0
26,-0.001280293036940161,-0.001280293036940161,0.0
27,-0.000545529278789772,-0.000545529278789772,0.0
28,-1.2619218574261293e-05,-1.2619218574261293e-05,0.0
29,0.0008292270539845548,0.0008292270539845548,0.0
30,0.0007824905608920102,0.0007824905608920102,0.0
31,0.0007569176028532909,0.0007569176028532909,0.0
32,0.000651740463247466,0.000651740463247466,0.0
33,0.0003155897113510525,0.0003155897113510525,0.0
34,0.0005943787548422785,0.0005943787548422785,0.0
35,0.0007070091685014435,0.0007070091685014435,0.0
36,0.0006691317070954272,0.0006691317070954272,0.0
37,0.0005549310362178983,0.0005549310362178983,0.0
38,0.0003930248621016319,0.0003930248621016319,0.0
39,0.0005059781675404856,0.0005059781675404856,0.0
40,0.00046784526436192964,0.00046784526436192964,0.0
41,0.0007372859547375571,0.0007372859547375571,0.0
42,0.0006872176350136011,0.0006872176350136011,0.0
43,0.0007607445649171346,0.0007607445649171346,0.0
44,0.0006513227907173902,0.0006513227907173902,0.0
45,0.000543516411170536,0.000543516411170536,0.0
46,0.0005740268255504943,0.0005740268255504943,0.0
47,0.0003868764244057271,0.0003868764244057271,0.0
48,0.0001121440933997131,0.0001121440933997131,0.0
49,3.256892793061794e-05,3.256892793061794e-05,0.0
50,0.0004433297971394162,0.0004433297971394162,0.0
51,0.0007566394669345361,0.0007566394669345361,0.0
52,0.0007887303689103065,0.0007887303689103065,0.0
53,0.0008239197179216312,0.0008239197179216312,0.0
54,0.0008645381726051088,0.0008645381726051088,0.0
55,0.0012172238120106704,0.0012172238120106704,0.0
56,0.0018616240742163892,0.0018616240742163892,0.0
57,0.0016510811886512877,0.0016510811886512877,0.0
58,0.0016277761560855308,0.0016277761560855308,0.0
59,0.0017857785475241805,0.0017857785475241805,0.0
60,0.0014704749330494288,0.0014704749330494288,0.0
61,0.001181440190713215,0.001181440190713215,0.0
62,0.0014181996390194573,0.0014181996390194573,0.0
63,0.0016102243625792795,0.0016102243625792795,0.0
64,0.0013099909851718022,0.0013099909851718022,0.0
65,0.0013223807535251847,0.0013223807535251847,0.0
66,0.0013699136141019086,0.0013699136141019086,0.0
67,0.001367592156505379,0.001367592156505379,0.0
68,0.0011596440552803372,0.0011596440552803372,0.0
69,0.0012016256062146458,0.0012016256062146458,0.0
70,0.0010689512435395343,0.0010689512435395343,0.0
71,0.0009144636907441883,0.0009144636907441883,0.0
72,0.0009647712699602101,0.0009647712699602101,0.0
73,0.0011664813207936942,0.0011664813207936942,0.0
74,0.0010690377586497074,0.0010690377586497074,0.0
75,0.0008778480006171457,0.0008778480006171457,0.0
76,0.0013120082423000584,0.0013120082423000584,0.0
77,0.0011964531275701212,0.0011964531275701212,0.0
78,0.0012626516384384029,0.0012626516384384029,0.0
79,0.0012570851960224672,0.0012570851960224672,0.0
80,0.0013479245612439406,0.0013479245612439406,0.0
81,0.0014815030790885364,0.0014815030790885364,0.0
82,0.0012928313710620504,0.0012928313710620504,0.0
83,0.0014696241901597934,0.0014696241901597934,0.0
84,0.0016982587581740455,0.0016982587581740455,0.0
