index,canonical,live,diff
201753,0.33218058825732655,0.33218058825732655,0.0
201754,0.2771976586084143,0.2771976586084143,0.0
201755,-0.1622614927209795,-0.1622614927209795,0.0
201756,-0.02464608861895614,-0.02464608861895614,0.0
201757,0.08650916982062334,0.08650916982062334,0.0
201758,0.2176044339148144,0.2176044339148144,0.0
201759,0.3098397011221088,0.3098397011221088,0.0
201760,0.3840250712152361,0.3840250712152361,0.0
201761,0.44103339388751345,0.44103339388751345,0.0
201762,0.29432009011518306,0.29432009011518306,0.0
201763,0.5188501117836085,0.5188501117836085,0.0
201764,0.5942475938649633,0.5942475938649633,0.0
201765,0.5799419841293315,0.5799419841293315,0.0
201766,0.7909320020484972,0.7909320020484972,0.0
201767,0.8216518597838849,0.8216518597838849,0.0
201768,0.4523743239842839,0.4523743239842839,0.0
201769,0.6009399989204031,0.6009399989204031,0.0
201770,0.5726983879267249,0.5726983879267249,0.0
201771,0.815233055387835,0.815233055387835,0.0
201772,0.6978153029339759,0.6978153029339759,0.0
201773,0.7242842566411575,0.7242842566411575,0.0
201774,0.5723958898868048,0.5723958898868048,0.0
201775,0.5600837635318744,0.5600837635318744,0.0
201776,0.5614154589457246,0.5614154589457246,0.0
201777,0.6507068132612733,0.6507068132612733,0.0
201778,0.7078652274993924,0.7078652274993924,0.0
201779,0.7408829293959807,0.7408829293959807,0.0
201780,0.8084114780441707,0.8084114780441707,0.0
201781,0.7425837443020895,0.7425837443020895,0.0
201782,0.5363560572511105,0.5363560572511105,0.0
201783,0.40528147613239435,0.40528147613239435,0.0
201784,0.514043769720215,0.514043769720215,0.0
201785,0.39684927592339747,0.39684927592339747,0.0
201786,0.38441530293911547,0.38441530293911547,0.0
201787,0.41923626686340326,0.41923626686340326,0.0
201788,0.31103632430869604,0.31103632430869604,0.0
201789,0.26628696606876967,0.26628696606876967,0.0
201790,0.30406198965213094,0.30406198965213094,0.0
201791,0.29427470727716515,0.29427470727716515,0.0
201792,-0.1378411656208663,-0.1378411656208663,0.0
201793,-0.5585836862481711,-0.5585836862481711,0.0
201794,-0.44464384233518656,-0.44464384233518656,0.0
201795,-0.21251938812122892,-0.21251938812122892,0.0
201796,-0.23153634282905958,-0.23153634282905958,0.0
201797,-0.1879687613395808,-0.1879687613395808,0.0
201798,-0.2741233325574734,-0.2741233325574734,0.0
201799,-0.15417063217782734,-0.15417063217782734,0.0
201800,-0.3544520576583635,-0.3544520576583635,0.0
201801,-0.24399201188223654,-0.24399201188223654,0.0
201802,-0.34029254154621935,-0.34029254154621935,0.0
201803,-0.220558740537121,-0.220558740537121,0.0
201804,-0.07229968240381422,-0.07229968240381422,0.0
201805,-0.007154959120505622,-0.007154959120505622,0.0
201806,-0.008281890566031007,-0.008281890566031007,0.0
201807,-0.14259763199789768,-0.14259763199789768,0.0
201808,-0.10275725061464536,-0.10275725061464536,0.0
201809,-0.0433309061856592,-0.0433309061856592,0.0
201810,-0.16104162929856014,-0.16104162929856014,0.0
201811,0.057200140066620116,0.057200140066620116,0.0
201812,-0.08954270290225923,-0.08954270290225923,0.0
201813,-0.15241804447020232,-0.15241804447020232,0.0
201814,-0.2334727742994032,-0.2334727742994032,0.0
201815,-0.1907284211722755,-0.1907284211722755,0.0
201816,-0.15231026967033348,-0.15231026967033348,0.0
201817,-0.14250978618445811,-0.14250978618445811,0.0
201818,-0.21508774648380294,-0.21508774648380294,0.0
201819,-0.39785554079129587,-0.39785554079129587,0.0
201820,-0.3838434477241144,-0.3838434477241144,0.0
201821,-0.4245084130514746,-0.4245084130514746,0.0
201822,-0.47834656222686145,-0.47834656222686145,0.0
201823,-0.5720615398976125,-0.5720615398976125,0.0
201824,-0.4166680880771562,-0.4166680880771562,0.0
201825,-0.6629122284515547,-0.6629122284515547,0.0
201826,-0.7698824168287326,-0.7698824168287326,0.0
201827,-1.019783112010341,-1.019783112010341,0.0
201828,-1.034336313806674,-1.034336313806674,0.0
201829,-0.9946835323392093,-0.9946835323392093,0.0
201830,-0.9386403191876763,-0.9386403191876763,0.0
201831,-0.8666031408529066,-0.8666031408529066,0.0
201832,-0.9546763506512999,-0.9546763506512999,0.0
201833,-1.0704021102240298,-1.0704021102240298,0.0
201834,-1.1912069399779819,-1.1912069399779819,0.0
