bar_index,event_type,timestamp,asian_high,asian_low,asian_range_pips,au_pips,au_used,bar_close,bar_high,bar_low,bar_open,bar_time,direction,engine_state,entry_price,event,impulse_direction,impulse_extreme,impulse_size_pips,loop_count,new_origin,reason,session_active,sl_price,swing_origin,tier_name,tp_price,trigger_pips
0,signal_emitted,2026-08-09T13:41:20.927392,,,,,10.0,,,,,,-1,,1.08974,TP_HIT,,,,1,,TP = 1 AU reached (wick or close) – loop 1 complete,,1.0903100000000001,,,1.08874,
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08856,1.08873,1.08835,1.08873,2023-07-03T10:05:00,,SEARCH,,,0,0.0,0.0,2,,,True,,1.08874,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08824,1.0888,1.08815,1.08855,2023-07-03T10:10:00,,SEARCH,,,0,0.0,0.0,2,,,True,,1.08874,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08823,1.0884800000000001,1.08801,1.08825,2023-07-03T10:15:00,,SEARCH,,,0,0.0,0.0,2,,,True,,1.08874,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08814,1.08828,1.08796,1.08824,2023-07-03T10:20:00,,SEARCH,,,0,0.0,0.0,2,,,True,,1.08874,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08803,1.08829,1.08789,1.08814,2023-07-03T10:25:00,,SEARCH,,,0,0.0,0.0,2,,,True,,1.08874,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.0881,1.08829,1.08795,1.08804,2023-07-03T10:30:00,,SEARCH,,,0,0.0,0.0,2,,,True,,1.08874,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08798,1.08837,1.08788,1.08809,2023-07-03T10:35:00,,SEARCH,,,0,0.0,0.0,2,,,True,,1.08874,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08803,1.08808,1.08779,1.08796,2023-07-03T10:40:00,,SEARCH,,,0,0.0,0.0,2,,,True,,1.08874,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08713,1.08803,1.08712,1.08803,2023-07-03T10:45:00,,SEARCH,,,0,0.0,0.0,2,,,True,,1.08874,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,12.0,,1.08743,1.08746,1.08713,1.08713,2023-07-03T10:50:00,,WAIT_RETRACE,,,-1,1.08712,16.199999999999548,2,,,True,,1.08874,T2,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,12.0,,1.08752,1.08756,1.08703,1.08739,2023-07-03T10:55:00,,WAIT_OCC,,,-1,1.08712,16.199999999999548,2,,,True,,1.08874,T2,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,12.0,,1.0878,1.08783,1.0873,1.08752,2023-07-03T11:00:00,,WAIT_OCC,,,-1,1.08712,16.199999999999548,2,,,True,,1.08874,T2,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,12.0,,1.08776,1.08794,1.08754,1.08781,2023-07-03T11:05:00,,WAIT_OCC,,,-1,1.08712,16.199999999999548,2,,,True,,1.08874,T2,,12.0
0,signal_emitted,2026-08-09T13:41:20.927392,,,,,12.0,,,,,,-1,,1.08776,ENTRY,,,,2,,Q8: OCC confirmed after DZ pullback — entry on close (loop 2),,1.08712,,,1.08656,
0,bar_processed,2026-08-09T13:41:20.927392,,,,12.0,,1.08843,1.08847,1.08777,1.08777,2023-07-03T11:10:00,,IN_TRADE,,,-1,1.08712,16.199999999999548,2,,,True,,1.08874,T2,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,12.0,,1.08821,1.08865,1.08819,1.08843,2023-07-03T11:15:00,,IN_TRADE,,,-1,1.08712,16.199999999999548,2,,,True,,1.08874,T2,,12.0
0,state_reset_keep_loop,2026-08-09T13:41:20.927392,,,,,,,,,,,,,,,,,,2,1.08712,,,,,,,
0,signal_emitted,2026-08-09T13:41:20.927392,,,,,12.0,,,,,,-1,,1.08776,SL_HIT,,,,2,,Zero-Buffer SL hit (wick-based invalidation) – loop 2 complete,,1.08712,,,1.08656,
0,bar_processed,2026-08-09T13:41:20.927392,,,,12.0,,1.08836,1.08859,1.08819,1.08822,2023-07-03T11:20:00,,SEARCH,,,0,0.0,0.0,3,,,True,,1.08712,T2,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08874,1.08881,1.08829,1.08836,2023-07-03T11:25:00,,WAIT_RETRACE,,,1,1.08859,14.699999999998603,3,,,True,,1.08712,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.0887,1.08884,1.08857,1.08875,2023-07-03T11:30:00,,WAIT_OCC,,,1,1.08859,14.699999999998603,3,,,True,,1.08712,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08875,1.0889,1.08864,1.0887,2023-07-03T11:35:00,,WAIT_OCC,,,1,1.08859,14.699999999998603,3,,,True,,1.08712,T1,,12.0
0,signal_emitted,2026-08-09T13:41:20.927392,,,,,10.0,,,,,,1,,1.08875,ENTRY,,,,3,,Q8: OCC confirmed after DZ pullback — entry on close (loop 3),,1.08859,,,1.08975,
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08867,1.08881,1.08839,1.08875,2023-07-03T11:40:00,,IN_TRADE,,,1,1.08859,14.699999999998603,3,,,True,,1.08712,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08878,1.08889,1.08866,1.08866,2023-07-03T11:45:00,,IN_TRADE,,,1,1.08859,14.699999999998603,3,,,True,,1.08712,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08849,1.08879,1.08836,1.08877,2023-07-03T11:50:00,,IN_TRADE,,,1,1.08859,14.699999999998603,3,,,True,,1.08712,T1,,12.0
0,state_reset_keep_loop,2026-08-09T13:41:20.927392,,,,,,,,,,,,,,,,,,3,1.08859,,,,,,,
0,signal_emitted,2026-08-09T13:41:20.927392,,,,,10.0,,,,,,1,,1.08875,SL_HIT,,,,3,,Zero-Buffer SL hit (wick-based invalidation) – loop 3 complete,,1.08859,,,1.08975,
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08862,1.08875,1.08843,1.0884800000000001,2023-07-03T11:55:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.0890900000000001,1.0890900000000001,1.08861,1.08862,2023-07-03T12:00:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.0889,1.0890900000000001,1.08876,1.08908,2023-07-03T12:05:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08888,1.08913,1.08882,1.08889,2023-07-03T12:10:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08896,1.08904,1.08878,1.08888,2023-07-03T12:15:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08898,1.08901,1.08881,1.08895,2023-07-03T12:20:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.0888,1.089,1.0888,1.08897,2023-07-03T12:25:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08853,1.08886,1.08844,1.08881,2023-07-03T12:30:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.0883099999999999,1.08859,1.08821,1.08853,2023-07-03T12:35:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08782,1.0883099999999999,1.08779,1.0883099999999999,2023-07-03T12:40:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08833,1.08833,1.08761,1.08781,2023-07-03T12:45:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.0888,1.08887,1.08836,1.08837,2023-07-03T12:50:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.089,1.08916,1.08877,1.0888,2023-07-03T12:55:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08913,1.08926,1.08891,1.08901,2023-07-03T13:00:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08827,1.08913,1.08822,1.08913,2023-07-03T13:05:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08863,1.08866,1.08814,1.08826,2023-07-03T13:10:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.0886,1.08876,1.08853,1.0886,2023-07-03T13:15:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.0886,1.08883,1.08859,1.0886,2023-07-03T13:20:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08853,1.0887,1.08843,1.08857,2023-07-03T13:25:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08879,1.08885,1.08853,1.08853,2023-07-03T13:30:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08899,1.08899,1.08872,1.08877,2023-07-03T13:35:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08956,1.08961,1.08898,1.08899,2023-07-03T13:40:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08926,1.08956,1.08908,1.08956,2023-07-03T13:45:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08905,1.08926,1.08901,1.08926,2023-07-03T13:50:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.0892,1.08954,1.08898,1.08905,2023-07-03T13:55:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.0890900000000001,1.0892,1.08872,1.0892,2023-07-03T14:00:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08993,1.09004,1.08905,1.0890900000000001,2023-07-03T14:05:00,,SEARCH,,,0,0.0,0.0,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.0903100000000001,1.09035,1.08985,1.08993,2023-07-03T14:10:00,,WAIT_RETRACE,,,1,1.09004,14.499999999999513,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.09023,1.09046,1.09016,1.0903100000000001,2023-07-03T14:15:00,,WAIT_RETRACE,,,1,1.09004,14.499999999999513,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08991,1.0903100000000001,1.08974,1.09025,2023-07-03T14:20:00,,WAIT_RETRACE,,,1,1.09004,14.499999999999513,4,,,True,,1.08859,T1,,12.0
0,bar_processed,2026-08-09T13:41:20.927392,,,,10.0,,1.08949,1.08994,1.08949,1.08991,2023-07-03T14:25:00,,WAIT_OCC,,,1,1.09004,14.499999999999513,4,,,True,,1.08859,T1,,12.0
