horizon,side,n,spearman,p_viol
H17,UP,441,-0.5916374262768305,0.3786848072562358
H17,DN,441,-0.5427750124283988,0.4217687074829932
H19,UP,441,-0.5888621214649301,0.4013605442176871
H19,DN,441,-0.5331775787481997,0.4467120181405896
H03,UP,441,-0.5477500014898087,0.4308390022675737
H03,DN,441,-0.5215035209872724,0.47165532879818595
