checkpoint,model,condition,n,median_prediction,mae_in_sample,iqr,mad
12PM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|21,4,11.69999999999893,11.950000000000017,16.64999999999972,8.199999999999317
12PM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|22,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|23,5,7.600000000000939,5.260000000000265,5.60000000000116,4.699999999999704
12PM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|24,4,14.999999999999458,3.2999999999999687,4.600000000000708,3.2999999999994145
12PM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|25,2,50.44999999999966,31.650000000000844,31.65000000000085,31.650000000000844
12PM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|26,3,15.199999999999662,5.733333333333884,8.600000000000826,1.5999999999993832
12PM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|28,2,4.650000000000489,4.650000000000489,4.650000000000489,4.650000000000489
12PM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|29,4,39.70000000000029,13.67500000000022,19.475000000000467,6.699999999999491
12PM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|30,3,2.899999999999011,2.7333333333334764,4.100000000000215,2.899999999999011
12PM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|31,3,23.100000000000335,4.366666666666407,6.54999999999961,6.100000000000001
12PM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|32,1,18.299999999999983,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|33,3,8.299999999998875,13.966666666667129,20.950000000000692,8.299999999998875
12PM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|37,1,6.099999999999994,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|38,1,19.599999999999618,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|39,1,22.599999999999284,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|42,1,0.3999999999981796,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|15,1,41.89999999999916,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|16,1,4.100000000000215,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|17,1,1.1000000000005485,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|19,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|20,3,18.700000000000383,8.20000000000043,12.300000000000642,11.500000000002064
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|21,3,11.69999999999893,15.43333333333378,23.15000000000067,8.50000000000017
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|22,2,3.999999999999556,0.2999999999997449,0.2999999999997449,0.2999999999997449
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|23,3,20.100000000000676,2.566666666666458,3.849999999999689,0.49999999999883116
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|24,1,8.300000000001084,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|25,2,5.5000000000005045,5.5000000000005045,5.5000000000005045,5.5000000000005045
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|26,2,1.80000000000069,1.80000000000069,1.80000000000069,1.80000000000069
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|27,2,23.149999999999558,13.850000000000804,13.850000000000804,13.850000000000804
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|29,1,37.000000000000355,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|30,2,1.9999999999997797,1.9999999999997797,1.9999999999997797,1.9999999999997797
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|33,1,24.10000000000022,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|35,1,5.299999999999194,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|36,1,6.699999999999484,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|17,2,12.750000000000263,12.750000000000263,12.750000000000263,12.750000000000263
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|18,1,0.6000000000017103,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|19,1,11.09999999999944,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|20,2,21.70000000000005,10.09999999999955,10.099999999999547,10.09999999999955
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|21,2,20.34999999999898,12.34999999999986,12.34999999999986,12.34999999999986
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|22,2,7.349999999999298,3.649999999999487,3.649999999999487,3.649999999999487
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|24,2,8.650000000001157,1.3499999999999588,1.3499999999999588,1.3499999999999588
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|25,1,4.599999999999049,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|26,1,11.09999999999944,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|27,1,29.50000000000007,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|28,6,13.250000000000206,8.19999999999969,13.149999999998435,7.649999999999043
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|29,3,2.000000000002,1.4666666666666544,2.1999999999999815,2.000000000002
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|30,1,31.09999999999946,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|31,1,27.39999999999965,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|32,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|34,1,11.299999999998533,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|36,1,17.400000000000745,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|14,1,9.399999999999409,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|16,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|17,2,10.749999999999371,0.15000000000098268,0.15000000000098268,0.15000000000098268
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|18,6,14.59999999999906,11.949999999999832,16.249999999998764,9.749999999999483
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|19,4,8.049999999999446,8.574999999999555,16.624999999999,8.049999999999446
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|20,3,0.0,2.0333333333333314,3.049999999999997,0.0
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|21,1,4.399999999999963,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|22,4,10.950000000000681,11.500000000000398,22.45000000000108,10.950000000000681
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|23,5,3.9000000000011212,1.620000000000399,3.700000000002035,1.4999999999987281
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|24,7,16.599999999999945,11.985714285714456,17.75000000000082,13.90000000000002
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|25,9,7.0000000000014495,8.422222222222379,16.599999999997728,7.0000000000014495
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|26,4,0.0,2.1999999999999815,2.1999999999999815,0.0
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|27,13,8.40000000000174,11.707692307692145,22.299999999999542,8.40000000000174
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|28,9,7.80000000000004,6.700000000000226,13.900000000002244,7.500000000000277
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|29,5,0.19999999999907914,6.299999999999971,10.099999999999554,0.19999999999907914
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|30,8,2.0500000000001073,6.299999999999641,7.6249999999994404,2.0500000000001073
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|31,7,15.300000000000317,13.199999999999878,21.700000000000045,12.199999999999982
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|32,7,3.100000000000321,9.728571428571403,19.89999999999936,3.100000000000321
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|33,3,13.90000000000002,7.533333333333094,11.299999999999642,10.49999999999995
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|34,5,16.10000000000111,25.620000000000413,24.200000000000884,10.70000000000126
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|35,4,20.499999999999964,14.575000000000001,21.275000000000592,13.600000000000279
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|36,3,11.299999999998533,10.299999999999379,15.449999999999068,10.999999999996561
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|38,4,5.749999999999922,5.525000000000112,6.57500000000033,3.4000000000000696
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|39,1,51.69999999999897,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|40,3,5.100000000000101,5.566666666666869,8.350000000000303,1.2000000000011966
12PM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|43,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|BALANCED_ASIA|32,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|20,1,11.399999999999196,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|21,1,10.40000000000152,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|29,1,8.600000000000833,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|36,1,31.699999999998944,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_DOWN|21,1,8.700000000001488,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_DOWN|24,1,42.29999999999956,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_DOWN|26,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_DOWN|27,1,20.499999999998852,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_UP|20,1,8.299999999998867,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_UP|28,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_UP|31,1,28.700000000001502,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|13,1,16.400000000000855,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|21,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|23,3,33.19999999999989,7.966666666666309,11.949999999999463,3.699999999999818
12PM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|26,1,5.399999999999849,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|27,3,3.9999999999995595,4.5666666666662366,6.849999999999355,2.299999999999521
12PM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|32,2,4.3999999999999595,4.3999999999999595,4.3999999999999595,4.3999999999999595
12PM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|33,2,30.900000000000368,26.6999999999995,26.699999999999495,26.6999999999995
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|8,1,5.599999999998943,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|11,1,5.200000000000763,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|15,1,74.89999999999996,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|16,1,59.60000000000188,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|17,3,3.699999999999811,1.500000000000205,2.2500000000003073,0.8000000000008036
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|18,3,1.5999999999993761,21.86666666666706,32.80000000000061,1.5999999999993761
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|19,2,0.5999999999994898,0.5999999999994898,0.5999999999994898,0.5999999999994898
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|20,3,14.000000000000668,12.866666666667319,19.300000000000978,8.700000000001474
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|21,7,14.300000000000423,10.585714285714484,20.850000000000037,13.300000000000537
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|22,8,3.6500000000005954,10.80000000000053,16.125000000000718,3.6500000000005954
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|23,11,13.399999999998968,10.600000000000003,16.24999999999988,10.799999999997482
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|24,6,17.749999999999705,10.633333333333793,13.650000000000047,8.749999999999588
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|25,8,9.149999999999991,8.787499999999838,19.375000000000366,8.59999999999972
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|26,10,6.099999999998882,14.809999999999988,13.400000000001745,6.099999999998882
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|27,7,0.4000000000004036,22.771428571428345,32.49999999999864,0.4000000000004036
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|28,6,12.349999999999856,10.583333333333089,14.624999999999773,8.50000000000017
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|29,2,13.650000000000603,12.149999999999658,12.149999999999658,12.149999999999658
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|30,6,10.69999999999904,7.816666666666805,14.175000000000717,7.850000000000357
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|31,9,19.50000000000118,9.100000000000158,9.80000000000203,6.599999999998829
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|32,4,7.099999999999884,7.249999999999757,14.34999999999964,7.099999999999884
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|33,1,29.300000000000992,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|34,7,12.499999999999737,7.942857142857152,15.500000000000504,12.09999999999932
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|35,3,10.400000000001512,5.9000000000001664,8.85000000000025,8.70000000000148
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|36,2,17.250000000000878,8.249999999999641,8.24999999999964,8.249999999999641
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|37,1,14.600000000000165,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|42,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|FULL_LOOP|19,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|FULL_LOOP|21,1,69.09999999999972,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|FULL_LOOP|25,2,31.70000000000006,31.70000000000006,31.70000000000006,31.70000000000006
12PM,B4_TIER_STATE_LOOPS,T3|FULL_LOOP|27,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|FULL_LOOP|33,1,36.599999999999966,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|15,1,5.800000000000253,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|16,1,39.70000000000028,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|18,1,12.300000000000644,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|20,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|21,2,0.05000000000032756,0.05000000000032756,0.05000000000032756,0.05000000000032756
12PM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|23,2,1.9000000000002402,1.9000000000002402,1.9000000000002402,1.9000000000002402
12PM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|25,2,12.550000000000061,8.449999999999847,8.449999999999847,8.449999999999847
12PM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|27,1,15.099999999999,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|28,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|30,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|34,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|36,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|37,1,23.50000000000074,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|12,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|14,1,5.299999999999194,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|15,1,4.600000000001259,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|17,1,1.1999999999989797,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|19,1,3.4000000000000696,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|20,3,0.19999999999909335,8.333333333333156,12.499999999999734,0.19999999999909335
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|21,2,13.499999999999623,13.499999999999623,13.499999999999623,13.499999999999623
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|22,2,35.39999999999877,23.299999999999432,23.299999999999436,23.299999999999432
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|24,4,2.1999999999999815,4.224999999999923,6.424999999999905,2.1999999999999815
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|25,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|26,5,13.499999999999616,10.760000000000325,7.900000000000695,7.20000000000055
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|27,2,4.549999999999834,4.549999999999834,4.549999999999834,4.549999999999834
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|28,3,1.2000000000011966,2.400000000000181,3.6000000000002714,1.2000000000011966
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|29,1,20.699999999997942,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|30,2,2.6999999999999247,2.6999999999999247,2.6999999999999247,2.6999999999999247
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|31,4,5.250000000001084,3.9499999999997844,4.199999999999198,2.7500000000002487
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|32,2,31.049999999999137,30.749999999999382,30.749999999999385,30.749999999999382
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|33,1,8.000000000001336,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|34,1,0.0,0.0,0.0,0.0
12PM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|35,1,6.099999999999994,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,MISSING|AR_NO_GO_STATE|0|BALANCED,1,0.0,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,MISSING|AR_NO_GO_STATE|0|DOWN_HEAVY,4,5.8999999999997925,7.72499999999954,13.624999999999332,5.8999999999997925
12PM,B5_TIER_STATE_LOOPS_BALANCE,MISSING|AR_NO_GO_STATE|0|UP_HEAVY,5,8.900000000000574,7.699999999999821,16.59999999999995,8.900000000000574
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|10|DOWN_HEAVY,1,0.0,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|12|UP_HEAVY,1,17.70000000000049,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|13|UP_HEAVY,1,22.10000000000045,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|14|UP_LEAN,1,8.50000000000017,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|15|BALANCED,1,4.299999999999304,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|15|UP_LEAN,1,15.000000000000568,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|16|UP_LEAN,1,19.199999999999214,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|17|UP_HEAVY,2,20.000000000000014,4.399999999999958,4.3999999999999595,4.399999999999958
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|17|UP_LEAN,1,17.999999999998014,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|18|DOWN_HEAVY,1,10.799999999999699,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|18|UP_LEAN,1,2.2999999999995246,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|20|DOWN_HEAVY,2,24.100000000000232,24.100000000000232,24.10000000000023,24.100000000000232
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|20|DOWN_LEAN,1,4.100000000000215,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|20|UP_LEAN,1,16.10000000000111,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|21|DOWN_HEAVY,2,3.4999999999996128,3.4999999999996128,3.4999999999996128,3.4999999999996128
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|21|UP_HEAVY,2,27.399999999999647,11.000000000001013,11.000000000001016,11.000000000001013
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|22|BALANCED,1,0.0,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|23|DOWN_HEAVY,3,6.699999999999484,6.900000000000055,10.350000000000083,4.500000000000618
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|23|UP_HEAVY,1,12.300000000000644,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|23|UP_LEAN,1,7.600000000000939,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|24|DOWN_HEAVY,2,14.99999999999835,5.299999999999196,5.299999999999198,5.299999999999196
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|24|DOWN_LEAN,2,14.999999999999458,1.3000000000007415,1.3000000000007397,1.3000000000007415
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|25|BALANCED,1,18.799999999998818,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|25|UP_HEAVY,1,82.1000000000005,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|26|BALANCED,1,15.199999999999662,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|26|DOWN_LEAN,1,13.600000000000279,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|26|UP_HEAVY,1,30.80000000000193,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|28|BALANCED,1,0.0,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|28|DOWN_HEAVY,1,9.300000000000978,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|29|DOWN_HEAVY,1,4.199999999998639,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|29|UP_HEAVY,2,46.39999999999978,0.8999999999992419,0.8999999999992454,0.8999999999992419
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|29|UP_LEAN,1,33.900000000000034,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|30|BALANCED,1,8.20000000000043,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|30|DOWN_LEAN,1,2.899999999999011,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|30|UP_LEAN,1,0.0,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|31|DOWN_HEAVY,1,23.100000000000335,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|31|UP_HEAVY,1,16.100000000001117,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|31|UP_LEAN,1,29.200000000000337,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|32|DOWN_HEAVY,1,18.299999999999983,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|33|DOWN_LEAN,1,8.299999999998875,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|33|UP_HEAVY,1,41.900000000001384,0.0,0.0,0.0
12PM,B5_TIER_STATE_LOOPS_BALANCE,T1|BALANCED_ASIA|33|UP_LEAN,1,0.0,0.0,0.0,0.0
