conditioning,condition,next_direction,count,probability,sample_n,ci_low,ci_high
full,UP|OPPOSITE_LOOP_FORMATION|2|DOWN_LEAN,DOWN,2,0.6666666666666666,3,0.0,1.0
full,UP|OPPOSITE_LOOP_FORMATION|2|DOWN_LEAN,UP,1,0.3333333333333333,3,0.0,1.0
full,UP|OPPOSITE_LOOP_FORMATION|2|UP_HEAVY,UP,2,1.0,2,1.0,1.0
full,UP|OPPOSITE_LOOP_FORMATION|2|UP_LEAN,DOWN,2,0.6666666666666666,3,0.0,1.0
full,UP|OPPOSITE_LOOP_FORMATION|2|UP_LEAN,UP,1,0.3333333333333333,3,0.0,1.0
full,UP|OPPOSITE_LOOP_FORMATION|3|DOWN_HEAVY,DOWN,3,1.0,3,1.0,1.0
full,UP|OPPOSITE_LOOP_FORMATION|3|UP_HEAVY,UP,1,1.0,1,1.0,1.0
full,UP|ORIGIN_BREACH|1|BALANCED,UP,146,0.5407407407407407,270,0.48518518518518516,0.6000925925925921
full,UP|ORIGIN_BREACH|1|BALANCED,DOWN,124,0.45925925925925926,270,0.4,0.5222222222222223
full,UP|ORIGIN_BREACH|1|DOWN_HEAVY,DOWN,268,0.5537190082644629,484,0.5082644628099173,0.5991735537190083
full,UP|ORIGIN_BREACH|1|DOWN_HEAVY,UP,215,0.44421487603305787,484,0.3987603305785124,0.4896694214876033
full,UP|ORIGIN_BREACH|1|DOWN_HEAVY,NONE,1,0.002066115702479339,484,0.0,0.006198347107438017
full,UP|ORIGIN_BREACH|1|DOWN_LEAN,DOWN,144,0.5294117647058824,272,0.47058823529411764,0.5882352941176471
full,UP|ORIGIN_BREACH|1|DOWN_LEAN,UP,128,0.47058823529411764,272,0.4117647058823529,0.5330882352941176
full,UP|ORIGIN_BREACH|1|UP_HEAVY,UP,283,0.562624254473161,503,0.5188866799204771,0.6063618290258449
full,UP|ORIGIN_BREACH|1|UP_HEAVY,DOWN,220,0.43737574552683894,503,0.39363817097415504,0.47912524850894633
full,UP|ORIGIN_BREACH|1|UP_LEAN,UP,130,0.5118110236220472,254,0.452755905511811,0.5708661417322834
full,UP|ORIGIN_BREACH|1|UP_LEAN,DOWN,124,0.4881889763779528,254,0.42913385826771655,0.547244094488189
full,UP|ORIGIN_BREACH|2|BALANCED,UP,78,0.5165562913907285,151,0.4370860927152318,0.5960264900662252
full,UP|ORIGIN_BREACH|2|BALANCED,DOWN,73,0.48344370860927155,151,0.40397350993377484,0.5630794701986745
full,UP|ORIGIN_BREACH|2|DOWN_HEAVY,DOWN,281,0.5017857142857143,560,0.4607142857142857,0.5428571428571428
full,UP|ORIGIN_BREACH|2|DOWN_HEAVY,UP,279,0.4982142857142857,560,0.45535714285714285,0.5392857142857143
full,UP|ORIGIN_BREACH|2|DOWN_LEAN,UP,193,0.5287671232876713,365,0.4767123287671233,0.5808219178082191
full,UP|ORIGIN_BREACH|2|DOWN_LEAN,DOWN,172,0.4712328767123288,365,0.4191780821917808,0.5232876712328767
full,UP|ORIGIN_BREACH|2|UP_HEAVY,UP,227,0.530373831775701,428,0.48130841121495327,0.5747663551401869
full,UP|ORIGIN_BREACH|2|UP_HEAVY,DOWN,201,0.4696261682242991,428,0.4205607476635514,0.5163551401869159
full,UP|ORIGIN_BREACH|2|UP_LEAN,UP,105,0.546875,192,0.4739583333333333,0.6145833333333334
full,UP|ORIGIN_BREACH|2|UP_LEAN,DOWN,87,0.453125,192,0.3802083333333333,0.5260416666666666
full,UP|ORIGIN_BREACH|3|BALANCED,DOWN,42,0.5185185185185185,81,0.4074074074074074,0.6296296296296297
full,UP|ORIGIN_BREACH|3|BALANCED,UP,39,0.48148148148148145,81,0.37037037037037035,0.5925925925925926
full,UP|ORIGIN_BREACH|3|DOWN_HEAVY,DOWN,110,0.5699481865284974,193,0.5024611398963731,0.6373056994818653
full,UP|ORIGIN_BREACH|3|DOWN_HEAVY,UP,83,0.43005181347150256,193,0.3626943005181347,0.49740932642487046
full,UP|ORIGIN_BREACH|3|DOWN_LEAN,DOWN,62,0.5,124,0.4112903225806452,0.5887096774193549
full,UP|ORIGIN_BREACH|3|DOWN_LEAN,UP,62,0.5,124,0.4112903225806452,0.5887096774193549
full,UP|ORIGIN_BREACH|3|UP_HEAVY,UP,98,0.5355191256830601,183,0.45901639344262296,0.6065573770491803
full,UP|ORIGIN_BREACH|3|UP_HEAVY,DOWN,85,0.4644808743169399,183,0.39344262295081966,0.5355191256830601
full,UP|ORIGIN_BREACH|3|UP_LEAN,DOWN,39,0.5492957746478874,71,0.43661971830985913,0.6619718309859155
full,UP|ORIGIN_BREACH|3|UP_LEAN,UP,32,0.4507042253521127,71,0.3380281690140845,0.5633802816901409
full,UP|RETRACE_INVALIDATION|1|BALANCED,DOWN,3,0.5,6,0.16666666666666666,0.8333333333333334
full,UP|RETRACE_INVALIDATION|1|BALANCED,UP,3,0.5,6,0.16666666666666666,0.8333333333333334
full,UP|RETRACE_INVALIDATION|1|DOWN_HEAVY,DOWN,15,0.5172413793103449,29,0.3448275862068966,0.6896551724137931
full,UP|RETRACE_INVALIDATION|1|DOWN_HEAVY,UP,14,0.4827586206896552,29,0.3103448275862069,0.6551724137931034
full,UP|RETRACE_INVALIDATION|1|DOWN_LEAN,UP,9,0.6,15,0.3333333333333333,0.8
full,UP|RETRACE_INVALIDATION|1|DOWN_LEAN,DOWN,6,0.4,15,0.13333333333333333,0.6666666666666666
full,UP|RETRACE_INVALIDATION|1|UP_HEAVY,UP,12,0.8,15,0.6,1.0
full,UP|RETRACE_INVALIDATION|1|UP_HEAVY,DOWN,3,0.2,15,0.0,0.4
full,UP|RETRACE_INVALIDATION|1|UP_LEAN,DOWN,5,0.625,8,0.25,0.875
full,UP|RETRACE_INVALIDATION|1|UP_LEAN,UP,3,0.375,8,0.125,0.75
full,UP|RETRACE_INVALIDATION|2|BALANCED,DOWN,2,0.6666666666666666,3,0.0,1.0
full,UP|RETRACE_INVALIDATION|2|BALANCED,UP,1,0.3333333333333333,3,0.0,1.0
full,UP|RETRACE_INVALIDATION|2|DOWN_HEAVY,UP,14,0.56,25,0.36,0.76
full,UP|RETRACE_INVALIDATION|2|DOWN_HEAVY,DOWN,11,0.44,25,0.24,0.64
full,UP|RETRACE_INVALIDATION|2|DOWN_LEAN,DOWN,12,0.6666666666666666,18,0.4444444444444444,0.8888888888888888
full,UP|RETRACE_INVALIDATION|2|DOWN_LEAN,UP,6,0.3333333333333333,18,0.1111111111111111,0.5555555555555556
full,UP|RETRACE_INVALIDATION|2|UP_HEAVY,UP,8,0.6153846153846154,13,0.38461538461538464,0.8461538461538461
full,UP|RETRACE_INVALIDATION|2|UP_HEAVY,DOWN,5,0.38461538461538464,13,0.15384615384615385,0.6923076923076923
full,UP|RETRACE_INVALIDATION|2|UP_LEAN,UP,2,0.6666666666666666,3,0.0,1.0
full,UP|RETRACE_INVALIDATION|2|UP_LEAN,DOWN,1,0.3333333333333333,3,0.0,1.0
full,UP|RETRACE_INVALIDATION|3|BALANCED,UP,2,1.0,2,1.0,1.0
full,UP|RETRACE_INVALIDATION|3|DOWN_HEAVY,DOWN,3,0.75,4,0.25,1.0
full,UP|RETRACE_INVALIDATION|3|DOWN_HEAVY,UP,1,0.25,4,0.0,0.75
full,UP|RETRACE_INVALIDATION|3|DOWN_LEAN,UP,2,0.5,4,0.0,1.0
full,UP|RETRACE_INVALIDATION|3|DOWN_LEAN,DOWN,2,0.5,4,0.0,1.0
full,UP|RETRACE_INVALIDATION|3|UP_HEAVY,UP,4,0.6666666666666666,6,0.3333333333333333,1.0
full,UP|RETRACE_INVALIDATION|3|UP_HEAVY,DOWN,2,0.3333333333333333,6,0.0,0.6666666666666666
full,UP|RETRACE_INVALIDATION|3|UP_LEAN,UP,1,1.0,1,1.0,1.0
