date,AFTERNOON,ASIA,LONDON,NEXT_ASIA,OVERLAP,REST_NY,RV_19_TO_17,RV_19_TO_NEXT_03,RV_24H_19_TO_19,share_17,share_next03,share_24h,range_share_17,range_share_next03
2023-01-17,1.6305634395211714e-05,6.165041905483196e-06,5.451249947357314e-06,9.034852364127945e-06,8.541870817217657e-06,6.128969320259251e-07,3.6463797065269885e-05,4.6111546361423754e-05,3.707669399729581e-05,0.447173243258917,0.35361282979771785,0.43978123821937753,0.44213649851632486,0.3641547861507163
2023-01-18,1.1817124237157084e-05,9.034852364127945e-06,1.1276796828401864e-05,4.024010455040259e-06,1.4086126503099517e-05,6.083674461770843e-07,4.6214899932786415e-05,5.084727783400376e-05,4.68232673789635e-05,0.25569944442903825,0.23240426509626175,0.25237718123161595,0.2899575671852886,0.2595758151313701
2023-01-19,6.0624375443510905e-06,4.024010455040259e-06,8.372613756920059e-06,3.750322251901325e-06,7.031864741893917e-06,6.841661476659871e-07,2.5490926498205323e-05,2.9925414897772635e-05,2.617509264587131e-05,0.23782727335461556,0.20258491202413775,0.23161092976331224,0.306158357771261,0.2589285714285721
2023-01-20,6.196243543059053e-06,3.750322251901325e-06,6.29877883366643e-06,,4.480854091904117e-06,2.4033509257003944e-07,2.0726198720530924e-05,2.0966533813100963e-05,2.0966533813100963e-05,0.2989570652394251,0.29553018149272353,0.29553018149272353,0.2934306569343039,0.2807262569832363
2023-01-23,4.644884361864902e-06,4.55108761147372e-06,9.491730939992878e-06,1.5727852348330817e-06,6.672473825922745e-06,4.94110376385768e-07,2.5360176739254245e-05,2.7427072350473096e-05,2.5854287115640013e-05,0.1831566242468345,0.16935399821427827,0.17965625356790732,0.17282479141836016,0.14624306606152748
2023-01-24,6.071059252090554e-06,1.5727852348330817e-06,7.1097725085604545e-06,2.426185795178223e-06,7.87674038765558e-06,3.302009139692301e-07,2.263035738313967e-05,2.5386744092287122e-05,2.29605582971089e-05,0.26827058668608056,0.2391428861464371,0.2644125274974258,0.3440102498398453,0.28248290373487683
2023-01-25,8.141292549946056e-06,2.426185795178223e-06,8.111440031616737e-06,2.7348328019266463e-06,5.531434001442184e-06,6.4539531875284e-07,2.42103523781832e-05,2.7590580498862685e-05,2.4855747696936038e-05,0.3362731951511148,0.2950750728235547,0.3275416474777635,0.3003640776699066,0.25489186405767306
2023-01-26,9.771041697584572e-06,2.7348328019266463e-06,5.017023439225081e-06,2.587396900009879e-06,5.422473723987229e-06,2.490544539162134e-07,2.2945371662723528e-05,2.578182301664962e-05,2.319442611663974e-05,0.425839330092803,0.37898955753728275,0.4212668012757945,0.308281141266523,0.23677177979689648
2023-01-27,8.082025245338699e-06,2.587396900009879e-06,3.416130856737855e-06,,7.583856214719779e-06,2.8112545122967044e-07,2.1669409216806212e-05,2.1950534668035884e-05,2.1950534668035884e-05,0.3729693396103525,0.3681926371072706,0.3681926371072706,0.26601941747572866,0.25168401714635713
2023-01-30,3.98462530452798e-06,2.698759408406775e-06,6.464148558361527e-06,2.231583204508602e-06,5.027314090956329e-06,6.000349718274581e-07,1.817484736225261e-05,2.1006465538588668e-05,1.8774882334080067e-05,0.21923844668999307,0.18968566116980806,0.21223170583045992,0.34921557234166695,0.2867366412213792
2023-01-31,5.719316644201578e-06,2.231583204508602e-06,7.131814499005452e-06,1.208791444782567e-06,7.836248012586047e-06,8.779242381135685e-07,2.2918962360301678e-05,2.5005678043197813e-05,2.3796886598415246e-05,0.24954518246899796,0.22872071832330815,0.24033886199980697,0.2611424984306407,0.21344279117496745
2023-02-01,2.6437369076581062e-05,1.208791444782567e-06,3.3054455246456836e-06,9.78869228865116e-06,2.4159020549571346e-06,2.986509288611459e-06,3.3367508100966446e-05,4.614270967822907e-05,3.635401738957791e-05,0.7923087632610881,0.5729479101019217,0.7272200151436418,0.5705090696313647,0.3901560624249694
2023-02-02,1.60486513193407e-05,9.78869228865116e-06,5.306109890186138e-06,2.2987350080981763e-06,2.7826860422261845e-05,4.665831441724592e-07,5.897031392043984e-05,6.173563207271047e-05,5.94368970646123e-05,0.27214797162166776,0.2599576740453399,0.2700115940085942,0.2510925705204548,0.22043948378095007
