date,tier,G_UP_FULL,G_DOWN_FULL,E_AFT_UP_A0,E_AFT_DN_A0,E_AFT_UP_A1,E_AFT_DN_A1,R_LOCK_UP_A0,R_LOCK_DN_A0,R_LOCK_UP_A1,R_LOCK_DN_A1,VIOL_UP_H17,VIOL_DN_H17
2024-08-07,T2,10.200000000000209,16.40000000000086,14.700000000000824,15.799999999999148,15.700000000000713,17.35000000000153,0.6938775510203835,1.0379746835444141,0.6496815286624041,0.9452449567723005,True,False
2024-08-08,T1,47.600000000000975,5.999999999999339,14.700000000000824,15.74999999999993,14.099999999999113,12.999999999998568,3.238095238095123,0.3809523809523407,3.3758865248229766,0.46153846153846156,False,True
2024-08-09,T1,17.499999999999183,2.6999999999999247,14.700000000000824,15.799999999999148,14.599999999999058,13.299999999998313,1.1904761904760681,0.17088607594937152,1.1986301369863228,0.20300751879701256,True,False
2024-08-13,T1,5.899999999998684,27.200000000000557,14.800000000000368,15.74999999999993,15.099999999999003,12.999999999998568,0.3986486486485498,1.72698412698417,0.3907284768211307,2.0923076923079655,True,False
2024-08-14,T1,18.800000000001038,35.30000000000033,14.899999999999913,15.700000000000713,15.099999999999003,12.949999999999351,1.26174496644303,2.248407643312021,1.2450331125829324,2.725868725868888,True,False
2024-08-15,T1,59.299999999999905,4.8000000000003595,14.999999999999458,15.700000000000713,15.099999999999003,12.900000000000134,3.95333333333347,0.30573248407644216,3.9271523178810477,0.372093023255838,False,True
2024-08-16,T1,1.2999999999996348,25.500000000000522,15.099999999999003,15.700000000000713,15.100000000000113,12.900000000000134,0.08609271523176958,1.6242038216560104,0.08609271523176325,1.9767441860465316,True,False
2024-08-20,T1,0.1999999999990898,26.500000000000412,15.099999999999003,15.699999999999603,15.100000000001224,12.900000000000134,0.013245033112523378,1.6878980891720434,0.01324503311252143,2.0542635658914836,True,False
2024-08-21,T1,7.800000000000029,14.800000000001479,15.099999999999003,15.699999999998493,15.150000000000441,12.599999999999278,0.5165562913907645,0.9426751592358534,0.5148514851485018,1.1746031746033592,True,True
2024-08-22,T1,24.600000000001288,14.999999999998348,15.100000000000113,15.699999999999603,15.199999999999658,12.900000000000134,1.629139072847755,0.9554140127387725,1.6184210526317,1.1627906976742786,False,True
2024-08-23,T2,17.799999999998928,9.900000000000464,15.099999999999003,15.700000000000713,15.499999999999403,16.900000000001913,1.1788079470198745,0.6305732484076442,1.1483870967741685,0.5857988165680085,True,False
2024-08-27,T1,20.199999999999108,8.699999999999264,15.100000000000113,15.699999999999603,15.150000000000441,12.900000000000134,1.3377483443707918,0.5541401273885022,1.3333333333332356,0.6744186046510987,True,False
2024-08-28,T2,73.90000000000008,6.900000000000794,15.100000000001224,15.699999999998493,15.700000000000713,16.75000000000093,4.894039735098946,0.4394904458599654,4.7070063694265425,0.4119402985074872,False,False
2024-08-29,T2,55.899999999999835,12.300000000000644,15.150000000000441,15.649999999999276,15.900000000002024,16.599999999999948,3.6897689768975717,0.785942492012857,3.5157232704397936,0.7409638554217278,False,True
2024-08-30,T1,27.199999999998337,10.40000000000152,15.100000000001224,15.699999999998493,15.199999999999658,12.900000000000134,1.8013245033110021,0.6624203821657655,1.789473684210457,0.8062015503877064,False,True
2024-09-03,T1,24.999999999999467,14.600000000000168,15.100000000000113,15.699999999999603,15.150000000000441,12.900000000000134,1.6556291390728,0.9299363057325183,1.6501650165015669,1.1317829457364355,False,True
2024-09-04,T2,10.299999999998644,18.299999999999983,15.100000000001224,15.700000000000713,15.700000000000713,16.75000000000093,0.6821192052978682,1.1656050955413473,0.6560509554138966,1.092537313432774,True,False
2024-09-05,T1,27.200000000000557,17.700000000000493,15.150000000000441,15.699999999999603,15.199999999999658,12.900000000000134,1.7953795379537798,1.127388535031907,1.7894736842106032,1.372093023255838,False,False
2024-09-06,T1,34.49999999999953,41.50000000000098,15.199999999999658,15.700000000000713,15.249999999999986,12.949999999999351,2.2697368421052833,2.6433121019107704,2.2622950819671845,3.204633204633441,False,True
