checkpoint,model,condition,n,quantile,prediction
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|UP_LEAN,1,0.1,20.600000000001724
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|UP_LEAN,1,0.25,20.600000000001724
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|UP_LEAN,1,0.5,20.600000000001724
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|UP_LEAN,1,0.75,20.600000000001724
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|26|UP_LEAN,1,0.9,20.600000000001724
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_HEAVY,4,0.1,5.820000000000158
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_HEAVY,4,0.25,14.550000000000393
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_HEAVY,4,0.5,25.49999999999941
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_HEAVY,4,0.75,50.74999999999885
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_HEAVY,4,0.9,85.21999999999986
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_LEAN,1,0.1,50.49999999999999
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_LEAN,1,0.25,50.49999999999999
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_LEAN,1,0.5,50.49999999999999
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_LEAN,1,0.75,50.49999999999999
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|DOWN_LEAN,1,0.9,50.49999999999999
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|UP_LEAN,2,0.1,2.3300000000001644
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|UP_LEAN,2,0.25,3.7249999999999766
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|UP_LEAN,2,0.5,6.049999999999663
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|UP_LEAN,2,0.75,8.37499999999935
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|27|UP_LEAN,2,0.9,9.769999999999161
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_HEAVY,4,0.1,9.519999999999305
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_HEAVY,4,0.25,13.749999999999035
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_HEAVY,4,0.5,23.799999999999372
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_HEAVY,4,0.75,41.924999999999876
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_HEAVY,4,0.9,60.68999999999992
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_LEAN,1,0.1,1.8000000000006864
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_LEAN,1,0.25,1.8000000000006864
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_LEAN,1,0.5,1.8000000000006864
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_LEAN,1,0.75,1.8000000000006864
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|DOWN_LEAN,1,0.9,1.8000000000006864
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|UP_LEAN,1,0.1,59.2999999999999
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|UP_LEAN,1,0.25,59.2999999999999
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|UP_LEAN,1,0.5,59.2999999999999
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|UP_LEAN,1,0.75,59.2999999999999
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|28|UP_LEAN,1,0.9,59.2999999999999
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|DOWN_HEAVY,1,0.1,12.199999999999989
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|DOWN_HEAVY,1,0.25,12.199999999999989
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|DOWN_HEAVY,1,0.5,12.199999999999989
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|DOWN_HEAVY,1,0.75,12.199999999999989
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|DOWN_HEAVY,1,0.9,12.199999999999989
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|UP_HEAVY,1,0.1,50.499999999999986
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|UP_HEAVY,1,0.25,50.499999999999986
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|UP_HEAVY,1,0.5,50.499999999999986
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|UP_HEAVY,1,0.75,50.499999999999986
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|29|UP_HEAVY,1,0.9,50.499999999999986
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|BALANCED,1,0.1,21.59999999999939
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|BALANCED,1,0.25,21.59999999999939
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|BALANCED,1,0.5,21.59999999999939
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|BALANCED,1,0.75,21.59999999999939
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|BALANCED,1,0.9,21.59999999999939
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_HEAVY,3,0.1,35.86000000000134
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_HEAVY,3,0.25,36.40000000000088
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_HEAVY,3,0.5,37.30000000000011
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_HEAVY,3,0.75,41.449999999999534
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_HEAVY,3,0.9,43.939999999999195
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_LEAN,1,0.1,7.099999999999881
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_LEAN,1,0.25,7.099999999999881
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_LEAN,1,0.5,7.099999999999881
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_LEAN,1,0.75,7.099999999999881
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|DOWN_LEAN,1,0.9,7.099999999999881
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|UP_HEAVY,1,0.1,24.69999999999972
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|UP_HEAVY,1,0.25,24.69999999999972
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|UP_HEAVY,1,0.5,24.69999999999972
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|UP_HEAVY,1,0.75,24.69999999999972
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|30|UP_HEAVY,1,0.9,24.69999999999972
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_HEAVY,3,0.1,27.540000000000113
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_HEAVY,3,0.25,28.200000000000443
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_HEAVY,3,0.5,29.300000000000992
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_HEAVY,3,0.75,43.1999999999999
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_HEAVY,3,0.9,51.53999999999925
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_LEAN,1,0.1,42.999999999999694
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_LEAN,1,0.25,42.999999999999694
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_LEAN,1,0.5,42.999999999999694
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_LEAN,1,0.75,42.999999999999694
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|DOWN_LEAN,1,0.9,42.999999999999694
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_HEAVY,3,0.1,7.0000000000001155
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_HEAVY,3,0.25,17.500000000000288
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_HEAVY,3,0.5,35.000000000000576
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_HEAVY,3,0.75,64.30000000000047
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_HEAVY,3,0.9,81.8800000000004
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_LEAN,2,0.1,20.480000000001386
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_LEAN,2,0.25,21.35000000000109
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_LEAN,2,0.5,22.800000000000594
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_LEAN,2,0.75,24.250000000000103
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|31|UP_LEAN,2,0.9,25.119999999999806
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|DOWN_LEAN,3,0.1,14.999999999999236
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|DOWN_LEAN,3,0.25,15.299999999999201
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|DOWN_LEAN,3,0.5,15.799999999999145
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|DOWN_LEAN,3,0.75,17.34999999999931
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|DOWN_LEAN,3,0.9,18.279999999999408
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|UP_HEAVY,1,0.1,43.09999999999814
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|UP_HEAVY,1,0.25,43.09999999999814
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|UP_HEAVY,1,0.5,43.09999999999814
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|UP_HEAVY,1,0.75,43.09999999999814
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|32|UP_HEAVY,1,0.9,43.09999999999814
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|33|DOWN_HEAVY,1,0.1,52.90000000000016
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|33|DOWN_HEAVY,1,0.25,52.90000000000016
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|33|DOWN_HEAVY,1,0.5,52.90000000000016
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|33|DOWN_HEAVY,1,0.75,52.90000000000016
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|33|DOWN_HEAVY,1,0.9,52.90000000000016
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|BALANCED,1,0.1,20.200000000001324
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|BALANCED,1,0.25,20.200000000001324
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|BALANCED,1,0.5,20.200000000001324
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|BALANCED,1,0.75,20.200000000001324
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|BALANCED,1,0.9,20.200000000001324
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_HEAVY,1,0.1,24.800000000000374
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_HEAVY,1,0.25,24.800000000000374
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_HEAVY,1,0.5,24.800000000000374
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_HEAVY,1,0.75,24.800000000000374
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_HEAVY,1,0.9,24.800000000000374
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_LEAN,3,0.1,15.099999999999891
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_LEAN,3,0.25,19.000000000000124
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_LEAN,3,0.5,25.50000000000051
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_LEAN,3,0.75,54.30000000000045
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|DOWN_LEAN,3,0.9,71.58000000000042
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|UP_HEAVY,2,0.1,12.860000000001651
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|UP_HEAVY,2,0.25,12.950000000001575
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|UP_HEAVY,2,0.5,13.100000000001447
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|UP_HEAVY,2,0.75,13.25000000000132
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|34|UP_HEAVY,2,0.9,13.340000000001243
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|BALANCED,1,0.1,14.70000000000082
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|BALANCED,1,0.25,14.70000000000082
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|BALANCED,1,0.5,14.70000000000082
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|BALANCED,1,0.75,14.70000000000082
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|BALANCED,1,0.9,14.70000000000082
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|DOWN_HEAVY,1,0.1,62.80000000000064
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|DOWN_HEAVY,1,0.25,62.80000000000064
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|DOWN_HEAVY,1,0.5,62.80000000000064
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|DOWN_HEAVY,1,0.75,62.80000000000064
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|DOWN_HEAVY,1,0.9,62.80000000000064
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|UP_LEAN,1,0.1,47.8999999999985
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|UP_LEAN,1,0.25,47.8999999999985
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|UP_LEAN,1,0.5,47.8999999999985
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|UP_LEAN,1,0.75,47.8999999999985
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|35|UP_LEAN,1,0.9,47.8999999999985
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|DOWN_HEAVY,1,0.1,25.50000000000052
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|DOWN_HEAVY,1,0.25,25.50000000000052
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|DOWN_HEAVY,1,0.5,25.50000000000052
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|DOWN_HEAVY,1,0.75,25.50000000000052
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|DOWN_HEAVY,1,0.9,25.50000000000052
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|UP_HEAVY,1,0.1,47.30000000000123
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|UP_HEAVY,1,0.25,47.30000000000123
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|UP_HEAVY,1,0.5,47.30000000000123
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|UP_HEAVY,1,0.75,47.30000000000123
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|36|UP_HEAVY,1,0.9,47.30000000000123
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|37|UP_LEAN,1,0.1,56.30000000000024
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|37|UP_LEAN,1,0.25,56.30000000000024
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|37|UP_LEAN,1,0.5,56.30000000000024
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|37|UP_LEAN,1,0.75,56.30000000000024
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|37|UP_LEAN,1,0.9,56.30000000000024
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|42|DOWN_HEAVY,1,0.1,8.20000000000043
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|42|DOWN_HEAVY,1,0.25,8.20000000000043
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|42|DOWN_HEAVY,1,0.5,8.20000000000043
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|42|DOWN_HEAVY,1,0.75,8.20000000000043
09AM,B5_TIER_STATE_LOOPS_BALANCE,T2|PARTIAL_LOOP|42|DOWN_HEAVY,1,0.9,8.20000000000043
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|19|UP_LEAN,1,0.1,0.0
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|19|UP_LEAN,1,0.25,0.0
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|19|UP_LEAN,1,0.5,0.0
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|19|UP_LEAN,1,0.75,0.0
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|19|UP_LEAN,1,0.9,0.0
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|21|UP_HEAVY,1,0.1,102.49999999999872
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|21|UP_HEAVY,1,0.25,102.49999999999872
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|21|UP_HEAVY,1,0.5,102.49999999999872
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|21|UP_HEAVY,1,0.75,102.49999999999872
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|21|UP_HEAVY,1,0.9,102.49999999999872
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_HEAVY,1,0.1,0.0
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_HEAVY,1,0.25,0.0
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_HEAVY,1,0.5,0.0
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_HEAVY,1,0.75,0.0
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_HEAVY,1,0.9,0.0
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_LEAN,1,0.1,98.8000000000011
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_LEAN,1,0.25,98.8000000000011
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_LEAN,1,0.5,98.8000000000011
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_LEAN,1,0.75,98.8000000000011
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|25|DOWN_LEAN,1,0.9,98.8000000000011
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|27|UP_LEAN,1,0.1,28.69999999999927
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|27|UP_LEAN,1,0.25,28.69999999999927
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|27|UP_LEAN,1,0.5,28.69999999999927
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|27|UP_LEAN,1,0.75,28.69999999999927
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|27|UP_LEAN,1,0.9,28.69999999999927
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|33|DOWN_HEAVY,1,0.1,149.90000000000057
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|33|DOWN_HEAVY,1,0.25,149.90000000000057
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|33|DOWN_HEAVY,1,0.5,149.90000000000057
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|33|DOWN_HEAVY,1,0.75,149.90000000000057
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|FULL_LOOP|33|DOWN_HEAVY,1,0.9,149.90000000000057
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|15|BALANCED,1,0.1,5.800000000000253
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|15|BALANCED,1,0.25,5.800000000000253
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|15|BALANCED,1,0.5,5.800000000000253
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|15|BALANCED,1,0.75,5.800000000000253
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|15|BALANCED,1,0.9,5.800000000000253
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|16|DOWN_HEAVY,1,0.1,58.39999999999844
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|16|DOWN_HEAVY,1,0.25,58.39999999999844
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|16|DOWN_HEAVY,1,0.5,58.39999999999844
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|16|DOWN_HEAVY,1,0.75,58.39999999999844
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|16|DOWN_HEAVY,1,0.9,58.39999999999844
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|18|DOWN_LEAN,1,0.1,12.300000000000644
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|18|DOWN_LEAN,1,0.25,12.300000000000644
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|18|DOWN_LEAN,1,0.5,12.300000000000644
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|18|DOWN_LEAN,1,0.75,12.300000000000644
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|18|DOWN_LEAN,1,0.9,12.300000000000644
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|20|DOWN_LEAN,1,0.1,15.300000000000317
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|20|DOWN_LEAN,1,0.25,15.300000000000317
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|20|DOWN_LEAN,1,0.5,15.300000000000317
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|20|DOWN_LEAN,1,0.75,15.300000000000317
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|20|DOWN_LEAN,1,0.9,15.300000000000317
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|21|UP_HEAVY,2,0.1,13.46000000000025
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|21|UP_HEAVY,2,0.25,18.350000000000307
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|21|UP_HEAVY,2,0.5,26.50000000000041
09AM,B5_TIER_STATE_LOOPS_BALANCE,T3|OVER_COMPLETED|21|UP_HEAVY,2,0.75,34.65000000000051
