checkpoint,model,condition,n,quantile,prediction
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|22|DOWN_LEAN,1,0.9,25.10000000000012
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|22|UP_LEAN,1,0.1,20.199999999999104
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|22|UP_LEAN,1,0.25,20.199999999999104
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|22|UP_LEAN,1,0.5,20.199999999999104
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|22|UP_LEAN,1,0.75,20.199999999999104
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|22|UP_LEAN,1,0.9,20.199999999999104
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|DOWN_HEAVY,1,0.1,32.2
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|DOWN_HEAVY,1,0.25,32.2
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|DOWN_HEAVY,1,0.5,32.2
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|DOWN_HEAVY,1,0.75,32.2
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|DOWN_HEAVY,1,0.9,32.2
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|DOWN_LEAN,1,0.1,51.90000000000028
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|DOWN_LEAN,1,0.25,51.90000000000028
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|DOWN_LEAN,1,0.5,51.90000000000028
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|DOWN_LEAN,1,0.75,51.90000000000028
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|DOWN_LEAN,1,0.9,51.90000000000028
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|UP_HEAVY,1,0.1,34.79999999999927
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|UP_HEAVY,1,0.25,34.79999999999927
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|UP_HEAVY,1,0.5,34.79999999999927
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|UP_HEAVY,1,0.75,34.79999999999927
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|23|UP_HEAVY,1,0.9,34.79999999999927
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|24|UP_LEAN,1,0.1,33.700000000000955
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|24|UP_LEAN,1,0.25,33.700000000000955
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|24|UP_LEAN,1,0.5,33.700000000000955
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|24|UP_LEAN,1,0.75,33.700000000000955
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|24|UP_LEAN,1,0.9,33.700000000000955
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|25|DOWN_LEAN,1,0.1,28.000000000001357
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|25|DOWN_LEAN,1,0.25,28.000000000001357
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|25|DOWN_LEAN,1,0.5,28.000000000001357
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|25|DOWN_LEAN,1,0.75,28.000000000001357
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|25|DOWN_LEAN,1,0.9,28.000000000001357
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|25|UP_HEAVY,1,0.1,33.90000000000004
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|25|UP_HEAVY,1,0.25,33.90000000000004
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|25|UP_HEAVY,1,0.5,33.90000000000004
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|25|UP_HEAVY,1,0.75,33.90000000000004
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|25|UP_HEAVY,1,0.9,33.90000000000004
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|26|BALANCED,1,0.1,44.10000000000025
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|26|BALANCED,1,0.25,44.10000000000025
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|26|BALANCED,1,0.5,44.10000000000025
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|26|BALANCED,1,0.75,44.10000000000025
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|26|BALANCED,1,0.9,44.10000000000025
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|26|UP_HEAVY,1,0.1,25.800000000000267
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|26|UP_HEAVY,1,0.25,25.800000000000267
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|26|UP_HEAVY,1,0.5,25.800000000000267
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|26|UP_HEAVY,1,0.75,25.800000000000267
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|26|UP_HEAVY,1,0.9,25.800000000000267
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|27|BALANCED,1,0.1,17.099999999998783
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|27|BALANCED,1,0.25,17.099999999998783
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|27|BALANCED,1,0.5,17.099999999998783
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|27|BALANCED,1,0.75,17.099999999998783
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|27|BALANCED,1,0.9,17.099999999998783
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|27|UP_LEAN,1,0.1,44.2000000000009
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|27|UP_LEAN,1,0.25,44.2000000000009
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|27|UP_LEAN,1,0.5,44.2000000000009
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|27|UP_LEAN,1,0.75,44.2000000000009
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|27|UP_LEAN,1,0.9,44.2000000000009
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|29|UP_HEAVY,1,0.1,79.10000000000305
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|29|UP_HEAVY,1,0.25,79.10000000000305
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|29|UP_HEAVY,1,0.5,79.10000000000305
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|29|UP_HEAVY,1,0.75,79.10000000000305
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|29|UP_HEAVY,1,0.9,79.10000000000305
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|30|UP_HEAVY,1,0.1,73.09999999999927
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|30|UP_HEAVY,1,0.25,73.09999999999927
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|30|UP_HEAVY,1,0.5,73.09999999999927
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|30|UP_HEAVY,1,0.75,73.09999999999927
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|30|UP_HEAVY,1,0.9,73.09999999999927
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|30|UP_LEAN,1,0.1,23.999999999997353
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|30|UP_LEAN,1,0.25,23.999999999997353
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|30|UP_LEAN,1,0.5,23.999999999997353
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|30|UP_LEAN,1,0.75,23.999999999997353
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|30|UP_LEAN,1,0.9,23.999999999997353
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|33|UP_HEAVY,1,0.1,59.100000000000804
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|33|UP_HEAVY,1,0.25,59.100000000000804
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|33|UP_HEAVY,1,0.5,59.100000000000804
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|33|UP_HEAVY,1,0.75,59.100000000000804
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|33|UP_HEAVY,1,0.9,59.100000000000804
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|35|UP_LEAN,1,0.1,24.199999999998667
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|35|UP_LEAN,1,0.25,24.199999999998667
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|35|UP_LEAN,1,0.5,24.199999999998667
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|35|UP_LEAN,1,0.75,24.199999999998667
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|35|UP_LEAN,1,0.9,24.199999999998667
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|36|BALANCED,1,0.1,31.89999999999804
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|36|BALANCED,1,0.25,31.89999999999804
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|36|BALANCED,1,0.5,31.89999999999804
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|36|BALANCED,1,0.75,31.89999999999804
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_DOWN|36|BALANCED,1,0.9,31.89999999999804
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|17|DOWN_HEAVY,1,0.1,22.699999999997722
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|17|DOWN_HEAVY,1,0.25,22.699999999997722
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|17|DOWN_HEAVY,1,0.5,22.699999999997722
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|17|DOWN_HEAVY,1,0.75,22.699999999997722
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|17|DOWN_HEAVY,1,0.9,22.699999999997722
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|17|UP_HEAVY,1,0.1,56.59999999999998
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|17|UP_HEAVY,1,0.25,56.59999999999998
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|17|UP_HEAVY,1,0.5,56.59999999999998
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|17|UP_HEAVY,1,0.75,56.59999999999998
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|17|UP_HEAVY,1,0.9,56.59999999999998
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|18|BALANCED,1,0.1,7.7000000000015945
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|18|BALANCED,1,0.25,7.7000000000015945
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|18|BALANCED,1,0.5,7.7000000000015945
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|18|BALANCED,1,0.75,7.7000000000015945
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|18|BALANCED,1,0.9,7.7000000000015945
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|19|UP_HEAVY,1,0.1,52.69999999999885
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|19|UP_HEAVY,1,0.25,52.69999999999885
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|19|UP_HEAVY,1,0.5,52.69999999999885
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|19|UP_HEAVY,1,0.75,52.69999999999885
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|19|UP_HEAVY,1,0.9,52.69999999999885
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|20|DOWN_HEAVY,1,0.1,43.90000000000116
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|20|DOWN_HEAVY,1,0.25,43.90000000000116
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|20|DOWN_HEAVY,1,0.5,43.90000000000116
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|20|DOWN_HEAVY,1,0.75,43.90000000000116
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|20|DOWN_HEAVY,1,0.9,43.90000000000116
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|20|UP_LEAN,1,0.1,53.69999999999874
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|20|UP_LEAN,1,0.25,53.69999999999874
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|20|UP_LEAN,1,0.5,53.69999999999874
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|20|UP_LEAN,1,0.75,53.69999999999874
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|20|UP_LEAN,1,0.9,53.69999999999874
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|21|BALANCED,1,0.1,33.30000000000055
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|21|BALANCED,1,0.25,33.30000000000055
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|21|BALANCED,1,0.5,33.30000000000055
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|21|BALANCED,1,0.75,33.30000000000055
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|21|BALANCED,1,0.9,33.30000000000055
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|21|DOWN_HEAVY,1,0.1,72.99999999999862
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|21|DOWN_HEAVY,1,0.25,72.99999999999862
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|21|DOWN_HEAVY,1,0.5,72.99999999999862
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|21|DOWN_HEAVY,1,0.75,72.99999999999862
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|21|DOWN_HEAVY,1,0.9,72.99999999999862
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|22|DOWN_HEAVY,1,0.1,41.70000000000007
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|22|DOWN_HEAVY,1,0.25,41.70000000000007
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|22|DOWN_HEAVY,1,0.5,41.70000000000007
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|22|DOWN_HEAVY,1,0.75,41.70000000000007
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|22|DOWN_HEAVY,1,0.9,41.70000000000007
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|22|DOWN_LEAN,1,0.1,27.999999999999133
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|22|DOWN_LEAN,1,0.25,27.999999999999133
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|22|DOWN_LEAN,1,0.5,27.999999999999133
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|22|DOWN_LEAN,1,0.75,27.999999999999133
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|22|DOWN_LEAN,1,0.9,27.999999999999133
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|24|BALANCED,1,0.1,43.80000000000051
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|24|BALANCED,1,0.25,43.80000000000051
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|24|BALANCED,1,0.5,43.80000000000051
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|24|BALANCED,1,0.75,43.80000000000051
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|24|BALANCED,1,0.9,43.80000000000051
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|24|UP_HEAVY,1,0.1,36.50000000000153
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|24|UP_HEAVY,1,0.25,36.50000000000153
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|24|UP_HEAVY,1,0.5,36.50000000000153
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|24|UP_HEAVY,1,0.75,36.50000000000153
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|24|UP_HEAVY,1,0.9,36.50000000000153
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|25|BALANCED,1,0.1,41.59999999999941
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|25|BALANCED,1,0.25,41.59999999999941
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|25|BALANCED,1,0.5,41.59999999999941
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|25|BALANCED,1,0.75,41.59999999999941
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|25|BALANCED,1,0.9,41.59999999999941
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|26|UP_LEAN,1,0.1,32.499999999999744
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|26|UP_LEAN,1,0.25,32.499999999999744
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|26|UP_LEAN,1,0.5,32.499999999999744
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|26|UP_LEAN,1,0.75,32.499999999999744
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|26|UP_LEAN,1,0.9,32.499999999999744
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|27|UP_HEAVY,1,0.1,131.39999999999927
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|27|UP_HEAVY,1,0.25,131.39999999999927
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|27|UP_HEAVY,1,0.5,131.39999999999927
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|27|UP_HEAVY,1,0.75,131.39999999999927
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|27|UP_HEAVY,1,0.9,131.39999999999927
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|BALANCED,1,0.1,28.199999999998226
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|BALANCED,1,0.25,28.199999999998226
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|BALANCED,1,0.5,28.199999999998226
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|BALANCED,1,0.75,28.199999999998226
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|BALANCED,1,0.9,28.199999999998226
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|DOWN_HEAVY,2,0.1,31.130000000000322
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|DOWN_HEAVY,2,0.25,31.47500000000025
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|DOWN_HEAVY,2,0.5,32.05000000000013
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|DOWN_HEAVY,2,0.75,32.62500000000001
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|DOWN_HEAVY,2,0.9,32.969999999999935
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|UP_HEAVY,3,0.1,39.840000000000764
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|UP_HEAVY,3,0.25,40.500000000001094
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|UP_HEAVY,3,0.5,41.600000000001636
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|UP_HEAVY,3,0.75,79.70000000000033
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|28|UP_HEAVY,3,0.9,102.55999999999955
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|DOWN_HEAVY,1,0.1,39.59999999999964
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|DOWN_HEAVY,1,0.25,39.59999999999964
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|DOWN_HEAVY,1,0.5,39.59999999999964
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|DOWN_HEAVY,1,0.75,39.59999999999964
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|DOWN_HEAVY,1,0.9,39.59999999999964
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|DOWN_LEAN,1,0.1,9.200000000000319
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|DOWN_LEAN,1,0.25,9.200000000000319
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|DOWN_LEAN,1,0.5,9.200000000000319
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|DOWN_LEAN,1,0.75,9.200000000000319
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|DOWN_LEAN,1,0.9,9.200000000000319
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|UP_HEAVY,1,0.1,83.10000000000039
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|UP_HEAVY,1,0.25,83.10000000000039
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|UP_HEAVY,1,0.5,83.10000000000039
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|UP_HEAVY,1,0.75,83.10000000000039
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|29|UP_HEAVY,1,0.9,83.10000000000039
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|30|DOWN_LEAN,1,0.1,50.99999999999882
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|30|DOWN_LEAN,1,0.25,50.99999999999882
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|30|DOWN_LEAN,1,0.5,50.99999999999882
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|30|DOWN_LEAN,1,0.75,50.99999999999882
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|30|DOWN_LEAN,1,0.9,50.99999999999882
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|31|DOWN_HEAVY,1,0.1,58.10000000000093
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|31|DOWN_HEAVY,1,0.25,58.10000000000093
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|31|DOWN_HEAVY,1,0.5,58.10000000000093
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|31|DOWN_HEAVY,1,0.75,58.10000000000093
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|31|DOWN_HEAVY,1,0.9,58.10000000000093
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|32|UP_HEAVY,1,0.1,56.89999999999972
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|32|UP_HEAVY,1,0.25,56.89999999999972
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|32|UP_HEAVY,1,0.5,56.89999999999972
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|32|UP_HEAVY,1,0.75,56.89999999999972
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|32|UP_HEAVY,1,0.9,56.89999999999972
03AM,B5_TIER_STATE_LOOPS_BALANCE,T1|ONE_SIDED_UP|34|BALANCED,1,0.1,27.800000000002267
