date,bias_state,bias_direction,bias_confidence,markov_p_target25_from_ar,markov_p_target25_from_p90,regime_ratio,asian_range_pips,actual_mfe,target_hit,direction_correct
2025-01-08,9/9_LOCK,LONG,0.97,0.0594,0.0594,3.823,9.6,31.4,True,1
2025-01-09,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.17,21.8,26.7,True,1
2025-01-13,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.004,25.2,28.5,True,1
2025-01-14,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.0,18.5,27.1,True,1
2025-01-15,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.139,15.1,42.8,True,1
2025-01-20,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.634,29.2,54.7,True,1
2025-01-27,9/9_LOCK,SHORT,0.97,0.0594,0.0594,5.452,19.7,89.5,True,1
2025-01-31,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.075,26.6,25.2,True,1
2025-02-03,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.998,43.7,53.9,True,1
2025-02-04,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.165,39.4,30.9,True,1
2025-02-05,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.932,26.3,38.6,True,1
2025-02-17,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.409,37.2,46.7,True,1
2025-02-25,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.157,21.6,39.8,True,1
2025-02-27,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.568,50.7,59.5,True,1
2025-02-28,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.516,25.8,35.7,True,1
2025-03-04,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.469,25.8,95.2,True,1
2025-03-05,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.092,39.0,34.8,True,1
2025-03-06,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.971,30.8,77.7,True,1
2025-03-11,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.189,38.6,21.4,True,0
2025-03-12,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.037,24.4,21.5,True,1
2025-03-13,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.943,14.0,8.1,True,0
2025-03-19,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.091,24.3,47.4,True,1
2025-03-31,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.159,32.8,44.8,True,1
2025-04-01,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.547,17.0,10.5,True,0
2025-04-02,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.427,29.5,15.0,True,0
2025-04-03,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.211,77.6,246.6,True,1
2025-04-04,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.023,68.8,110.2,True,1
2025-04-07,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.065,87.8,92.0,True,0
2025-04-09,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.701,95.3,104.1,True,1
2025-04-11,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.397,105.3,12.5,False,0
2025-04-14,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.257,57.3,53.9,True,0
2025-04-17,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.549,71.8,74.4,True,1
2025-04-22,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.947,63.7,65.1,True,1
2025-04-24,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.996,26.2,45.2,True,1
2025-04-25,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.622,76.4,78.4,True,1
2025-04-28,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.44,35.7,39.3,True,1
2025-04-29,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.69,62.9,75.5,True,1
2025-04-30,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.412,23.3,38.4,True,0
2025-05-01,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.615,54.0,63.3,True,1
2025-05-08,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.091,24.2,70.5,True,1
2025-05-12,9/9_LOCK,LONG,0.97,0.0594,0.0594,5.4,26.5,147.7,True,1
2025-05-13,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.552,29.9,50.0,True,1
2025-05-14,9/9_LOCK,SHORT,0.97,0.0594,0.0594,3.526,21.3,62.2,True,1
2025-05-19,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.009,22.8,27.5,True,1
2025-05-22,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.889,31.5,38.0,True,1
2025-05-23,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.595,28.9,73.7,True,1
2025-05-30,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.435,50.6,44.8,True,1
2025-06-02,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.725,25.1,65.9,True,1
2025-06-03,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.152,30.3,63.4,True,1
2025-06-04,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.08,28.9,29.3,True,0
2025-06-06,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.656,32.6,69.1,True,1
2025-06-13,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.177,48.5,52.9,True,1
2025-06-19,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.191,49.8,38.8,True,1
2025-06-20,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.661,28.3,28.3,True,1
2025-06-23,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.985,33.2,4.0,False,0
2025-06-24,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.161,24.2,41.0,True,1
2025-06-30,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.876,15.3,16.8,True,1
2025-07-02,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.93,23.0,44.6,True,1
2025-07-10,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.681,25.1,43.1,True,1
2025-07-17,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.895,40.0,63.3,True,1
2025-07-18,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.038,21.1,52.8,True,1
2025-07-23,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.114,30.6,31.5,True,1
2025-07-24,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.523,19.3,44.0,True,1
2025-07-28,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.373,25.2,74.9,True,1
2025-07-29,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.075,33.5,47.9,True,1
2025-07-30,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.097,20.7,67.6,True,1
2025-08-01,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.249,33.8,52.3,True,0
2025-08-04,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.77,64.9,68.4,True,1
2025-08-05,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.968,34.5,43.2,True,1
2025-08-06,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.176,25.0,25.4,True,0
2025-08-13,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.327,20.2,35.9,True,1
2025-08-14,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.538,32.0,33.9,True,1
2025-08-18,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.864,27.9,39.0,True,1
2025-08-20,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.65,34.9,20.9,True,1
2025-08-26,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.581,40.6,19.7,True,0
2025-09-02,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.348,21.0,62.8,True,1
2025-09-03,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.249,29.7,27.1,True,1
2025-09-04,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.67,23.0,24.6,True,1
2025-09-08,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.643,38.7,40.9,True,1
2025-09-10,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.552,43.3,22.3,True,0
2025-09-23,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.885,20.9,12.3,True,1
2025-09-29,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.996,23.5,14.9,True,0
2025-09-30,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.422,19.2,18.9,True,0
2025-10-06,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.345,28.4,40.9,True,1
2025-10-07,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.722,16.2,46.3,True,1
2025-10-14,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.064,26.5,15.7,True,1
2025-10-17,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.227,25.5,50.0,True,1
2025-10-22,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.95,21.8,12.9,True,1
2025-10-28,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.833,21.0,18.0,True,1
2025-10-29,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.634,20.5,51.2,True,1
2025-10-30,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.752,31.1,44.0,True,1
2025-11-03,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.341,29.6,68.1,True,1
2025-11-04,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.941,30.3,8.4,True,0
2025-11-06,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.926,17.5,30.1,True,1
2025-11-11,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.555,23.6,57.7,True,1
2025-11-13,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.678,30.1,27.8,True,1
2025-11-14,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.055,23.7,46.4,True,1
2025-11-17,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.015,26.9,32.9,True,1
2025-11-20,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.507,35.3,27.3,True,1
2025-11-21,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.858,19.7,14.8,True,0
2025-11-25,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.158,13.9,22.1,True,0
2025-11-28,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.426,20.4,27.3,True,1
2025-12-17,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.948,27.0,42.3,True,1
2025-12-18,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.888,21.4,14.9,True,0
2025-12-23,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.409,25.4,48.8,True,1
2026-01-02,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.063,17.4,18.2,True,0
2026-01-06,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.37,20.0,29.3,True,1
2026-01-07,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.243,18.9,16.3,True,0
2026-01-12,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.621,45.1,39.4,True,1
2026-01-14,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.222,18.5,20.2,True,0
2026-01-21,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.739,36.4,38.3,True,1
2026-01-27,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.667,62.5,21.3,True,0
2026-01-28,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.97,67.5,85.9,True,1
2026-02-02,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.196,33.1,81.0,True,1
2026-02-03,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.94,23.5,21.2,True,1
2026-02-04,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.9,27.0,25.7,True,1
2026-02-09,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.112,32.2,68.0,True,1
2026-02-10,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.847,27.5,26.1,True,1
2026-02-12,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.38,40.8,14.0,True,0
2026-02-13,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.671,39.5,35.6,True,1
2026-02-16,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.066,21.1,33.3,True,1
2026-02-17,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.967,21.2,29.7,True,1
2026-02-20,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.851,22.1,26.2,True,1
2026-02-26,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.736,50.8,36.7,True,1
2026-03-02,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.099,30.3,123.9,True,1
2026-03-03,9/9_LOCK,LONG,0.97,0.0594,0.0594,1.55,44.7,88.8,True,1
2026-03-04,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.265,35.5,21.4,True,1
2026-03-10,9/9_LOCK,SHORT,0.97,0.0594,0.0594,1.703,17.2,21.0,True,1
2026-03-12,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.355,72.6,33.3,True,1
2026-03-16,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.85,53.2,35.2,True,0
2026-03-25,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.963,27.0,35.9,True,1
2026-03-26,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.78,20.9,25.3,True,1
2026-03-30,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.472,52.8,53.7,True,1
2026-04-01,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.315,42.5,85.3,True,1
2026-04-02,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.429,60.1,75.0,True,1
2026-04-06,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.109,35.9,24.0,True,1
2026-04-09,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.712,22.2,20.4,True,1
2026-04-10,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.674,27.9,32.4,True,1
2026-04-13,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.609,41.4,14.9,True,1
2026-04-14,9/9_LOCK,SHORT,0.97,0.0594,0.0594,2.638,13.8,39.0,True,1
2026-04-20,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.687,36.4,18.7,True,1
2026-04-28,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.939,35.8,62.5,True,1
2026-05-04,EXHAUSTION,LONG,0.3,0.0594,0.0594,0.874,48.6,59.3,True,1
2026-05-06,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.092,44.7,57.0,True,1
2026-05-07,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.038,20.8,17.8,True,1
2026-05-08,EXHAUSTION,SHORT,0.3,0.0594,0.0594,0.914,28.0,31.9,True,1
2026-05-14,9/9_LOCK,LONG,0.97,0.0594,0.0594,2.012,8.6,12.8,True,1
2026-05-18,EXHAUSTION,SHORT,0.3,0.0594,0.0594,1.024,25.2,7.9,True,1
2026-05-21,EXHAUSTION,LONG,0.3,0.0594,0.0594,1.156,22.4,37.3,True,1
