label,n,mean,median,std,mad,p1,p5,p10,p25,p50,p75,p90,p95,p97_5,p99,min,max,asset,n_rows,autocorr_1h,positive_pct
BTC_perp_spot_basis,3401,-4.74803158185593,-4.783185384094287,1.814036663288933,0.918491695693926,-8.634365648173937,-7.093554781024225,-6.577962718910118,-5.651158215649719,-4.783185384094287,-3.8056159046102183,-2.808619214243713,-2.1749059438912406,-1.4543983183866533,-0.6158361496227587,-54.82397570309222,2.029077795855838,BTC,3401,0.6313620086647661,0.00558659217877095
ETH_perp_spot_basis,3401,-4.733992819939081,-4.70278980565124,2.9763311274206927,0.9880937559623977,-9.104877428622205,-7.467182928068743,-6.755868450484545,-5.682160751403105,-4.70278980565124,-3.7134110697751845,-2.693626498607895,-1.8635855439701017,-1.219317282696006,-0.44804094105978975,-145.27831826579256,6.910914160267991,ETH,3401,0.736360827658381,0.007056748015289621
