lane,n_common,corr,both_elevated_pct,btc_only_elevated_pct,eth_only_elevated_pct
perp_spot_basis,3401,0.5936416876361198,0.025286680388121142,0.07468391649514848,0.07438988532784475
funding_rate,28175,0.5352665788021693,0.051570541259982255,0.0484472049689441,0.0484472049689441
