asset,n,funding_rate_bps_n,funding_rate_bps_mean,funding_rate_bps_median,funding_rate_bps_std,funding_rate_bps_mad,funding_rate_bps_p1,funding_rate_bps_p5,funding_rate_bps_p10,funding_rate_bps_p25,funding_rate_bps_p50,funding_rate_bps_p75,funding_rate_bps_p90,funding_rate_bps_p95,funding_rate_bps_p97_5,funding_rate_bps_p99,funding_rate_bps_min,funding_rate_bps_max,premium_bps_n,premium_bps_mean,premium_bps_median,premium_bps_std,premium_bps_mad,premium_bps_p1,premium_bps_p5,premium_bps_p10,premium_bps_p25,premium_bps_p50,premium_bps_p75,premium_bps_p90,premium_bps_p95,premium_bps_p97_5,premium_bps_p99,premium_bps_min,premium_bps_max,funding_positive_pct,funding_negative_pct,premium_positive_pct,funding_autocorr_1,premium_autocorr_1,corr_funding_premium,p95_abs_funding_bps,extreme_funding_pct,n_inside,n_outside,inside_mean_bps,outside_mean_bps,inside_minus_outside_bps,diff_p05_bps,diff_p95_bps
BTC,28175,28175,0.16410049724933454,0.125,0.2865231655204633,0.0,-0.28768582,-0.11169749999999999,-0.0328808,0.09835050000000001,0.125,0.125,0.4240480000000003,0.6746435000000001,0.9109466999999998,1.2115078399999994,-8.179771,5.980828000000001,28175,0.5756528462821648,-0.56852,5.265605024305944,3.719343,-6.7346074,-5.5310321,-4.9677098,-3.9007240000000003,-0.56852,4.3509575,7.8770558,10.000555199999996,11.954150349999978,14.516448879999999,-16.246025,52.846623,0.869849157054126,0.130150842945874,0.46456078083407276,0.8744498834502921,0.9618471449781983,0.7627741745841924,0.6882128999999998,0.05000887311446318,,,,,,,
ETH,28175,28175,0.16576236628216506,0.125,0.30357437301556506,0.012962999999999988,-0.33120176,-0.11641789999999999,-0.040662,0.08460100000000001,0.125,0.125,0.4882378000000003,0.7094102,0.9206357499999986,1.1962343,-7.369307,7.2305839999999995,28175,0.2895954050399291,-1.2915320000000001,5.347900474010307,3.3470049999999993,-7.19094108,-5.8334659,-5.2043504,-4.109393000000001,-1.2915320000000001,4.2202405,8.2302774,10.1269012,11.825359449999993,13.96035304,-35.846753,43.466638,0.8618988464951198,0.13810115350488023,0.4260869565217391,0.8734568014999137,0.9622704269809492,0.7357417303107713,0.7211084999999998,0.05000887311446318,,,,,,,
BTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,2714,-0.07759724745269286,0.05362924428887251,-0.13122649174156537,-0.14038112692867538,-0.12211273806404656
ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,2788,-0.09095929200652529,0.06583386764705883,-0.15679315965358412,-0.16727460970636215,-0.147456310685155
