strategy_id,raw_trade_count,effective_event_count,trades_per_month,win_rate,gross_EV,net_EV,gross_PF,net_PF,payoff_ratio,mean_R,median_R,p5_R,worst_R,max_drawdown_R,max_losing_streak,MAE,MFE,median_hold_hours,mean_hold_hours,total_transaction_cost_bps,cost_share_of_gross_edge,funding_contribution_bps,funding_share_of_net_edge,month_concentration,state_concentration,asset_concentration
ALPHA1_C001,850,0,180.42,0.4471,-2.9427,-8.171,0.9461,0.8577,1.0609,-0.0817,-0.1056,-2.3926,-9.6152,80.4058,9,-9.5659,7.2881,8,8.0,4250.0,1.6991,-0.2283,0.0279,0.2188,0.0,0.5
ALPHA1_C002,850,0,180.42,0.4471,-2.9427,-8.171,0.9461,0.8577,1.0609,-0.0817,-0.1056,-2.3926,-9.6152,80.4058,9,-9.5659,7.2881,8,8.0,4250.0,1.6991,-0.2283,0.0279,0.2188,0.0,0.5
ALPHA1_C003,243,0,53.24,0.4856,-14.8196,-19.9407,0.8149,0.7588,0.8038,-0.1994,-0.0454,-3.5072,-9.6152,49.1454,6,-9.5659,6.8321,8,8.0,1215.0,0.3374,-0.1211,0.0061,0.428,0.0,0.5144
ALPHA1_C004,141,0,30.21,0.4681,-23.3487,-29.2006,0.8281,0.7898,0.8975,-0.292,-0.2443,-5.817,-9.793,50.5964,7,-9.7805,9.6115,24,24.0,705.0,0.2141,-0.8518,0.0292,0.2199,0.0,1.0
ALPHA1_C005,244,0,56.24,0.5041,7.8134,3.1987,1.2333,1.0896,1.0719,0.032,0.0324,-1.6634,-5.3723,18.4946,7,-5.3248,4.6945,4,4.0,1220.0,0.6399,0.3853,0.1205,0.3566,0.0,0.5533
ALPHA1_C006,397,0,84.37,0.4484,-6.2261,-11.4901,0.8707,0.7746,0.953,-0.1149,-0.0737,-2.4564,-6.2724,52.9989,13,-6.2136,4.9153,8,8.0,1985.0,0.8031,-0.264,0.023,0.2242,0.0,1.0
