strategy_id,family_id,asset,source_state_id,signal_timestamp,decision_timestamp,entry_timestamp,entry_price,direction,execution_object,exit_timestamp,exit_price,exit_reason,invalidation_reason,holding_hours,gross_bps,entry_cost_bps,exit_cost_bps,funding_bps,net_bps,gross_R,net_R,MAE,MFE,state_at_entry,state_at_exit,control_id,effective_episode_id
ALPHA1_C001,FAM_A,BTC,,2026-01-25T06:00:00+00:00,2026-01-25T06:00:00+00:00,2026-01-25T07:00:00+00:00,88802.0,LONG,perp,2026-01-25T14:00:00+00:00,88894.0,TIME_EXIT,,8,10.3601,2.5,2.5,-0.3245,5.0356,0.1036,0.0504,-0.006,0.001,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-25T14:00:00+00:00,2026-01-25T14:00:00+00:00,2026-01-25T15:00:00+00:00,88672.0,LONG,perp,2026-01-25T22:00:00+00:00,86544.0,TIME_EXIT,,8,-239.9856,2.5,2.5,-0.6592,-245.6448,-2.3999,-2.4564,-0.0251,0.0,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-25T22:00:00+00:00,2026-01-25T22:00:00+00:00,2026-01-25T23:00:00+00:00,86499.0,LONG,perp,2026-01-26T06:00:00+00:00,87773.0,TIME_EXIT,,8,147.2849,2.5,2.5,-0.6334,141.6515,1.4728,1.4165,0.0,0.0162,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-26T06:00:00+00:00,2026-01-26T06:00:00+00:00,2026-01-26T07:00:00+00:00,87902.0,LONG,perp,2026-01-26T14:00:00+00:00,87912.0,TIME_EXIT,,8,1.1376,2.5,2.5,-0.6345,-4.4969,0.0114,-0.045,-0.003,0.0029,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-26T14:00:00+00:00,2026-01-26T14:00:00+00:00,2026-01-26T15:00:00+00:00,88157.0,LONG,perp,2026-01-26T22:00:00+00:00,88022.0,TIME_EXIT,,8,-15.3136,2.5,2.5,-0.2324,-20.546,-0.1531,-0.2055,-0.0068,0.0024,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-26T22:00:00+00:00,2026-01-26T22:00:00+00:00,2026-01-26T23:00:00+00:00,88092.0,LONG,perp,2026-01-27T06:00:00+00:00,88422.0,TIME_EXIT,,8,37.4608,2.5,2.5,-0.7045,31.7563,0.3746,0.3176,0.0,0.0079,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-27T06:00:00+00:00,2026-01-27T06:00:00+00:00,2026-01-27T07:00:00+00:00,88289.0,LONG,perp,2026-01-27T14:00:00+00:00,87940.0,TIME_EXIT,,8,-39.5293,2.5,2.5,-0.7515,-45.2808,-0.3953,-0.4528,-0.0066,0.0,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-27T14:00:00+00:00,2026-01-27T14:00:00+00:00,2026-01-27T15:00:00+00:00,87703.0,LONG,perp,2026-01-27T22:00:00+00:00,89040.0,TIME_EXIT,,8,152.4463,2.5,2.5,-0.7914,146.6549,1.5245,1.4665,-0.0022,0.019,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-27T22:00:00+00:00,2026-01-27T22:00:00+00:00,2026-01-27T23:00:00+00:00,89217.0,LONG,perp,2026-01-28T06:00:00+00:00,89061.0,TIME_EXIT,,8,-17.4855,2.5,2.5,-0.8738,-23.3592,-0.1749,-0.2336,-0.0031,0.0024,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-28T06:00:00+00:00,2026-01-28T06:00:00+00:00,2026-01-28T07:00:00+00:00,89293.0,LONG,perp,2026-01-28T14:00:00+00:00,90237.0,TIME_EXIT,,8,105.7194,2.5,2.5,-0.875,99.8444,1.0572,0.9984,-0.0044,0.0106,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-28T14:00:00+00:00,2026-01-28T14:00:00+00:00,2026-01-28T15:00:00+00:00,89583.0,LONG,perp,2026-01-28T22:00:00+00:00,89378.0,TIME_EXIT,,8,-22.8838,2.5,2.5,-0.791,-28.6748,-0.2288,-0.2867,-0.0057,0.0062,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-28T22:00:00+00:00,2026-01-28T22:00:00+00:00,2026-01-28T23:00:00+00:00,89357.0,LONG,perp,2026-01-29T06:00:00+00:00,88157.0,TIME_EXIT,,8,-134.2928,2.5,2.5,-0.6345,-139.9273,-1.3429,-1.3993,-0.0168,0.0,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-29T06:00:00+00:00,2026-01-29T06:00:00+00:00,2026-01-29T07:00:00+00:00,88298.0,LONG,perp,2026-01-29T14:00:00+00:00,88028.0,TIME_EXIT,,8,-30.5783,2.5,2.5,-0.7834,-36.3617,-0.3058,-0.3636,-0.0149,0.0003,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-29T14:00:00+00:00,2026-01-29T14:00:00+00:00,2026-01-29T15:00:00+00:00,86981.0,LONG,perp,2026-01-29T22:00:00+00:00,84509.0,TIME_EXIT,,8,-284.2,2.5,2.5,-0.875,-290.075,-2.842,-2.9007,-0.0406,0.0,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-29T22:00:00+00:00,2026-01-29T22:00:00+00:00,2026-01-29T23:00:00+00:00,84538.0,LONG,perp,2026-01-30T06:00:00+00:00,82850.0,TIME_EXIT,,8,-199.6735,2.5,2.5,-0.3869,-205.0604,-1.9967,-2.0506,-0.0286,0.0012,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-30T06:00:00+00:00,2026-01-30T06:00:00+00:00,2026-01-30T07:00:00+00:00,82554.0,LONG,perp,2026-01-30T14:00:00+00:00,82708.0,TIME_EXIT,,8,18.6545,2.5,2.5,0.1377,13.7921,0.1865,0.1379,-0.0029,0.0068,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-30T14:00:00+00:00,2026-01-30T14:00:00+00:00,2026-01-30T15:00:00+00:00,83053.0,LONG,perp,2026-01-30T22:00:00+00:00,84288.0,TIME_EXIT,,8,148.7002,2.5,2.5,-0.7254,142.9748,1.487,1.4297,-0.0025,0.0149,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-30T22:00:00+00:00,2026-01-30T22:00:00+00:00,2026-01-30T23:00:00+00:00,84213.0,LONG,perp,2026-01-31T06:00:00+00:00,83963.0,TIME_EXIT,,8,-29.6866,2.5,2.5,-0.875,-35.5616,-0.2969,-0.3556,-0.0057,0.0003,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-31T06:00:00+00:00,2026-01-31T06:00:00+00:00,2026-01-31T07:00:00+00:00,83736.0,LONG,perp,2026-01-31T14:00:00+00:00,82737.0,TIME_EXIT,,8,-119.3035,2.5,2.5,-0.7768,-125.0804,-1.193,-1.2508,-0.0273,0.0,,,ALPHA1_C001,
ALPHA1_C001,FAM_A,BTC,,2026-01-31T14:00:00+00:00,2026-01-31T14:00:00+00:00,2026-01-31T15:00:00+00:00,81450.0,LONG,perp,2026-01-31T22:00:00+00:00,78292.0,TIME_EXIT,,8,-387.7225,2.5,2.5,-0.6324,-393.3549,-3.8772,-3.9335,-0.0457,0.0,,,ALPHA1_C001,
