episode_id,variant,direction,boundary,event_time,evidence_complete_time,acceptance_known_time,event_pos,terminal_pos,first_beyond_pos,acceptance_pos,rejection_pos,expiry_pos,resolution,accepted,x_known,abs_x_known,dist_boundary_known,sigma_state_known,level_known,persist_dur,cont_1,disp_1,norm_disp_1,mfd_1,mad_1,next_state_1,rej_within_1,cont_2,disp_2,norm_disp_2,mfd_2,mad_2,next_state_2,rej_within_2,cont_3,disp_3,norm_disp_3,mfd_3,mad_3,next_state_3,rej_within_3,cont_6,disp_6,norm_disp_6,mfd_6,mad_6,next_state_6,rej_within_6,cont_12,disp_12,norm_disp_12,mfd_12,mad_12,next_state_12,rej_within_12,cont_24,disp_24,norm_disp_24,mfd_24,mad_24,next_state_24,rej_within_24,time_to_rejection,time_to_next_state,next_state_first,vol_known,vol_tercile,hour,session,time_to_rekey,outcome_group
EP-d+1-b1-t111,A0_TOUCH,1,1.0,2023-07-07 15:00:00+00:00,2023-07-07 15:00:00+00:00,2023-07-07 15:00:00+00:00,111,111,111,111,-1,-1,ACCEPTED,True,2.354308930928575,2.354308930928575,1.3543089309285752,2.0,1.0902232689706246,624,1.0,0.0014067310293754964,0.0012903146258322982,0.0012903146258322982,-0.0012903146258322982,2.0,0.0,1.0,0.004666731029375315,0.004280527816821948,0.004280527816821948,-0.0012903146258322982,7.0,0.0,1.0,0.006066731029375383,0.005564668450989416,0.005564668450989416,-0.0012903146258322982,9.0,0.0,1.0,0.006506731029375379,0.0059682555074420255,0.006362670130793379,-0.0012903146258322982,10.0,0.0,1.0,0.006186731029375503,0.005674737648203875,0.006362670130793379,-0.0012903146258322982,9.0,0.0,1.0,0.004466731029375337,0.004097079154798053,0.006362670130793379,-0.0012903146258322982,7.0,0.0,,2.0,7.0,0.0006544553007808643,med,15,3,2,accepted
EP-d+1-b1-t112,A0_TOUCH,1,1.0,2023-07-07 16:00:00+00:00,2023-07-07 16:00:00+00:00,2023-07-07 16:00:00+00:00,112,112,-1,112,-1,-1,ACCEPTED,True,0.6333819196098028,0.6333819196098028,-0.36661808039019717,0.0,1.0918847646142553,455,1.0,0.003005235385744598,0.0027523375022146203,0.0027523375022146203,-0.0027523375022146203,5.0,0.0,1.0,0.004405235385744666,0.004034524089454588,0.004034524089454588,-0.0027523375022146203,7.0,0.0,1.0,0.005275235385744592,0.0048313114686678905,0.0048313114686678905,-0.0027523375022146203,8.0,0.0,1.0,0.004765235385744582,0.00436422921188763,0.0048313114686678905,-0.0027523375022146203,7.0,0.0,1.0,0.004135235385744673,0.003787245247629756,0.0048313114686678905,-0.0027523375022146203,6.0,0.0,1.0,0.004795235385744778,0.004391704638757236,0.0048313114686678905,-0.0024959001847667892,7.0,0.0,,1.0,5.0,0.0006365010021396132,med,16,4,1,accepted
EP-d+1-b1-t113,A0_TOUCH,1,1.0,2023-07-07 17:00:00+00:00,2023-07-07 17:00:00+00:00,2023-07-07 17:00:00+00:00,113,113,113,113,-1,-1,ACCEPTED,True,3.3418048996526295,3.3418048996526295,2.3418048996526295,3.0,1.092604501720705,445,1.0,0.0036854982792950963,0.003373131149918322,0.003373131149918322,-0.003373131149918322,4.0,0.0,1.0,0.004555498279295023,0.0041693936571931805,0.0041693936571931805,-0.003373131149918322,5.0,0.0,1.0,0.004135498279295158,0.0037849910674743743,0.0041693936571931805,-0.003373131149918322,5.0,0.0,1.0,0.004015498279295038,0.0036751617561259988,0.0041693936571931805,-0.003373131149918322,5.0,0.0,1.0,0.003435498279295013,0.0031443200846093585,0.0041693936571931805,-0.0031260151993847307,4.0,0.0,1.0,0.004855498279295212,0.004443966935564018,0.004443966935564018,-0.0018355207910426901,5.0,0.0,,1.0,4.0,0.0008923050932451024,high,17,4,-1,accepted
EP-d+1-b1-t114,A0_TOUCH,1,1.0,2023-07-07 18:00:00+00:00,2023-07-07 18:00:00+00:00,2023-07-07 18:00:00+00:00,114,114,114,114,-1,-1,ACCEPTED,True,1.396841093778737,1.396841093778737,0.396841093778737,1.0,1.0958920795190554,11,1.0,0.0012679204809444844,0.001156975677295638,0.001156975677295638,-0.001156975677295638,2.0,0.0,1.0,0.0008479204809446195,0.0007737262608164291,0.001156975677295638,-0.0007737262608164291,1.0,0.0,1.0,0.000837920480944554,0.0007646012747097185,0.001156975677295638,-0.0007646012747097185,1.0,0.0,1.0,0.000617920480944667,0.0005638515803635047,0.001156975677295638,-0.0005638515803635047,1.0,0.0,0.0,-0.0003220795190554959,-0.0002938971136618162,0.001156975677295638,0.0002938971136618162,0.0,1.0,1.0,0.0030779204809445737,0.0028085981625995088,0.0028085981625995088,0.001169895779900153,4.0,1.0,12.0,1.0,2.0,0.0009148144841142431,high,18,4,10,accepted
EP-d+1-b1-t137,A0_TOUCH,1,1.0,2023-07-10 17:00:00+00:00,2023-07-10 17:00:00+00:00,2023-07-10 17:00:00+00:00,137,137,-1,137,-1,-1,ACCEPTED,True,0.4643000503721604,0.4643000503721604,-0.5356999496278396,0.0,1.097806235818146,315,1.0,0.0011637641818540434,0.0010600815917088883,0.0010600815917088883,-0.0010600815917088883,2.0,0.0,1.0,0.0011137641818539379,0.001014536213691571,0.0010600815917088883,-0.001014536213691571,2.0,0.0,1.0,0.0016937641818539628,0.0015428625986913583,0.0015428625986913583,-0.001014536213691571,3.0,0.0,1.0,0.002253764181854079,0.00205297083248434,0.00205297083248434,-0.001014536213691571,4.0,0.0,1.0,0.004063764181853946,0.003701713516707622,0.003701713516707622,-0.001014536213691571,7.0,0.0,1.0,0.001173764181854109,0.0010691906673123922,0.003947658558000609,-0.0003313555434334314,2.0,0.0,,1.0,2.0,0.0005888344214801183,med,17,4,1,accepted
EP-d+1-b1-t138,A0_TOUCH,1,1.0,2023-07-10 18:00:00+00:00,2023-07-10 18:00:00+00:00,2023-07-10 18:00:00+00:00,138,138,138,138,-1,-1,ACCEPTED,True,2.083847445325463,2.083847445325463,1.0838474453254632,2.0,1.0981843620816283,20,1.0,0.0007356379183716122,0.0006698674136801559,0.0006698674136801559,-0.0006698674136801559,2.0,0.0,1.0,0.0013156379183716371,0.0011980118856162018,0.0011980118856162018,-0.0006698674136801559,2.0,0.0,1.0,0.0017156379183718151,0.0015622494524687935,0.0015622494524687935,-0.0006698674136801559,3.0,0.0,1.0,0.001775637918371764,0.0016168850874966115,0.001707944479209709,-0.0006698674136801559,3.0,0.0,1.0,0.0035456379183718134,0.003228636320818658,0.0033561194692168328,-0.0006698674136801559,5.0,0.0,1.0,0.0009656379183717867,0.0008793040146204619,0.0036019798268422157,1.3078024167973586e-05,2.0,1.0,21.0,3.0,3.0,0.0006598173369218383,med,18,4,-1,accepted
EP-d+1-b1-t149,A0_TOUCH,1,1.0,2023-07-11 05:00:00+00:00,2023-07-11 05:00:00+00:00,2023-07-11 05:00:00+00:00,149,149,149,149,-1,-1,ACCEPTED,True,1.4056997514279412,1.4056997514279412,0.40569975142794124,1.0,1.1015986237391275,2,1.0,0.00013137626087256216,0.00011925964506621761,0.00011925964506621761,-0.00011925964506621761,1.0,0.0,1.0,0.0003613762608725146,0.00032804712450157624,0.00032804712450157624,-0.00011925964506621761,1.0,0.0,0.0,-0.0009086237391275898,-0.0008248228706418241,0.00032804712450157624,0.0008248228706418241,0.0,1.0,0.0,-0.0013286237391274547,-0.0012060869635237394,0.0004914460214508822,0.0012060869635237394,0.0,1.0,0.0,-0.002618623739127468,-0.00237711239166144,0.0004914460214508822,0.003112407427933921,2.0,1.0,1.0,0.001511376260872499,0.001371984521678571,0.001371984521678571,0.003112407427933921,3.0,1.0,3.0,9.0,3.0,0.0006071419480867044,med,5,1,-1,accepted
EP-d+1-b1-t172,A0_TOUCH,1,1.0,2023-07-12 04:00:00+00:00,2023-07-12 04:00:00+00:00,2023-07-12 04:00:00+00:00,172,172,-1,172,-1,-1,ACCEPTED,True,0.6702433991651329,0.6702433991651329,-0.32975660083486713,0.0,1.1029756217908253,1,1.0,0.00013437820917472365,0.00012183243810642255,0.00012183243810642255,-0.00012183243810642255,1.0,0.0,0.0,-2.562179082521432e-05,-2.3229698208210612e-05,0.00012183243810642255,2.3229698208210612e-05,0.0,1.0,1.0,0.0006243782091746031,0.0005660852305700495,0.0005660852305700495,2.3229698208210612e-05,1.0,1.0,0.0,-0.00025562179082538883,-0.00023175651916073484,0.0005660852305700495,0.0006578765445851082,0.0,1.0,1.0,0.006814378209174743,0.006178176629244723,0.006178176629244723,0.0013559880755994941,9.0,1.0,1.0,0.01149437820917476,0.010421244116449404,0.010421244116449404,0.0013559880755994941,14.0,1.0,2.0,1.0,1.0,0.0007578938923351117,med,4,1,4,accepted
EP-d+1-b1-t183,A0_TOUCH,1,1.0,2023-07-12 15:00:00+00:00,2023-07-12 15:00:00+00:00,2023-07-12 15:00:00+00:00,183,183,183,183,-1,-1,ACCEPTED,True,2.0206842055826195,2.0206842055826195,1.0206842055826195,2.0,1.1046931363685062,212,1.0,0.005096863631493864,0.004613827554183011,0.004613827554183011,-0.004613827554183011,5.0,0.0,1.0,0.0073268636314938185,0.006632487692989256,0.006632487692989256,-0.004613827554183011,7.0,0.0,1.0,0.0075068636314938875,0.0067954288701126955,0.0067954288701126955,-0.004613827554183011,7.0,0.0,1.0,0.009126863631493842,0.00826189946422305,0.00826189946422305,-0.004613827554183011,9.0,0.0,1.0,0.009126863631493842,0.00826189946422305,0.008470102079436211,-0.004613827554183011,9.0,0.0,1.0,0.01325686363149381,0.012000494250442733,0.012000494250442733,-0.004613827554183011,13.0,0.0,,1.0,5.0,0.000990028397761654,high,15,3,17,accepted
EP-d+1-b1-t184,A0_TOUCH,1,1.0,2023-07-12 16:00:00+00:00,2023-07-12 16:00:00+00:00,2023-07-12 16:00:00+00:00,184,184,184,184,-1,-1,ACCEPTED,True,2.895690847037175,2.895690847037175,1.8956908470371752,2.0,1.1071828400565114,186,1.0,0.004837159943488656,0.004368889914552653,0.004368889914552653,-0.004368889914552653,4.0,0.0,1.0,0.005017159943488725,0.00453146468855374,0.00453146468855374,-0.004368889914552653,4.0,0.0,1.0,0.006007159943488549,0.005425625945559218,0.005425625945559218,-0.004368889914552653,5.0,0.0,1.0,0.00651715994348856,0.005886254471895463,0.005994637654562922,-0.004368889914552653,5.0,0.0,1.0,0.007287159943488719,0.006581713227344435,0.006581713227344435,-0.004368889914552653,6.0,0.0,1.0,0.012227159943488664,0.011043487580483619,0.011043487580483619,-0.004368889914552653,9.0,0.0,,1.0,4.0,0.001240709149862631,high,16,4,16,accepted
