event_id,decision_id,family,direction,decision,split,pos,requested_f_pct,admitted_f_pct,model_heat_before,model_heat_after,one_R_budget_account_ccy,target_notional_account_ccy,one_R_price_move_bps,known_time,translation_status,translation_id,account_snapshot_id
EUR_ORIGIN_202403280800,DEC-EUR_ORIGIN_202403280800,B,SHORT,ACCEPT_FULL,inner_sel,2.449756,0.3,0.3,0.3,0.6,0.003,3.000326215439,9.998912733431,2024-03-28T09:00:00+00:00,ECONOMIC_TARGET,TR-87ea0d57093303e67fc1ca6ad33374ad,SNP-fbb8d6f55df6a7fc53a6c4c9fed4b2ba
EUR_ORIGIN_202403281200,DEC-EUR_ORIGIN_202403281200,B,SHORT,ACCEPT_FULL,inner_sel,1.568038,0.3,0.3,0.3,0.6,0.003,1.920446183603,15.62136979216,2024-03-28T13:00:00+00:00,ECONOMIC_TARGET,TR-3826e978cdaa44013a176a3cd3a68d0b,SNP-2ea1afaaa79207b59d05f1227114d67a
EUR_ORIGIN_202403290600,DEC-EUR_ORIGIN_202403290600,B,SHORT,ACCEPT_FULL,inner_sel,3.600722,0.3,0.3,0.0,0.3,0.003,4.409965816842,6.80277381866,2024-03-29T07:00:00+00:00,ECONOMIC_TARGET,TR-2e46a267615d1aaf2230831d556c60cf,SNP-4e63966af9a69b4b00081faf3a1c44f0
EUR_ORIGIN_202404020600,DEC-EUR_ORIGIN_202404020600,A,LONG,ACCEPT_FULL,inner_sel,5.27255,0.7,0.7,0.0,0.7,0.007,15.067566369967,4.645740279567,2024-04-02T08:00:00+00:00,ECONOMIC_TARGET,TR-9ed8aedf80ae698ada2a492e244c6de3,SNP-8ec8829c0cde445891805e1f1415b6d7
EUR_ORIGIN_202404031300,DEC-EUR_ORIGIN_202404031300,A,LONG,ACCEPT_FULL,inner_sel,2.430136,0.7,0.7,0.0,0.7,0.007,6.94469221461,10.07964036948,2024-04-03T15:00:00+00:00,ECONOMIC_TARGET,TR-7cea9fa663b888bcdb57195dafe84745,SNP-4ff3374e24aa015f65a2a26812462b4f
EUR_ORIGIN_202404031700,DEC-EUR_ORIGIN_202404031700,A,LONG,REJECT_HEAT_CAP,inner_sel,5.459527,0.7,0.0,0.7,0.7,0.0,0.0,0.0,2024-04-03T19:00:00+00:00,NO_EXPOSURE,TR-28fd756da95fed85a8b888ca4e413af6,SNP-b93829506cb49ec07ce89cc0dc7e5a13
EUR_ORIGIN_202404040500,DEC-EUR_ORIGIN_202404040500,A,LONG,ACCEPT_FULL,inner_sel,4.431703,0.7,0.7,0.0,0.7,0.007,12.664647552909,5.527196845199,2024-04-04T07:00:00+00:00,ECONOMIC_TARGET,TR-f18d27ff9492e25008b896e01536a2cc,SNP-9cd65778d47cf845afc54a79d52bd8df
EUR_ORIGIN_202404041700,DEC-EUR_ORIGIN_202404041700,B,SHORT,ACCEPT_FULL,inner_sel,0.733583,0.3,0.3,0.0,0.3,0.003,0.898452407786,33.390750294655,2024-04-04T18:00:00+00:00,ECONOMIC_TARGET,TR-7e86114a3d005c6d06d34edb59c302da,SNP-70b8eabb957677fbfc60132a1f2b5e57
EUR_ORIGIN_202404050600,DEC-EUR_ORIGIN_202404050600,A,LONG,ACCEPT_FULL,inner_sel,2.663307,0.7,0.7,0.0,0.7,0.007,7.61103477694,9.197172533239,2024-04-05T08:00:00+00:00,ECONOMIC_TARGET,TR-109bb16dfcae18c76f86b9778b51e062,SNP-962ae901cb12fb9b820c400a9f792c4c
EUR_ORIGIN_202404051400,DEC-EUR_ORIGIN_202404051400,A,LONG,ACCEPT_FULL,inner_sel,3.836961,0.7,0.7,0.0,0.7,0.007,10.965029816906,6.383931568711,2024-04-05T16:00:00+00:00,ECONOMIC_TARGET,TR-abdb91d49916b7355032effbb76b16d9,SNP-56b37f75e989b74ab456998a9607c2d5
EUR_ORIGIN_202404080000,DEC-EUR_ORIGIN_202404080000,A,LONG,ACCEPT_FULL,inner_sel,5.72354,0.7,0.7,0.0,0.7,0.007,16.35637804647,4.279676087281,2024-04-08T02:00:00+00:00,ECONOMIC_TARGET,TR-44525bc42e85412c88b9484b5b69a83a,SNP-34d786d83138d6b610fb9498c6a7b8b6
EUR_ORIGIN_202404082000,DEC-EUR_ORIGIN_202404082000,A,LONG,ACCEPT_FULL,inner_sel,4.702927,0.7,0.7,0.0,0.7,0.007,13.439734009414,5.208436413322,2024-04-08T22:00:00+00:00,ECONOMIC_TARGET,TR-ccf6a3cb13f4d26a26a06a4b918d16ec,SNP-b9861487244345128f2930774bc25b41
EUR_ORIGIN_202404101100,DEC-EUR_ORIGIN_202404101100,B,SHORT,ACCEPT_FULL,inner_sel,0.813887,0.3,0.3,0.0,0.3,0.003,0.996804307883,30.096178119156,2024-04-10T12:00:00+00:00,ECONOMIC_TARGET,TR-4d0b6e3f87851623ba2a6f1f59a448d7,SNP-ca175e42cb4826fb3ff4c32e51f6acf3
EUR_ORIGIN_202404101500,DEC-EUR_ORIGIN_202404101500,B,SHORT,ACCEPT_FULL,inner_sel,1.085693,0.3,0.3,0.3,0.6,0.003,1.329697288486,22.561526040381,2024-04-10T16:00:00+00:00,ECONOMIC_TARGET,TR-078352a7d0a01d47f665147a9c3f9b7f,SNP-27b4a50b0801cecfe2b294100ffea82d
EUR_ORIGIN_202404111100,DEC-EUR_ORIGIN_202404111100,B,SHORT,ACCEPT_FULL,inner_sel,0.834079,0.3,0.3,0.0,0.3,0.003,1.021534092513,29.367595482008,2024-04-11T12:00:00+00:00,ECONOMIC_TARGET,TR-4cbb30c0d4c312c095d0cbd57adc70b2,SNP-170c2048251cb1303aa669d41daa2e37
EUR_ORIGIN_202404111300,DEC-EUR_ORIGIN_202404111300,B,SHORT,ACCEPT_FULL,inner_sel,1.118836,0.3,0.3,0.3,0.6,0.003,1.370288512499,21.893199662966,2024-04-11T14:00:00+00:00,ECONOMIC_TARGET,TR-bf0fba42afd3dbd484f05dd8d05510f0,SNP-0a0413deb96f671a8dbf493df391025a
EUR_ORIGIN_202404120500,DEC-EUR_ORIGIN_202404120500,B,SHORT,ACCEPT_FULL,inner_sel,3.563635,0.3,0.3,0.0,0.3,0.003,4.364543994964,6.87357030531,2024-04-12T06:00:00+00:00,ECONOMIC_TARGET,TR-c8c235dc30a31091ddb1d084e054c36f,SNP-c484197c31555d83aac636339dad630c
EUR_ORIGIN_202404121100,DEC-EUR_ORIGIN_202404121100,B,SHORT,ACCEPT_FULL,inner_sel,0.900041,0.3,0.3,0.0,0.3,0.003,1.102320085105,27.215325571367,2024-04-12T12:00:00+00:00,ECONOMIC_TARGET,TR-fb02324306e2d44f3e6775137537d169,SNP-485a2c9f42e738529eb9d172b1adcbbf
EUR_ORIGIN_202404121300,DEC-EUR_ORIGIN_202404121300,B,SHORT,ACCEPT_FULL,inner_sel,1.806376,0.3,0.3,0.3,0.6,0.003,2.212349430907,13.56024486046,2024-04-12T14:00:00+00:00,ECONOMIC_TARGET,TR-a7d0fd9b707a0e17679d8000a2f7018b,SNP-dcf58b0589a5093eac705ff972db25d4
EUR_ORIGIN_202404190000,DEC-EUR_ORIGIN_202404190000,B,SHORT,ACCEPT_FULL,inner_sel,0.533187,0.3,0.3,0.0,0.3,0.003,0.653018642574,45.940495483815,2024-04-19T01:00:00+00:00,ECONOMIC_TARGET,TR-81a33eb67439eabb26c0f2257bc41cd3,SNP-d609a2cc5062f3eed4ec6331cf536ea1
EUR_ORIGIN_202404221000,DEC-EUR_ORIGIN_202404221000,B,SHORT,ACCEPT_FULL,inner_sel,18.187813,0.3,0.3,0.0,0.3,0.003,22.275430454511,1.346775320965,2024-04-22T11:00:00+00:00,ECONOMIC_TARGET,TR-80ba938219a8b76b3abe3dbc44c8558d,SNP-6fda147fe3155d2c5fcf2a4727f411b6
EUR_ORIGIN_202404230600,DEC-EUR_ORIGIN_202404230600,A,LONG,ACCEPT_FULL,inner_sel,4.617028,0.7,0.7,0.0,0.7,0.007,13.194257552598,5.305338305013,2024-04-23T08:00:00+00:00,ECONOMIC_TARGET,TR-9e7c87e64768df27be8f63780b446202,SNP-6ffea31f2263ebe1e80bb0862245658c
EUR_ORIGIN_202404231000,DEC-EUR_ORIGIN_202404231000,A,LONG,REJECT_HEAT_CAP,inner_sel,1.488344,0.7,0.0,0.7,0.7,0.0,0.0,0.0,2024-04-23T12:00:00+00:00,NO_EXPOSURE,TR-8e49e9c168cdcb8f0cb68e6846f29bd1,SNP-d392835b216833b18c279fca6e844ae8
EUR_ORIGIN_202404261000,DEC-EUR_ORIGIN_202404261000,B,SHORT,ACCEPT_FULL,inner_sel,1.325819,0.3,0.3,0.0,0.3,0.003,1.62378954396,18.475300639539,2024-04-26T11:00:00+00:00,ECONOMIC_TARGET,TR-50a3bd99186393ab3ddb24e9877bd71d,SNP-ffcf1a122d75ab57894d31e6a7c2885c
EUR_ORIGIN_202404290300,DEC-EUR_ORIGIN_202404290300,B,SHORT,ACCEPT_FULL,inner_sel,0.116431,0.3,0.3,0.0,0.3,0.003,0.142598860417,210.380362874313,2024-04-29T04:00:00+00:00,ECONOMIC_TARGET,TR-763b5c18c423e9f6a89c428099f114b5,SNP-003abba5d3673d58d531c40213f536dd
EUR_ORIGIN_202404290600,DEC-EUR_ORIGIN_202404290600,B,SHORT,ACCEPT_FULL,inner_sel,0.235354,0.3,0.3,0.3,0.6,0.003,0.288248119676,104.077001555873,2024-04-29T07:00:00+00:00,ECONOMIC_TARGET,TR-ad03b6986b485bb0f62cbec532d8df08,SNP-adbb4fa14de4a6ab39ae01483c61bbdc
EUR_ORIGIN_202404291500,DEC-EUR_ORIGIN_202404291500,B,SHORT,ACCEPT_FULL,inner_sel,0.363755,0.3,0.3,0.0,0.3,0.003,0.445506997494,67.339009642313,2024-04-29T16:00:00+00:00,ECONOMIC_TARGET,TR-1e1677e552bfac3bef9aa3b98d1a0192,SNP-9e092fbbc0242fcd557e0b0c9bdcb679
EUR_ORIGIN_202405011900,DEC-EUR_ORIGIN_202405011900,B,SHORT,ACCEPT_FULL,inner_sel,0.110383,0.3,0.3,0.0,0.3,0.003,0.135190736223,221.908696099707,2024-05-01T20:00:00+00:00,ECONOMIC_TARGET,TR-f278003e5d0e7f482387098521c4f600,SNP-e277c4e29aa8fedfd1ee1d2170bc967c
EUR_ORIGIN_202405012100,DEC-EUR_ORIGIN_202405012100,A,LONG,ACCEPT_FULL,inner_sel,0.303214,0.7,0.7,0.3,1.0,0.007,0.866505041832,80.784296248298,2024-05-01T23:00:00+00:00,ECONOMIC_TARGET,TR-546b3c1f908602cc649415ca2ae42ab5,SNP-36a53c187fc61a170c3cb4f6ad2cfa70
EUR_ORIGIN_202405020500,DEC-EUR_ORIGIN_202405020500,B,SHORT,ACCEPT_FULL,inner_sel,0.864822,0.3,0.3,0.0,0.3,0.003,1.059186512315,28.323623508416,2024-05-02T06:00:00+00:00,ECONOMIC_TARGET,TR-342f3caaad0ec30f12360490870d9cee,SNP-c419005b26f7c296ca70df18cd52327d
EUR_ORIGIN_202405060000,DEC-EUR_ORIGIN_202405060000,A,LONG,ACCEPT_FULL,inner_sel,1.846705,0.7,0.7,0.0,0.7,0.007,5.277400294845,13.264106584519,2024-05-06T02:00:00+00:00,ECONOMIC_TARGET,TR-c623b45b5d4fe56e5c6e7454a9e42a2a,SNP-dc78228d87e7f73ca2f7308d0e08b145
EUR_ORIGIN_202405091500,DEC-EUR_ORIGIN_202405091500,A,LONG,ACCEPT_FULL,inner_sel,4.624951,0.7,0.7,0.0,0.7,0.007,13.216897560973,5.29625047611,2024-05-09T17:00:00+00:00,ECONOMIC_TARGET,TR-54e808c7fb93bfddca178b504c76955f,SNP-6efecb3bb34d7291f8e68984ba3e81de
EUR_ORIGIN_202405141100,DEC-EUR_ORIGIN_202405141100,A,LONG,ACCEPT_FULL,inner_sel,1.191443,0.7,0.7,0.0,0.7,0.007,3.404831306158,20.559021492019,2024-05-14T13:00:00+00:00,ECONOMIC_TARGET,TR-7904beaab7101b937f13be6f3e2ce9cc,SNP-9bbbbd0553832250073cb65952629b01
EUR_ORIGIN_202405141300,DEC-EUR_ORIGIN_202405141300,A,LONG,REJECT_HEAT_CAP,inner_sel,2.48359,0.7,0.0,0.7,0.7,0.0,0.0,0.0,2024-05-14T15:00:00+00:00,NO_EXPOSURE,TR-6e94557010e806f48edb5c859f12ff74,SNP-67e79692de6275f834a159c880be4d2b
EUR_ORIGIN_202405141600,DEC-EUR_ORIGIN_202405141600,A,LONG,REJECT_HEAT_CAP,inner_sel,4.044888,0.7,0.0,0.7,0.7,0.0,0.0,0.0,2024-05-14T18:00:00+00:00,NO_EXPOSURE,TR-1cd753c6972796da9f5deb0e773ddf8e,SNP-8241e79561650b1fb034959f39baf767
EUR_ORIGIN_202405150600,DEC-EUR_ORIGIN_202405150600,B,SHORT,ACCEPT_FULL,inner_sel,0.745257,0.3,0.3,0.0,0.3,0.003,0.912749081185,32.867740563543,2024-05-15T07:00:00+00:00,ECONOMIC_TARGET,TR-b14cd1b721f1c845e00a983f8f7ac643,SNP-ee31a91011b55a5a00209aaea1aa769e
EUR_ORIGIN_202405151500,DEC-EUR_ORIGIN_202405151500,A,LONG,ACCEPT_FULL,inner_sel,1.149542,0.7,0.7,0.0,0.7,0.007,3.285088716224,21.308404748492,2024-05-15T17:00:00+00:00,ECONOMIC_TARGET,TR-5b27d9f8bf729f977ceffb88b1bd885d,SNP-5ca3b1b465f1bb4954880249c36cb530
EUR_ORIGIN_202405151700,DEC-EUR_ORIGIN_202405151700,A,LONG,REJECT_HEAT_CAP,inner_sel,1.203864,0.7,0.0,0.7,0.7,0.0,0.0,0.0,2024-05-15T19:00:00+00:00,NO_EXPOSURE,TR-a43feb7a61af842263a1ec94892d27bb,SNP-b503b09e8d41918f120124a1b8876640
EUR_ORIGIN_202405152300,DEC-EUR_ORIGIN_202405152300,B,SHORT,ACCEPT_FULL,inner_sel,0.444421,0.3,0.3,0.0,0.3,0.003,0.544301921418,55.116469039538,2024-05-16T00:00:00+00:00,ECONOMIC_TARGET,TR-de9dc8f1c105887291a3934f41a35512,SNP-b5f3516164eb72f214fd26bd766a8b55
EUR_ORIGIN_202405160700,DEC-EUR_ORIGIN_202405160700,A,LONG,ACCEPT_FULL,inner_sel,0.867074,0.7,0.7,0.0,0.7,0.007,2.477870031614,28.250069255817,2024-05-16T09:00:00+00:00,ECONOMIC_TARGET,TR-f2de014cb6f4972abf2b02d0d4065160,SNP-c2724a4aa424c68753f5df446ba76fde
EUR_ORIGIN_202405161100,DEC-EUR_ORIGIN_202405161100,A,LONG,REJECT_HEAT_CAP,inner_sel,0.758355,0.7,0.0,0.7,0.7,0.0,0.0,0.0,2024-05-16T13:00:00+00:00,NO_EXPOSURE,TR-5766600b9c1077e5aba988bca6211f6e,SNP-91cb9500a9eeda66fde1c9ced6728d76
EUR_ORIGIN_202405201100,DEC-EUR_ORIGIN_202405201100,A,LONG,ACCEPT_FULL,inner_sel,0.914962,0.7,0.7,0.0,0.7,0.007,2.614722635358,26.771482012439,2024-05-20T13:00:00+00:00,ECONOMIC_TARGET,TR-cd4d791f1783bdaa6c00f1afc6586245,SNP-0550fde9def2304ac12ace6462ab06e3
EUR_ORIGIN_202405230700,DEC-EUR_ORIGIN_202405230700,A,LONG,ACCEPT_FULL,inner_sel,1.540731,0.7,0.7,0.0,0.7,0.007,4.403005677004,15.898230693999,2024-05-23T09:00:00+00:00,ECONOMIC_TARGET,TR-2afe807d1310ce525dfe495bd68dd823,SNP-f4012819c1b4999da385ead8b4a4f673
EUR_ORIGIN_202405231100,DEC-EUR_ORIGIN_202405231100,A,LONG,REJECT_HEAT_CAP,inner_sel,1.054803,0.7,0.0,0.7,0.7,0.0,0.0,0.0,2024-05-23T13:00:00+00:00,NO_EXPOSURE,TR-21c41f65b1bbc4b19e5f4fdfde994524,SNP-243a89b8b845d35720524e54c689a76d
EUR_ORIGIN_202405231300,DEC-EUR_ORIGIN_202405231300,B,SHORT,ACCEPT_FULL,inner_sel,0.975926,0.3,0.3,0.7,1.0,0.003,1.195260858934,25.099123572703,2024-05-23T14:00:00+00:00,ECONOMIC_TARGET,TR-838cc6178600885e5f9e79a57830223c,SNP-390ab6b07b15237b5b2b9452cff0980e
EUR_ORIGIN_202405231600,DEC-EUR_ORIGIN_202405231600,B,SHORT,ACCEPT_FULL,inner_sel,3.747991,0.3,0.3,0.3,0.6,0.003,4.59033220888,6.535474696573,2024-05-23T17:00:00+00:00,ECONOMIC_TARGET,TR-7c3e9932925b6bea887c785da15c1f58,SNP-9320e227a27c86393465242c116f455d
EUR_ORIGIN_202405270800,DEC-EUR_ORIGIN_202405270800,A,LONG,ACCEPT_FULL,inner_sel,5.237851,0.7,0.7,0.0,0.7,0.007,14.96840515239,4.676516922634,2024-05-27T10:00:00+00:00,ECONOMIC_TARGET,TR-8348fe62217eb39125d2ba4cd4c02efc,SNP-7eea1c78e0870554eca1edcc49f12756
EUR_ORIGIN_202405271100,DEC-EUR_ORIGIN_202405271100,B,SHORT,ACCEPT_FULL,inner_sel,1.905798,0.3,0.3,0.7,1.0,0.003,2.334115951824,12.852831915463,2024-05-27T12:00:00+00:00,ECONOMIC_TARGET,TR-1072f1461e40aeddb6cfab7a1c9b3ff6,SNP-0959d6ada41f54103df732658424ebab
EUR_ORIGIN_202405281100,DEC-EUR_ORIGIN_202405281100,B,SHORT,ACCEPT_FULL,inner_sel,1.742304,0.3,0.3,0.0,0.3,0.003,2.133877873312,14.058911419064,2024-05-28T12:00:00+00:00,ECONOMIC_TARGET,TR-93d2b924c6f9d0db5961ea69476c977f,SNP-c9fcd099a24ef1321499ee2310bbefd8
EUR_ORIGIN_202405281300,DEC-EUR_ORIGIN_202405281300,A,LONG,ACCEPT_FULL,inner_sel,5.033135,0.7,0.7,0.3,1.0,0.007,14.383381955487,4.866727464836,2024-05-28T15:00:00+00:00,ECONOMIC_TARGET,TR-356d6fe411bb9359950f4bc4ece8891e,SNP-5a1534f0d355ec66d775190736889e4b
EUR_ORIGIN_202405290700,DEC-EUR_ORIGIN_202405290700,B,SHORT,ACCEPT_FULL,inner_sel,3.644319,0.3,0.3,0.0,0.3,0.003,4.463360812454,6.72139252473,2024-05-29T08:00:00+00:00,ECONOMIC_TARGET,TR-2fa6e6c3e1369bd3b20060f8fa9b09f9,SNP-9a9238f0b3c4fd98114888e2d67e5463
EUR_ORIGIN_202405291100,DEC-EUR_ORIGIN_202405291100,B,SHORT,ACCEPT_FULL,inner_sel,1.807514,0.3,0.3,0.3,0.6,0.003,2.213743447994,13.551705834378,2024-05-29T12:00:00+00:00,ECONOMIC_TARGET,TR-a1a2a32f3609b9fbfe34fbbc5ff0cf03,SNP-559383b4d8c29361f9603434a4e5a8c5
EUR_ORIGIN_202405291300,DEC-EUR_ORIGIN_202405291300,B,SHORT,ACCEPT_FULL,inner_sel,2.061477,0.3,0.3,0.3,0.6,0.003,2.524783321592,11.882207769449,2024-05-29T14:00:00+00:00,ECONOMIC_TARGET,TR-fe0af476f838c695fd72d343c7c80ba1,SNP-4457ee22bc4d771b1f4a50d14c543b33
EUR_ORIGIN_202405310700,DEC-EUR_ORIGIN_202405310700,A,LONG,ACCEPT_FULL,inner_sel,1.020056,0.7,0.7,0.0,0.7,0.007,2.915054171475,24.013275871504,2024-05-31T09:00:00+00:00,ECONOMIC_TARGET,TR-7a5014d044013641329afe071c826364,SNP-38b387f8dad23ed32a7531b248e61218
EUR_ORIGIN_202405311200,DEC-EUR_ORIGIN_202405311200,B,SHORT,ACCEPT_FULL,inner_sel,0.603652,0.3,0.3,0.7,1.0,0.003,0.739319326366,40.577865247299,2024-05-31T13:00:00+00:00,ECONOMIC_TARGET,TR-634e9a5a073ac7697b80d64315128d62,SNP-5ac9a96bbc7faf6ca0fe9ee8a2fbc7b6
EUR_ORIGIN_202406030600,DEC-EUR_ORIGIN_202406030600,B,SHORT,ACCEPT_FULL,inner_sel,1.389027,0.3,0.3,0.0,0.3,0.003,1.701203358602,17.634576047777,2024-06-03T07:00:00+00:00,ECONOMIC_TARGET,TR-6e3b85cde4817ef96a9682b6c767190b,SNP-ebd784ce2150050b2678549f65403c6e
EUR_ORIGIN_202406031300,DEC-EUR_ORIGIN_202406031300,B,SHORT,ACCEPT_FULL,inner_sel,0.796945,0.3,0.3,0.0,0.3,0.003,0.976054229285,30.735997140216,2024-06-03T14:00:00+00:00,ECONOMIC_TARGET,TR-5b576f6a7074d6b1dee74f86f93f9e57,SNP-e4d8fbf87c5a861b7a218639b33c270c
EUR_ORIGIN_202406031700,DEC-EUR_ORIGIN_202406031700,A,LONG,ACCEPT_FULL,inner_sel,1.506475,0.7,0.7,0.3,1.0,0.007,4.305110584096,16.259744931661,2024-06-03T19:00:00+00:00,ECONOMIC_TARGET,TR-07c76d8deb8be2dd312a27875e6db20a,SNP-9267499f9829711aca6348471dd539c2
EUR_ORIGIN_202406032300,DEC-EUR_ORIGIN_202406032300,A,LONG,ACCEPT_FULL,inner_sel,1.10616,0.7,0.7,0.0,0.7,0.007,3.161114755996,22.144086945032,2024-06-04T01:00:00+00:00,ECONOMIC_TARGET,TR-9db1a1032b3a88136f375b771e594fd6,SNP-22a601ab9b0295d83d1627cf5be6acfe
EUR_ORIGIN_202406040600,DEC-EUR_ORIGIN_202406040600,B,SHORT,ACCEPT_FULL,inner_sel,0.938305,0.3,0.3,0.0,0.3,0.003,1.149183945462,26.105481301282,2024-06-04T07:00:00+00:00,ECONOMIC_TARGET,TR-a27ffcf311bcd1ff115535215347d35c,SNP-82b5eb76a7db64334753b4a55692d64b
EUR_ORIGIN_202406040800,DEC-EUR_ORIGIN_202406040800,B,SHORT,ACCEPT_FULL,inner_sel,0.956778,0.3,0.3,0.3,0.6,0.003,1.171809363558,25.601433930264,2024-06-04T09:00:00+00:00,ECONOMIC_TARGET,TR-1e0ce0407e6e31713448f3b722257812,SNP-5a1b7f11c72b44f5a9569506ecbdf3ff
EUR_ORIGIN_202406041200,DEC-EUR_ORIGIN_202406041200,B,SHORT,ACCEPT_FULL,inner_sel,0.963904,0.3,0.3,0.3,0.6,0.003,1.180536956076,25.41216507082,2024-06-04T13:00:00+00:00,ECONOMIC_TARGET,TR-55d185ba2cdac1069842061731e78df2,SNP-8096f5a4d5279523de371e1b6012b427
EUR_ORIGIN_202406051300,DEC-EUR_ORIGIN_202406051300,A,LONG,ACCEPT_FULL,inner_sel,0.605918,0.7,0.7,0.0,0.7,0.007,1.731554817092,40.426095269422,2024-06-05T15:00:00+00:00,ECONOMIC_TARGET,TR-55d68ed9245728d00b6476ad67e9fdc3,SNP-a42ecf79aead5d5955a995885e750708
EUR_ORIGIN_202406061100,DEC-EUR_ORIGIN_202406061100,A,LONG,ACCEPT_FULL,inner_sel,1.638095,0.7,0.7,0.0,0.7,0.007,4.681245708224,14.953284737229,2024-06-06T13:00:00+00:00,ECONOMIC_TARGET,TR-520ac61f2bd2444b325ef32cccbe4603,SNP-f07ce6ea7d80365d1a525d3da14b348e
EUR_ORIGIN_202406071500,DEC-EUR_ORIGIN_202406071500,B,SHORT,ACCEPT_FULL,inner_sel,0.905853,0.3,0.3,0.0,0.3,0.003,1.109438511794,27.040705438898,2024-06-07T16:00:00+00:00,ECONOMIC_TARGET,TR-0d04246fa0babddbb41f4cd0a49508ce,SNP-7066c5616ac77588a18a8b86b68be761
EUR_ORIGIN_202406100000,DEC-EUR_ORIGIN_202406100000,B,SHORT,ACCEPT_FULL,inner_sel,2.362289,0.3,0.3,0.0,0.3,0.003,2.893201220488,10.369137060897,2024-06-10T01:00:00+00:00,ECONOMIC_TARGET,TR-801254ad3447d873e0047946126f6aee,SNP-b063edc9746036cb9029cc3a1c1ffe75
EUR_ORIGIN_202406101000,DEC-EUR_ORIGIN_202406101000,A,LONG,ACCEPT_FULL,inner_sel,2.619582,0.7,0.7,0.0,0.7,0.007,7.486078293811,9.350690341813,2024-06-10T12:00:00+00:00,ECONOMIC_TARGET,TR-4a27c715c4cff4a67554ed034edce339,SNP-3a553280fd5eeda3c61eab9459e10ec6
EUR_ORIGIN_202406101400,DEC-EUR_ORIGIN_202406101400,A,LONG,REJECT_HEAT_CAP,inner_sel,3.137571,0.7,0.0,0.7,0.7,0.0,0.0,0.0,2024-06-10T16:00:00+00:00,NO_EXPOSURE,TR-c2b6a95695b05366592c0b3efa48b14a,SNP-3d8f82b99d5d9880f2193422110b783c
EUR_ORIGIN_202406110700,DEC-EUR_ORIGIN_202406110700,B,SHORT,ACCEPT_FULL,inner_sel,1.862164,0.3,0.3,0.0,0.3,0.003,2.280675815717,13.153995755671,2024-06-11T08:00:00+00:00,ECONOMIC_TARGET,TR-57ce4fc190ee7bfcbfc294447be863d8,SNP-55e60f0c141886dbc6be8f8a92fa8dd6
EUR_ORIGIN_202406121500,DEC-EUR_ORIGIN_202406121500,A,LONG,ACCEPT_FULL,inner_sel,0.479547,0.7,0.7,0.0,0.7,0.007,1.370418603485,51.079283236529,2024-06-12T17:00:00+00:00,ECONOMIC_TARGET,TR-cd6dc17ad53d0efb7b15fce44a7675fc,SNP-a90b2584018a5a221f128831b36a1e93
EUR_ORIGIN_202406121700,DEC-EUR_ORIGIN_202406121700,A,LONG,REJECT_HEAT_CAP,inner_sel,0.476039,0.7,0.0,0.7,0.7,0.0,0.0,0.0,2024-06-12T19:00:00+00:00,NO_EXPOSURE,TR-a24e8a80db24dc97bcd03f5704ca1297,SNP-efe169e305295b5db7ec775fd4d076c9
EUR_ORIGIN_202406131300,DEC-EUR_ORIGIN_202406131300,B,SHORT,ACCEPT_FULL,inner_sel,1.01496,0.3,0.3,0.0,0.3,0.003,1.243066453126,24.133866636461,2024-06-13T14:00:00+00:00,ECONOMIC_TARGET,TR-a9c71a2eba0b9a44ad4c491a9f63392e,SNP-bd9f35d374d8b311cf08e579fc1cbd58
EUR_ORIGIN_202406140600,DEC-EUR_ORIGIN_202406140600,B,SHORT,ACCEPT_FULL,inner_sel,1.710334,0.3,0.3,0.0,0.3,0.003,2.094722293316,14.321707510212,2024-06-14T07:00:00+00:00,ECONOMIC_TARGET,TR-04be98b0ba38ed7e10f4e190ebeb0493,SNP-f7a0c0243ab7f387b11f3ba7b67fd451
EUR_ORIGIN_202406141200,DEC-EUR_ORIGIN_202406141200,B,SHORT,ACCEPT_FULL,inner_sel,1.550771,0.3,0.3,0.0,0.3,0.003,1.899298501118,15.795305467963,2024-06-14T13:00:00+00:00,ECONOMIC_TARGET,TR-f7baf66e0b36b51084af7048fe7dd398,SNP-ec5c4fbe229a21d2301f1014ed44aa17
EUR_ORIGIN_202406200600,DEC-EUR_ORIGIN_202406200600,A,LONG,ACCEPT_FULL,inner_sel,1.997094,0.7,0.7,0.0,0.7,0.007,5.70717106454,12.265271043816,2024-06-20T08:00:00+00:00,ECONOMIC_TARGET,TR-51bafe998539f0010ba06097e9ddacc7,SNP-687210520d0bade9187a4ed626fd07a0
EUR_ORIGIN_202406210600,DEC-EUR_ORIGIN_202406210600,B,SHORT,ACCEPT_FULL,inner_sel,1.534368,0.3,0.3,0.0,0.3,0.003,1.879209273539,15.964161321697,2024-06-21T07:00:00+00:00,ECONOMIC_TARGET,TR-bbab3fdc30e6f3a27d9e3fcf08da0402,SNP-0d3aac09f4fb8b17c835d0b96466f9a6
EUR_ORIGIN_202406242300,DEC-EUR_ORIGIN_202406242300,B,SHORT,ACCEPT_FULL,inner_sel,1.032254,0.3,0.3,0.0,0.3,0.003,1.264247706775,23.729526926747,2024-06-25T00:00:00+00:00,ECONOMIC_TARGET,TR-220a83d9eda9874683527c8fa858be25,SNP-467b4190dda48ad810e57df6f98b9c82
