horizon_h,n,mean_dispersion_change,mean_rmse_change,p_normalize,p_expand,leader_EUR,leader_GBP,leader_USD,leader_CHF,leader_JPY,mean_factor_vol
1,847,8.15053333731562e-05,0.0001225002211141063,0.04132231404958678,0.34946871310507677,0.13105076741440377,0.24911452184179456,0.24439197166469895,0.1487603305785124,0.2243211334120425,0.0007056041581707486
2,847,7.497227976648068e-05,5.8851393727357435e-05,0.3022432113341204,0.5336481700118064,0.1334120425029516,0.23376623376623376,0.24439197166469895,0.16056670602125148,0.2255017709563164,0.0007057091088700223
4,847,1.6428968490129605e-05,0.00013827618522247752,0.45218417945690675,0.41440377804014167,0.09445100354191263,0.22668240850059032,0.2502951593860685,0.1782762691853601,0.24793388429752067,0.0006197314855762394
6,847,3.459113875718392e-05,4.421576297911013e-05,0.48406139315230223,0.4793388429752066,0.09563164108618655,0.22786304604486424,0.23258559622195984,0.1782762691853601,0.2632821723730815,0.0006357023799182567
8,847,5.547086382368107e-06,1.6693419407751836e-05,0.5419126328217237,0.42739079102715466,0.10271546635182999,0.21605667060212513,0.24557260920897284,0.17591499409681227,0.25737898465171194,0.0005888380080979345
12,847,-2.3847337412330918e-05,8.596588554876566e-06,0.6115702479338843,0.3600944510035419,0.09208972845336481,0.21133412042502953,0.2550177095631641,0.16292798110979928,0.2762691853600944,0.0005382576671525804
24,847,-1.0076852463010922e-05,4.829570497184775e-05,0.5548996458087367,0.4167650531286895,0.0885478158205431,0.2101534828807556,0.269185360094451,0.17119244391971664,0.2585596221959858,0.0005659885703332523
48,847,9.147688620340054e-06,2.2491152192080704e-05,0.5230224321133412,0.4498229043683589,0.1180637544273908,0.2101534828807556,0.28689492325855964,0.17237308146399055,0.2101534828807556,0.0005956772202996374
