origin_currency,direction,from_h,to_h,dest_from,dest_to,count,n,prob
JPY,LIQUIDATION,2,4,EUR,GBP,10,405,0.024691358024691357
JPY,LIQUIDATION,2,4,JPY,EUR,10,405,0.024691358024691357
JPY,LIQUIDATION,2,4,USD,CHF,9,405,0.022222222222222223
JPY,LIQUIDATION,2,4,CHF,GBP,9,405,0.022222222222222223
JPY,LIQUIDATION,2,4,JPY,GBP,9,405,0.022222222222222223
JPY,LIQUIDATION,2,4,EUR,USD,8,405,0.019753086419753086
JPY,LIQUIDATION,2,4,CHF,EUR,8,405,0.019753086419753086
JPY,LIQUIDATION,2,4,GBP,USD,8,405,0.019753086419753086
JPY,LIQUIDATION,2,4,USD,JPY,7,405,0.01728395061728395
JPY,LIQUIDATION,2,4,USD,EUR,5,405,0.012345679012345678
JPY,LIQUIDATION,2,4,GBP,JPY,5,405,0.012345679012345678
JPY,LIQUIDATION,2,4,GBP,EUR,4,405,0.009876543209876543
JPY,LIQUIDATION,2,4,CHF,JPY,3,405,0.007407407407407408
JPY,LIQUIDATION,2,4,EUR,JPY,3,405,0.007407407407407408
JPY,LIQUIDATION,2,4,EUR,CHF,2,405,0.0049382716049382715
USD,ACCUMULATION,2,4,USD,USD,78,374,0.20855614973262032
USD,ACCUMULATION,2,4,GBP,GBP,53,374,0.14171122994652408
USD,ACCUMULATION,2,4,JPY,JPY,51,374,0.13636363636363635
USD,ACCUMULATION,2,4,CHF,CHF,47,374,0.12566844919786097
USD,ACCUMULATION,2,4,EUR,EUR,20,374,0.053475935828877004
USD,ACCUMULATION,2,4,GBP,USD,11,374,0.029411764705882353
USD,ACCUMULATION,2,4,CHF,GBP,10,374,0.026737967914438502
USD,ACCUMULATION,2,4,USD,GBP,10,374,0.026737967914438502
USD,ACCUMULATION,2,4,USD,JPY,10,374,0.026737967914438502
USD,ACCUMULATION,2,4,GBP,CHF,9,374,0.02406417112299465
USD,ACCUMULATION,2,4,CHF,USD,9,374,0.02406417112299465
USD,ACCUMULATION,2,4,JPY,USD,9,374,0.02406417112299465
USD,ACCUMULATION,2,4,GBP,JPY,7,374,0.01871657754010695
USD,ACCUMULATION,2,4,EUR,JPY,7,374,0.01871657754010695
USD,ACCUMULATION,2,4,JPY,GBP,6,374,0.016042780748663103
USD,ACCUMULATION,2,4,USD,EUR,5,374,0.013368983957219251
USD,ACCUMULATION,2,4,JPY,CHF,5,374,0.013368983957219251
USD,ACCUMULATION,2,4,EUR,USD,4,374,0.0106951871657754
USD,ACCUMULATION,2,4,EUR,GBP,4,374,0.0106951871657754
USD,ACCUMULATION,2,4,CHF,EUR,4,374,0.0106951871657754
USD,ACCUMULATION,2,4,CHF,JPY,4,374,0.0106951871657754
USD,ACCUMULATION,2,4,GBP,EUR,4,374,0.0106951871657754
USD,ACCUMULATION,2,4,USD,CHF,3,374,0.008021390374331552
USD,ACCUMULATION,2,4,EUR,CHF,2,374,0.0053475935828877
USD,ACCUMULATION,2,4,JPY,EUR,2,374,0.0053475935828877
USD,LIQUIDATION,2,4,USD,USD,93,459,0.20261437908496732
USD,LIQUIDATION,2,4,JPY,JPY,83,459,0.18082788671023964
USD,LIQUIDATION,2,4,GBP,GBP,64,459,0.1394335511982571
USD,LIQUIDATION,2,4,CHF,CHF,46,459,0.10021786492374728
USD,LIQUIDATION,2,4,EUR,EUR,17,459,0.037037037037037035
USD,LIQUIDATION,2,4,GBP,USD,16,459,0.034858387799564274
USD,LIQUIDATION,2,4,CHF,USD,12,459,0.026143790849673203
USD,LIQUIDATION,2,4,USD,GBP,12,459,0.026143790849673203
USD,LIQUIDATION,2,4,JPY,USD,12,459,0.026143790849673203
USD,LIQUIDATION,2,4,USD,JPY,11,459,0.023965141612200435
USD,LIQUIDATION,2,4,JPY,CHF,9,459,0.0196078431372549
USD,LIQUIDATION,2,4,JPY,EUR,8,459,0.017429193899782137
USD,LIQUIDATION,2,4,CHF,JPY,8,459,0.017429193899782137
USD,LIQUIDATION,2,4,USD,CHF,7,459,0.015250544662309368
USD,LIQUIDATION,2,4,GBP,JPY,7,459,0.015250544662309368
USD,LIQUIDATION,2,4,GBP,CHF,7,459,0.015250544662309368
USD,LIQUIDATION,2,4,EUR,USD,7,459,0.015250544662309368
USD,LIQUIDATION,2,4,CHF,GBP,6,459,0.013071895424836602
USD,LIQUIDATION,2,4,JPY,GBP,6,459,0.013071895424836602
USD,LIQUIDATION,2,4,EUR,CHF,5,459,0.010893246187363835
USD,LIQUIDATION,2,4,EUR,JPY,5,459,0.010893246187363835
USD,LIQUIDATION,2,4,GBP,EUR,5,459,0.010893246187363835
USD,LIQUIDATION,2,4,USD,EUR,5,459,0.010893246187363835
USD,LIQUIDATION,2,4,EUR,GBP,4,459,0.008714596949891068
USD,LIQUIDATION,2,4,CHF,EUR,4,459,0.008714596949891068
USDCHF,,2,4,GBP,GBP,39,250,0.156
USDCHF,,2,4,USD,USD,38,250,0.152
USDCHF,,2,4,JPY,JPY,21,250,0.084
USDCHF,,2,4,USD,GBP,19,250,0.076
USDCHF,,2,4,GBP,USD,12,250,0.048
USDCHF,,2,4,CHF,CHF,12,250,0.048
USDCHF,,2,4,GBP,JPY,10,250,0.04
USDCHF,,2,4,EUR,USD,10,250,0.04
USDCHF,,2,4,EUR,EUR,9,250,0.036
USDCHF,,2,4,JPY,USD,9,250,0.036
USDCHF,,2,4,USD,EUR,8,250,0.032
USDCHF,,2,4,USD,JPY,8,250,0.032
USDCHF,,2,4,USD,CHF,7,250,0.028
USDCHF,,2,4,CHF,EUR,7,250,0.028
USDCHF,,2,4,JPY,EUR,7,250,0.028
USDCHF,,2,4,JPY,GBP,6,250,0.024
USDCHF,,2,4,EUR,JPY,6,250,0.024
USDCHF,,2,4,CHF,GBP,5,250,0.02
USDCHF,,2,4,JPY,CHF,4,250,0.016
USDCHF,,2,4,CHF,USD,3,250,0.012
USDCHF,,2,4,EUR,GBP,3,250,0.012
USDCHF,,2,4,GBP,EUR,3,250,0.012
USDCHF,,2,4,EUR,CHF,2,250,0.008
USDCHF,,2,4,CHF,JPY,1,250,0.004
USDCHF,,2,4,GBP,CHF,1,250,0.004
USDJPY,,2,4,USD,USD,35,252,0.1388888888888889
USDJPY,,2,4,JPY,JPY,35,252,0.1388888888888889
USDJPY,,2,4,GBP,GBP,28,252,0.1111111111111111
USDJPY,,2,4,CHF,CHF,16,252,0.06349206349206349
USDJPY,,2,4,GBP,JPY,15,252,0.05952380952380952
USDJPY,,2,4,EUR,EUR,12,252,0.047619047619047616
USDJPY,,2,4,JPY,USD,12,252,0.047619047619047616
USDJPY,,2,4,USD,JPY,11,252,0.04365079365079365
USDJPY,,2,4,EUR,USD,9,252,0.03571428571428571
USDJPY,,2,4,GBP,USD,8,252,0.031746031746031744
USDJPY,,2,4,USD,GBP,7,252,0.027777777777777776
USDJPY,,2,4,GBP,EUR,6,252,0.023809523809523808
USDJPY,,2,4,USD,CHF,6,252,0.023809523809523808
USDJPY,,2,4,CHF,JPY,6,252,0.023809523809523808
USDJPY,,2,4,EUR,JPY,6,252,0.023809523809523808
USDJPY,,2,4,CHF,USD,5,252,0.01984126984126984
USDJPY,,2,4,EUR,CHF,5,252,0.01984126984126984
USDJPY,,2,4,EUR,GBP,5,252,0.01984126984126984
USDJPY,,2,4,JPY,EUR,5,252,0.01984126984126984
USDJPY,,2,4,JPY,CHF,4,252,0.015873015873015872
USDJPY,,2,4,GBP,CHF,4,252,0.015873015873015872
USDJPY,,2,4,USD,EUR,4,252,0.015873015873015872
USDJPY,,2,4,CHF,GBP,3,252,0.011904761904761904
USDJPY,,2,4,JPY,GBP,3,252,0.011904761904761904
USDJPY,,2,4,CHF,EUR,2,252,0.007936507936507936
,,2,4,USD,USD,130,845,0.15384615384615385
,,2,4,JPY,JPY,126,845,0.14911242603550295
,,2,4,GBP,GBP,121,845,0.14319526627218934
,,2,4,CHF,CHF,82,845,0.0970414201183432
,,2,4,EUR,EUR,36,845,0.04260355029585799
,,2,4,USD,GBP,29,845,0.03431952662721893
,,2,4,EUR,JPY,27,845,0.03195266272189349
,,2,4,JPY,USD,26,845,0.03076923076923077
,,2,4,GBP,CHF,24,845,0.028402366863905324
,,2,4,EUR,USD,23,845,0.027218934911242602
,,2,4,USD,JPY,22,845,0.02603550295857988
,,2,4,GBP,JPY,20,845,0.023668639053254437
,,2,4,GBP,USD,18,845,0.021301775147928994
,,2,4,USD,CHF,17,845,0.020118343195266272
,,2,4,CHF,GBP,15,845,0.01775147928994083
,,2,4,CHF,JPY,15,845,0.01775147928994083
,,2,4,EUR,CHF,15,845,0.01775147928994083
,,2,4,JPY,GBP,15,845,0.01775147928994083
,,2,4,GBP,EUR,15,845,0.01775147928994083
,,2,4,CHF,USD,15,845,0.01775147928994083
,,2,4,JPY,CHF,13,845,0.015384615384615385
,,2,4,EUR,GBP,12,845,0.014201183431952662
,,2,4,JPY,EUR,11,845,0.01301775147928994
,,2,4,CHF,EUR,9,845,0.010650887573964497
,,2,4,USD,EUR,9,845,0.010650887573964497
CHF,ACCUMULATION,4,6,USD,USD,106,465,0.22795698924731184
CHF,ACCUMULATION,4,6,CHF,CHF,77,465,0.16559139784946236
CHF,ACCUMULATION,4,6,JPY,JPY,65,465,0.13978494623655913
CHF,ACCUMULATION,4,6,GBP,GBP,54,465,0.11612903225806452
CHF,ACCUMULATION,4,6,EUR,EUR,27,465,0.05806451612903226
CHF,ACCUMULATION,4,6,GBP,JPY,15,465,0.03225806451612903
CHF,ACCUMULATION,4,6,GBP,USD,13,465,0.02795698924731183
CHF,ACCUMULATION,4,6,JPY,USD,10,465,0.021505376344086023
CHF,ACCUMULATION,4,6,CHF,JPY,9,465,0.01935483870967742
CHF,ACCUMULATION,4,6,GBP,CHF,9,465,0.01935483870967742
CHF,ACCUMULATION,4,6,EUR,GBP,8,465,0.017204301075268817
CHF,ACCUMULATION,4,6,USD,JPY,8,465,0.017204301075268817
CHF,ACCUMULATION,4,6,USD,CHF,8,465,0.017204301075268817
CHF,ACCUMULATION,4,6,CHF,USD,8,465,0.017204301075268817
CHF,ACCUMULATION,4,6,JPY,CHF,7,465,0.015053763440860216
CHF,ACCUMULATION,4,6,JPY,EUR,7,465,0.015053763440860216
CHF,ACCUMULATION,4,6,EUR,USD,6,465,0.012903225806451613
CHF,ACCUMULATION,4,6,GBP,EUR,5,465,0.010752688172043012
CHF,ACCUMULATION,4,6,USD,GBP,5,465,0.010752688172043012
CHF,ACCUMULATION,4,6,USD,EUR,5,465,0.010752688172043012
CHF,ACCUMULATION,4,6,CHF,EUR,3,465,0.0064516129032258064
CHF,ACCUMULATION,4,6,CHF,GBP,3,465,0.0064516129032258064
CHF,ACCUMULATION,4,6,JPY,GBP,3,465,0.0064516129032258064
CHF,ACCUMULATION,4,6,EUR,JPY,2,465,0.004301075268817204
CHF,ACCUMULATION,4,6,EUR,CHF,2,465,0.004301075268817204
CHF,LIQUIDATION,4,6,USD,USD,76,403,0.18858560794044665
CHF,LIQUIDATION,4,6,GBP,GBP,68,403,0.1687344913151365
CHF,LIQUIDATION,4,6,JPY,JPY,67,403,0.1662531017369727
CHF,LIQUIDATION,4,6,CHF,CHF,53,403,0.1315136476426799
CHF,LIQUIDATION,4,6,EUR,EUR,20,403,0.04962779156327544
CHF,LIQUIDATION,4,6,GBP,USD,15,403,0.03722084367245657
CHF,LIQUIDATION,4,6,JPY,GBP,10,403,0.02481389578163772
CHF,LIQUIDATION,4,6,JPY,USD,9,403,0.022332506203473945
CHF,LIQUIDATION,4,6,GBP,JPY,8,403,0.019851116625310174
CHF,LIQUIDATION,4,6,GBP,CHF,8,403,0.019851116625310174
CHF,LIQUIDATION,4,6,USD,CHF,7,403,0.017369727047146403
CHF,LIQUIDATION,4,6,CHF,USD,7,403,0.017369727047146403
CHF,LIQUIDATION,4,6,USD,EUR,6,403,0.01488833746898263
CHF,LIQUIDATION,4,6,CHF,GBP,6,403,0.01488833746898263
CHF,LIQUIDATION,4,6,EUR,GBP,6,403,0.01488833746898263
CHF,LIQUIDATION,4,6,USD,GBP,6,403,0.01488833746898263
CHF,LIQUIDATION,4,6,EUR,USD,6,403,0.01488833746898263
CHF,LIQUIDATION,4,6,GBP,EUR,4,403,0.009925558312655087
CHF,LIQUIDATION,4,6,EUR,CHF,4,403,0.009925558312655087
CHF,LIQUIDATION,4,6,CHF,EUR,3,403,0.007444168734491315
CHF,LIQUIDATION,4,6,CHF,JPY,3,403,0.007444168734491315
CHF,LIQUIDATION,4,6,JPY,EUR,3,403,0.007444168734491315
CHF,LIQUIDATION,4,6,JPY,CHF,3,403,0.007444168734491315
CHF,LIQUIDATION,4,6,USD,JPY,3,403,0.007444168734491315
CHF,LIQUIDATION,4,6,EUR,JPY,2,403,0.004962779156327543
CHFJPY,,4,6,USD,USD,59,258,0.22868217054263565
CHFJPY,,4,6,JPY,JPY,38,258,0.14728682170542637
CHFJPY,,4,6,GBP,GBP,33,258,0.12790697674418605
CHFJPY,,4,6,CHF,CHF,19,258,0.07364341085271318
CHFJPY,,4,6,EUR,EUR,18,258,0.06976744186046512
CHFJPY,,4,6,GBP,EUR,7,258,0.027131782945736434
CHFJPY,,4,6,GBP,USD,7,258,0.027131782945736434
CHFJPY,,4,6,GBP,JPY,7,258,0.027131782945736434
CHFJPY,,4,6,CHF,USD,6,258,0.023255813953488372
CHFJPY,,4,6,JPY,EUR,6,258,0.023255813953488372
CHFJPY,,4,6,EUR,JPY,6,258,0.023255813953488372
CHFJPY,,4,6,USD,CHF,6,258,0.023255813953488372
CHFJPY,,4,6,USD,GBP,5,258,0.01937984496124031
CHFJPY,,4,6,EUR,CHF,5,258,0.01937984496124031
CHFJPY,,4,6,JPY,USD,5,258,0.01937984496124031
CHFJPY,,4,6,EUR,GBP,5,258,0.01937984496124031
CHFJPY,,4,6,CHF,GBP,4,258,0.015503875968992248
CHFJPY,,4,6,EUR,USD,4,258,0.015503875968992248
CHFJPY,,4,6,CHF,JPY,4,258,0.015503875968992248
CHFJPY,,4,6,CHF,EUR,3,258,0.011627906976744186
CHFJPY,,4,6,USD,EUR,3,258,0.011627906976744186
CHFJPY,,4,6,USD,JPY,3,258,0.011627906976744186
CHFJPY,,4,6,GBP,CHF,2,258,0.007751937984496124
CHFJPY,,4,6,JPY,GBP,2,258,0.007751937984496124
CHFJPY,,4,6,JPY,CHF,1,258,0.003875968992248062
EUR,ACCUMULATION,4,6,GBP,GBP,86,439,0.1958997722095672
EUR,ACCUMULATION,4,6,USD,USD,79,439,0.17995444191343962
EUR,ACCUMULATION,4,6,CHF,CHF,54,439,0.12300683371298406
EUR,ACCUMULATION,4,6,JPY,JPY,42,439,0.09567198177676538
EUR,ACCUMULATION,4,6,EUR,EUR,21,439,0.04783599088838269
EUR,ACCUMULATION,4,6,GBP,USD,15,439,0.03416856492027335
EUR,ACCUMULATION,4,6,GBP,CHF,14,439,0.03189066059225513
EUR,ACCUMULATION,4,6,USD,GBP,14,439,0.03189066059225513
EUR,ACCUMULATION,4,6,CHF,USD,13,439,0.029612756264236904
EUR,ACCUMULATION,4,6,CHF,GBP,12,439,0.02733485193621868
EUR,ACCUMULATION,4,6,EUR,GBP,12,439,0.02733485193621868
EUR,ACCUMULATION,4,6,USD,CHF,10,439,0.022779043280182234
EUR,ACCUMULATION,4,6,USD,EUR,9,439,0.02050113895216401
EUR,ACCUMULATION,4,6,JPY,USD,9,439,0.02050113895216401
EUR,ACCUMULATION,4,6,EUR,USD,6,439,0.01366742596810934
EUR,ACCUMULATION,4,6,GBP,JPY,6,439,0.01366742596810934
EUR,ACCUMULATION,4,6,CHF,JPY,6,439,0.01366742596810934
EUR,ACCUMULATION,4,6,JPY,CHF,6,439,0.01366742596810934
EUR,ACCUMULATION,4,6,GBP,EUR,6,439,0.01366742596810934
EUR,ACCUMULATION,4,6,JPY,EUR,5,439,0.011389521640091117
EUR,ACCUMULATION,4,6,EUR,CHF,4,439,0.009111617312072893
EUR,ACCUMULATION,4,6,USD,JPY,4,439,0.009111617312072893
EUR,ACCUMULATION,4,6,CHF,EUR,2,439,0.004555808656036446
EUR,ACCUMULATION,4,6,EUR,JPY,2,439,0.004555808656036446
EUR,ACCUMULATION,4,6,JPY,GBP,2,439,0.004555808656036446
EUR,LIQUIDATION,4,6,JPY,JPY,112,459,0.2440087145969499
EUR,LIQUIDATION,4,6,USD,USD,68,459,0.14814814814814814
EUR,LIQUIDATION,4,6,CHF,CHF,52,459,0.11328976034858387
EUR,LIQUIDATION,4,6,GBP,GBP,33,459,0.0718954248366013
EUR,LIQUIDATION,4,6,EUR,EUR,23,459,0.05010893246187364
EUR,LIQUIDATION,4,6,CHF,JPY,15,459,0.032679738562091505
EUR,LIQUIDATION,4,6,USD,JPY,14,459,0.030501089324618737
EUR,LIQUIDATION,4,6,EUR,JPY,13,459,0.02832244008714597
EUR,LIQUIDATION,4,6,JPY,USD,13,459,0.02832244008714597
EUR,LIQUIDATION,4,6,GBP,JPY,12,459,0.026143790849673203
EUR,LIQUIDATION,4,6,USD,EUR,11,459,0.023965141612200435
EUR,LIQUIDATION,4,6,JPY,EUR,11,459,0.023965141612200435
EUR,LIQUIDATION,4,6,EUR,USD,11,459,0.023965141612200435
EUR,LIQUIDATION,4,6,CHF,USD,11,459,0.023965141612200435
EUR,LIQUIDATION,4,6,JPY,CHF,9,459,0.0196078431372549
EUR,LIQUIDATION,4,6,GBP,USD,8,459,0.017429193899782137
EUR,LIQUIDATION,4,6,EUR,GBP,7,459,0.015250544662309368
EUR,LIQUIDATION,4,6,EUR,CHF,6,459,0.013071895424836602
EUR,LIQUIDATION,4,6,USD,CHF,6,459,0.013071895424836602
EUR,LIQUIDATION,4,6,JPY,GBP,5,459,0.010893246187363835
EUR,LIQUIDATION,4,6,CHF,EUR,5,459,0.010893246187363835
EUR,LIQUIDATION,4,6,USD,GBP,5,459,0.010893246187363835
EUR,LIQUIDATION,4,6,GBP,CHF,4,459,0.008714596949891068
EUR,LIQUIDATION,4,6,CHF,GBP,3,459,0.006535947712418301
EUR,LIQUIDATION,4,6,GBP,EUR,2,459,0.004357298474945534
EURCHF,,4,6,USD,USD,74,421,0.17577197149643706
EURCHF,,4,6,JPY,JPY,62,421,0.14726840855106887
EURCHF,,4,6,CHF,CHF,61,421,0.14489311163895488
EURCHF,,4,6,GBP,GBP,45,421,0.10688836104513064
EURCHF,,4,6,EUR,EUR,38,421,0.09026128266033254
EURCHF,,4,6,EUR,USD,11,421,0.026128266033254157
EURCHF,,4,6,CHF,USD,11,421,0.026128266033254157
EURCHF,,4,6,CHF,JPY,11,421,0.026128266033254157
EURCHF,,4,6,GBP,CHF,10,421,0.023752969121140142
EURCHF,,4,6,USD,CHF,9,421,0.021377672209026127
EURCHF,,4,6,USD,JPY,8,421,0.019002375296912115
EURCHF,,4,6,JPY,USD,8,421,0.019002375296912115
EURCHF,,4,6,EUR,CHF,8,421,0.019002375296912115
EURCHF,,4,6,CHF,EUR,8,421,0.019002375296912115
EURCHF,,4,6,USD,GBP,8,421,0.019002375296912115
EURCHF,,4,6,GBP,USD,8,421,0.019002375296912115
EURCHF,,4,6,CHF,GBP,6,421,0.014251781472684086
EURCHF,,4,6,GBP,JPY,6,421,0.014251781472684086
EURCHF,,4,6,EUR,GBP,6,421,0.014251781472684086
EURCHF,,4,6,USD,EUR,5,421,0.011876484560570071
EURCHF,,4,6,JPY,EUR,5,421,0.011876484560570071
EURCHF,,4,6,JPY,GBP,4,421,0.009501187648456057
EURCHF,,4,6,GBP,EUR,4,421,0.009501187648456057
EURCHF,,4,6,EUR,JPY,3,421,0.007125890736342043
EURCHF,,4,6,JPY,CHF,2,421,0.004750593824228029
EURGBP,,4,6,GBP,GBP,46,246,0.18699186991869918
EURGBP,,4,6,USD,USD,43,246,0.17479674796747968
EURGBP,,4,6,CHF,CHF,40,246,0.16260162601626016
EURGBP,,4,6,JPY,JPY,33,246,0.13414634146341464
EURGBP,,4,6,EUR,EUR,10,246,0.04065040650406504
EURGBP,,4,6,GBP,USD,9,246,0.036585365853658534
EURGBP,,4,6,USD,CHF,6,246,0.024390243902439025
EURGBP,,4,6,GBP,JPY,6,246,0.024390243902439025
EURGBP,,4,6,USD,JPY,5,246,0.02032520325203252
EURGBP,,4,6,CHF,USD,5,246,0.02032520325203252
EURGBP,,4,6,JPY,GBP,5,246,0.02032520325203252
EURGBP,,4,6,JPY,EUR,5,246,0.02032520325203252
EURGBP,,4,6,CHF,EUR,4,246,0.016260162601626018
EURGBP,,4,6,JPY,USD,4,246,0.016260162601626018
EURGBP,,4,6,USD,GBP,4,246,0.016260162601626018
EURGBP,,4,6,GBP,EUR,4,246,0.016260162601626018
EURGBP,,4,6,GBP,CHF,3,246,0.012195121951219513
EURGBP,,4,6,CHF,GBP,3,246,0.012195121951219513
EURGBP,,4,6,CHF,JPY,2,246,0.008130081300813009
EURGBP,,4,6,EUR,CHF,2,246,0.008130081300813009
EURGBP,,4,6,JPY,CHF,2,246,0.008130081300813009
EURGBP,,4,6,EUR,USD,2,246,0.008130081300813009
EURGBP,,4,6,USD,EUR,2,246,0.008130081300813009
EURGBP,,4,6,EUR,GBP,1,246,0.0040650406504065045
EURJPY,,4,6,JPY,JPY,48,245,0.19591836734693877
EURJPY,,4,6,GBP,GBP,40,245,0.16326530612244897
EURJPY,,4,6,USD,USD,40,245,0.16326530612244897
EURJPY,,4,6,CHF,CHF,24,245,0.09795918367346938
EURJPY,,4,6,EUR,EUR,12,245,0.04897959183673469
EURJPY,,4,6,USD,GBP,8,245,0.0326530612244898
EURJPY,,4,6,CHF,GBP,6,245,0.024489795918367346
EURJPY,,4,6,CHF,JPY,6,245,0.024489795918367346
EURJPY,,4,6,USD,JPY,6,245,0.024489795918367346
EURJPY,,4,6,EUR,CHF,5,245,0.02040816326530612
EURJPY,,4,6,GBP,JPY,5,245,0.02040816326530612
EURJPY,,4,6,JPY,CHF,5,245,0.02040816326530612
EURJPY,,4,6,EUR,GBP,4,245,0.0163265306122449
EURJPY,,4,6,JPY,GBP,4,245,0.0163265306122449
EURJPY,,4,6,USD,CHF,4,245,0.0163265306122449
EURJPY,,4,6,USD,EUR,4,245,0.0163265306122449
EURJPY,,4,6,GBP,CHF,4,245,0.0163265306122449
EURJPY,,4,6,GBP,USD,4,245,0.0163265306122449
EURJPY,,4,6,EUR,USD,3,245,0.012244897959183673
EURJPY,,4,6,CHF,USD,3,245,0.012244897959183673
EURJPY,,4,6,EUR,JPY,3,245,0.012244897959183673
EURJPY,,4,6,GBP,EUR,3,245,0.012244897959183673
EURJPY,,4,6,CHF,EUR,2,245,0.00816326530612245
EURJPY,,4,6,JPY,EUR,1,245,0.004081632653061225
EURJPY,,4,6,JPY,USD,1,245,0.004081632653061225
EURUSD,,4,6,USD,USD,82,411,0.19951338199513383
EURUSD,,4,6,JPY,JPY,69,411,0.1678832116788321
EURUSD,,4,6,GBP,GBP,48,411,0.11678832116788321
EURUSD,,4,6,CHF,CHF,41,411,0.09975669099756691
EURUSD,,4,6,EUR,EUR,26,411,0.06326034063260341
EURUSD,,4,6,GBP,USD,13,411,0.031630170316301706
EURUSD,,4,6,CHF,JPY,12,411,0.029197080291970802
EURUSD,,4,6,JPY,USD,12,411,0.029197080291970802
EURUSD,,4,6,USD,GBP,11,411,0.0267639902676399
EURUSD,,4,6,JPY,EUR,9,411,0.021897810218978103
EURUSD,,4,6,GBP,CHF,9,411,0.021897810218978103
EURUSD,,4,6,USD,JPY,8,411,0.019464720194647202
EURUSD,,4,6,USD,CHF,8,411,0.019464720194647202
EURUSD,,4,6,EUR,USD,8,411,0.019464720194647202
EURUSD,,4,6,GBP,JPY,8,411,0.019464720194647202
EURUSD,,4,6,CHF,USD,7,411,0.0170316301703163
EURUSD,,4,6,EUR,GBP,7,411,0.0170316301703163
EURUSD,,4,6,EUR,JPY,7,411,0.0170316301703163
EURUSD,,4,6,JPY,CHF,5,411,0.012165450121654502
EURUSD,,4,6,GBP,EUR,5,411,0.012165450121654502
EURUSD,,4,6,CHF,GBP,4,411,0.009732360097323601
EURUSD,,4,6,JPY,GBP,4,411,0.009732360097323601
EURUSD,,4,6,EUR,CHF,3,411,0.0072992700729927005
EURUSD,,4,6,USD,EUR,3,411,0.0072992700729927005
EURUSD,,4,6,CHF,EUR,2,411,0.004866180048661801
GBP,ACCUMULATION,4,6,USD,USD,76,374,0.20320855614973263
GBP,ACCUMULATION,4,6,CHF,CHF,59,374,0.15775401069518716
GBP,ACCUMULATION,4,6,GBP,GBP,57,374,0.15240641711229946
GBP,ACCUMULATION,4,6,JPY,JPY,47,374,0.12566844919786097
GBP,ACCUMULATION,4,6,EUR,EUR,19,374,0.05080213903743316
GBP,ACCUMULATION,4,6,GBP,USD,9,374,0.02406417112299465
GBP,ACCUMULATION,4,6,CHF,GBP,8,374,0.0213903743315508
GBP,ACCUMULATION,4,6,USD,EUR,8,374,0.0213903743315508
GBP,ACCUMULATION,4,6,JPY,USD,8,374,0.0213903743315508
GBP,ACCUMULATION,4,6,JPY,EUR,8,374,0.0213903743315508
GBP,ACCUMULATION,4,6,GBP,CHF,8,374,0.0213903743315508
GBP,ACCUMULATION,4,6,USD,CHF,7,374,0.01871657754010695
GBP,ACCUMULATION,4,6,GBP,JPY,7,374,0.01871657754010695
GBP,ACCUMULATION,4,6,CHF,JPY,7,374,0.01871657754010695
GBP,ACCUMULATION,4,6,CHF,USD,7,374,0.01871657754010695
GBP,ACCUMULATION,4,6,USD,JPY,6,374,0.016042780748663103
GBP,ACCUMULATION,4,6,EUR,GBP,5,374,0.013368983957219251
GBP,ACCUMULATION,4,6,USD,GBP,5,374,0.013368983957219251
GBP,ACCUMULATION,4,6,JPY,CHF,5,374,0.013368983957219251
GBP,ACCUMULATION,4,6,JPY,GBP,4,374,0.0106951871657754
GBP,ACCUMULATION,4,6,GBP,EUR,4,374,0.0106951871657754
GBP,ACCUMULATION,4,6,EUR,CHF,3,374,0.008021390374331552
GBP,ACCUMULATION,4,6,EUR,USD,3,374,0.008021390374331552
GBP,ACCUMULATION,4,6,EUR,JPY,2,374,0.0053475935828877
GBP,ACCUMULATION,4,6,CHF,EUR,2,374,0.0053475935828877
GBP,LIQUIDATION,4,6,USD,USD,95,475,0.2
GBP,LIQUIDATION,4,6,GBP,GBP,83,475,0.17473684210526316
GBP,LIQUIDATION,4,6,JPY,JPY,76,475,0.16
GBP,LIQUIDATION,4,6,CHF,CHF,51,475,0.10736842105263159
GBP,LIQUIDATION,4,6,EUR,EUR,25,475,0.05263157894736842
GBP,LIQUIDATION,4,6,GBP,JPY,14,475,0.029473684210526315
GBP,LIQUIDATION,4,6,GBP,USD,13,475,0.02736842105263158
GBP,LIQUIDATION,4,6,JPY,EUR,11,475,0.023157894736842106
GBP,LIQUIDATION,4,6,JPY,CHF,10,475,0.021052631578947368
GBP,LIQUIDATION,4,6,USD,GBP,10,475,0.021052631578947368
GBP,LIQUIDATION,4,6,EUR,USD,9,475,0.018947368421052633
GBP,LIQUIDATION,4,6,EUR,JPY,9,475,0.018947368421052633
GBP,LIQUIDATION,4,6,USD,JPY,9,475,0.018947368421052633
GBP,LIQUIDATION,4,6,USD,CHF,8,475,0.016842105263157894
GBP,LIQUIDATION,4,6,GBP,EUR,8,475,0.016842105263157894
GBP,LIQUIDATION,4,6,GBP,CHF,7,475,0.014736842105263158
GBP,LIQUIDATION,4,6,EUR,GBP,6,475,0.01263157894736842
GBP,LIQUIDATION,4,6,JPY,USD,6,475,0.01263157894736842
GBP,LIQUIDATION,4,6,CHF,GBP,5,475,0.010526315789473684
GBP,LIQUIDATION,4,6,CHF,USD,5,475,0.010526315789473684
GBP,LIQUIDATION,4,6,CHF,JPY,5,475,0.010526315789473684
