origin_currency,direction,currency,horizon_h,split,n,dest_prob,dest_prob_ci_low,dest_prob_ci_high,mean_forward,median_forward,std_forward,effect,ci_low,ci_high,t,p,q
CHF,ACCUMULATION,EUR,8,development,333,0.0990990990990991,0.06899399399399399,0.12912912912912913,1.8712211757677328e-05,-4.425184302179867e-06,0.0013213337729688416,0.01416160862643642,-0.00011795000589113579,0.0001574124568828268,0.25842510696490645,0.796078951371193,0.9668596234688138
CHF,ACCUMULATION,EUR,12,development,333,0.11411411411411411,0.081006006006006,0.15015015015015015,9.020196249957003e-05,0.00011161852296884823,0.0015345007649487956,0.05878261162194987,-8.331011031632174e-05,0.0002603024075219857,1.072682002221208,0.2834138821802836,0.6298086270672969
CHF,ACCUMULATION,EUR,24,development,333,0.13213213213213212,0.0960960960960961,0.16816816816816818,0.00020538920329357918,0.00020563456276958284,0.002204498710441248,0.09316821203876725,-1.4188004540056387e-05,0.0004218635243244425,1.700160327612879,0.08910071016901067,0.2741560312892636
CHF,ACCUMULATION,EUR,48,development,333,0.1111111111111111,0.081006006006006,0.14414414414414414,0.0003715596489373774,0.0002719737562727265,0.002802150892413686,0.13259801602522817,4.1948455930725186e-05,0.0006727165012087145,2.4196867304104224,0.01553387753778357,0.0887650145016204
CHF,ACCUMULATION,GBP,1,development,333,0.24024024024024024,0.20112612612612613,0.2852852852852853,4.557629808361569e-05,4.7995982575911914e-05,0.0007385915501484463,0.06170703966821109,-3.55564008299717e-05,0.00011564600570327289,1.1260478062482608,0.26014537947019667,0.6121067752239922
CHF,ACCUMULATION,GBP,2,development,333,0.23723723723723725,0.1921921921921922,0.2883633633633634,6.940433648937437e-05,0.00010806076756495088,0.0010207553326650968,0.06799311673265143,-4.4332034961137855e-05,0.00017754669443252263,1.240757948338695,0.21469530988157048,0.5725208263508547
CHF,ACCUMULATION,GBP,4,development,333,0.2012012012012012,0.165015015015015,0.24331831831831835,-0.00013156257266357723,-4.1079839035270045e-06,0.0013723841394658578,-0.0958642473927033,-0.00026428864711782894,1.5571596415632085e-05,-1.7493583561067234,0.08022900814981604,0.26743002716605346
CHF,ACCUMULATION,GBP,6,development,333,0.15015015015015015,0.11711711711711711,0.1921921921921922,-0.00027937128876603923,-7.454867587393209e-05,0.0018552272938377665,-0.15058601697699545,-0.0004523455700621036,-6.759139187341577e-05,-2.7479369449635587,0.005997264363894361,0.070755340019882
CHF,ACCUMULATION,GBP,8,development,333,0.18018018018018017,0.14707207207207207,0.21629129129129132,-0.0002764200582131983,-0.0001812733393788518,0.0019447759025036685,-0.1421346582181218,-0.0004593020499384036,-6.410843122477205e-05,-2.5937141197978058,0.009494605073167905,0.070755340019882
CHF,ACCUMULATION,GBP,12,development,333,0.15615615615615616,0.12004504504504504,0.1981981981981982,-0.0003035689934250026,-8.887612623067762e-05,0.002167992650036129,-0.14002307315015283,-0.0005108811426632543,-8.736736189948781e-05,-2.555181308204869,0.0106133010029823,0.070755340019882
CHF,ACCUMULATION,GBP,24,development,333,0.14714714714714713,0.11411411411411411,0.1831831831831832,-0.0004589637698787441,-7.08282911066364e-05,0.0027346963985725383,-0.16782988053749398,-0.0007418670291745237,-0.00015868244149859506,-3.062607926393684,0.0021943110041862113,0.043886220083724226
CHF,ACCUMULATION,GBP,48,development,333,0.14414414414414414,0.11403903903903903,0.18626126126126127,-0.0006708363748719029,-0.0001439086977621586,0.00377025008972094,-0.1779288797580947,-0.0011113289497323847,-0.0002918305807403105,-3.2468973685514277,0.0011668277936891513,0.043886220083724226
CHF,ACCUMULATION,JPY,1,development,333,0.2222222222222222,0.18018018018018017,0.26426426426426425,-1.173974765389558e-05,-6.702012095169895e-06,0.0007962818772690469,-0.014743205878499437,-0.00011010351244011766,6.037055470205613e-05,-0.26903826088262645,0.7879003563508533,0.9668596234688138
CHF,ACCUMULATION,JPY,2,development,333,0.26126126126126126,0.21906906906906906,0.3063063063063063,-3.5180232201593516e-05,-8.817424938551257e-05,0.0011651701827904903,-0.030193213593347923,-0.00016996491567076264,7.902326719681967e-05,-0.5509744449447228,0.5816511276985046,0.9668596234688138
CHF,ACCUMULATION,JPY,4,development,333,0.21621621621621623,0.16809309309309312,0.25533033033033037,1.8507255271301385e-05,-5.009755431039273e-05,0.0017325272163596105,0.010682230614644465,-0.00018787885969478744,0.000150751842857432,0.19493241636829162,0.8454458920637518,0.9668596234688138
CHF,ACCUMULATION,JPY,6,development,333,0.24024024024024024,0.19512012012012012,0.27927927927927926,8.886795559603793e-05,-1.6488747742998916e-05,0.0023897180770199107,0.03718763165019884,-0.00017263951485837112,0.00031075746167083,0.6786105971770848,0.49738448209865416,0.9668596234688138
CHF,ACCUMULATION,JPY,8,development,333,0.23723723723723725,0.18911411411411413,0.2823573573573574,9.886711985367203e-05,1.8116044579441525e-05,0.0025306087406818264,0.03906851275121815,-0.0001904971217670055,0.0003392007651764534,0.7129334564327638,0.4758867861872462,0.9668596234688138
CHF,ACCUMULATION,JPY,12,development,333,0.23123123123123124,0.17717717717717718,0.2672672672672673,3.494790312787073e-05,-2.136130962101016e-05,0.002920195688899096,0.011967657941802512,-0.00031159247063298784,0.0002745598629764249,0.21838926391146674,0.8271258985590579,0.9668596234688138
CHF,ACCUMULATION,JPY,24,development,333,0.25225225225225223,0.20412912912912914,0.2912912912912913,-2.246715971573833e-05,-0.0003824250043188154,0.0040223734476378245,-0.00558554793785554,-0.0004035940919618819,0.00040075344596647355,-0.1019266851227165,0.9188147531081672,0.9668596234688138
CHF,ACCUMULATION,JPY,48,development,333,0.22822822822822822,0.18618618618618618,0.27042042042042047,3.96243209492144e-05,-0.0004904538282509385,0.005091606337611562,0.007782282902845529,-0.0004995335636016043,0.000579731394078133,0.14201333652482775,0.8870694180169076,0.9668596234688138
CHF,ACCUMULATION,USD,1,development,333,0.21621621621621623,0.17417417417417416,0.26426426426426425,-1.50074171133498e-05,-6.044977723365891e-06,0.0008280155128743389,-0.018124560325269354,-9.598608233620246e-05,7.9784881045822e-05,-0.3307421892740344,0.7408393592134779,0.9668596234688138
CHF,ACCUMULATION,USD,2,development,333,0.2552552552552553,0.20405405405405405,0.3123123123123123,-1.4363990995111673e-05,5.2346384001816446e-05,0.001077761308638384,-0.013327617979957707,-0.00013716677178418727,0.00010365085397905723,-0.24320620579984675,0.807845756129342,0.9668596234688138
CHF,ACCUMULATION,USD,4,development,333,0.26426426426426425,0.21621621621621623,0.3213213213213213,-9.323409967640072e-06,-6.19723268079057e-05,0.0015164569469540887,-0.006148153421939741,-0.00018252471051628653,0.00017931918481393127,-0.1121932717964995,0.9106700622079651,0.9668596234688138
CHF,ACCUMULATION,USD,6,development,333,0.2972972972972973,0.24917417417417417,0.35135135135135137,4.104310087386059e-05,3.9013865035932656e-05,0.002040407363186312,0.02011515034417806,-0.0001823998772799801,0.00027948856836803633,0.3670670484146449,0.7135691186083069,0.9668596234688138
CHF,ACCUMULATION,USD,8,development,333,0.2732732732732733,0.22815315315315315,0.32439939939939944,-2.711446908002194e-05,2.856737271169621e-05,0.0022505116376478475,-0.012048135466813667,-0.0002476904869979237,0.00020677223150511622,-0.21985784093247368,0.8259819415776695,0.9668596234688138
CHF,ACCUMULATION,USD,12,development,333,0.30930930930930933,0.26126126126126126,0.36043543543543544,-9.952703332901792e-06,1.4128877676694638e-05,0.0026201532419422536,-0.003798519557399667,-0.00027112486826149577,0.0002758068847230753,-0.06931647730306702,0.9447375689811441,0.9668596234688138
CHF,ACCUMULATION,USD,24,development,333,0.2732732732732733,0.2222222222222222,0.32432432432432434,-5.792353309988534e-05,0.00017438020423863536,0.003619609283240232,-0.01600270321111368,-0.0004817686464207395,0.0002573233665038768,-0.29202193042813585,0.7702699829239519,0.9668596234688138
CHF,ACCUMULATION,USD,48,development,333,0.2912912912912913,0.24016516516516517,0.3334084084084084,-0.0003194798068641893,2.3767224430346653e-05,0.004947222490708707,-0.06457761046005082,-0.0009224348432660987,0.0002070444231747418,-1.1784308076077743,0.23862501836639183,0.5965625459159796
CHF,LIQUIDATION,CHF,1,development,281,0.2206405693950178,0.174288256227758,0.2669039145907473,8.154443960541761e-05,8.758993856775068e-05,0.0005657203760026104,0.14414265963268283,8.935869651262251e-06,0.00014302804422237523,2.4162712756644997,0.015680367282111307,0.18956754520364827
CHF,LIQUIDATION,CHF,2,development,281,0.23843416370106763,0.19208185053380783,0.2846975088967972,9.324396045682972e-05,5.7167474190367694e-05,0.000777090564585144,0.11999111134055368,1.0642510402792453e-05,0.00017647100078389515,2.0114175526250793,0.04428123161656328,0.2436016217913406
CHF,LIQUIDATION,CHF,4,development,281,0.16725978647686832,0.12802491103202848,0.2064946619217082,-3.910127374710718e-05,-3.657995691852588e-05,0.0011181701767115548,-0.03496898286278817,-0.00016237475240145525,7.115319258758501e-05,-0.5861869695333481,0.5577497812913887,0.7629572166391041
CHF,LIQUIDATION,CHF,6,development,281,0.18149466192170818,0.1423487544483986,0.22072953736654807,-0.00012134314528230766,-0.00011962521676505368,0.001372417439100794,-0.08841562474010205,-0.0002759831834064715,2.141269174562669e-05,-1.4821159462704985,0.1383095112954329,0.4027505478928231
CHF,LIQUIDATION,CHF,8,development,281,0.14590747330960854,0.10320284697508897,0.18149466192170818,-9.860340541161635e-05,-0.0001346086320127842,0.0014773210451034552,-0.06674473753584906,-0.0002693570268457267,3.5053591003071485e-05,-1.1188456805265665,0.26320607100023596,0.5868848833761536
CHF,LIQUIDATION,CHF,12,development,281,0.13523131672597866,0.09608540925266904,0.16734875444839858,-5.645091427552311e-05,-0.00018859087509744615,0.0017767855600561771,-0.031771371596321554,-0.00026970567991593087,0.0001106986430553265,-0.5325852372384584,0.5943206763783282,0.7629572166391041
CHF,LIQUIDATION,CHF,24,development,281,0.16370106761565836,0.11743772241992882,0.20302491103202852,0.00016435335382779796,2.9710834025973134e-05,0.002661220907666092,0.06175862866338928,-0.00015143726507275965,0.00042816119667390815,1.0352632651849754,0.30054601839069517,0.5868848833761536
CHF,LIQUIDATION,CHF,48,development,281,0.1708185053380783,0.13523131672597866,0.21361209964412814,0.00015077968480298252,-0.00018727732913418038,0.0034260317583080517,0.04401000791581838,-0.00019423208230527397,0.00048063507012845776,0.7377421662660075,0.4606709956275976,0.7370735930041562
CHF,LIQUIDATION,EUR,1,development,281,0.12811387900355872,0.09243772241992883,0.16725978647686832,-2.319255050559828e-05,-1.354732271505856e-05,0.00046712608913650596,-0.04964944379036992,-7.242181696866704e-05,3.7128439459537866e-05,-0.8322763378246205,0.40525287017040545,0.6754214502840091
CHF,LIQUIDATION,EUR,2,development,281,0.09608540925266904,0.05693950177935943,0.13176156583629894,-3.280195349535073e-05,-2.9917180013155456e-05,0.0005732505014486339,-0.05722097654072431,-9.52992962740038e-05,2.9338958960482097e-05,-0.9591983548323195,0.33745880794128835,0.5868848833761536
CHF,LIQUIDATION,EUR,4,development,281,0.099644128113879,0.06752669039145909,0.13532028469750892,2.1983865371690308e-05,2.4433373039783445e-06,0.0007895391965890165,0.027843918917091714,-5.9093330975977e-05,0.00010124207861232007,0.4667491334816845,0.6406793954943528,0.7765810854477004
CHF,LIQUIDATION,EUR,6,development,281,0.09608540925266904,0.06761565836298933,0.12811387900355872,2.4076186710528933e-05,2.9103908541210102e-05,0.0010013990174409324,0.02404255076268743,-8.221580107383457e-05,0.00013452245259872183,0.403026591500572,0.686928748979613,0.7861331250622303
CHF,LIQUIDATION,EUR,8,development,281,0.12099644128113879,0.08896797153024912,0.15658362989323843,3.703711220464605e-05,2.081058871841839e-06,0.0011367738879752996,0.03258089633868403,-9.792431125533657e-05,0.00016843189225889603,0.5461553447062594,0.5849590982692914,0.7629572166391041
CHF,LIQUIDATION,EUR,12,development,281,0.11387900355871886,0.07829181494661921,0.15302491103202848,0.0001476447419120962,0.00010672046323339918,0.001372762763049157,0.10755299159204336,-2.5643642203000175e-05,0.0002894199195145778,1.802916671982341,0.07140119393014821,0.29038636013227226
CHF,LIQUIDATION,EUR,24,development,281,0.1387900355871886,0.099644128113879,0.17793594306049823,0.00011618416240456084,9.082070564837342e-05,0.002010803172943963,0.057779977656619026,-0.00015353209153897647,0.0003235933966054774,0.9685689210674839,0.33276030243736887,0.5868848833761536
CHF,LIQUIDATION,EUR,48,development,281,0.09608540925266904,0.060498220640569395,0.13167259786476868,0.0001492456185202867,0.00012720907858972442,0.002584987065702717,0.05773553782936045,-0.00014884759636808845,0.0004826584898823011,0.9678239738161009,0.3331322743224081,0.5868848833761536
CHF,LIQUIDATION,GBP,1,development,281,0.15658362989323843,0.11734875444839858,0.19572953736654805,-6.900126963253632e-05,-2.8565243514843823e-05,0.0006442570874066253,-0.10710207304089138,-0.00013234446613214203,-2.2699140058769173e-07,-1.7953578996828063,0.07259659003306806,0.29038636013227226
CHF,LIQUIDATION,GBP,2,development,281,0.21352313167259787,0.1708185053380783,0.26334519572953735,-5.3235805162732156e-05,1.686251520919012e-05,0.0009284108900069727,-0.057340780613131685,-0.00015302688025817178,3.766156833360511e-05,-0.9612066370410928,0.33644826034558784,0.5868848833761536
CHF,LIQUIDATION,GBP,4,development,281,0.2597864768683274,0.21352313167259787,0.31325622775800716,0.00013411906451913234,0.00013375498590884868,0.0011406449442902188,0.11758178142155329,3.074906923452331e-05,0.00028373263340061595,1.9710298236091528,0.04872032435826812,0.2436016217913406
CHF,LIQUIDATION,GBP,6,development,281,0.2526690391459075,0.20640569395017794,0.298932384341637,0.00022706944204156,0.000274672410333045,0.0014519559547333165,0.1563886571774598,7.526069941420905e-05,0.00039609422918477933,2.621551601313448,0.008753125927409178,0.18956754520364827
CHF,LIQUIDATION,GBP,8,development,281,0.2597864768683274,0.2133451957295374,0.302491103202847,0.0002272550633271427,0.0002188921455776703,0.001623560451142686,0.13997326872996765,5.28828819248462e-05,0.0004084558328985896,2.3463795482541694,0.018956754520364827,0.18956754520364827
CHF,LIQUIDATION,GBP,12,development,281,0.2526690391459075,0.2099644128113879,0.302491103202847,0.00028101005181101294,0.0002883300986193251,0.0018230231239869873,0.15414508357767753,7.600701847471593e-05,0.0004964180327783992,2.58394245452923,0.009767870812280588,0.18956754520364827
CHF,LIQUIDATION,GBP,24,development,281,0.21708185053380782,0.174288256227758,0.2704626334519573,0.00024039519618096057,0.0003788867185096555,0.0023049272481861787,0.10429621862040778,-3.488339339403297e-05,0.0005115093190898708,1.7483232087926324,0.08040799070928206,0.2923926934882984
CHF,LIQUIDATION,GBP,48,development,281,0.23843416370106763,0.1919928825622776,0.29537366548042704,0.00031177281407028263,0.0005252572116629695,0.003334165970814219,0.09350848661986261,-8.873919254208302e-05,0.0007268605168294004,1.567487868103707,0.11700071485413677,0.3900023828471226
CHF,LIQUIDATION,JPY,1,development,281,0.24199288256227758,0.199288256227758,0.2813167259786477,-1.8273060321886015e-05,-6.480522307673907e-05,0.0008366197255001291,-0.02184153656066671,-0.00011516777226941364,6.175536174056512e-05,-0.3661308702253804,0.7142675366448277,0.7936305962720307
CHF,LIQUIDATION,JPY,2,development,281,0.19572953736654805,0.1494661921708185,0.24199288256227758,-2.6276397464344275e-05,-9.017294100005415e-05,0.001096379000508251,-0.023966527498395413,-0.00015350619702578707,8.552062326843276e-05,-0.4017522093692921,0.6878664844294515,0.7861331250622303
CHF,LIQUIDATION,JPY,4,development,281,0.2277580071174377,0.18149466192170818,0.2705516014234876,-5.4165409119867894e-05,-7.050029186145702e-05,0.0014402526148985715,-0.03760826993789728,-0.00023906697494583637,9.779598368238248e-05,-0.6304294829160604,0.5284135006697253,0.7629572166391041
CHF,LIQUIDATION,JPY,6,development,281,0.19572953736654805,0.15302491103202848,0.2385231316725979,-0.00015392079861051142,-0.0002202654724013497,0.0017969122805465462,-0.08565849333707881,-0.00036085539769490976,2.0054519740436305e-05,-1.4358980019829835,0.15103145545980867,0.4027505478928231
CHF,LIQUIDATION,JPY,8,development,281,0.19572953736654805,0.15302491103202848,0.24208185053380785,-0.00017657718973912182,-0.00018649716281440038,0.002014390803821331,-0.08765786132668602,-0.00039975697466011084,1.845867482960945e-05,-1.4694135167867326,0.1417207349147358,0.4027505478928231
CHF,LIQUIDATION,JPY,12,development,281,0.20640569395017794,0.16708185053380784,0.2491103202846975,-0.00029246361871862854,-0.00029931172197375934,0.0024286586065986444,-0.1204218731788846,-0.0005556941838259357,-6.504353677236392e-05,-2.018638436846751,0.043524674228321514,0.2436016217913406
CHF,LIQUIDATION,JPY,24,development,281,0.2206405693950178,0.174288256227758,0.2704626334519573,-0.00045092992621134534,-0.00038413829232493066,0.0035543009165027633,-0.12686880959281174,-0.0008647101803239996,-4.2826057597120784e-05,-2.1267087840479455,0.03344416734753408,0.2436016217913406
CHF,LIQUIDATION,JPY,48,development,281,0.19572953736654805,0.15302491103202848,0.24199288256227758,-0.0003331334182989045,-0.00040254024067299076,0.004449882122944859,-0.07486342538854542,-0.0008729573586637765,0.00012494629905522293,-1.2549396883972839,0.20950078585220933,0.5237519646305233
CHF,LIQUIDATION,USD,1,development,281,0.2526690391459075,0.20640569395017794,0.298932384341637,2.892244085460299e-05,3.337569635077927e-05,0.0008762291694720442,0.03300784984369977,-6.524977707371576e-05,0.000134417139550451,0.5533123896285794,0.5800494512000336,0.7629572166391041
CHF,LIQUIDATION,USD,2,development,281,0.25622775800711745,0.2099644128113879,0.3025800711743773,1.907019566559745e-05,9.85166675781e-05,0.001070391107868372,0.01781610060604366,-0.0001150124385289789,0.0001319303919024059,0.29865226747190804,0.7652055087958061,0.8054794829429538
CHF,LIQUIDATION,USD,4,development,281,0.24555160142348753,0.199288256227758,0.28834519572953743,-6.283624702384758e-05,8.619575877168498e-05,0.0015824572392925493,-0.03970802209602772,-0.000241671462411178,0.0001271798755091331,-0.6656277430191698,0.5056489283164818,0.7629572166391041
CHF,LIQUIDATION,USD,6,development,281,0.27402135231316727,0.22055160142348756,0.33816725978647694,2.4118315140730113e-05,7.426945146855825e-05,0.0019787089731124457,0.012188914827021165,-0.00021531691695008228,0.00029047436924643197,0.20432344493367807,0.8381007996417111,0.8595905637350884
CHF,LIQUIDATION,USD,8,development,281,0.2775800711743772,0.2346085409252669,0.331049822064057,1.088841961894941e-05,-5.729708203862323e-05,0.002183230109289518,0.004987298211315341,-0.00023757412257344892,0.00030226578163504,0.08360235229378157,0.9333724624252637,0.9333724624252637
CHF,LIQUIDATION,USD,12,development,281,0.2918149466192171,0.2454626334519573,0.34893238434163704,-7.974026072895753e-05,-9.177824348745387e-05,0.0026232690344112344,-0.030397286623274004,-0.0003580915834329196,0.00027124611487215253,-0.5095513757906555,0.6103657733112833,0.7629572166391041
CHF,LIQUIDATION,USD,24,development,281,0.2597864768683274,0.20987544483985765,0.3168149466192171,-7.000278620197411e-05,0.00011459569094127549,0.0035129650100919263,-0.019926980770053927,-0.0004256694844691938,0.00035321601726356205,-0.3340370669453284,0.738351715008684,0.7982180702796584
CHF,LIQUIDATION,USD,48,development,281,0.298932384341637,0.24555160142348753,0.35231316725978645,-0.00027866469909464754,-0.00011044183460312464,0.004610207880777562,-0.060445148310242294,-0.0007212341917682338,0.00021994347703450628,-1.013245322290441,0.31094301866977014,0.5868848833761536
CHFJPY,,CHF,1,development,178,0.17415730337078653,0.12345505617977529,0.2303370786516854,9.776264074894224e-06,-9.460703544117546e-07,0.00041068509772540095,0.023804769467021158,-4.974636829076867e-05,8.408864567878886e-05,0.31759523735296796,0.7507921166369398,0.8832848431022821
CHFJPY,,CHF,2,development,178,0.15168539325842698,0.10112359550561797,0.20238764044943822,-1.663036178926889e-05,-4.879562316101999e-06,0.0005621792875165258,-0.029581953939880837,-0.00010490045271822138,6.107865523990892e-05,-0.39467249182634856,0.6930846999327474,0.8401026665851482
CHFJPY,,CHF,4,development,178,0.15168539325842698,0.10112359550561797,0.20786516853932585,-4.176613826124992e-06,-7.924152029341371e-05,0.0007928116118711976,-0.005268103750735094,-0.00011838859887639813,0.0001306663187061272,-0.07028527049727157,0.9439664648694324,0.9558029477311691
CHFJPY,,CHF,6,development,178,0.12359550561797752,0.07865168539325842,0.1797752808988764,4.908710530479467e-05,-2.106581661963354e-06,0.0009156105909316464,0.05361133410967633,-8.065161823735836e-05,0.00018463789744567761,0.7152644097209391,0.4744455268867769,0.7261013965941124
CHFJPY,,CHF,8,development,178,0.1404494382022472,0.0898876404494382,0.19101123595505617,0.00010470569673381343,3.480508127010453e-05,0.0010999230646582647,0.09519365499108291,-6.238366951460191e-05,0.00026517075044077035,1.2700417659273713,0.20406988443523622,0.5830568126721035
CHFJPY,,CHF,12,development,178,0.21348314606741572,0.16292134831460675,0.2696629213483146,0.00022106649717502566,0.0002955531062834591,0.0017491592826103693,0.12638442900701166,2.1655199489593137e-05,0.00047419337848168987,1.6861785947479735,0.09176135081380643,0.3670454032552257
CHFJPY,,CHF,24,development,178,0.20224719101123595,0.1514044943820225,0.25842696629213485,0.000212883095153153,0.0002571892697591366,0.002770522166277389,0.07683861827360626,-0.0001721922463500281,0.0006030734021810748,1.0251550321580938,0.3052900727945427,0.6784223839878726
CHFJPY,,CHF,48,development,178,0.20786516853932585,0.15154494382022474,0.25842696629213485,0.00045864678647265436,0.00024458094170280037,0.003499807414144184,0.13104914991009822,8.340471436551087e-06,0.0009258004342499775,1.7484137339898622,0.08039232548298014,0.3572992243688006
CHFJPY,,EUR,1,development,178,0.15168539325842698,0.10674157303370786,0.20786516853932585,-2.225233168028528e-06,4.745012474761149e-06,0.0003877252974398662,-0.0057392003635606155,-6.286009280492655e-05,5.51159103227372e-05,-0.07657048324733746,0.9389651022839915,0.9558029477311691
CHFJPY,,EUR,2,development,178,0.16292134831460675,0.10112359550561797,0.21910112359550563,3.0364931742434095e-05,5.901049684560267e-05,0.0004838352116113638,0.06275882989439067,-5.524519009891444e-05,9.523345339649162e-05,0.8373072255086095,0.40241978840999293,0.7261013965941124
CHFJPY,,EUR,4,development,178,0.15168539325842698,0.10674157303370786,0.21348314606741572,3.819072924263165e-05,4.6976636151200164e-05,0.0007558085051438525,0.05052963678327864,-7.965393442804147e-05,0.0001532994829380203,0.6741494392448247,0.5002161672450196,0.7261013965941124
CHFJPY,,EUR,6,development,178,0.14606741573033707,0.10098314606741574,0.19129213483146074,-4.794568052594309e-05,6.703171243240645e-05,0.0009920344942972146,-0.04833065866314373,-0.00019970034248663088,9.792518222210685e-05,-0.6448114118816209,0.5190492729853979,0.7261013965941124
CHFJPY,,EUR,8,development,178,0.16292134831460675,0.11235955056179775,0.21910112359550563,-7.045885457408365e-05,3.3391813074164196e-05,0.0012598072168823159,-0.055928283018135405,-0.00027570983346859277,0.00010510078546420849,-0.7461763637113442,0.45556073776009276,0.7261013965941124
CHFJPY,,EUR,12,development,178,0.16853932584269662,0.11797752808988764,0.22485955056179777,-2.891839818411642e-05,0.00011847887756069668,0.0015468898563045033,-0.01869454251461836,-0.00022451973771387809,0.00019405970510682786,-0.2494163060625657,0.8030388753679394,0.8842801933430086
CHFJPY,,EUR,24,development,178,0.16292134831460675,0.11797752808988764,0.2247191011235955,-9.945294960378335e-05,0.0001596326223787625,0.0021713373207355386,-0.04580262525497133,-0.00039452413970938067,0.0002511299626949498,-0.6110832394068961,0.5411443611826967,0.7261013965941124
CHFJPY,,EUR,48,development,178,0.11797752808988764,0.0728932584269663,0.15744382022471912,-4.743514169729536e-05,0.00015871973132740872,0.002684615479130355,-0.017669249866897635,-0.00040593182068374237,0.0003361393913813854,-0.2357371959892572,0.8136366939277213,0.8842801933430086
CHFJPY,,GBP,1,development,178,0.21348314606741572,0.16292134831460675,0.2810393258426967,6.4558277587015e-05,5.872673642330887e-05,0.000439973716800304,0.14673212312888412,1.2163008250589116e-05,0.00014035688633394142,1.9576506942015939,0.05027087462146218,0.2872621406940696
CHFJPY,,GBP,2,development,178,0.2303370786516854,0.17415730337078653,0.28665730337078654,0.00012656099395976016,0.00010631546398116824,0.0005872112616293371,0.215528894334538,5.3570500470540875e-05,0.00022303886526068466,2.8755141043239876,0.004033832528651082,0.0896422339667291
CHFJPY,,GBP,4,development,178,0.24157303370786518,0.17949438202247192,0.30351123595505625,0.00012955665398078298,0.0001778300519615209,0.0008250116970412263,0.157036141966735,2.0774211847370604e-05,0.0002535125140035981,2.09512345204663,0.036159892295395846,0.2578437890360519
