date,bias,asian_range,range_pips,asian_open,asian_high,asian_low,asian_close,day_high,day_low,fib_25,fib_50,fib_100,fib_168,fib_132,hit_25,hit_50,hit_168,hit_132_violation,hit_25_tol,hit_50_tol,hit_168_tol,hit_132_violation_tol,fib_100_distance_pips
2022-09-02,Bullish,0.00908,90.8,0.99446,1.00331,0.99423,0.99713,1.00336,0.99423,1.00558,1.00785,1.01239,1.01856,0.99132,False,False,False,False,True,True,True,True,90.3
2022-09-05,Bearish,0.00659,65.9,0.99208,0.99435,0.98776,0.98846,0.9944,0.98776,0.98611,0.98446,0.98117,0.97669,0.99646,False,False,False,False,True,True,True,True,132.3
2022-09-06,Bullish,0.01222,122.2,0.99307,0.99858,0.98636,0.99591,0.99863,0.98636,1.00164,1.00469,1.0108,1.01911,0.98245,False,False,False,False,True,True,True,True,121.7
2022-09-07,Bearish,0.01354,135.4,0.99039,1.00104,0.9875,0.98932,1.00109,0.9875,0.98412,0.98073,0.97396,0.96475,1.00537,False,False,False,False,True,True,True,True,271.3
2022-09-08,Bearish,0.00982,98.2,1.00087,1.00285,0.99303,0.99977,1.0029,0.99303,0.99058,0.98812,0.98321,0.97653,1.00599,False,False,False,False,True,True,True,True,196.9
2022-09-09,Bullish,0.01223,122.3,0.99991,1.01129,0.99906,1.00672,1.01134,0.99906,1.01435,1.01741,1.02352,1.03184,0.99515,False,False,False,False,True,True,True,True,121.8
2022-09-12,Bearish,0.0138,138.0,1.00996,1.01973,1.00593,1.00904,1.01978,1.00593,1.00248,0.99903,0.99213,0.98275,1.02415,False,False,False,False,True,True,True,True,276.5
2022-09-13,Bullish,0.02219,221.9,1.01153,1.01866,0.99647,1.0138,1.01871,0.99647,1.02421,1.02975,1.04085,1.05594,0.98937,False,False,False,False,True,True,False,True,221.4
2022-09-14,Bullish,0.0068,68.0,0.99733,1.0023,0.9955,0.99823,1.00235,0.9955,1.004,1.0057,1.0091,1.01372,0.99332,False,False,False,False,True,True,True,True,67.5
2022-09-15,Bearish,0.00622,62.2,0.99794,1.00173,0.99551,0.99622,1.00178,0.99551,0.99396,0.9924,0.98929,0.98506,1.00372,False,False,False,False,True,True,True,True,124.9
2022-09-16,Bearish,0.00914,91.4,0.99947,1.0036,0.99446,0.99825,1.00365,0.99446,0.99218,0.98989,0.98532,0.9791,1.00652,False,False,False,False,True,True,True,True,183.3
2022-09-19,Bearish,0.00639,63.9,1.00057,1.00293,0.99654,0.9981,1.00293,0.99654,0.99494,0.99334,0.99015,0.9858,1.00497,False,False,False,False,True,True,True,True,127.8
2022-09-20,Bearish,0.0096,96.0,1.00237,1.00507,0.99547,1.0017,1.00507,0.99547,0.99307,0.99067,0.98587,0.97934,1.00814,False,False,False,False,True,True,True,True,192.0
2022-09-21,Bearish,0.01663,166.3,0.99755,0.99786,0.98123,0.99504,0.99753,0.98123,0.97707,0.97292,0.9646,0.95329,1.00318,False,False,False,False,True,True,False,True,329.3
2022-09-22,Bearish,0.01001,100.1,0.98511,0.9907,0.98069,0.98247,0.99075,0.98069,0.97819,0.97568,0.97068,0.96387,0.9939,False,False,False,False,True,True,True,True,200.7
2022-09-23,Bearish,0.01843,184.3,0.98394,0.98519,0.96676,0.98297,0.98519,0.96676,0.96215,0.95754,0.94833,0.9358,0.99109,False,False,False,False,True,True,False,True,368.6
2022-09-26,Bearish,0.01605,160.5,0.96627,0.97095,0.9549,0.9629,0.97095,0.9549,0.95089,0.94687,0.93885,0.92794,0.97609,False,False,False,False,True,True,False,True,321.0
2022-09-27,Bullish,0.00726,72.6,0.96084,0.96556,0.9583,0.96516,0.96707,0.95692,0.96738,0.96919,0.97282,0.97776,0.95598,False,False,False,False,True,True,True,True,57.5
2022-09-28,Bearish,0.02151,215.1,0.95945,0.97504,0.95353,0.95556,0.97509,0.95353,0.94815,0.94277,0.93202,0.91739,0.98192,False,False,False,False,True,True,False,True,430.7
2022-09-29,Bearish,0.01799,179.9,0.97324,0.98151,0.96352,0.96648,0.98151,0.96352,0.95902,0.95452,0.94553,0.9333,0.98727,False,False,False,False,True,True,False,True,359.8
2022-09-30,Bullish,0.01195,119.5,0.98013,0.98533,0.97338,0.98243,0.98538,0.97338,0.98832,0.99131,0.99728,1.00541,0.96956,False,False,False,False,True,True,True,True,119.0
2022-10-03,Bullish,0.00919,91.9,0.97889,0.98443,0.97524,0.98256,0.98448,0.97524,0.98673,0.98902,0.99362,0.99987,0.9723,False,False,False,False,True,True,True,True,91.4
2022-10-04,Bullish,0.01935,193.5,0.98284,0.99991,0.98056,0.9844,0.99996,0.98056,1.00475,1.00958,1.01926,1.03242,0.97437,False,False,False,False,True,True,False,True,193.0
2022-10-05,Bearish,0.01603,160.3,0.99902,0.99945,0.98342,0.99639,0.9995,0.98342,0.97941,0.9754,0.96739,0.95649,1.00458,False,False,False,False,True,True,False,True,321.1
2022-10-06,Bullish,0.01387,138.7,0.98854,0.99265,0.97878,0.99222,0.99265,0.97878,0.99612,0.99958,1.00652,1.01595,0.97434,False,False,False,False,True,True,True,True,138.7
2022-10-07,Bullish,0.00906,90.6,0.97967,0.98162,0.97256,0.98013,0.98167,0.97256,0.98389,0.98615,0.99068,0.99684,0.96966,False,False,False,False,True,True,True,True,90.1
2022-10-10,Bearish,0.0072,72.0,0.97263,0.97533,0.96813,0.97169,0.97533,0.96813,0.96633,0.96453,0.96093,0.95603,0.97763,False,False,False,False,True,True,True,True,144.0
2022-10-11,Bearish,0.00524,52.4,0.97024,0.9723,0.96706,0.9686,0.97746,0.96706,0.96575,0.96444,0.96182,0.95826,0.97398,False,False,False,True,True,True,True,True,156.4
2022-10-12,Bullish,0.00519,51.9,0.97102,0.97347,0.96828,0.97208,0.97347,0.9668,0.97477,0.97606,0.97866,0.98219,0.96662,False,False,False,False,True,True,True,True,51.9
2022-10-14,Bullish,0.00469,46.9,0.97745,0.98088,0.97619,0.97761,0.98088,0.97069,0.98205,0.98322,0.98557,0.98876,0.97469,False,False,False,True,True,True,True,True,46.9
2022-10-18,Bullish,0.00431,43.1,0.98356,0.98664,0.98233,0.9854,0.98757,0.98127,0.98772,0.98879,0.99095,0.99388,0.98095,False,False,False,False,True,True,True,True,33.8
2022-10-24,Bearish,0.00737,73.7,0.98681,0.9899,0.98253,0.98437,0.9899,0.98069,0.98069,0.97884,0.97516,0.97015,0.99226,False,False,False,False,True,True,True,True,147.4
2022-10-25,Bearish,0.00319,31.9,0.98736,0.98985,0.98666,0.98708,0.99769,0.98483,0.98586,0.98506,0.98347,0.9813,0.99087,True,True,False,True,True,True,True,True,142.2
2022-10-26,Bearish,0.00275,27.5,0.99668,0.9971,0.99435,0.99622,1.00888,0.99435,0.99366,0.99298,0.9916,0.98973,0.99798,False,False,False,True,True,True,True,True,172.8
2022-10-28,Bullish,0.00399,39.9,0.99712,0.99981,0.99582,0.99738,0.99981,0.99261,1.00081,1.0018,1.0038,1.00651,0.99454,False,False,False,True,True,True,True,True,39.9
2022-10-31,Bullish,0.00235,23.5,0.99437,0.99658,0.99423,0.99482,0.99658,0.98729,0.99717,0.99776,0.99893,1.00053,0.99348,False,False,False,True,True,True,True,True,23.5
2022-11-01,Bullish,0.00559,55.9,0.98829,0.99279,0.9872,0.99252,0.99541,0.98529,0.99419,0.99558,0.99838,1.00218,0.98541,True,False,False,True,True,True,True,True,29.7
2022-11-08,Bearish,0.00356,35.6,1.00265,1.00313,0.99957,0.99957,1.00964,0.99717,0.99868,0.99779,0.99601,0.99359,1.00427,True,True,False,True,True,True,True,True,136.3
2022-11-14,Bearish,0.00625,62.5,1.03585,1.03604,1.02979,1.03004,1.03604,1.02715,1.02823,1.02666,1.02354,1.01929,1.03804,True,False,False,False,True,True,True,True,125.0
2022-11-15,Bearish,0.00429,42.9,1.03535,1.03552,1.03123,1.03321,1.04813,1.028,1.03016,1.02909,1.02694,1.02402,1.03689,True,True,False,True,True,True,True,True,211.9
2022-11-16,Bullish,0.00566,56.6,1.03641,1.03873,1.03307,1.03737,1.04385,1.03307,1.04014,1.04156,1.04439,1.04824,1.03126,True,True,False,False,True,True,True,True,5.4
2022-11-18,Bullish,0.00337,33.7,1.03638,1.03908,1.03571,1.03718,1.0396,1.03201,1.03992,1.04076,1.04245,1.04474,1.03463,False,False,False,True,True,True,True,True,28.5
2022-11-21,Bearish,0.00757,75.7,1.03217,1.03331,1.02574,1.02593,1.03331,1.02227,1.02385,1.02196,1.01817,1.01302,1.03573,True,False,False,False,True,True,True,True,151.4
2022-11-24,Bullish,0.00564,56.4,1.0402,1.04488,1.03924,1.04305,1.04488,1.03818,1.04629,1.0477,1.05052,1.05436,1.03744,False,False,False,False,True,True,True,True,56.4
2022-11-25,Bullish,0.00332,33.2,1.04112,1.04293,1.03961,1.04201,1.04293,1.03548,1.04376,1.04459,1.04625,1.04851,1.03855,False,False,False,True,True,True,True,True,33.2
2022-11-29,Bullish,0.00607,60.7,1.03365,1.03944,1.03337,1.03589,1.03944,1.03201,1.04096,1.04248,1.04551,1.04964,1.03143,False,False,False,False,True,True,True,True,60.7
2022-12-02,Bullish,0.00343,34.3,1.05234,1.05392,1.05049,1.05278,1.0545,1.04284,1.05478,1.05564,1.05735,1.05968,1.04939,False,False,False,True,True,True,True,True,28.5
2022-12-05,Bullish,0.0058,58.0,1.05283,1.05849,1.05269,1.05689,1.0595,1.04803,1.05994,1.06139,1.06429,1.06823,1.05083,False,False,False,True,True,True,True,True,47.9
2022-12-06,Bearish,0.00432,43.2,1.04866,1.05189,1.04757,1.04843,1.05329,1.04594,1.04649,1.04541,1.04325,1.04031,1.05327,True,False,False,True,True,True,True,True,100.4
2022-12-07,Bearish,0.00291,29.1,1.04702,1.04765,1.04474,1.0449,1.05498,1.04434,1.04401,1.04328,1.04183,1.03985,1.04858,False,False,False,True,True,True,True,True,131.5
2022-12-09,Bullish,0.00396,39.6,1.0556,1.05867,1.05471,1.05762,1.05884,1.05024,1.05966,1.06065,1.06263,1.06532,1.05344,False,False,False,True,True,True,True,True,37.9
2022-12-12,Bearish,0.00303,30.3,1.05291,1.05363,1.0506,1.05228,1.05802,1.0506,1.04984,1.04908,1.04757,1.04551,1.0546,False,False,False,True,True,True,True,True,104.5
2022-12-16,Bullish,0.00435,43.5,1.06249,1.06626,1.06191,1.06562,1.06632,1.05851,1.06735,1.06844,1.07061,1.07357,1.06052,False,False,False,True,True,True,True,True,42.9
2022-12-19,Bullish,0.00533,53.3,1.05871,1.06342,1.05809,1.06291,1.0658,1.05759,1.06475,1.06609,1.06875,1.07237,1.05638,True,False,False,False,True,True,True,True,29.5
2022-12-20,Bearish,0.0073,73.0,1.0604,1.06519,1.05789,1.05937,1.06585,1.05789,1.05606,1.05424,1.05059,1.04563,1.06753,False,False,False,False,True,True,True,True,152.6
2022-12-21,Bearish,0.00222,22.2,1.06151,1.06292,1.0607,1.0614,1.06455,1.05903,1.06014,1.05959,1.05848,1.05697,1.06363,True,True,False,True,True,True,True,True,60.7
2022-12-22,Bullish,0.00462,46.2,1.06118,1.06499,1.06037,1.06444,1.06593,1.05733,1.06615,1.0673,1.06961,1.07275,1.05889,False,False,False,True,True,True,True,True,36.8
2022-12-23,Bullish,0.00257,25.7,1.05991,1.06124,1.05867,1.06067,1.0633,1.05867,1.06188,1.06252,1.06381,1.06556,1.05785,True,True,False,False,True,True,True,True,5.1
2022-12-26,Bullish,0.00376,37.6,1.0609,1.06348,1.05972,1.06302,1.06348,1.05972,1.06442,1.06536,1.06724,1.0698,1.05852,False,False,False,False,True,True,True,True,37.6
2022-12-27,Bullish,0.00353,35.3,1.06355,1.0665,1.06297,1.06639,1.06694,1.06116,1.06738,1.06826,1.07003,1.07243,1.06184,False,False,False,True,True,True,True,True,30.9
2022-12-28,Bullish,0.00276,27.6,1.06407,1.06524,1.06248,1.06462,1.06745,1.06067,1.06593,1.06662,1.068,1.06988,1.0616,True,True,False,True,True,True,True,True,5.5
2022-12-30,Bearish,0.0031,31.0,1.06687,1.06717,1.06407,1.06445,1.07132,1.06386,1.0633,1.06252,1.06097,1.05886,1.06816,False,False,False,True,True,True,True,True,103.5
2023-01-02,Bearish,0.00421,42.1,1.06953,1.07076,1.06655,1.06822,1.07076,1.06505,1.0655,1.06445,1.06234,1.05948,1.07211,True,False,False,False,True,True,True,True,84.2
2023-01-10,Bullish,0.00235,23.5,1.07339,1.07441,1.07206,1.0734,1.07593,1.07122,1.075,1.07559,1.07676,1.07836,1.07131,True,True,False,True,True,True,True,True,8.3
2023-01-11,Bullish,0.00311,31.1,1.07369,1.07568,1.07257,1.07458,1.07764,1.07256,1.07646,1.07724,1.07879,1.0809,1.07157,True,True,False,False,True,True,True,True,11.5
2023-01-16,Bullish,0.00535,53.5,1.08278,1.08741,1.08206,1.08394,1.08741,1.08014,1.08875,1.09008,1.09276,1.0964,1.08035,False,False,False,True,True,True,True,True,53.5
2023-01-18,Bearish,0.00331,33.1,1.07936,1.07992,1.07661,1.07899,1.08875,1.07661,1.07578,1.07496,1.0733,1.07105,1.08098,False,False,False,True,True,True,True,True,154.5
2023-01-23,Bullish,0.00519,51.9,1.08681,1.0912,1.08601,1.09006,1.09268,1.08462,1.0925,1.0938,1.09639,1.09992,1.08435,True,False,False,False,True,True,True,True,37.1
2023-01-24,Bullish,0.00268,26.8,1.08671,1.08919,1.08651,1.08878,1.08979,1.08352,1.08986,1.09053,1.09187,1.09369,1.08565,False,False,False,True,True,True,True,True,20.8
2023-01-25,Bullish,0.00325,32.5,1.08809,1.09112,1.08787,1.09061,1.09237,1.08573,1.09193,1.09275,1.09437,1.09658,1.08683,True,False,False,True,True,True,True,True,20.0
2023-01-26,Bullish,0.00225,22.5,1.09139,1.09294,1.09069,1.09202,1.09294,1.08505,1.0935,1.09406,1.09519,1.09672,1.08997,False,False,False,True,True,True,True,True,22.5
2023-01-27,Bearish,0.00347,34.7,1.08922,1.09003,1.08656,1.087,1.09003,1.08379,1.08569,1.08482,1.08309,1.08073,1.09114,True,True,False,False,True,True,True,True,69.4
2023-02-01,Bearish,0.00246,24.6,1.08722,1.08768,1.08522,1.08695,1.10006,1.08522,1.0846,1.08399,1.08276,1.08109,1.08847,False,False,False,True,True,True,True,True,173.0
2023-02-02,Bullish,0.00497,49.7,1.0988,1.1033,1.09833,1.10052,1.1033,1.08857,1.10454,1.10578,1.10827,1.11165,1.09674,False,False,False,True,True,True,True,True,49.7
2023-02-06,Bullish,0.00187,18.7,1.07823,1.0799,1.07803,1.07872,1.0799,1.07094,1.08037,1.08084,1.08177,1.08304,1.07743,False,False,False,True,True,True,True,True,18.7
2023-02-07,Bullish,0.0023,23.0,1.07292,1.07438,1.07208,1.07394,1.07666,1.06692,1.07495,1.07553,1.07668,1.07824,1.07134,True,True,False,True,True,True,True,True,0.2
2023-02-13,Bearish,0.00261,26.1,1.06788,1.0681,1.06549,1.06738,1.07294,1.06549,1.06484,1.06419,1.06288,1.06111,1.06894,False,False,False,True,True,True,True,True,100.6
2023-02-16,Bullish,0.00338,33.8,1.06892,1.07144,1.06806,1.06991,1.0722,1.0654,1.07228,1.07313,1.07482,1.07712,1.06698,False,False,False,True,True,True,True,True,26.2
2023-02-17,Bearish,0.00443,44.3,1.06732,1.06753,1.0631,1.06341,1.06979,1.06122,1.06199,1.06088,1.05867,1.05566,1.06895,True,False,False,True,True,True,True,True,111.2
2023-02-20,Bullish,0.00206,20.6,1.0682,1.06932,1.06726,1.06904,1.07043,1.06698,1.06984,1.07035,1.07138,1.07278,1.0666,True,True,False,False,True,True,True,True,9.5
2023-02-21,Bearish,0.00264,26.4,1.0684,1.06881,1.06617,1.06707,1.06977,1.0637,1.06551,1.06485,1.06353,1.06173,1.06965,True,True,False,True,True,True,True,True,62.4
2023-02-22,Bullish,0.0022,22.0,1.06453,1.06636,1.06416,1.06559,1.06636,1.05985,1.06691,1.06746,1.06856,1.07006,1.06346,False,False,False,True,True,True,True,True,22.0
2023-02-23,Bullish,0.00298,29.8,1.06024,1.06272,1.05974,1.06218,1.06272,1.05766,1.06347,1.06421,1.0657,1.06773,1.05879,False,False,False,True,True,True,True,True,29.8
2023-02-27,Bearish,0.00271,27.1,1.0544,1.05595,1.05324,1.05374,1.06193,1.05324,1.05256,1.05188,1.05053,1.04869,1.05682,False,False,False,True,True,True,True,True,114.0
2023-02-28,Bearish,0.00328,32.8,1.06073,1.06143,1.05815,1.05867,1.06448,1.05736,1.05733,1.05651,1.05487,1.05264,1.06248,False,False,False,True,True,True,True,True,96.1
2023-03-03,Bullish,0.00309,30.9,1.05987,1.06226,1.05917,1.06208,1.06381,1.05877,1.06303,1.0638,1.06535,1.06745,1.05818,True,True,False,False,True,True,True,True,15.4
2023-03-08,Bearish,0.00317,31.7,1.05504,1.05555,1.05238,1.05392,1.05734,1.05238,1.05159,1.0508,1.04921,1.04705,1.05656,False,False,False,True,True,True,True,True,81.3
2023-03-13,Bullish,0.0073,73.0,1.06854,1.07365,1.06635,1.07196,1.0748,1.06497,1.07548,1.0773,1.08095,1.08591,1.06401,False,False,False,False,True,True,True,True,61.5
2023-03-14,Bearish,0.0036,36.0,1.07291,1.07326,1.06966,1.07071,1.07491,1.06784,1.06876,1.06786,1.06606,1.06361,1.07441,True,True,False,True,True,True,True,True,88.5
2023-03-16,Bullish,0.00431,43.1,1.05798,1.0615,1.05719,1.06066,1.06351,1.05503,1.06258,1.06366,1.06581,1.06874,1.05581,True,False,False,True,True,True,True,True,23.0
2023-03-17,Bullish,0.00466,46.6,1.06142,1.065,1.06034,1.06481,1.06847,1.06034,1.06616,1.06733,1.06966,1.07283,1.05885,True,True,False,False,True,True,True,True,11.9
2023-03-21,Bearish,0.0016,16.0,1.07226,1.07252,1.07092,1.07153,1.0788,1.07034,1.07052,1.07012,1.06932,1.06823,1.07303,True,False,False,True,True,True,True,True,94.8
2023-03-23,Bullish,0.00571,57.1,1.08645,1.0911,1.08539,1.09042,1.09292,1.08237,1.09253,1.09395,1.09681,1.10069,1.08356,True,False,False,True,True,True,True,True,38.9
2023-03-27,Bearish,0.00222,22.2,1.07692,1.07794,1.07572,1.07647,1.07996,1.07444,1.07517,1.07461,1.0735,1.07199,1.07865,True,True,False,True,True,True,True,True,64.6
2023-03-29,Bearish,0.00179,17.9,1.08471,1.0849,1.08311,1.08314,1.08708,1.08173,1.08266,1.08222,1.08132,1.0801,1.08547,True,True,False,True,True,True,True,True,57.6
2023-04-03,Bearish,0.00555,55.5,1.08367,1.08433,1.07878,1.07947,1.09162,1.07878,1.07739,1.07601,1.07323,1.06946,1.08611,False,False,False,True,True,True,True,True,183.9
2023-04-04,Bearish,0.00269,26.9,1.09055,1.09092,1.08823,1.08851,1.09728,1.08823,1.08756,1.08689,1.08554,1.08371,1.09178,False,False,False,True,True,True,True,True,117.4
2023-04-05,Bullish,0.00235,23.5,1.09568,1.0969,1.09455,1.09572,1.0969,1.08905,1.09749,1.09808,1.09925,1.10085,1.0938,False,False,False,True,True,True,True,True,23.5
2023-04-06,Bearish,0.00259,25.9,1.09035,1.09099,1.0884,1.0894,1.09372,1.0884,1.08775,1.08711,1.08581,1.08405,1.09182,False,False,False,True,True,True,True,True,79.1
2023-04-10,Bullish,0.00236,23.6,1.08945,1.0914,1.08904,1.0899,1.09166,1.08308,1.09199,1.09258,1.09376,1.09536,1.08828,False,False,False,True,True,True,True,True,21.0
2023-04-11,Bullish,0.00425,42.5,1.08623,1.08939,1.08514,1.08937,1.09275,1.08514,1.09045,1.09152,1.09364,1.09653,1.08378,True,True,False,False,True,True,True,True,8.9
2023-04-13,Bearish,0.00219,21.9,1.09883,1.10045,1.09826,1.09836,1.10672,1.09762,1.09771,1.09716,1.09607,1.09458,1.10115,True,False,False,True,True,True,True,True,106.5
2023-04-14,Bullish,0.00307,30.7,1.10461,1.10747,1.1044,1.1074,1.10753,1.09719,1.10824,1.109,1.11054,1.11263,1.10342,False,False,False,True,True,True,True,True,30.1
2023-04-17,Bullish,0.0033,33.0,1.09863,1.0994,1.0961,1.09884,1.09992,1.09087,1.10022,1.10105,1.1027,1.10494,1.09504,False,False,False,True,True,True,True,True,27.8
2023-04-21,Bearish,0.0018,18.0,1.09629,1.09729,1.09549,1.09602,1.09931,1.09375,1.09504,1.09459,1.09369,1.09247,1.09787,True,True,False,True,True,True,True,True,56.2
2023-04-24,Bearish,0.00238,23.8,1.09894,1.09958,1.0972,1.0978,1.10496,1.09653,1.0966,1.09601,1.09482,1.0932,1.10034,True,False,False,True,True,True,True,True,101.4
2023-04-25,Bullish,0.00269,26.9,1.10427,1.10666,1.10397,1.10486,1.10666,1.09636,1.10733,1.108,1.10935,1.11118,1.10311,False,False,False,True,True,True,True,True,26.9
2023-04-27,Bullish,0.00308,30.8,1.10351,1.1063,1.10322,1.1059,1.1063,1.09916,1.10707,1.10784,1.10938,1.11147,1.10223,False,False,False,True,True,True,True,True,30.8
2023-05-02,Bullish,0.00272,27.2,1.09721,1.0994,1.09668,1.09831,1.10075,1.09416,1.10008,1.10076,1.10212,1.10397,1.09581,True,False,False,True,True,True,True,True,13.7
2023-05-04,Bullish,0.00363,36.3,1.10538,1.10873,1.1051,1.10832,1.10912,1.09857,1.10964,1.11055,1.11236,1.11483,1.10394,False,False,False,True,True,True,True,True,32.4
2023-05-05,Bullish,0.00383,38.3,1.10141,1.10458,1.10075,1.10393,1.10474,1.09663,1.10554,1.10649,1.10841,1.11101,1.09952,False,False,False,True,True,True,True,True,36.7
2023-05-08,Bullish,0.00302,30.2,1.10225,1.1044,1.10138,1.10383,1.10531,1.09997,1.10516,1.10591,1.10742,1.10947,1.10041,True,False,False,True,True,True,True,True,21.1
2023-05-10,Bullish,0.00338,33.8,1.09622,1.09769,1.09431,1.0966,1.10064,1.0941,1.09854,1.09938,1.10107,1.10337,1.09323,True,True,False,False,True,True,True,True,4.3
2023-05-12,Bullish,0.00191,19.1,1.09164,1.09301,1.0911,1.09237,1.0935,1.08474,1.09349,1.09397,1.09492,1.09622,1.09049,True,False,False,True,True,True,True,True,14.2
2023-05-15,Bullish,0.0024,24.0,1.08603,1.08688,1.08448,1.0867,1.08903,1.08448,1.08748,1.08808,1.08928,1.09091,1.08371,True,True,False,False,True,True,True,True,2.5
2023-05-16,Bearish,0.00165,16.5,1.08745,1.08841,1.08676,1.08705,1.09042,1.08544,1.08635,1.08593,1.08511,1.08399,1.08894,True,True,False,True,True,True,True,True,53.1
2023-05-19,Bearish,0.00203,20.3,1.07734,1.07796,1.07593,1.07682,1.08283,1.07593,1.07542,1.07492,1.0739,1.07252,1.07861,False,False,False,True,True,True,True,True,89.3
2023-05-22,Bullish,0.00259,25.9,1.08035,1.08294,1.08035,1.08099,1.08307,1.07951,1.08359,1.08424,1.08553,1.08729,1.07952,False,False,False,True,True,True,True,True,24.6
2023-05-24,Bullish,0.00208,20.8,1.0767,1.07859,1.07651,1.07831,1.08008,1.07476,1.07911,1.07963,1.08067,1.08208,1.07584,True,True,False,True,True,True,True,True,5.9
2023-05-26,Bullish,0.00278,27.8,1.07202,1.07422,1.07144,1.07366,1.07581,1.0701,1.07491,1.07561,1.077,1.07889,1.07055,True,True,False,True,True,True,True,True,11.9
2023-05-29,Bullish,0.00278,27.8,1.07136,1.07381,1.07103,1.07359,1.07431,1.07051,1.0745,1.0752,1.07659,1.07848,1.07014,False,False,False,False,True,True,True,True,22.8
2023-05-30,Bearish,0.00452,45.2,1.07087,1.07259,1.06807,1.06855,1.07461,1.06719,1.06694,1.06581,1.06355,1.06048,1.07404,False,False,False,True,True,True,True,True,110.6
2023-05-31,Bearish,0.00506,50.6,1.07294,1.07352,1.06846,1.06969,1.07352,1.06347,1.06719,1.06593,1.0634,1.05996,1.07514,True,True,False,False,True,True,True,True,101.2
2023-06-01,Bearish,0.00213,21.3,1.06857,1.06967,1.06754,1.06766,1.07678,1.06614,1.06701,1.06648,1.06541,1.06396,1.07035,True,True,False,True,True,True,True,True,113.7
2023-06-02,Bullish,0.00167,16.7,1.07619,1.07718,1.07551,1.07709,1.07785,1.07047,1.0776,1.07802,1.07885,1.07999,1.07498,True,False,False,True,True,True,True,True,10.0
2023-06-05,Bearish,0.00186,18.6,1.07078,1.07085,1.06899,1.07008,1.07219,1.06741,1.06853,1.06806,1.06713,1.06587,1.07145,True,True,False,True,True,True,True,True,50.6
2023-06-06,Bullish,0.00239,23.9,1.07125,1.07309,1.0707,1.07244,1.07323,1.06665,1.07369,1.07429,1.07548,1.07711,1.06994,False,False,False,True,True,True,True,True,22.5
2023-06-07,Bearish,0.0021,21.0,1.06915,1.07039,1.06829,1.06844,1.07392,1.0668,1.06777,1.06724,1.06619,1.06476,1.07106,True,True,False,True,True,True,True,True,77.3
2023-06-13,Bullish,0.00434,43.4,1.07598,1.07956,1.07522,1.07821,1.0823,1.07522,1.08065,1.08173,1.0839,1.08685,1.07383,True,True,False,False,True,True,True,True,16.0
2023-06-14,Bearish,0.00221,22.1,1.07912,1.07956,1.07735,1.07756,1.08637,1.07735,1.0768,1.07625,1.07514,1.07364,1.08027,False,False,False,True,True,True,True,True,112.3
2023-06-15,Bearish,0.00386,38.6,1.08261,1.08439,1.08053,1.08179,1.09522,1.08033,1.07957,1.0786,1.07667,1.07405,1.08563,False,False,False,True,True,True,True,True,185.5
2023-06-19,Bullish,0.00178,17.8,1.09394,1.09458,1.0928,1.09397,1.09458,1.09067,1.09503,1.09547,1.09636,1.09757,1.09223,False,False,False,True,True,True,True,True,17.8
2023-06-21,Bearish,0.0012,12.0,1.09122,1.09218,1.09098,1.09119,1.09903,1.0905,1.09068,1.09038,1.08978,1.08896,1.09256,True,False,False,True,True,True,True,True,92.5
2023-06-26,Bullish,0.00225,22.5,1.08975,1.09094,1.08869,1.09073,1.09198,1.08868,1.0915,1.09206,1.09319,1.09472,1.08797,True,False,False,False,True,True,True,True,12.1
2023-06-29,Bearish,0.00379,37.9,1.09154,1.09182,1.08803,1.08936,1.09409,1.08597,1.08708,1.08614,1.08424,1.08166,1.09303,True,True,False,True,True,True,True,True,98.5
2023-07-04,Bearish,0.00224,22.4,1.09085,1.0916,1.08936,1.08948,1.0916,1.08764,1.0888,1.08824,1.08712,1.0856,1.09232,True,True,False,False,True,True,True,True,44.8
2023-07-05,Bearish,0.00231,23.1,1.08828,1.08904,1.08673,1.08809,1.09073,1.08504,1.08615,1.08558,1.08442,1.08285,1.08978,True,True,False,True,True,True,True,True,63.1
2023-07-10,Bearish,0.00235,23.5,1.09586,1.09692,1.09457,1.09457,1.1001,1.0943,1.09398,1.0934,1.09222,1.09062,1.09767,False,False,False,True,True,True,True,True,78.8
2023-07-11,Bullish,0.00279,27.9,1.09976,1.10216,1.09937,1.10065,1.10268,1.09765,1.10286,1.10356,1.10495,1.10685,1.09848,False,False,False,True,True,True,True,True,22.7
2023-07-13,Bearish,0.00216,21.6,1.11366,1.11482,1.11266,1.11305,1.12274,1.11266,1.11212,1.11158,1.1105,1.10903,1.11551,False,False,False,True,True,True,True,True,122.4
2023-07-14,Bearish,0.0034,34.0,1.12258,1.12425,1.12085,1.12187,1.12444,1.12037,1.12,1.11915,1.11745,1.11514,1.12534,False,False,False,False,True,True,True,True,69.9
2023-07-17,Bullish,0.00197,19.7,1.12294,1.12339,1.12142,1.1232,1.12484,1.12027,1.12388,1.12438,1.12536,1.1267,1.12079,True,True,False,True,True,True,True,True,5.2
2023-07-18,Bullish,0.00316,31.6,1.12433,1.12634,1.12318,1.12496,1.12753,1.12084,1.12713,1.12792,1.1295,1.13165,1.12217,True,False,False,True,True,True,True,True,19.7
2023-07-19,Bullish,0.00193,19.3,1.12297,1.12351,1.12158,1.12345,1.12396,1.11738,1.12399,1.12447,1.12544,1.12675,1.12096,False,False,False,True,True,True,True,True,14.8
