date,bias,asian_range,range_pips,asian_open,asian_high,asian_low,asian_close,day_high,day_low,fib_25,fib_50,fib_100,fib_168,fib_132,hit_25,hit_50,hit_168,hit_132_violation,hit_25_tol,hit_50_tol,hit_168_tol,hit_132_violation_tol,fib_100_distance_pips
2022-01-28,Bullish,0.00522,52.2,1.11426,1.1173,1.11208,1.11468,1.11737,1.11208,1.1186,1.11991,1.12252,1.12607,1.11041,False,False,False,False,True,True,True,True,51.5
2022-02-01,Bearish,0.00242,24.2,1.12348,1.12451,1.12209,1.12346,1.12787,1.12209,1.12148,1.12088,1.11967,1.11802,1.12528,False,False,False,True,True,True,True,True,82.0
2022-02-04,Bullish,0.00428,42.8,1.14305,1.14719,1.14291,1.14567,1.14838,1.14115,1.14826,1.14933,1.15147,1.15438,1.14154,True,False,False,True,True,True,True,True,30.9
2022-02-07,Bearish,0.00388,38.8,1.14628,1.14634,1.14246,1.14315,1.14634,1.1415,1.14149,1.14052,1.13858,1.13594,1.14758,False,False,False,False,True,True,True,True,77.6
2022-02-08,Bearish,0.0035,35.0,1.14382,1.14487,1.14137,1.14197,1.14487,1.13962,1.1405,1.13962,1.13787,1.13549,1.14599,True,False,False,False,True,True,True,True,70.0
2022-02-09,Bearish,0.00205,20.5,1.14189,1.14325,1.1412,1.14178,1.14479,1.14024,1.14069,1.14018,1.13915,1.13776,1.14391,True,False,False,True,True,True,True,True,56.4
2022-02-11,Bearish,0.00634,63.4,1.14312,1.14333,1.13699,1.13758,1.14298,1.13295,1.1354,1.13382,1.13065,1.12634,1.14536,True,True,False,False,True,True,True,True,123.3
2022-02-14,Bullish,0.00321,32.1,1.1337,1.1369,1.13369,1.13443,1.1369,1.128,1.1377,1.1385,1.14011,1.14229,1.13266,False,False,False,True,True,True,True,True,32.1
2022-02-17,Bearish,0.00617,61.7,1.13824,1.13849,1.13232,1.13604,1.1386,1.13232,1.13078,1.12924,1.12615,1.12195,1.14046,False,False,False,False,True,True,True,True,124.5
2022-02-18,Bullish,0.00153,15.3,1.13601,1.13719,1.13566,1.13709,1.1377,1.13141,1.13757,1.13795,1.13872,1.13976,1.13517,True,False,False,True,True,True,True,True,10.2
2022-02-21,Bullish,0.00568,56.8,1.13158,1.13699,1.13131,1.13689,1.13904,1.13065,1.13841,1.13983,1.14267,1.14653,1.12949,True,False,False,False,True,True,True,True,36.3
2022-02-22,Bearish,0.00319,31.9,1.13144,1.13199,1.1288,1.13041,1.13669,1.1288,1.128,1.1272,1.12561,1.12344,1.13301,False,False,False,True,True,True,True,True,110.8
2022-02-23,Bearish,0.00188,18.8,1.13254,1.13388,1.132,1.13223,1.1359,1.13012,1.13153,1.13106,1.13012,1.12884,1.13448,True,True,False,True,True,True,True,True,57.8
2022-02-24,Bearish,0.02038,203.8,1.13052,1.13097,1.11059,1.12453,1.13097,1.11059,1.10549,1.1004,1.09021,1.07635,1.13749,False,False,False,False,True,True,False,True,407.6
2022-02-28,Bullish,0.007,70.0,1.11252,1.11946,1.11246,1.11586,1.12465,1.11246,1.12121,1.12296,1.12646,1.13122,1.11022,True,True,False,False,True,True,True,True,18.1
2022-03-02,Bearish,0.00861,86.1,1.11303,1.11431,1.1057,1.10974,1.11436,1.1057,1.10355,1.10139,1.09709,1.09124,1.11707,False,False,False,False,True,True,True,True,172.7
2022-03-07,Bearish,0.01263,126.3,1.09223,1.09317,1.08054,1.08735,1.09322,1.08054,1.07738,1.07423,1.06791,1.05932,1.09721,False,False,False,False,True,True,True,True,253.1
2022-03-08,Bearish,0.0037,37.0,1.08695,1.0885,1.0848,1.08605,1.09582,1.0848,1.08387,1.08295,1.0811,1.07858,1.08968,False,False,False,True,True,True,True,True,147.2
2022-03-11,Bullish,0.00427,42.7,1.09792,1.10189,1.09762,1.10037,1.10436,1.09019,1.10296,1.10402,1.10616,1.10906,1.09625,True,True,False,True,True,True,True,True,18.0
2022-03-15,Bullish,0.00549,54.9,1.09405,1.09853,1.09304,1.09709,1.10197,1.0926,1.0999,1.10128,1.10402,1.10775,1.09128,True,True,False,False,True,True,True,True,20.5
2022-03-22,Bearish,0.00583,58.3,1.1016,1.10257,1.09674,1.0968,1.10458,1.09609,1.09528,1.09382,1.09091,1.08695,1.10444,False,False,False,True,True,True,True,True,136.7
2022-03-23,Bullish,0.00233,23.3,1.10221,1.1044,1.10207,1.10307,1.1044,1.0964,1.10498,1.10556,1.10673,1.10831,1.10132,False,False,False,True,True,True,True,True,23.3
2022-03-24,Bearish,0.00386,38.6,1.10029,1.10139,1.09753,1.0986,1.10139,1.09659,1.09656,1.0956,1.09367,1.09105,1.10263,False,False,False,False,True,True,True,True,77.2
2022-03-25,Bullish,0.00453,45.3,1.09925,1.10378,1.09925,1.10278,1.10378,1.09808,1.10491,1.10604,1.10831,1.11139,1.0978,False,False,False,False,True,True,True,True,45.3
2022-03-28,Bearish,0.00401,40.1,1.09843,1.09848,1.09447,1.09512,1.09996,1.09445,1.09347,1.09247,1.09046,1.08773,1.09976,False,False,False,True,True,True,True,True,95.0
2022-03-29,Bearish,0.01683,168.3,1.09877,1.11365,1.09682,1.09829,1.11371,1.09682,1.09261,1.0884,1.07999,1.06855,1.11904,False,False,False,False,True,True,False,True,337.2
2022-03-31,Bullish,0.0033,33.0,1.11518,1.11848,1.11518,1.11658,1.11848,1.1061,1.1193,1.12013,1.12178,1.12402,1.11412,False,False,False,True,True,True,True,True,33.0
2022-04-01,Bullish,0.00168,16.8,1.10639,1.10763,1.10595,1.10679,1.10763,1.10279,1.10805,1.10847,1.10931,1.11045,1.10541,False,False,False,True,True,True,True,True,16.8
2022-04-04,Bullish,0.00945,94.5,1.10326,1.10544,1.09599,1.10511,1.10544,1.09599,1.1078,1.11016,1.11489,1.12132,1.09297,False,False,False,False,True,True,True,True,94.5
2022-04-06,Bearish,0.00249,24.9,1.09038,1.09082,1.08833,1.08836,1.09381,1.08745,1.08771,1.08709,1.08584,1.08415,1.09162,True,False,False,True,True,True,True,True,79.7
2022-04-07,Bullish,0.00316,31.6,1.09003,1.09204,1.08888,1.09187,1.09385,1.08646,1.09283,1.09362,1.0952,1.09735,1.08787,True,True,False,True,True,True,True,True,13.5
2022-04-08,Bearish,0.00274,27.4,1.08721,1.08822,1.08548,1.08677,1.08918,1.08363,1.0848,1.08411,1.08274,1.08088,1.0891,True,True,False,True,True,True,True,True,64.4
2022-04-11,Bearish,0.00467,46.7,1.09218,1.09218,1.08751,1.08925,1.09332,1.08727,1.08634,1.08518,1.08284,1.07966,1.09367,False,False,False,False,True,True,True,True,104.8
2022-04-14,Bullish,0.01658,165.8,1.08829,1.09227,1.07569,1.091,1.09232,1.07569,1.09642,1.10056,1.10885,1.12012,1.07038,False,False,False,False,True,True,False,True,165.3
2022-04-15,Bearish,0.00381,38.1,1.08245,1.08343,1.07962,1.08056,1.08301,1.07962,1.07867,1.07772,1.07581,1.07322,1.08465,False,False,False,False,True,True,True,True,72.0
2022-04-18,Bearish,0.00329,32.9,1.08034,1.08216,1.07887,1.07944,1.08216,1.07698,1.07805,1.07722,1.07558,1.07334,1.08321,True,True,False,False,True,True,True,True,65.8
2022-04-19,Bearish,0.00533,53.3,1.07831,1.08138,1.07605,1.07743,1.08146,1.07605,1.07472,1.07338,1.07072,1.0671,1.08309,False,False,False,False,True,True,True,True,107.4
2022-04-21,Bearish,0.00317,31.7,1.08535,1.08552,1.08235,1.08467,1.09362,1.08235,1.08156,1.08076,1.07918,1.07702,1.08653,False,False,False,True,True,True,True,True,144.4
2022-04-22,Bullish,0.00209,20.9,1.08385,1.08516,1.08307,1.0846,1.08516,1.07707,1.08568,1.0862,1.08725,1.08867,1.0824,False,False,False,True,True,True,True,True,20.9
2022-04-25,Bearish,0.01178,117.8,1.08085,1.08138,1.0696,1.07757,1.08138,1.0696,1.06666,1.06371,1.05782,1.04981,1.08515,False,False,False,False,True,True,True,True,235.6
2022-04-26,Bullish,0.00318,31.8,1.07137,1.07387,1.07069,1.07315,1.07387,1.06358,1.07467,1.07546,1.07705,1.07921,1.06967,False,False,False,True,True,True,True,True,31.8
2022-04-27,Bullish,0.00211,21.1,1.06439,1.06548,1.06337,1.06506,1.06548,1.05145,1.06601,1.06654,1.06759,1.06902,1.06269,False,False,False,True,True,True,True,True,21.1
2022-04-28,Bearish,0.00794,79.4,1.05582,1.05606,1.04812,1.05122,1.05647,1.04713,1.04614,1.04415,1.04018,1.03478,1.0586,False,False,False,False,True,True,True,True,162.9
2022-05-02,Bearish,0.00779,77.9,1.05513,1.05676,1.04897,1.0513,1.05683,1.04897,1.04702,1.04508,1.04118,1.03588,1.05925,False,False,False,False,True,True,True,True,156.5
2022-05-03,Bullish,0.00856,85.6,1.0504,1.05771,1.04915,1.05074,1.05776,1.04915,1.05985,1.06199,1.06627,1.07209,1.04641,False,False,False,False,True,True,True,True,85.1
2022-05-04,Bearish,0.00229,22.9,1.05251,1.05342,1.05113,1.05124,1.06309,1.0506,1.05056,1.04998,1.04884,1.04728,1.05415,False,False,False,True,True,True,True,True,142.5
2022-05-05,Bullish,0.00381,38.1,1.06083,1.06419,1.06038,1.06118,1.06419,1.04926,1.06514,1.06609,1.068,1.07059,1.05916,False,False,False,True,True,True,True,True,38.1
2022-05-06,Bearish,0.00352,35.2,1.05506,1.05507,1.05155,1.05225,1.05989,1.04826,1.05067,1.04979,1.04803,1.04564,1.0562,True,True,False,True,True,True,True,True,118.6
2022-05-09,Bearish,0.00974,97.4,1.05385,1.05919,1.04945,1.05074,1.05925,1.04945,1.04702,1.04458,1.03971,1.03309,1.06231,False,False,False,False,True,True,True,True,195.4
2022-05-10,Bullish,0.00607,60.7,1.0558,1.05854,1.05247,1.05765,1.05854,1.05247,1.06006,1.06158,1.06461,1.06874,1.05053,False,False,False,False,True,True,True,True,60.7
2022-05-13,Bullish,0.0029,29.0,1.03731,1.04016,1.03726,1.03953,1.04197,1.03495,1.04088,1.04161,1.04306,1.04503,1.03633,True,True,False,True,True,True,True,True,10.9
2022-05-16,Bearish,0.00596,59.6,1.04068,1.04424,1.03828,1.04011,1.04431,1.03828,1.03679,1.0353,1.03232,1.02827,1.04615,False,False,False,False,True,True,True,True,119.9
2022-05-17,Bullish,0.01274,127.4,1.04323,1.05551,1.04277,1.0447,1.05557,1.04277,1.0587,1.06188,1.06825,1.07691,1.03869,False,False,False,False,True,True,True,True,126.8
2022-05-20,Bearish,0.00659,65.9,1.05911,1.05981,1.05322,1.05907,1.0599,1.05322,1.05157,1.04992,1.04663,1.04215,1.06192,False,False,False,False,True,True,True,True,132.7
2022-05-23,Bullish,0.01535,153.5,1.05601,1.06969,1.05434,1.05993,1.06974,1.05434,1.07353,1.07736,1.08504,1.09548,1.04943,False,False,False,False,True,True,False,True,153.0
2022-05-24,Bearish,0.00332,33.2,1.06868,1.0694,1.06608,1.06681,1.07485,1.06608,1.06525,1.06442,1.06276,1.0605,1.07046,False,False,False,True,True,True,True,True,120.9
2022-05-26,Bearish,0.00696,69.6,1.06777,1.07314,1.06618,1.06674,1.07315,1.06618,1.06444,1.0627,1.05922,1.05449,1.07537,False,False,False,False,True,True,True,True,139.3
2022-05-27,Bullish,0.00685,68.5,1.0724,1.07649,1.06964,1.07503,1.07649,1.06964,1.0782,1.07992,1.08334,1.088,1.06745,False,False,False,False,True,True,True,True,68.5
2022-05-30,Bullish,0.0037,37.0,1.07316,1.07608,1.07238,1.07534,1.07869,1.07238,1.077,1.07793,1.07978,1.0823,1.0712,True,True,False,False,True,True,True,True,10.9
2022-06-03,Bullish,0.00221,22.1,1.07486,1.07645,1.07424,1.07541,1.07645,1.07041,1.077,1.07755,1.07866,1.08016,1.07353,False,False,False,True,True,True,True,True,22.1
2022-06-06,Bullish,0.00679,67.9,1.07229,1.07512,1.06833,1.07268,1.07521,1.06833,1.07682,1.07852,1.08191,1.08653,1.06616,False,False,False,False,True,True,True,True,67.0
2022-06-07,Bearish,0.00295,29.5,1.06958,1.06999,1.06704,1.06741,1.07143,1.0652,1.0663,1.06556,1.06409,1.06208,1.07093,True,True,False,True,True,True,True,True,73.4
2022-06-08,Bearish,0.0077,77.0,1.07079,1.07478,1.06708,1.06879,1.07484,1.06708,1.06516,1.06323,1.05938,1.05414,1.07724,False,False,False,False,True,True,True,True,154.6
2022-06-10,Bullish,0.00312,31.2,1.06132,1.06422,1.0611,1.06338,1.06422,1.05058,1.065,1.06578,1.06734,1.06946,1.0601,False,False,False,True,True,True,True,True,31.2
2022-06-15,Bullish,0.00707,70.7,1.04108,1.04752,1.04045,1.04637,1.05078,1.0359,1.04929,1.05105,1.05459,1.0594,1.03819,True,False,False,True,True,True,True,True,38.1
2022-06-16,Bearish,0.00449,44.9,1.04542,1.04697,1.04248,1.04292,1.06014,1.03808,1.04136,1.04024,1.03799,1.03494,1.04841,True,True,False,True,True,True,True,True,221.5
2022-06-20,Bullish,0.00574,57.4,1.04744,1.05317,1.04743,1.0529,1.05459,1.04743,1.0546,1.05604,1.05891,1.06281,1.04559,False,False,False,False,True,True,True,True,43.2
2022-06-21,Bullish,0.00787,78.7,1.05117,1.05822,1.05035,1.05184,1.05826,1.05035,1.06019,1.06216,1.06609,1.07144,1.04783,False,False,False,False,True,True,True,True,78.3
2022-06-22,Bearish,0.01372,137.2,1.05314,1.06054,1.04682,1.04885,1.06056,1.04682,1.04339,1.03996,1.0331,1.02377,1.06493,False,False,False,False,True,True,True,True,274.6
2022-06-23,Bullish,0.00252,25.2,1.05671,1.0581,1.05558,1.057,1.0581,1.04827,1.05873,1.05936,1.06062,1.06233,1.05477,False,False,False,True,True,True,True,True,25.2
2022-06-24,Bullish,0.0059,59.0,1.0527,1.05707,1.05117,1.05428,1.05712,1.05117,1.05854,1.06002,1.06297,1.06698,1.04928,False,False,False,False,True,True,True,True,58.5
2022-06-27,Bullish,0.00687,68.7,1.05461,1.06145,1.05458,1.05589,1.06149,1.05458,1.06317,1.06488,1.06832,1.07299,1.05238,False,False,False,False,True,True,True,True,68.3
2022-07-04,Bullish,0.00484,48.4,1.04138,1.04622,1.04138,1.04329,1.04627,1.04138,1.04743,1.04864,1.05106,1.05435,1.03983,False,False,False,False,True,True,True,True,47.9
2022-07-05,Bullish,0.02142,214.2,1.04236,1.04489,1.02347,1.04424,1.04489,1.02347,1.05025,1.0556,1.06631,1.08088,1.01662,False,False,False,False,True,True,False,True,214.2
2022-07-07,Bullish,0.00449,44.9,1.01867,1.02209,1.0176,1.02185,1.02209,1.0144,1.02321,1.02433,1.02658,1.02963,1.01616,False,False,False,True,True,True,True,True,44.9
2022-07-12,Bearish,0.00505,50.5,1.00452,1.00553,1.00048,1.0011,1.00739,0.99997,0.99922,0.99796,0.99543,0.992,1.00715,False,False,False,True,True,True,True,True,119.6
2022-07-14,Bearish,0.011,110.0,1.00592,1.00618,0.99518,1.00185,1.00591,0.99518,0.99243,0.98968,0.98418,0.9767,1.0097,False,False,False,False,True,True,True,True,217.3
2022-07-20,Bullish,0.00284,28.4,1.02213,1.02485,1.02201,1.02379,1.02731,1.01554,1.02556,1.02627,1.02769,1.02962,1.0211,True,True,False,True,True,True,True,True,3.8
2022-07-21,Bullish,0.00545,54.5,1.01775,1.02283,1.01738,1.02229,1.0278,1.01533,1.02419,1.02555,1.02828,1.03199,1.01564,True,True,False,True,True,True,True,True,4.8
2022-07-22,Bearish,0.00533,53.3,1.02112,1.02335,1.01802,1.01851,1.02554,1.01297,1.01669,1.01536,1.01269,1.00907,1.02506,True,True,False,True,True,True,True,True,128.5
2022-07-25,Bearish,0.00374,37.4,1.02088,1.02183,1.01809,1.01988,1.02578,1.01783,1.01715,1.01622,1.01435,1.01181,1.02303,False,False,False,True,True,True,True,True,114.3
2022-07-28,Bullish,0.01204,120.4,1.02087,1.02339,1.01135,1.0221,1.02344,1.01135,1.0264,1.02941,1.03543,1.04362,1.0075,False,False,False,False,True,True,True,True,119.9
2022-07-29,Bullish,0.004,40.0,1.01862,1.02249,1.01849,1.02097,1.02545,1.0146,1.02349,1.02449,1.02649,1.02921,1.01721,True,True,False,True,True,True,True,True,10.4
2022-08-01,Bullish,0.00698,69.8,1.02095,1.02749,1.02051,1.02162,1.02754,1.02051,1.02923,1.03098,1.03447,1.03922,1.01828,False,False,False,False,True,True,True,True,69.3
2022-08-02,Bullish,0.00448,44.8,1.02584,1.02938,1.0249,1.02675,1.02938,1.01634,1.0305,1.03162,1.03386,1.03691,1.02347,False,False,False,True,True,True,True,True,44.8
2022-08-03,Bullish,0.00439,43.9,1.01691,1.01939,1.015,1.01761,1.02105,1.01225,1.02049,1.02158,1.02378,1.02677,1.0136,True,False,False,True,True,True,True,True,27.3
2022-08-04,Bearish,0.00994,99.4,1.01691,1.02532,1.01538,1.01629,1.02538,1.01538,1.01289,1.01041,1.00544,0.99868,1.0285,False,False,False,False,True,True,True,True,199.4
2022-08-11,Bearish,0.00293,29.3,1.03032,1.03046,1.02753,1.02818,1.03644,1.02753,1.0268,1.02606,1.0246,1.02261,1.0314,False,False,False,True,True,True,True,True,118.4
2022-08-15,Bearish,0.01141,114.1,1.02532,1.02683,1.01542,1.02405,1.02683,1.01542,1.01257,1.00971,1.00401,0.99625,1.03048,False,False,False,False,True,True,True,True,228.2
2022-08-17,Bullish,0.00205,20.5,1.017,1.01851,1.01646,1.0182,1.02029,1.01454,1.01902,1.01954,1.02056,1.02195,1.0158,True,True,False,True,True,True,True,True,2.7
2022-08-19,Bearish,0.00631,63.1,1.00938,1.00946,1.00315,1.0083,1.00955,1.00315,1.00157,1.0,0.99684,0.99255,1.01148,False,False,False,False,True,True,True,True,127.1
2022-08-22,Bearish,0.0121,121.0,1.00344,1.00466,0.99256,1.00321,1.00466,0.99256,0.98954,0.98651,0.98046,0.97223,1.00853,False,False,False,False,True,True,True,True,242.0
2022-08-23,Bearish,0.00351,35.1,0.99427,0.99501,0.9915,0.99196,1.00183,0.98999,0.99062,0.98975,0.98799,0.9856,0.99613,True,False,False,True,True,True,True,True,138.4
2022-08-25,Bullish,0.00476,47.6,0.99713,1.00083,0.99607,0.99935,1.00335,0.99491,1.00202,1.00321,1.00559,1.00883,0.99455,True,True,False,False,True,True,True,True,22.4
2022-08-26,Bearish,0.01375,137.5,0.99768,1.00835,0.9946,0.99598,1.0084,0.9946,0.99116,0.98772,0.98085,0.9715,1.01275,False,False,False,False,True,True,True,True,275.5
2022-08-29,Bearish,0.01151,115.1,0.99658,1.00287,0.99136,0.99238,1.00292,0.99136,0.98848,0.9856,0.97985,0.97202,1.00655,False,False,False,False,True,True,True,True,230.7
2022-08-30,Bullish,0.00728,72.8,0.99954,1.00543,0.99815,1.00017,1.00548,0.99815,1.00725,1.00907,1.01271,1.01766,0.99582,False,False,False,False,True,True,True,True,72.3
2022-08-31,Bullish,0.01078,107.8,1.00177,1.00786,0.99708,1.00393,1.00791,0.99708,1.01056,1.01325,1.01864,1.02597,0.99363,False,False,False,False,True,True,True,True,107.3
2022-09-01,Bearish,0.01441,144.1,1.00488,1.00544,0.99103,1.00177,1.00544,0.99103,0.98743,0.98382,0.97662,0.96682,1.01005,False,False,False,False,True,True,True,True,288.2
