rank_band,tested,pos_elasticity,neg_elasticity,asymmetry_ratio,ci_ratio_lo,ci_ratio_hi,pos_p95,neg_abs_p5,tail_asymmetry
1-25,True,-0.005240326943536383,0.02987365646152814,-5.700723787544485,0.0525347613713244,185.2768133464089,0.16613782097983304,0.1572056825764058,0.9462365742445155
26-100,True,-0.005486789360045082,0.02099059315796919,-3.825660469276102,0.11842599268606649,182.3283683556039,0.17708798620977298,0.16973863672858389,0.9584988816097142
101-250,True,1.717943501739587,0.010840171462438802,0.0063099697117292046,0.08386688912874316,144.20028165009006,0.1824788865152286,0.17833861592412514,0.9773109608998084
251-500,True,-0.006494166386575015,0.004347844672123766,-0.6695000425476924,0.06681551000602837,128.70875421523817,0.18416484199567612,0.18912601895343886,1.026938784319535
501-750,True,-0.005985993193288616,-0.14786772425544906,-24.70228740340627,0.07006454704133896,189.86989650228185,0.2256774575874286,0.18265280711735177,0.8093533535425935
751-1000,True,-0.0011786155257899463,-4692.9150276343,-3981718.316911663,0.12168516679330561,224.05736075706585,0.21905866330874527,0.1902539344027615,0.8685067804627938
1001-1500,True,-0.0044178395722547685,-0.21461331029908928,-48.578792142412574,0.10396934228295751,240.39821735953436,0.23956841950405566,0.20119470321425872,0.8398214740939705
1501-2000,True,-0.003434985734512662,0.007283204803426865,-2.1203013247623193,0.11212384583889776,139.4105363559013,0.2376576537121273,0.2322224004330375,0.9771299043216446
