lens,object,condition,n,median_resid,iqr_resid,median_ret
chain,ETH,BTC_UP_VOL_LOW,250916,-8.625530797723435e-06,0.05580459588244159,0.005783308808902876
chain,ETH,BTC_UP_VOL_HIGH,263844,0.00041407342003851877,0.04972349707016585,0.008775680599232172
chain,ETH,BTC_DOWN_VOL_LOW,245476,0.0002185032397536979,0.053853639323248104,-0.011608689687297558
chain,ETH,BTC_DOWN_VOL_HIGH,265253,-0.0015513722488776915,0.05136737729117784,-0.016809677794120237
chain,BNB,BTC_UP_VOL_LOW,51069,-0.0017761556805360734,0.03964152173466884,0.0021529189535716142
chain,BNB,BTC_UP_VOL_HIGH,74767,-0.0006320313953862566,0.050855423931464416,0.005463757237197164
chain,BNB,BTC_DOWN_VOL_LOW,52898,0.0019803586544462903,0.039951154580373474,-0.008528403297540232
chain,BNB,BTC_DOWN_VOL_HIGH,76396,-0.0013821417536221126,0.05364515098497713,-0.015379188119976073
chain,SOL,BTC_UP_VOL_LOW,18859,-3.930119000306043e-05,0.046868373413792436,0.0036033392417600396
chain,SOL,BTC_UP_VOL_HIGH,54646,0.0014497854495311158,0.056597211872152164,0.008517978335387921
chain,SOL,BTC_DOWN_VOL_LOW,19203,-0.00046223322863520044,0.04827782839622835,-0.01159547923088211
chain,SOL,BTC_DOWN_VOL_HIGH,55566,-0.005642608908800639,0.06010476101448922,-0.020694161437686043
chain,POL,BTC_UP_VOL_LOW,6145,-0.0022680516115105576,0.04271822924327506,0.001661195096187118
chain,POL,BTC_UP_VOL_HIGH,6117,0.0,0.05460212937245712,0.0068111393014369526
chain,POL,BTC_DOWN_VOL_LOW,6218,0.0029708914779734696,0.04198243144243727,-0.006970100311226302
chain,POL,BTC_DOWN_VOL_HIGH,6073,-0.0015867045351219689,0.056504722308274885,-0.016864742615475437
chain,-,BTC_UP_VOL_LOW,4274,0.0029268657308750834,0.05334528085695933,0.0077843799145889125
chain,-,BTC_UP_VOL_HIGH,7736,0.0035367161844299666,0.06399197055561603,0.009619004654367047
chain,-,BTC_DOWN_VOL_LOW,4271,-0.006724324104747936,0.05096250899745183,-0.019216037964987165
chain,-,BTC_DOWN_VOL_HIGH,8108,-0.011026855090318977,0.06191549087434228,-0.025457312186950132
chain,ARB,BTC_UP_VOL_LOW,1840,0.000728612527574779,0.041803213007046425,0.0039099685330405975
chain,ARB,BTC_UP_VOL_HIGH,3890,-0.0010874704452452644,0.04350557134872485,0.006567936950903075
chain,ARB,BTC_DOWN_VOL_LOW,1942,0.0004530099837042334,0.0440114059024099,-0.01119056299781157
chain,ARB,BTC_DOWN_VOL_HIGH,3987,-0.0022584803843332946,0.04552599641287239,-0.016822328634897632
chain,KAIA,BTC_UP_VOL_LOW,2508,0.0019514057711220723,0.03704517324425005,0.006001272159075199
chain,KAIA,BTC_UP_VOL_HIGH,2328,-0.001915173142890747,0.052555692422029746,0.006843191037833596
chain,KAIA,BTC_DOWN_VOL_LOW,2473,0.00031364075891116006,0.03612277136993236,-0.012125037780246428
chain,KAIA,BTC_DOWN_VOL_HIGH,2268,0.0030438210345348216,0.05552974540707872,-0.011839561269124776
chain,AVAX,BTC_UP_VOL_LOW,1376,0.005315930503932975,0.05748433889420551,0.010391070466400976
chain,AVAX,BTC_UP_VOL_HIGH,3223,0.0037780179934315816,0.0437382981957779,0.012005881788831108
chain,AVAX,BTC_DOWN_VOL_LOW,1471,-0.008282866466044259,0.051848886280045886,-0.02031068543100112
chain,AVAX,BTC_DOWN_VOL_HIGH,3353,-0.005894758427644031,0.04780711918067419,-0.020417075494791825
sector,ethereum-ecosystem,BTC_UP_VOL_LOW,45194,0.00015810117821918324,0.03897566449047368,0.0025581871673153733
sector,ethereum-ecosystem,BTC_UP_VOL_HIGH,111381,0.0004043659382502174,0.03979713110927635,0.0061190831119302125
sector,ethereum-ecosystem,BTC_DOWN_VOL_LOW,47289,0.0017867330882629928,0.04089813268104833,-0.008247919932473202
sector,ethereum-ecosystem,BTC_DOWN_VOL_HIGH,116974,-0.0019256606797845577,0.04332512137469803,-0.01562954588973292
sector,defi,BTC_UP_VOL_LOW,51536,0.00023356939736030036,0.03949186278291229,0.004718599956211489
sector,defi,BTC_UP_VOL_HIGH,104627,0.0015638811859230994,0.041086651852048184,0.009164770624740859
sector,defi,BTC_DOWN_VOL_LOW,53944,0.0007874732465853462,0.0397159109263828,-0.009974470681637482
sector,defi,BTC_DOWN_VOL_HIGH,108064,-0.0025358403495503445,0.04329361462154738,-0.016782510637437853
sector,collectibles-nfts,BTC_UP_VOL_LOW,35901,0.0008718848130017109,0.04687906351862137,0.0071631776400049585
sector,collectibles-nfts,BTC_UP_VOL_HIGH,52034,0.0015253806192611075,0.050497139571715643,0.010574223554723927
sector,collectibles-nfts,BTC_DOWN_VOL_LOW,37548,-0.001735203612031,0.04461151077725395,-0.014933053930818785
sector,collectibles-nfts,BTC_DOWN_VOL_HIGH,53103,-0.005069189482897085,0.0500666773039158,-0.02160000249364019
sector,bnb-chain-ecosystem,BTC_UP_VOL_LOW,18716,-0.00017473363266862219,0.032991115098513935,0.0009854662134616277
sector,bnb-chain-ecosystem,BTC_UP_VOL_HIGH,78577,0.0,0.039716176184780044,0.004829738347939205
