rank_band,n_asset_days,n_dates,R2_raw_ols,R2_raw_btc_eth,R2_winsorized,R2_clipped_10pct,R2_huber,R2_cs_median,R2_cs_mean,corr_band_median_vs_mkt,corr_equal_weight_idx_vs_mkt,median_abs_residual,total_scale_mad,idiosyncratic_share
1-25,54871,2195,0.002080686478884375,,0.002992665729644628,0.0031354596772140697,-0.16682056924555466,6.700444074918598e-33,1.6686954018299157e-32,0.0882094302650932,0.0801575652565433,0.01708326958632577,0.017093843943403297,0.9993813938449106
26-100,164564,2195,0.0010641839777389972,,0.0025364354402621636,0.0026490381554457043,-0.15589994912810745,9.599794981874325e-33,2.826846556819839e-32,0.08103826465978309,0.07687752233061415,0.025364436551453793,0.02512942298725862,1.0093521273574142
101-250,327739,2195,2.3041539311985382e-05,,0.0016809112359564837,0.001880020246734171,-1.7272467562889915e-06,5.66826237667192e-33,1.9265598530474586e-32,0.07860332455671648,0.058306061407198226,0.22651324747574125,0.025373583493936813,8.927128780602397
251-500,545791,2195,1.3944023647960435e-06,,0.001115079301507782,0.001356139788035171,-8.810781367052378e-05,7.549269710300486e-33,1.8563416749812223e-32,0.07294702757925313,0.017371063587674013,0.02795953027379306,0.02671835022512692,1.0464542173527949
501-750,544428,2194,8.064574563704241e-10,,0.0008011262507725547,0.0010623170284211891,-5.695080567358346e-06,3.3055243786981385e-33,1.332323109723077e-32,0.07449430664983725,-0.00045448365564522625,0.11808354613911029,0.02734994749919506,4.317505404446777
751-1000,544566,2194,1.5544573481962587e-05,,0.0007030104047928143,0.0010121275870543789,-1.867617545947553e-06,3.3104705521768565e-33,1.0366297590761226e-32,0.07791597567459733,-0.06181833678266018,5.507944836845082,0.027881123215923065,197.55103817695064
1001-1500,1086889,2194,2.4182352638124627e-06,,0.0006163791583114753,0.0008575337404465033,-0.0003888494230337436,1.8919287998933646e-33,4.8901682171733e-33,0.08957176934592151,0.027424360893202278,0.03532465979595345,0.02872487617424435,1.2297584707302125
1501-2000,1079933,2194,1.2050873493540948e-06,,0.0003373746608984485,0.000620061377782366,-1.0910163138033724e-05,1.8066273983658246e-33,5.610153158030089e-33,0.0752368593924503,0.04413842593478013,0.030929759761791666,0.028598832604920466,1.0815042763833012
