rank_band,tested,n_asset_days,R2_global,R2_global_btc,R2_global_btc_eth,R2_all_obs,R2_global_add,R2_btc_add,R2_eth_add,R2_chain_add,R2_sector_add,residual_share
1-25,True,45941,0.002183388421839072,0.25219535038253027,0.2915889080061683,0.29215341733866906,0.002183388421839072,0.2500119619606912,0.039393557623638054,0.00045806857534747003,0.00010644075715326995,0.7078465826613309
26-100,True,152119,0.0009861409820182132,0.11426715670491183,0.13465415937482694,0.13515088870628,0.0009861409820182132,0.11328101572289362,0.02038700266991511,0.00022027754922282483,0.0002764517822302359,0.86484911129372
101-250,True,305968,2.4190402770685182e-05,2.5325528929198704e-05,2.550550700641807e-05,3.342838394937431e-05,2.4190402770685182e-05,1.135126158513522e-06,1.799780772193671e-07,3.0211034367511047e-06,4.9017735062051315e-06,0.9999665716160506
251-500,True,514781,1.2243981961646e-06,0.000226301076092561,0.00029906778919408517,0.00033876644688013435,1.2243981961646e-06,0.0002250766778963964,7.276671310152416e-05,2.8554578187511837e-06,3.6843199867298004e-05,0.9996612335531199
501-750,True,517781,1.1278187272978357e-09,4.07454942008556e-08,1.0350942514225636e-07,4.472214152340115e-06,1.1278187272978357e-09,3.961767547355777e-08,6.276393094140076e-08,7.751574653269699e-07,3.5935472618708886e-06,0.9999955277858477
751-1000,True,526829,1.610715847311095e-05,1.9938241469841245e-05,2.1051153134443723e-05,3.496091721955086e-05,1.610715847311095e-05,3.831082996730295e-06,1.1129116646024784e-06,1.6630628812963621e-06,1.2246701203810773e-05,0.9999650390827804
1001-1500,True,1052158,4.833036870266483e-06,0.0005102480092654682,0.0005838167154764706,0.0007428537604042829,4.833036870266483e-06,0.0005054149723952017,7.356870621100242e-05,5.348529360738041e-05,0.00010555175132043182,0.9992571462395957
1501-2000,True,1053886,1.1617455766277374e-06,5.083266961347643e-05,6.336011683627518e-05,8.940817178004767e-05,1.1617455766277374e-06,4.9670924036848696e-05,1.2527447222798749e-05,1.9842590123553272e-05,6.20546482021922e-06,0.99991059182822
