family,N,winner_median_MFE_R,winner_p90_MFE_R,winner_median_time_to_MFE_h,winner_median_capture_ratio,winner_median_giveback_R,median_time_to_first_0_25R_h,median_time_to_first_0_50R_h,median_time_to_first_1R_h,reach_0_50R_freq,reach_1R_freq,fail_after_1R_freq,pct_final_pnl_by_h1,pct_final_pnl_by_h2,pct_final_pnl_by_h3,pct_final_pnl_by_h4,pct_final_pnl_by_h5,pct_final_pnl_by_h6,top1pct_share_of_positive,top5pct_share_of_positive,top10pct_share_of_positive
A,432,1.105428694614274,2.2254972062405116,5.0,0.9141688641142192,0.08127952421276197,1.0,2.0,3.0,0.6342592592592593,0.35648148148148145,0.0,0.13907330130531415,0.8784877539169953,1.707559274815403,2.5459876822378487,3.4179435202245614,0.0,0.0394238478175358,0.16563769626604202,0.281018960953187
B,458,1.056857321407028,2.0889047239591583,1.0,0.9361062649549972,0.08814690233092404,2.0,2.0,3.0,0.6157205240174672,0.3318777292576419,0.0,-0.262454036442391,0.3785804448059876,1.3251627326651303,2.245709487620203,3.2152326608393023,0.0,0.03987729981055507,0.17080743390968955,0.27770924103410377
A+B,890,1.0708392582159272,2.1452250612805357,3.0,0.9186595997281858,0.08601982046539558,2.0,2.0,3.0,0.6247191011235955,0.3438202247191011,0.0,-0.04301079598830169,0.6517904345749359,1.534150585942062,2.409817915290957,3.326018462145526,0.0,0.0473399920331363,0.1686588974040078,0.28013411439119823
