w_A_pct,w_B_pct,f_total_pct,scheme,n_paths,cagr_p5,cagr_p25,cagr_p50,cagr_p75,cagr_p90,cagr_p95,cagr_p99,max_dd_p5,max_dd_p25,max_dd_p50,max_dd_p75,max_dd_p90,max_dd_p95,max_dd_p99,terminal_p5,terminal_p25,terminal_p50,terminal_p75,terminal_p90,terminal_p95,terminal_p99,min_eq_p5,min_eq_p25,min_eq_p50,min_eq_p75,min_eq_p90,min_eq_p95,min_eq_p99,P_dd_ge_10,P_dd_ge_15,P_dd_ge_20,P_dd_ge_30,P_dd_ge_40,P_dd_ge_50,P_technical_ruin,exp_cagr,median_terminal
0,100,0.25,block,10000,0.08306915083603789,0.11031440755943028,0.13006255699423364,0.15069653503134506,0.1686075618276312,0.18036763049344232,0.20075624387560678,0.01764982114915759,0.022660521334132516,0.027084073131814684,0.032735941698374904,0.039360833132463094,0.04432056722550627,0.054489053701925416,1.2568278043308887,1.3495348603386748,1.419439456830526,1.4949536981267775,1.562582982918667,1.608051841259248,1.6889065344831988,0.979777171357836,0.9911676353365101,0.9975121523703588,1.0,1.0013655019020697,1.0031530108961901,1.0058270260511013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13070350006723663,1.419439456830526
0,100,0.25,episode,10000,0.08364778601452985,0.1107665976842161,0.13005394941671522,0.14996762398541713,0.16796934543945077,0.1792277056790427,0.1996440693396188,0.017214850055252383,0.02205521050480791,0.026490378673883447,0.03248846211306406,0.03945280543751312,0.044114306074282385,0.054498099708546334,1.2587522392057968,1.351109882321613,1.419408486642181,1.4922425851296919,1.5601396439537583,1.6036072644023083,1.6844292861463008,0.9801248644822921,0.992431866029169,0.9974344099342604,1.0,1.0015640620592507,1.003385386966668,1.0058903955238943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13061973629019627,1.419408486642181
0,100,0.25,iid,10000,0.08781650077252895,0.11265345108870978,0.1299787669709177,0.1477554065775813,0.16449457160920639,0.17504497436323574,0.19583783783433975,0.014982391991136173,0.01884087959552737,0.022607160030209524,0.027355164128833872,0.03290393247544191,0.036686157399667844,0.04635683900585028,1.2726733326020243,1.357694887802425,1.4191379902158971,1.4840340624948651,1.5468804871645212,1.5873672730388504,1.66916513220867,0.9839193814124397,0.9934465136370809,0.9977443200360114,1.0,1.0012264549555538,1.002782961989408,1.0053838467118148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13054060695176167,1.4191379902158971
0,100,0.5,block,10000,0.17128573086053384,0.2309101547322337,0.2749971981271788,0.32207803414108266,0.36337880331592026,0.39084340277585977,0.4392978383616883,0.03512688589074362,0.0449875651122099,0.05364809182298265,0.0646842680881025,0.07761880737144713,0.08712249299654815,0.10633817060534141,1.5728632052384748,1.81326615222402,2.005583440561084,2.225112136767242,2.430083800278824,2.5729625521096184,2.8381602309910483,0.9595445734224736,0.9821910931023874,0.995023456035206,1.0,1.0026922095726696,1.006302338158961,1.0116540521022024,0.0004838202247191011,1.797752808988764e-05,0.0,0.0,0.0,0.0,0.0,0.277360604535182,2.005583440561084
0,100,0.5,episode,10000,0.172555856139522,0.23183417344094137,0.2749654159185635,0.32035786519635,0.3619189706665704,0.3882579426350629,0.4367476880755746,0.03428649715376322,0.04377776023331469,0.05251004718392954,0.06418176594320396,0.07764936737802836,0.08667217571196442,0.10655717414521408,1.5777539621270873,1.8171681084959652,2.005440232339218,2.216828872294994,2.42263756466048,2.5592851770822365,2.8237789696703013,0.9602201416573871,0.984834012310337,0.9947909272552999,1.0,1.0031191940913584,1.0067651812304206,1.0117807910477887,0.00041348314606741573,8.98876404494382e-07,0.0,0.0,0.0,0.0,0.0,0.2771204166221976,2.005440232339218
0,100,0.5,iid,10000,0.1816769033952687,0.23613861970127498,0.2748878147704571,0.31521400922758913,0.35373542594958607,0.378410472730338,0.4275642857714128,0.029883463271582502,0.037469218289651565,0.04488821491891369,0.054173122231265275,0.06501621271278307,0.07234824468471165,0.09089654121842058,1.6131665922136718,1.8354170061381798,2.005090595583914,2.192179073389412,2.3811702738475464,2.507624507100071,2.7723834326023384,0.9679056074171186,0.9867999432875112,0.995443324345506,1.0,1.0023603415764062,1.0054984590910299,1.0107676934236296,8.584269662921348e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.27681447723738856,2.005090595583914
0,100,1.0,block,10000,0.3639118122948622,0.5061559601450585,0.615908617507973,0.736742648080604,0.8467269495716869,0.9209405763080176,1.0572902640109254,0.06948785720042695,0.08861960831518184,0.10521725440008889,0.1262136447753302,0.1504005449882133,0.16837388092764652,0.2035492827938352,2.4328062718491537,3.2323959797691444,3.953928113403955,4.8612050329045315,5.7960830139610415,6.4886045100877885,7.897024934050814,0.9195297250151625,0.9641071264680189,0.9897957985272037,1.0,1.005230417053017,1.012604676317922,1.023308104204405,0.020535280898876403,0.0027889887640449437,0.0003606741573033708,2.808988764044944e-06,0.0,0.0,0.0,0.6259244367861736,3.953928113403955
0,100,1.0,episode,10000,0.3670510924358233,0.5085941792292112,0.6151684688762601,0.7317775958449677,0.842855201013665,0.9145990698728829,1.0502628395424138,0.06788846443007665,0.08629288211637481,0.10313615849411457,0.125441820881102,0.1504556882075827,0.16748443246800326,0.2038015971035082,2.4488810517863886,3.2474081358817,3.94874240628508,4.821500804517911,5.761341199376137,6.427432220316639,7.8199978888937,0.9212211359335564,0.969403201288439,0.9895265170323937,1.0,1.0061691212348038,1.0133740439899477,1.0235358233067064,0.019602359550561797,0.002706179775280899,0.00028337078651685394,0.0,0.0,0.0,0.0,0.6250574812672091,3.94874240628508
0,100,1.0,iid,10000,0.3880355145446176,0.5192055132136115,0.6151658374374315,0.7189055784847526,0.8202853031509123,0.8874330746789807,1.0240409437700506,0.05931060011520493,0.07407276345020462,0.0884566567055557,0.10629320343423042,0.12685955466919216,0.14058869694047424,0.17485362503776958,2.5581107245079466,3.313271119637767,3.948723980132634,4.719551134992829,5.5615138594830515,6.169628938048203,7.5369019902302155,0.9361385236156966,0.9734439145056302,0.9906926266951175,1.0,1.004638526128785,1.0107496133875604,1.0213781876263315,0.008324044943820224,0.0007960674157303371,5.6292134831460676e-05,0.0,0.0,0.0,0.0,0.6236318603851336,3.948723980132634
0,100,1.5,block,10000,0.578215810521095,0.8322157952765127,1.0361508787652058,1.2672593628094684,1.485156465501338,1.6355994696891052,1.92160868273996,0.10283064483872172,0.13090581070402144,0.15489762429996046,0.18479664241492105,0.21859197555052495,0.24376989184327214,0.29200597965131825,3.6954348623584328,5.666570896709496,7.666798617558781,10.431946695147106,13.568334618565478,16.056361981163356,21.568328373914998,0.8798888862964503,0.9455289384959078,0.9846203191590802,1.0,1.00742693208098,1.018907014476883,1.0349621563066074,0.07201730337078652,0.019462247191011237,0.00485561797752809,0.000261123595505618,1.3370786516853932e-05,0.0,0.0,1.062423740212326,7.666798617558781
