family,N,mean_R_per_event,median_R_per_event,expectancy_bps_per_event,profit_factor,win_rate,avg_win_R,avg_loss_R,payoff_ratio,variance_of_expectancy,exp_CI_low_R,exp_CI_high_R,pf_CI_low,pf_CI_high,return_per_100_events_R,return_per_calendar_month_R,max_dd_at_f1_pct,return_per_unit_max_dd_R,return_per_unit_downside_dev_R
A,432,0.3932732502395528,0.40534522494717573,9.633187925727865,2.307603162746292,0.6388888888888888,1.0863111454452377,-0.8328707182012741,1.3042974398131215,1.6085748860389104,0.27511849699954477,0.5136327274319078,1.7897796476492194,3.025438938351435,39.327325023955275,4.942359890788783,9.494988231809074,1789.302313554495,248.964768327605
B,458,0.3077956557939707,0.3567404202483651,7.53942301740553,1.9420786211383418,0.6135371179039302,1.0341923076746906,-0.8454103282652512,1.2233021919625853,1.4872375315446673,0.1944829591664525,0.4198465822500957,1.5198661934993374,2.496204483318973,30.779565579397072,4.100947185031779,11.01805298198737,1279.4493780716164,206.00013314525316
A+B,890,0.3492859038844105,0.3794833815980274,8.555722388636145,2.111955870009265,0.6258426966292134,1.0600177999990552,-0.8395359163433882,1.262623527312541,1.5462177937698043,0.2669785933968637,0.4335315875809786,1.7657149353251116,2.539847489423695,34.92859038844105,9.043307075820561,9.995467488522479,3110.054180198,454.885427739149
