config,w_A_pct,w_B_pct,f_total_pct,cagr,total_return,max_dd,calmar,worst_day_pct,worst_24h_pct,worst_cluster_pct,worst_weighted_cae_pct,max_gross_R_weighted,mc_p95_max_dd,mc_P_dd_ge_10,mc_P_dd_ge_15,mc_P_dd_ge_20,mc_median_cagr
A_only_f1,100.0,0.0,1.0,0.7915479295275887,4.3136843161532505,0.10303906622383466,7.682017690339768,-0.054020178271931646,-0.054020178271931646,-0.05412821113367283,-0.030587596508891545,3.0,0.13552382907483967,0.004396404494382023,0.00023730337078651685,7.97752808988764e-06,0.7888667913119068
B_only_f1,0.0,100.0,1.0,0.6188686478776135,2.9747112988617235,0.1110779882629639,5.571478720090931,-0.04577190105441816,-0.04577190105441816,-0.060135568003288564,-0.028425790106912527,3.0,0.16837388092764652,0.020535280898876403,0.0027889887640449437,0.0003606741573033708,0.615908617507973
Pooled_AB_f1_each_trade_sealed,100.0,100.0,1.0,1.9031117903356591,20.179471139282143,0.10169539210315685,18.713844855479763,-0.055592239780187055,-0.055592239780187055,-0.060135568003288564,-0.039372932025905506,3.0,0.15127542751918144,0.007036741573033708,0.0005239325842696629,1.4719101123595506e-05,1.8896517283935463
AB_5050_total_f1_equal_heat,50.0,50.0,1.0,0.7121308579330468,3.6664619950730817,0.05188579112735644,13.724968675626119,-0.02805786179950348,-0.02805786179950348,-0.03037546760486698,-0.019686466012952753,1.5,0.07788229930051781,3.0112359550561798e-05,0.0,0.0,0.7108411400161591
