regime,label,return,risk,status,dominated_by
historical,30/70@5.0,10.79997546853536,0.26268476424894854,DOMINATED,40/60@5.0;50/50@5.0
historical,40/60@0.25,0.14202796086193814,0.012817802754233509,NON_DOMINATED,
historical,40/60@0.5,0.3033945784877832,0.025549454116014076,NON_DOMINATED,
historical,40/60@1.0,0.6945042939494794,0.0507510475398291,NON_DOMINATED,
historical,40/60@1.5,1.1973663683276081,0.07559855761965428,NON_DOMINATED,
historical,40/60@2.0,1.8422183187195258,0.10008621888387952,NON_DOMINATED,
historical,40/60@3.0,3.719120441173831,0.14796119069594738,NON_DOMINATED,
historical,40/60@5.0,11.621110197648107,0.23918882953293963,NON_DOMINATED,
historical,50/50@0.25,0.14493237360677047,0.013198151272005963,NON_DOMINATED,
historical,50/50@0.5,0.3100738151229663,0.02624420189590232,NON_DOMINATED,
historical,50/50@1.0,0.7121308579330468,0.05188579112735644,NON_DOMINATED,
historical,50/50@1.5,1.2321615194078865,0.07693624801504641,NON_DOMINATED,
historical,50/50@2.0,1.9031117903356591,0.10169539210315685,NON_DOMINATED,
historical,50/50@3.0,3.875243191842128,0.15030666759339145,NON_DOMINATED,
historical,50/50@5.0,12.357906202477961,0.24283372252636257,NON_DOMINATED,
historical,60/40@0.25,0.14781347124776034,0.015246691079524383,NON_DOMINATED,
historical,60/40@0.5,0.31664653367023,0.030342160427068693,NON_DOMINATED,
historical,60/40@1.0,0.7292026158446594,0.06007882898834279,NON_DOMINATED,
historical,60/40@1.5,1.265335142367253,0.08920918589114718,NON_DOMINATED,
historical,60/40@2.0,1.9602697703152794,0.11773302256404847,NON_DOMINATED,
historical,60/40@3.0,4.01735506321739,0.17296324431859397,NON_DOMINATED,
historical,60/40@5.0,12.989636036393746,0.2761996652316531,NON_DOMINATED,
historical,70/30@0.25,0.1506710415874839,0.017761746804763542,NON_DOMINATED,
historical,70/30@0.5,0.32311079832471723,0.03529560192190999,NON_DOMINATED,
historical,70/30@1.0,0.7456994684936133,0.06968353925007054,NON_DOMINATED,
historical,70/30@1.5,1.2967994226988293,0.10317202974097461,DOMINATED,40/60@2.0;50/50@2.0
historical,70/30@2.0,2.0134234860230062,0.13576992806145816,NON_DOMINATED,
historical,70/30@3.0,4.143955207560678,0.19844437410218807,NON_DOMINATED,
historical,70/30@5.0,13.497850696064264,0.3138644641948306,NON_DOMINATED,
historical,80/20@0.25,0.15350487377877675,0.020592395021916673,NON_DOMINATED,
historical,80/20@0.5,0.3294646983707439,0.04086626997902512,NON_DOMINATED,
historical,80/20@1.0,0.7616018565178702,0.08046755217852149,DOMINATED,40/60@1.5;50/50@1.5
historical,80/20@1.5,1.3264702071543724,0.11882254623953542,DOMINATED,30/70@2.0;40/60@2.0;50/50@2.0
historical,80/20@2.0,2.0623196097501246,0.15595072963968815,DOMINATED,40/60@3.0;50/50@3.0
historical,80/20@3.0,4.253680573152763,0.22660807893072551,NON_DOMINATED,
historical,80/20@5.0,13.867267868109288,0.35412962454710545,NON_DOMINATED,
historical,90/10@0.25,0.15631475835041897,0.023541817143778947,NON_DOMINATED,
historical,90/10@0.5,0.33570634911522235,0.04665552959513925,NON_DOMINATED,
historical,90/10@1.0,0.776890798719007,0.09161555061282248,DOMINATED,30/70@1.5;40/60@1.5;50/50@1.5
historical,90/10@1.5,1.3542673758457764,0.13491445962126514,DOMINATED,20/80@2.0;30/70@2.0;40/60@2.0
historical,90/10@2.0,2.1067222548007654,0.17658749702198442,DOMINATED,30/70@3.0;40/60@3.0;50/50@3.0
historical,90/10@3.0,4.345330161436119,0.2552004874414605,DOMINATED,40/60@5.0;50/50@5.0
historical,90/10@5.0,14.086530386383206,0.39453549135011895,NON_DOMINATED,
historical,100/0@0.25,0.15910048723276304,0.026581490680357374,DOMINATED,40/60@0.5;50/50@0.5
historical,100/0@0.5,0.34183389281174303,0.052610775580036497,DOMINATED,40/60@1.0;50/50@1.0
historical,100/0@1.0,0.7915479295275887,0.10303906622383466,DOMINATED,20/80@1.5;30/70@1.5;40/60@1.5
historical,100/0@1.5,1.3801152000869856,0.1513382797991666,DOMINATED,20/80@2.0;30/70@2.0;40/60@2.0
historical,100/0@2.0,2.14641485787514,0.19756286027891348,DOMINATED,20/80@3.0;30/70@3.0;40/60@3.0
historical,100/0@3.0,4.41788676730324,0.2840099686659018,DOMINATED,30/70@5.0;40/60@5.0;50/50@5.0
historical,100/0@5.0,14.148782710318757,0.4344771600422962,NON_DOMINATED,
historical_worst_day,0/100@0.25,0.13018144860258207,-0.011581179989135246,DOMINATED,0/100@0.5;0/100@1.0;0/100@1.5
historical_worst_day,0/100@0.5,0.27565199231223425,-0.023069968878542336,DOMINATED,0/100@1.0;0/100@1.5;0/100@2.0
historical_worst_day,0/100@1.0,0.6188686478776135,-0.04577190105441816,DOMINATED,0/100@1.5;0/100@2.0;0/100@3.0
historical_worst_day,0/100@1.5,1.0438331575639146,-0.06810885596476228,DOMINATED,0/100@2.0;0/100@3.0;0/100@5.0
historical_worst_day,0/100@2.0,1.5670868568473661,-0.09008389931819877,DOMINATED,0/100@3.0;0/100@5.0;10/90@3.0
historical_worst_day,0/100@3.0,2.9878638918980807,-0.13296054383391157,DOMINATED,0/100@5.0;10/90@5.0;20/80@5.0
historical_worst_day,0/100@5.0,8.051847821721468,-0.2145064147537572,DOMINATED,90/10@5.0;100/0@5.0
historical_worst_day,10/90@0.25,0.13317697368946702,-0.010427225886168292,DOMINATED,0/100@0.5;0/100@1.0;0/100@1.5
historical_worst_day,10/90@0.5,0.2827374746024405,-0.020779584067160288,DOMINATED,0/100@1.0;0/100@1.5;0/100@2.0
historical_worst_day,10/90@1.0,0.6385040292868502,-0.04126081079459302,DOMINATED,0/100@1.5;0/100@2.0;0/100@3.0
historical_worst_day,10/90@1.5,1.0841766795572196,-0.0614459098131701,DOMINATED,0/100@2.0;0/100@3.0;0/100@5.0
historical_worst_day,10/90@2.0,1.6400000447501113,-0.08133711490595784,DOMINATED,0/100@3.0;0/100@5.0;10/90@3.0
historical_worst_day,10/90@3.0,3.183204320260586,-0.12024679819602836,DOMINATED,0/100@5.0;10/90@5.0;20/80@5.0
historical_worst_day,10/90@5.0,8.993229604405304,-0.19463814559249581,DOMINATED,80/20@5.0;90/10@5.0;100/0@5.0
historical_worst_day,20/80@0.25,0.13615004544668885,-0.009272347490265127,DOMINATED,0/100@0.5;0/100@1.0;0/100@1.5
historical_worst_day,20/80@0.5,0.2897244139586419,-0.01848551582743992,DOMINATED,0/100@1.0;0/100@1.5;0/100@2.0
historical_worst_day,20/80@1.0,0.6576696084113296,-0.03673509692796313,DOMINATED,0/100@1.5;0/100@2.0;0/100@3.0
historical_worst_day,20/80@1.5,1.12327873202273,-0.05475030874814785,DOMINATED,0/100@2.0;0/100@3.0;0/100@5.0
historical_worst_day,20/80@2.0,1.7103646187054888,-0.07253271935016371,DOMINATED,0/100@3.0;0/100@5.0;10/90@3.0
historical_worst_day,20/80@3.0,3.3713763407790207,-0.10740542166495222,DOMINATED,0/100@5.0;10/90@5.0;20/80@5.0
historical_worst_day,20/80@5.0,9.916549089006448,-0.17442647485954765,DOMINATED,70/30@5.0;80/20@5.0;90/10@5.0
historical_worst_day,30/70@0.25,0.13910044653512577,-0.00811654441987357,DOMINATED,0/100@0.5;0/100@1.0;0/100@1.5
historical_worst_day,30/70@0.5,0.2966107837166527,-0.01618776110413953,DOMINATED,0/100@1.0;0/100@1.5;0/100@2.0
historical_worst_day,30/70@1.0,0.6763435238130664,-0.03219473496854076,DOMINATED,0/100@1.5;0/100@2.0;0/100@3.0
historical_worst_day,30/70@1.5,1.1610407808155458,-0.048021969986422434,DOMINATED,0/100@2.0;0/100@3.0;0/100@5.0
historical_worst_day,30/70@2.0,1.777871485080662,-0.06367051609792891,DOMINATED,0/100@3.0;0/100@5.0;10/90@3.0
historical_worst_day,30/70@3.0,3.5505992803309576,-0.09443574880904755,DOMINATED,0/100@5.0;10/90@5.0;20/80@5.0
historical_worst_day,30/70@5.0,10.79997546853536,-0.15386830520310701,DOMINATED,60/40@5.0;70/30@5.0;80/20@5.0
historical_worst_day,40/60@0.25,0.14202796086193814,-0.006959816293485359,DOMINATED,0/100@0.5;0/100@1.0;0/100@1.5
historical_worst_day,40/60@0.5,0.3033945784877832,-0.013886316842677195,DOMINATED,0/100@1.0;0/100@1.5;0/100@2.0
historical_worst_day,40/60@1.0,0.6945042939494794,-0.027639700440554665,DOMINATED,0/100@1.5;0/100@2.0;0/100@3.0
historical_worst_day,40/60@1.5,1.1973663683276081,-0.04126081079459281,DOMINATED,0/100@2.0;0/100@3.0;0/100@5.0
historical_worst_day,40/60@2.0,1.8422183187195258,-0.05475030874814799,DOMINATED,0/100@3.0;0/100@5.0;10/90@3.0
historical_worst_day,40/60@3.0,3.719120441173831,-0.08133711490595742,DOMINATED,0/100@5.0;10/90@5.0;20/80@5.0
historical_worst_day,40/60@5.0,11.621110197648107,-0.13296054383391112,DOMINATED,50/50@5.0;60/40@5.0;70/30@5.0
historical_worst_day,50/50@0.25,0.14493237360677047,-0.007063771123860747,DOMINATED,0/100@0.5;0/100@1.0;0/100@1.5
historical_worst_day,50/50@0.5,0.3100738151229663,-0.01409462836082417,DOMINATED,0/100@1.0;0/100@1.5;0/100@2.0
historical_worst_day,50/50@1.0,0.7121308579330468,-0.02805786179950348,DOMINATED,0/100@1.5;0/100@2.0;0/100@3.0
historical_worst_day,50/50@1.5,1.2321615194078865,-0.04189022351117326,DOMINATED,0/100@2.0;0/100@3.0;0/100@5.0
historical_worst_day,50/50@2.0,1.9031117903356591,-0.055592239780187055,DOMINATED,0/100@3.0;0/100@5.0;10/90@3.0
historical_worst_day,50/50@3.0,3.875243191842128,-0.08260735638790793,DOMINATED,0/100@5.0;10/90@5.0;20/80@5.0
historical_worst_day,50/50@5.0,12.357906202477961,-0.13509693643996917,DOMINATED,60/40@5.0;70/30@5.0;80/20@5.0
historical_worst_day,60/40@0.25,0.14781347124776034,-0.008390165355750831,DOMINATED,0/100@0.5;0/100@1.0;0/100@1.5
historical_worst_day,60/40@0.5,0.31664653367023,-0.016734313174251378,DOMINATED,0/100@1.0;0/100@1.5;0/100@2.0
historical_worst_day,60/40@1.0,0.7292026158446594,-0.03328496396589584,DOMINATED,0/100@1.5;0/100@2.0;0/100@3.0
historical_worst_day,60/40@1.5,1.265335142367253,-0.04965277219861105,DOMINATED,0/100@2.0;0/100@3.0;0/100@5.0
historical_worst_day,60/40@2.0,1.9602697703152794,-0.06583856451213323,DOMINATED,0/100@3.0;0/100@5.0;10/90@3.0
historical_worst_day,60/40@3.0,4.01735506321739,-0.09766744159556845,DOMINATED,0/100@5.0;10/90@5.0;20/80@5.0
historical_worst_day,60/40@5.0,12.989636036393746,-0.1591781168099266,DOMINATED,70/30@5.0;80/20@5.0;90/10@5.0
historical_worst_day,70/30@0.25,0.1506710415874839,-0.009715470671277317,DOMINATED,0/100@0.5;0/100@1.0;0/100@1.5
historical_worst_day,70/30@0.5,0.32311079832471723,-0.019369649643805838,DOMINATED,0/100@1.0;0/100@1.5;0/100@2.0
historical_worst_day,70/30@1.0,0.7456994684936133,-0.03849473199521469,DOMINATED,0/100@1.5;0/100@2.0;0/100@3.0
historical_worst_day,70/30@1.5,1.2967994226988293,-0.05737645434912936,DOMINATED,0/100@2.0;0/100@3.0;0/100@5.0
historical_worst_day,70/30@2.0,2.0134234860230062,-0.07601603716401464,DOMINATED,0/100@3.0;0/100@5.0;10/90@3.0
historical_worst_day,70/30@3.0,4.143955207560678,-0.11257373096525833,DOMINATED,0/100@5.0;10/90@5.0;20/80@5.0
historical_worst_day,70/30@5.0,13.497850696064264,-0.1828385715778046,DOMINATED,80/20@5.0;90/10@5.0;100/0@5.0
historical_worst_day,80/20@0.25,0.15350487377877675,-0.011039687291272207,DOMINATED,0/100@0.5;0/100@1.0;0/100@1.5
historical_worst_day,80/20@0.5,0.3294646983707439,-0.02200063955756741,DOMINATED,0/100@1.0;0/100@1.5;0/100@2.0
historical_worst_day,80/20@1.0,0.7616018565178702,-0.043687180533225116,DOMINATED,0/100@1.5;0/100@2.0;0/100@3.0
historical_worst_day,80/20@1.5,1.3264702071543724,-0.06506132053610451,DOMINATED,0/100@2.0;0/100@3.0;0/100@5.0
historical_worst_day,80/20@2.0,2.0623196097501246,-0.08612478030708832,DOMINATED,0/100@3.0;0/100@5.0;10/90@3.0
historical_worst_day,80/20@3.0,4.253680573152763,-0.1273266561729574,DOMINATED,0/100@5.0;10/90@5.0;20/80@5.0
historical_worst_day,80/20@5.0,13.867267868109288,-0.2060804623901414,DOMINATED,90/10@5.0;100/0@5.0
historical_worst_day,90/10@0.25,0.15631475835041897,-0.012362815437001927,DOMINATED,0/100@0.5;0/100@1.0;0/100@1.5
historical_worst_day,90/10@0.5,0.33570634911522235,-0.024627284710572402,DOMINATED,0/100@1.0;0/100@1.5;0/100@2.0
historical_worst_day,90/10@1.0,0.776890798719007,-0.04886232433643466,DOMINATED,0/100@1.5;0/100@2.0;0/100@3.0
historical_worst_day,90/10@1.5,1.3542673758457764,-0.07270742189027934,DOMINATED,0/100@2.0;0/100@3.0;0/100@5.0
historical_worst_day,90/10@2.0,2.1067222548007654,-0.09616491826369515,DOMINATED,0/100@3.0;0/100@5.0;10/90@3.0
historical_worst_day,90/10@3.0,4.345330161436119,-0.14192665765093593,DOMINATED,0/100@5.0;10/90@5.0;20/80@5.0
historical_worst_day,90/10@5.0,14.086530386383206,-0.228906016703878,DOMINATED,100/0@5.0
historical_worst_day,100/0@0.25,0.15910048723276304,-0.013684855330171577,DOMINATED,0/100@0.5;0/100@1.0;0/100@1.5
historical_worst_day,100/0@0.5,0.34183389281174303,-0.027249586904816346,DOMINATED,0/100@1.0;0/100@1.5;0/100@2.0
historical_worst_day,100/0@1.0,0.7915479295275887,-0.054020178271931646,DOMINATED,0/100@1.5;0/100@2.0;0/100@3.0
historical_worst_day,100/0@1.5,1.3801152000869856,-0.08031481009852344,DOMINATED,0/100@2.0;0/100@3.0;0/100@5.0
historical_worst_day,100/0@2.0,2.14641485787514,-0.10613657710190773,DOMINATED,0/100@3.0;0/100@5.0;10/90@3.0
historical_worst_day,100/0@3.0,4.41788676730324,-0.15637418454544344,DOMINATED,0/100@5.0;10/90@5.0;20/80@5.0
historical_worst_day,100/0@5.0,14.148782710318757,-0.25131752719974826,NON_DOMINATED,
block_mc,0/100@0.25,0.13070350006723663,0.04432056722550627,DOMINATED,10/90@0.25;20/80@0.25;30/70@0.25
block_mc,0/100@0.5,0.277360604535182,0.08712249299654815,DOMINATED,10/90@0.5;20/80@0.5;30/70@0.5
block_mc,0/100@1.0,0.6259244367861736,0.16837388092764652,DOMINATED,10/90@1.0;20/80@1.0;20/80@1.5
block_mc,0/100@1.5,1.062423740212326,0.24376989184327214,DOMINATED,10/90@1.5;20/80@1.5;20/80@2.0
block_mc,0/100@2.0,1.6071265830049062,0.31380908099770655,DOMINATED,10/90@2.0;20/80@2.0;20/80@3.0
block_mc,0/100@3.0,3.12389799080175,0.43823144993913005,DOMINATED,10/90@3.0;20/80@3.0;30/70@3.0
block_mc,0/100@5.0,8.913837809682873,0.6332304898855946,DOMINATED,10/90@5.0;20/80@5.0;30/70@5.0
block_mc,10/90@0.25,0.13364585338199053,0.0350498195979002,DOMINATED,20/80@0.25;30/70@0.25;40/60@0.25
block_mc,10/90@0.5,0.2842090159130316,0.06915131393589764,DOMINATED,20/80@0.5;30/70@0.5;40/60@0.5
block_mc,10/90@1.0,0.6443785844837537,0.13473993141671833,DOMINATED,20/80@1.0;30/70@1.0;30/70@1.5
block_mc,10/90@1.5,1.0994773718960131,0.1966000639893313,DOMINATED,20/80@1.5;30/70@1.5;30/70@2.0
block_mc,10/90@2.0,1.672857737032642,0.2552144354085552,DOMINATED,20/80@2.0;30/70@2.0;30/70@3.0
block_mc,10/90@3.0,3.295506484193113,0.36244114767513785,DOMINATED,20/80@3.0;30/70@3.0;40/60@3.0
block_mc,10/90@5.0,9.729673822478999,0.541927278319378,DOMINATED,20/80@5.0;30/70@5.0;40/60@5.0
block_mc,20/80@0.25,0.13657373997388522,0.027307038748216092,DOMINATED,30/70@0.25;40/60@0.25;50/50@0.25
block_mc,20/80@0.5,0.29099394788187605,0.05412917054355063,DOMINATED,30/70@0.5;40/60@0.5;50/50@0.5
block_mc,20/80@1.0,0.6625291891122405,0.10620945707017178,DOMINATED,30/70@1.0;40/60@1.0;50/50@1.0
block_mc,20/80@1.5,1.135722362940112,0.1561642934178245,DOMINATED,30/70@1.5;40/60@1.5;40/60@2.0
block_mc,20/80@2.0,1.7369050477421857,0.2040671401813069,DOMINATED,30/70@2.0;40/60@2.0;50/50@2.0
block_mc,20/80@3.0,3.4621164157824897,0.2940037804061139,DOMINATED,30/70@3.0;40/60@3.0;50/50@3.0
block_mc,20/80@5.0,10.526821120580474,0.4517852814479748,DOMINATED,30/70@5.0;40/60@5.0;50/50@5.0
block_mc,30/70@0.25,0.1394870092618666,0.021791822011828315,DOMINATED,40/60@0.25;50/50@0.25;60/40@0.25
block_mc,30/70@0.5,0.29771401876599646,0.04324390084102111,DOMINATED,40/60@0.5;50/50@0.5;60/40@0.5
block_mc,30/70@1.0,0.6803617653725281,0.08521161688691892,DOMINATED,40/60@1.0;50/50@1.0;60/40@1.0
block_mc,30/70@1.5,1.1710949617387363,0.1259680428281482,DOMINATED,40/60@1.5;50/50@1.5;60/40@1.5
block_mc,30/70@2.0,1.7990723905710577,0.16558022233714698,DOMINATED,40/60@2.0;50/50@2.0;60/40@2.0
block_mc,30/70@3.0,3.6226279850232475,0.24121781120969343,DOMINATED,40/60@3.0;50/50@3.0;60/40@3.0
block_mc,30/70@5.0,11.291930582229664,0.3776712118653705,DOMINATED,40/60@5.0;50/50@5.0;60/40@5.0
block_mc,40/60@0.25,0.14238551109454683,0.01949532573030493,NON_DOMINATED,
block_mc,40/60@0.5,0.30436785413563483,0.03870400055411406,NON_DOMINATED,
block_mc,40/60@1.0,0.6978619542353593,0.07639251370948562,NON_DOMINATED,
block_mc,40/60@1.5,1.2055320894517543,0.11309409343646798,NON_DOMINATED,
block_mc,40/60@2.0,1.859165770368159,0.1486868129565565,NON_DOMINATED,
block_mc,40/60@3.0,3.7759492871008495,0.21671222455282058,NON_DOMINATED,
block_mc,40/60@5.0,12.01143719656245,0.3419294175998166,NON_DOMINATED,
block_mc,50/50@0.25,0.14526909576250877,0.01991599811380313,NON_DOMINATED,
block_mc,50/50@0.5,0.3109540872549094,0.03952827165300374,NON_DOMINATED,
block_mc,50/50@1.0,0.7150155413789855,0.07788229930051781,NON_DOMINATED,
block_mc,50/50@1.5,1.2389715194820354,0.11515976404396254,NON_DOMINATED,
block_mc,50/50@2.0,1.9169942875664485,0.15127542751918144,NON_DOMINATED,
block_mc,50/50@3.0,3.921008165404177,0.22014611108525575,NON_DOMINATED,
block_mc,50/50@5.0,12.671942406244916,0.34550457990628203,NON_DOMINATED,
block_mc,60/40@0.25,0.148137614010639,0.021763900087711445,NON_DOMINATED,
block_mc,60/40@0.5,0.31747135952927874,0.04322915512185615,NON_DOMINATED,
block_mc,60/40@1.0,0.7318084756151808,0.0850739511982941,NON_DOMINATED,
block_mc,60/40@1.5,1.2713520571295924,0.1255999621403622,NON_DOMINATED,
block_mc,60/40@2.0,1.972371108078581,0.16477729106307382,NON_DOMINATED,
block_mc,60/40@3.0,4.056764221365255,0.23911977398381137,NON_DOMINATED,
block_mc,60/40@5.0,13.260614406529942,0.37347193864275047,NON_DOMINATED,
block_mc,70/30@0.25,0.15099091705042655,0.024446214309280276,NON_DOMINATED,
block_mc,70/30@0.5,0.32391832095238404,0.048496744846360795,NON_DOMINATED,
block_mc,70/30@1.0,0.7482268872712328,0.09524732235726963,NON_DOMINATED,
block_mc,70/30@1.5,1.3026137187199713,0.14040527162284294,NON_DOMINATED,
block_mc,70/30@2.0,2.0251144302390043,0.18400473411471388,NON_DOMINATED,
block_mc,70/30@3.0,4.182220799484054,0.2657768937904502,NON_DOMINATED,
block_mc,70/30@5.0,13.765590248831652,0.41272864248198754,NON_DOMINATED,
block_mc,80/20@0.25,0.1538288565722615,0.027605044980043167,NON_DOMINATED,
block_mc,80/20@0.5,0.3302936305520547,0.0547031366949869,NON_DOMINATED,
block_mc,80/20@1.0,0.764257106495309,0.1071489210651532,NON_DOMINATED,
block_mc,80/20@1.5,1.3326979094947804,0.15754994127023628,DOMINATED,40/60@2.0;50/50@2.0
block_mc,80/20@2.0,2.0750484419908366,0.20591582685758963,NON_DOMINATED,
block_mc,80/20@3.0,4.296436759596091,0.2962535711709921,NON_DOMINATED,
block_mc,80/20@5.0,14.176362560275948,0.45439383414771456,NON_DOMINATED,
block_mc,90/10@0.25,0.15665128475772525,0.03104697455109179,NON_DOMINATED,
block_mc,90/10@0.5,0.33659595683527593,0.06139132799628524,NON_DOMINATED,
block_mc,90/10@1.0,0.7798856814523671,0.12014522172372534,DOMINATED,40/60@1.5;50/50@1.5
block_mc,90/10@1.5,1.3615475995465551,0.17638183393789342,DOMINATED,30/70@2.0;40/60@2.0;50/50@2.0
block_mc,90/10@2.0,2.1220042614499177,0.22963835739766192,DOMINATED,40/60@3.0;50/50@3.0
block_mc,90/10@3.0,4.39853784635308,0.32948950134683863,NON_DOMINATED,
block_mc,90/10@5.0,14.484133568083548,0.5014280658331639,NON_DOMINATED,
block_mc,100/0@0.25,0.15945805429184434,0.03514871589218979,NON_DOMINATED,
block_mc,100/0@0.5,0.34282397823192995,0.0694477058298218,NON_DOMINATED,
block_mc,100/0@1.0,0.7950993963776902,0.13552382907483967,DOMINATED,30/70@1.5;40/60@1.5;50/50@1.5
block_mc,100/0@1.5,1.3891074970780468,0.19830379576446605,DOMINATED,30/70@2.0;40/60@2.0;50/50@2.0
block_mc,100/0@2.0,2.1658208539742927,0.25778748817565783,DOMINATED,30/70@3.0;40/60@3.0;50/50@3.0
block_mc,100/0@3.0,4.487727467649639,0.3678686359402693,DOMINATED,40/60@5.0;50/50@5.0
block_mc,100/0@5.0,14.682119971106193,0.5499188991496928,NON_DOMINATED,
edge75,0/100@0.25,0.26412189004992076,0.221419254149582,DOMINATED,30/70@0.25;30/70@0.5;30/70@1.0
edge75,0/100@0.5,0.26412189004992076,0.221419254149582,DOMINATED,30/70@0.25;30/70@0.5;30/70@1.0
edge75,0/100@1.0,0.26412189004992076,0.221419254149582,DOMINATED,30/70@0.25;30/70@0.5;30/70@1.0
edge75,0/100@1.5,0.26412189004992076,0.221419254149582,DOMINATED,30/70@0.25;30/70@0.5;30/70@1.0
edge75,0/100@2.0,0.26412189004992076,0.221419254149582,DOMINATED,30/70@0.25;30/70@0.5;30/70@1.0
edge75,0/100@3.0,0.26412189004992076,0.221419254149582,DOMINATED,30/70@0.25;30/70@0.5;30/70@1.0
edge75,0/100@5.0,0.26412189004992076,0.221419254149582,DOMINATED,30/70@0.25;30/70@0.5;30/70@1.0
edge75,30/70@0.25,0.30239887002561716,0.12473142976022504,DOMINATED,50/50@0.25;50/50@0.5;50/50@1.0
edge75,30/70@0.5,0.30239887002561716,0.12473142976022504,DOMINATED,50/50@0.25;50/50@0.5;50/50@1.0
edge75,30/70@1.0,0.30239887002561716,0.12473142976022504,DOMINATED,50/50@0.25;50/50@0.5;50/50@1.0
edge75,30/70@1.5,0.30239887002561716,0.12473142976022504,DOMINATED,50/50@0.25;50/50@0.5;50/50@1.0
edge75,30/70@2.0,0.30239887002561716,0.12473142976022504,DOMINATED,50/50@0.25;50/50@0.5;50/50@1.0
edge75,30/70@3.0,0.30239887002561716,0.12473142976022504,DOMINATED,50/50@0.25;50/50@0.5;50/50@1.0
edge75,30/70@5.0,0.30239887002561716,0.12473142976022504,DOMINATED,50/50@0.25;50/50@0.5;50/50@1.0
edge75,50/50@0.25,0.3271985412938212,0.10668961655533339,NON_DOMINATED,
edge75,50/50@0.5,0.3271985412938212,0.10668961655533339,NON_DOMINATED,
edge75,50/50@1.0,0.3271985412938212,0.10668961655533339,NON_DOMINATED,
edge75,50/50@1.5,0.3271985412938212,0.10668961655533339,NON_DOMINATED,
edge75,50/50@2.0,0.3271985412938212,0.10668961655533339,NON_DOMINATED,
edge75,50/50@3.0,0.3271985412938212,0.10668961655533339,NON_DOMINATED,
edge75,50/50@5.0,0.3271985412938212,0.10668961655533339,NON_DOMINATED,
edge75,70/30@0.25,0.3513629167032478,0.12224139599434025,NON_DOMINATED,
edge75,70/30@0.5,0.3513629167032478,0.12224139599434025,NON_DOMINATED,
edge75,70/30@1.0,0.3513629167032478,0.12224139599434025,NON_DOMINATED,
