w_A_pct,w_B_pct,f_total_pct,total_heat_pct,cagr,total_return,max_dd,calmar,worst_day_pct,worst_24h_pct,worst_48h_pct,sortino,ulcer_index,recovery_factor,worst_cluster_pct,worst_weighted_cae_pct,max_gross_R_weighted,mc_max_dd_p95,mc_max_dd_p99,mc_P_dd_ge_10,mc_P_dd_ge_15,mc_P_dd_ge_20,mc_P_dd_ge_30,mc_P_dd_ge_40,mc_P_dd_ge_50,mc_P_technical_ruin,mc_exp_cagr,mc_median_terminal,mc_cagr_p5,mc_cagr_p95,mc_terminal_p5,mc_terminal_p95
0,100,0.25,0.25,0.13018144860258207,0.41986728632298354,0.028817059651405554,4.517513243105372,-0.011581179989135246,-0.011581179989135246,-0.01577042452921025,1.3966176604293512,0.00841128867264932,14.570094638455055,-0.015265044882873502,-0.007106447526728132,3.0,0.04432056722550627,0.054489053701925416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13070350006723663,1.419439456830526,0.08306915083603789,0.18036763049344232,1.2568278043308887,1.608051841259248
0,100,0.5,0.5,0.27565199231223425,1.0085353754854052,0.05692670914418053,4.842226021077023,-0.023069968878542336,-0.023069968878542336,-0.03144456054677186,1.4786301916606839,0.016765640283116664,17.71638288331489,-0.03037546760486698,-0.014212895053456263,3.0,0.08712249299654815,0.10633817060534141,0.0004838202247191011,1.797752808988764e-05,0.0,0.0,0.0,0.0,0.0,0.277360604535182,2.005583440561084,0.17128573086053384,0.39084340277585977,1.5728632052384748,2.5729625521096184
0,100,1.0,1.0,0.6188686478776135,2.9747112988617235,0.1110779882629639,5.571478720090931,-0.04577190105441816,-0.04577190105441816,-0.0625051854302576,1.6598426511417035,0.03330448097414129,26.780385073408503,-0.060135568003288564,-0.028425790106912527,3.0,0.16837388092764652,0.2035492827938352,0.020535280898876403,0.0027889887640449437,0.0003606741573033708,2.808988764044944e-06,0.0,0.0,0.0,0.6259244367861736,3.953928113403955,0.3639118122948622,0.9209405763080176,2.4328062718491537,6.4886045100877885
0,100,1.5,1.5,1.0438331575639146,6.749952635226021,0.1625607292676528,6.42118894438069,-0.06810885596476228,-0.06810885596476228,-0.0931843194427702,1.8664152202489557,0.0496229333439543,41.5226522766908,-0.08928654406941583,-0.04263868516036879,3.0,0.24376989184327214,0.29200597965131825,0.07201730337078652,0.019462247191011237,0.00485561797752809,0.000261123595505618,1.3370786516853932e-05,0.0,0.0,1.062423740212326,7.666798617558781,0.578215810521095,1.6355994696891052,3.6954348623584328,16.056361981163356
0,100,2.0,2.0,1.5670868568473661,13.889480061709216,0.2114793466893752,7.410117731965252,-0.09008389931819877,-0.09008389931819877,-0.12348442003734883,2.1015102412759847,0.06571493616829063,65.67771406117659,-0.11783463867739985,-0.056851580213825054,3.0,0.31380908099770655,0.37290011864276196,0.14137853932584268,0.05069370786516854,0.018331011235955055,0.0018769662921348314,0.0001746067415730337,1.0561797752808988e-05,0.0,1.6071265830049062,14.591902651023013,0.8169480072616356,2.594679686326733,5.5323557367541705,39.06059931337216
0,100,3.0,3.0,2.9878638918980807,51.58659028213135,0.3020292613764845,9.892630529509056,-0.13296054383391157,-0.13296054383391157,-0.1829574125383508,2.6712097634862686,0.09721116690711228,170.79997496609377,-0.17314715501554145,-0.08527737032073758,3.0,0.43823144993913005,0.5103151568213393,0.25050235955056177,0.1418734831460674,0.06747674157303371,0.015986629213483147,0.0028747191011235956,0.0003984269662921348,0.0,3.12389799080175,50.15916276920585,1.364150407618844,5.5477367555220605,11.760509595990094,217.65422871572758
0,100,5.0,5.0,8.051847821721468,549.3771373904146,0.4566714229300384,17.63159991501155,-0.2145064147537572,-0.2145064147537572,-0.29746446922355874,4.319107287412212,0.15757525044895632,1203.003099833945,-0.2768122966567441,-0.14212895053456265,3.0,0.6332304898855946,0.7130239673119515,0.3795479775280899,0.2831723595505618,0.20691123595505617,0.08766460674157303,0.03358696629213483,0.010839550561797752,0.0,8.913837809682873,482.1676724612721,2.738715844884416,19.18437281831278,43.713471392549344,5474.371614002543
10,90,0.25,0.25,0.13317697368946702,0.43067435050946057,0.022991155936545098,5.792530573801138,-0.010427225886168292,-0.010427225886168292,-0.013158438141446547,2.149009405025059,0.00667284592156311,18.732174741370503,-0.013745511267753807,-0.00639580277405532,2.6999999999999997,0.0350498195979002,0.043220774743017366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13364585338199053,1.4302448619183108,0.09065256272592571,0.17788663310849448,1.2822011771923552,1.5983886602924138
10,90,0.5,0.5,0.2827374746024405,1.0406591031247836,0.04555241632225228,6.206860084046161,-0.020779584067160288,-0.020779584067160288,-0.026245840529640234,2.2811957474362354,0.013322176636922574,22.84531068040014,-0.02736571537609367,-0.01279160554811064,2.6999999999999997,0.06915131393589764,0.0850259201338059,6.505617977528089e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.2842090159130316,2.038339161554628,0.1880543570324443,0.3854389851089535,1.6382319207320388,2.544426618941801
10,90,1.0,1.0,0.6385040292868502,3.114379075284483,0.08940744852080594,7.141508228347043,-0.04126081079459302,-0.04126081079459302,-0.05220842484083907,2.5758040712115267,0.026548423216406186,34.833552761096165,-0.05423247764216055,-0.02558321109622128,2.6999999999999997,0.13473993141671833,0.16421182610847745,0.006456404494382022,0.0004592134831460674,4.7752808988764046e-05,0.0,0.0,0.0,0.0,0.6443785844837537,4.094532579419968,0.4045616944608356,0.9097531660723132,2.6463301589528636,6.380940897722024
