n,coverage,win_rate,expectancy_bps,median_bps,profit_factor,mfe_bps,mae_bps,time_to_mfe_h,time_to_mae_h,failure_rate,family,primitive,within_min
21,0.1,0.47619047619047616,-1.6308989725645413,-3.6991648729159685,0.8407943972595101,13.935811122141114,-13.316191851199768,3.4285714285714284,3.142857142857143,0.5238095238095238,A,rekey,90
21,0.1,0.47619047619047616,-1.6308989725645413,-3.6991648729159685,0.8407943972595101,13.935811122141114,-13.316191851199768,3.4285714285714284,3.142857142857143,0.5238095238095238,A,rekey,120
189,0.9,0.6878306878306878,11.236257083543919,13.283728661427011,2.6682665052383028,24.525087854059738,-8.801728005003348,3.746031746031746,2.502645502645503,0.31216931216931215,A,rekey,none_120m
31,0.14761904761904762,0.7096774193548387,8.963622094336625,9.718820302331265,2.5216875951444973,21.454953078238027,-9.469526015880037,3.5806451612903225,2.4838709677419355,0.2903225806451613,A,mid_cross,15
45,0.21428571428571427,0.6666666666666666,8.627372447103053,9.357076665458806,2.636046975232895,20.828402799411187,-8.879596041779632,3.6666666666666665,2.533333333333333,0.3333333333333333,A,mid_cross,30
53,0.2523809523809524,0.6981132075471698,9.759806544173298,12.933064249586396,2.70615807367048,22.135745617229432,-8.887107635636784,3.849056603773585,2.452830188679245,0.3018867924528302,A,mid_cross,45
59,0.28095238095238095,0.6949152542372882,9.03475020504248,13.015121472592506,2.363959311778967,22.221973383427393,-9.556667464793149,3.8135593220338984,2.4915254237288136,0.3050847457627119,A,mid_cross,60
67,0.319047619047619,0.7014925373134329,9.999067936957559,13.90483031548886,2.465322453900854,23.220585803649044,-9.564212304432159,3.7761194029850746,2.4776119402985075,0.29850746268656714,A,mid_cross,90
77,0.36666666666666664,0.7012987012987013,10.053148361465924,12.302327466856546,2.673428766191213,22.874781852330575,-8.805138236992143,3.7142857142857144,2.5584415584415585,0.2987012987012987,A,mid_cross,120
133,0.6333333333333333,0.6466165413533834,9.889558545361423,12.982260754743686,2.282586667222523,23.808537107915797,-9.512563741146112,3.7142857142857144,2.5714285714285716,0.3533834586466165,A,mid_cross,none_120m
69,0.27710843373493976,0.5507246376811594,4.919084415451049,2.978138252799606,1.5100421650236735,19.358202228966565,-13.685457834100811,3.217391304347826,3.550724637681159,0.4492753623188406,B,p90,15
82,0.3293172690763052,0.573170731707317,5.60856882365748,3.7638791289089566,1.6105313984434428,19.966869278655857,-12.754734561447995,3.073170731707317,3.6097560975609757,0.4268292682926829,B,p90,30
88,0.3534136546184739,0.5909090909090909,7.14940421080438,6.211115984040056,1.8282073560547836,21.00640786704565,-12.149095529883477,3.034090909090909,3.6818181818181817,0.4090909090909091,B,p90,45
104,0.41767068273092367,0.6346153846153846,8.957914357764716,9.611705361358146,2.1406620054409258,21.595853652563214,-11.493338456044352,2.9615384615384617,3.8461538461538463,0.36538461538461536,B,p90,60
111,0.4457831325301205,0.6306306306306306,9.426776226703474,9.728516392288041,2.2152673632805135,21.847915010933345,-11.391275220401287,2.936936936936937,3.891891891891892,0.36936936936936937,B,p90,90
122,0.4899598393574297,0.6557377049180327,10.726638753077784,10.494089310952265,2.4594134229626445,22.7327436896751,-10.981986998046462,2.8524590163934427,3.9344262295081966,0.3442622950819672,B,p90,120
127,0.5100401606425703,0.6062992125984252,4.526096143678047,8.091915269051862,1.4711573226780503,20.6356358357731,-11.420125390116354,2.8661417322834644,3.677165354330709,0.3937007874015748,B,p90,none_120m
29,0.11646586345381527,0.5862068965517241,1.0964277288058615,4.412007737130081,1.097422147693584,17.545104309993807,-14.52085734816277,3.103448275862069,3.3448275862068964,0.41379310344827586,B,tier_impulse,15
40,0.1606425702811245,0.65,9.422409530968588,9.008086619604363,2.06829578274528,23.717129351974858,-11.618687348734369,2.825,3.625,0.35,B,tier_impulse,30
49,0.19678714859437751,0.5918367346938775,7.233676777665951,8.243513543951684,1.7708842083677425,21.805827965119807,-12.858896084088496,3.020408163265306,3.4693877551020407,0.40816326530612246,B,tier_impulse,45
55,0.22088353413654618,0.6,7.917168844276832,8.243513543951684,1.908108913099643,21.552799923806454,-12.441537438540326,3.0,3.6545454545454548,0.4,B,tier_impulse,60
60,0.24096385542168675,0.6,7.555893754420774,8.38239622636608,1.8949196341387682,21.138817121202983,-12.167496390260508,3.0,3.7,0.4,B,tier_impulse,90
67,0.26907630522088355,0.6268656716417911,8.126613573721679,9.49489433042825,2.037718103365058,21.100525724134915,-11.567059921504125,2.925373134328358,3.7611940298507465,0.373134328358209,B,tier_impulse,120
182,0.7309236947791165,0.6318681318681318,7.357038619138733,9.465109653504955,1.8410642779627435,21.870248669046738,-11.072336942668512,2.8351648351648353,3.818681318681319,0.36813186813186816,B,tier_impulse,none_120m
12,0.04819277108433735,0.6666666666666666,7.6199522137981885,3.5595741143306245,3.1513651653759713,16.847094448042863,-8.46478021886537,2.9166666666666665,4.083333333333333,0.3333333333333333,B,rekey,15
17,0.06827309236947791,0.5294117647058824,2.329286175176936,0.16495714179746232,1.3762381024321084,13.743527325548389,-10.317068170441505,3.0588235294117645,3.4705882352941178,0.47058823529411764,B,rekey,30
19,0.07630522088353414,0.5789473684210527,4.178680288590928,2.707140491531168,1.7543688560769213,14.928149005030335,-9.561675665537761,3.0526315789473686,3.6315789473684212,0.42105263157894735,B,rekey,45
21,0.08433734939759036,0.5714285714285714,3.0128467462091586,2.707140491531168,1.4469410300510277,14.935443544380856,-10.369798750927641,3.0952380952380953,3.5714285714285716,0.42857142857142855,B,rekey,60
23,0.09236947791164658,0.5652173913043478,3.2015452486919598,2.707140491531168,1.3994012722556906,15.971614415460389,-11.284986432948688,3.130434782608696,3.5652173913043477,0.43478260869565216,B,rekey,90
25,0.10040160642570281,0.56,3.8569335360898536,2.707140491531168,1.5222755247646895,16.28689961463415,-10.90239157801288,3.16,3.6,0.44,B,rekey,120
224,0.8995983935742972,0.6383928571428571,7.977860713037301,9.714773549055959,1.924931504369904,22.263160673739694,-11.239279235964839,2.825892857142857,3.825892857142857,0.36160714285714285,B,rekey,none_120m
32,0.1285140562248996,0.625,10.936696940896953,15.121140994021715,2.235602926136648,24.786870988754064,-10.47192122799812,2.625,4.21875,0.375,B,mid_cross,15
53,0.21285140562248997,0.6415094339622641,13.083627739757265,14.791102385918633,2.6369790341599324,26.366920002257412,-10.23369425790576,2.7547169811320753,4.056603773584905,0.3584905660377358,B,mid_cross,30
61,0.24497991967871485,0.6065573770491803,10.62935205822874,10.902283300732078,2.242879853627557,24.458967111761442,-10.471045530954946,2.8360655737704916,3.8852459016393444,0.39344262295081966,B,mid_cross,45
67,0.26907630522088355,0.6119402985074627,9.2809564664442,10.767488368421963,2.0150204434920376,23.749863754219657,-10.942865412177227,2.8507462686567164,3.8208955223880596,0.3880597014925373,B,mid_cross,60
83,0.3333333333333333,0.6024096385542169,7.35520349024248,9.945116856712255,1.8081065787766997,21.745427591405747,-11.084628290723707,2.8674698795180724,3.6987951807228914,0.39759036144578314,B,mid_cross,90
90,0.3614457831325301,0.6111111111111112,7.3354727565287465,9.847064074576913,1.848195867793375,21.40549451342605,-10.80427434307124,2.933333333333333,3.7777777777777777,0.3888888888888889,B,mid_cross,120
159,0.6385542168674698,0.6415094339622641,7.693532012798833,9.4066138703804,1.9140136932889544,21.80896839669938,-11.432538663081976,2.8176100628930816,3.8176100628930816,0.3584905660377358,B,mid_cross,none_120m
