n,coverage,win_rate,expectancy_bps,median_bps,profit_factor,mfe_bps,mae_bps,time_to_mfe_h,time_to_mae_h,failure_rate,family,primitive,within_min
48,0.22857142857142856,0.75,11.736065457311312,13.132994708085349,3.5946665090377774,22.649135007635664,-7.674348607037902,3.8333333333333335,2.5208333333333335,0.25,A,p90,15
63,0.3,0.7142857142857143,10.399385121905667,13.283728661427011,2.6977193357388365,22.38740847782045,-9.204173030405194,3.761904761904762,2.492063492063492,0.2857142857142857,A,p90,30
70,0.3333333333333333,0.7,10.425501459464094,13.756268676943298,2.598905665488025,22.672121656389162,-9.425407880322922,3.7285714285714286,2.5285714285714285,0.3,A,p90,45
73,0.3476190476190476,0.7123287671232876,10.833207271043163,14.662750844535395,2.7326377030331446,22.914916779766205,-9.156224842708127,3.7534246575342465,2.4794520547945207,0.2876712328767123,A,p90,60
88,0.41904761904761906,0.7272727272727273,12.022431121612232,14.633364477358985,3.232972731598203,23.469495887809877,-8.097624557458676,3.6931818181818183,2.4204545454545454,0.2727272727272727,A,p90,90
99,0.4714285714285714,0.7373737373737373,13.156271618199943,14.228808692459586,3.597097256135706,24.330577845496354,-7.835063505176011,3.7474747474747474,2.414141414141414,0.26262626262626265,A,p90,120
111,0.5285714285714286,0.6036036036036037,7.089484866343707,9.965258563573338,1.797634723307751,22.695193074577624,-10.517975989264892,3.684684684684685,2.7027027027027026,0.3963963963963964,A,p90,none_120m
17,0.08095238095238096,0.5882352941176471,1.009635687713433,1.4696428703866635,1.121345323191715,15.488588448095229,-11.735026981096734,3.588235294117647,2.823529411764706,0.4117647058823529,A,tier_impulse,15
26,0.12380952380952381,0.6153846153846154,2.5859142425775166,8.5082905311178,1.2898192021519266,16.337346670267216,-12.823172217778026,3.5384615384615383,2.8846153846153846,0.38461538461538464,A,tier_impulse,30
31,0.14761904761904762,0.6451612903225806,7.0803958285166315,12.933064249586396,1.9189190361111266,19.442441048669583,-11.401691662622595,3.6129032258064515,2.6774193548387095,0.3548387096774194,A,tier_impulse,45
36,0.17142857142857143,0.6666666666666666,6.8469743591536725,12.957662502165041,1.7942825322238645,20.541982763537334,-11.724790185089182,3.5555555555555554,2.5833333333333335,0.3333333333333333,A,tier_impulse,60
45,0.21428571428571427,0.6888888888888889,9.771795094678366,13.283728661427011,2.307754148535342,22.68969225734648,-10.322139091828168,3.7555555555555555,2.466666666666667,0.3111111111111111,A,tier_impulse,90
51,0.24285714285714285,0.7254901960784313,11.841223141832169,14.603978110182574,2.795998552543315,24.106932406211993,-9.147263835416343,3.784313725490196,2.3137254901960786,0.27450980392156865,A,tier_impulse,120
159,0.7571428571428571,0.6477987421383647,9.342775661210723,10.35043878427658,2.289671890639989,23.260629467078257,-9.28714569946286,3.691823899371069,2.647798742138365,0.3522012578616352,A,tier_impulse,none_120m
10,0.047619047619047616,0.3,-9.688035045926894,-12.337853243943886,0.30862017814867526,10.348818708880263,-15.785839054188049,3.1,3.9,0.7,A,rekey,15
17,0.08095238095238096,0.47058823529411764,-1.7116533814181447,-3.6991648729159685,0.836950389758136,14.593841242140535,-12.754590064015154,3.3529411764705883,3.176470588235294,0.5294117647058824,A,rekey,30
18,0.08571428571428572,0.5,-0.8260721550916043,1.0863660328232547,0.9166807197384834,14.828927721047554,-12.662105094724533,3.4444444444444446,3.111111111111111,0.5,A,rekey,45
18,0.08571428571428572,0.5,-0.8260721550916043,1.0863660328232547,0.9166807197384834,14.828927721047554,-12.662105094724533,3.4444444444444446,3.111111111111111,0.5,A,rekey,60
