n,coverage,win_rate,expectancy_bps,median_bps,profit_factor,mfe_bps,mae_bps,time_to_mfe_h,time_to_mae_h,failure_rate,family,count_category,expect_ci_low,expect_ci_high,expect_se,p_vs_baseline
111,0.5285714285714286,0.6036036036036037,7.089484866343707,9.965258563573338,1.797634723307751,22.695193074577624,-10.517975989264892,3.684684684684685,2.7027027027027026,0.3963963963963964,A,0,1.9421746981264079,11.968311205050414,2.987704745870677,0.4387806096951524
21,0.1,0.9047619047619048,24.176289154719157,20.30071502660798,19.319287116432378,32.03546653075006,-3.81516142624008,4.238095238095238,1.8571428571428572,0.09523809523809523,A,1,15.351553721380212,32.46956474026829,5.182321090239523,0.03498250874562719
15,0.07142857142857142,0.8,21.14818321620665,17.627938310034743,11.776427547077562,28.737816854266477,-4.272039228204631,3.8,2.1333333333333333,0.2,A,2,10.893890621062875,34.022409561597314,7.124830180492072,0.1469265367316342
9,0.04285714285714286,0.3333333333333333,-9.034634052546338,-6.873988954727654,0.5171846512265252,12.910131985732953,-21.84446946164049,2.6666666666666665,3.4444444444444446,0.6666666666666666,A,3,,,,0.06646676661669165
127,0.5100401606425703,0.6062992125984252,4.526096143678047,8.091915269051862,1.4711573226780503,20.6356358357731,-11.420125390116354,2.8661417322834644,3.677165354330709,0.3937007874015748,B,0,0.4880278715621508,8.908960578451431,2.55251682500507,0.36481759120439783
20,0.08032128514056225,0.85,18.95353699946751,17.74017463420213,6.361245861313477,27.498481126529214,-6.2411494221485775,2.3,4.4,0.15,B,1,8.470127728695028,31.964514740604166,7.198419638614394,0.13493253373313344
11,0.04417670682730924,0.7272727272727273,14.90080466907004,24.307276624320764,4.635611762279515,26.587824212827083,-7.276674350236788,2.272727272727273,3.727272727272727,0.2727272727272727,B,2,3.5250726798741296,26.328703518556953,6.958292921652259,0.4077961019490255
16,0.0642570281124498,0.625,5.813985281481428,5.994291031767658,1.5873967829556395,21.199176991860504,-13.036780744439788,2.75,3.5625,0.375,B,3,-6.491599685199484,18.430601092159634,7.647736649094253,0.8215892053973014
