event_id,event_start,peak_timestamp,event_end,duration_hours,event_family,origin_currency,direction,severity,severity_score,origin_strength,origin_velocity,origin_acceleration,origin_breadth,origin_rank,origin_volatility,destination_rank_1,destination_rank_2,destination_rank_3,gbp_bridge_score_components,chf_parking_score_components,jpy_destination_score_components,network_dispersion,network_rmse,max_pair_residual,broad_vs_localized,peak_severity,utc_hour,session,weekday,month,quarter,year,_session,_est_hour,ar_pips,ar_high,ar_low,midpoint,daily_tier,family,baseline_return_bps,baseline_net_bps,baseline_mfe_bps,baseline_mae_bps,baseline_time_to_mfe_h,baseline_time_to_mae_h,baseline_rv_bps_per_h,split,baseline_position,baseline_vol_bps,baseline_vol_mfe_bps,baseline_vol_mae_bps,baseline_win,baseline_entry_time,baseline_exit_time,trade,aligned_dir,p90_total,p90_aligned,p90_opposed,p90_first_min,p90_last_min,p90_0_15,p90_15_30,p90_30_45,p90_45_60,p90_60_90,p90_90_120,p90_cum15m,p90_cum30m,p90_cum60m,p90_cum90m,p90_cum120m,tier_impulse_total,tier_impulse_aligned,tier_impulse_opposed,tier_impulse_first_min,tier_impulse_last_min,tier_impulse_0_15,tier_impulse_15_30,tier_impulse_30_45,tier_impulse_45_60,tier_impulse_60_90,tier_impulse_90_120,tier_impulse_cum15m,tier_impulse_cum30m,tier_impulse_cum60m,tier_impulse_cum90m,tier_impulse_cum120m,rekey_total,rekey_aligned,rekey_opposed,rekey_first_min,rekey_last_min,rekey_0_15,rekey_15_30,rekey_30_45,rekey_45_60,rekey_60_90,rekey_90_120,rekey_cum15m,rekey_cum30m,rekey_cum60m,rekey_cum90m,rekey_cum120m,mid_cross_total,mid_cross_aligned,mid_cross_opposed,mid_cross_first_min,mid_cross_last_min,mid_cross_0_15,mid_cross_15_30,mid_cross_30_45,mid_cross_45_60,mid_cross_60_90,mid_cross_90_120,mid_cross_cum15m,mid_cross_cum30m,mid_cross_cum60m,mid_cross_cum90m,mid_cross_cum120m,primitive_density,tier_to_p90_ratio,p90_to_tier_ratio,aligned_commitment_ratio,opposition_ratio,midpoint_start_state,rekey_success,rekey_failure,first_sequence,sequence_code,time_to_first_primitive,subperiod,primitive_score
EUR_ORIGIN_202310030600,2023-10-03 06:00:00+00:00,2023-10-03 06:00:00+00:00,2023-10-03 06:00:00+00:00,1.0,BROAD_CURRENCY_EVENT,EUR,ACCUMULATION,LOW,0.9167,0.00106098,0.00128572,0.00141923,1.0,1.0,0.00057674,JPY,USD,GBP,"{'GBP_factor': -9.177233631725053e-05, 'GBP_velocity': -0.0006898114977890416, 'GBP_acceleration': -0.0025342033336892738, 'GBP_breadth': 0.75, 'GBP_rank_change': -1.0, 'EURGBP_residual': -0.00011476398655251279, 'GBPJPY_residual': 1.4678823786463805e-05, 'GBPCHF_residual': -0.0003535400321415512}","{'CHF_factor': -0.00040024722678895443, 'CHF_breadth': 0.5, 'CHF_acceleration': -0.000333204803426472, 'CHF_rank_change': -1.0, 'EURCHF_residual': 0.0013592081648152341, 'GBPCHF_residual': -0.0003535400321415512, 'CHFJPY_residual': 0.0004115847496578231}","{'JPY_factor': -0.0004362859413007072, 'JPY_positive': -0.0004362859413007072, 'JPY_acceleration': 0.00048711070418008617, 'JPY_breadth': 1.0, 'JPY_rank_change': 4.0, 'EURJPY_residual': -0.00022274941207557587, 'GBPJPY_residual': 1.4678823786463805e-05, 'CHFJPY_residual': 0.0004115847496578231}",0.00015283703853849083,0.0006077232739300136,0.0013592081648152341,BROAD_CURRENCY_EVENT,,6,Asia,1,10,4,2023,2023-10-02,2,15.999999999999659,149.894,149.734,149.81400000000002,NA,A,15.481428717851742,14.058825978125714,15.481428717851742,0.0,6.0,1.0,1.684274103690369,discovery,5.9372758733802655,83.47112828797752,91.91751321195753,0.0,1.0,2023-10-03 08:00:00+00:00,2023-10-03 14:00:00+00:00,long,bull,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,na,0,0,,,,2023H2,0
EUR_ORIGIN_202310050600,2023-10-05 06:00:00+00:00,2023-10-05 06:00:00+00:00,2023-10-05 06:00:00+00:00,1.0,BROAD_CURRENCY_EVENT,EUR,ACCUMULATION,LOW,0.7917,0.0007622,0.00212799,0.00265216,1.0,1.0,0.00028303,JPY,USD,CHF,"{'GBP_factor': -5.1016491975557665e-05, 'GBP_velocity': 0.00027308654109595544, 'GBP_acceleration': 0.0008482721189571158, 'GBP_breadth': 0.5, 'GBP_rank_change': 0.0, 'EURGBP_residual': -4.801440214627145e-06, 'GBPJPY_residual': -7.042342658415224e-05, 'GBPCHF_residual': -7.560056525792377e-05}","{'CHF_factor': -6.362067950435054e-05, 'CHF_breadth': 0.5, 'CHF_acceleration': 0.0011330722026399675, 'CHF_rank_change': 0.0, 'EURCHF_residual': 0.0003157657314765644, 'GBPCHF_residual': -7.560056525792377e-05, 'CHFJPY_residual': -9.129499585521688e-06}","{'JPY_factor': -0.0006143986501730004, 'JPY_positive': -0.0006143986501730004, 'JPY_acceleration': -0.002101920540080465, 'JPY_breadth': 1.0, 'JPY_rank_change': 0.0, 'EURJPY_residual': 0.00030386284162023033, 'GBPJPY_residual': -7.042342658415224e-05, 'CHFJPY_residual': -9.129499585521688e-06}",0.00032335312946979406,0.0002670657055382729,0.0006148271328821659,BROAD_CURRENCY_EVENT,,6,Asia,3,10,4,2023,2023-10-04,2,87.60000000000048,149.132,148.256,148.69400000000002,NA,A,-0.26876662995611866,-1.6913693696821461,15.106503703687935,-0.26876662995611866,2.0,6.0,7.945902865826366,discovery,1.2585102245596114,-2.128605645251926,19.011689368438905,-0.3382455518202049,0.0,2023-10-05 08:00:00+00:00,2023-10-05 14:00:00+00:00,long,bull,2,1,1,65.0,110.0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1.090909090909091,0.0,2.0,0.3333333333333333,0.3333333333333333,na,0,0,PO-PA,PO-PA,65.0,2023H2,0
EUR_ORIGIN_202310061400,2023-10-06 14:00:00+00:00,2023-10-06 14:00:00+00:00,2023-10-06 14:00:00+00:00,1.0,BROAD_CURRENCY_EVENT,EUR,ACCUMULATION,LOW,0.8333,0.00078427,-0.00023958,-0.0011117,1.0,2.0,0.00070415,JPY,GBP,USD,"{'GBP_factor': -0.00025446800229512594, 'GBP_velocity': -0.0005110155425170513, 'GBP_acceleration': -0.0012206576212204679, 'GBP_breadth': 0.75, 'GBP_rank_change': 1.0, 'EURGBP_residual': -0.0009924732505318902, 'GBPJPY_residual': -0.0006591235063454056, 'GBPCHF_residual': -0.00011607980699941461}","{'CHF_factor': 0.0008778189235477268, 'CHF_breadth': 1.0, 'CHF_acceleration': 0.00010965504975168054, 'CHF_rank_change': -2.0, 'EURCHF_residual': -0.0005609313728958847, 'GBPCHF_residual': -0.00011607980699941461, 'CHFJPY_residual': -0.0005720957676563099}","{'JPY_factor': -0.0009850139974150029, 'JPY_positive': -0.0009850139974150029, 'JPY_acceleration': 0.0011552986140648577, 'JPY_breadth': 1.0, 'JPY_rank_change': 0.0, 'EURJPY_residual': 0.0016996943073922435, 'GBPJPY_residual': -0.0006591235063454056, 'CHFJPY_residual': -0.0005720957676563099}",0.00021502417669266163,0.0007254586673379381,0.0016996943073922435,BROAD_CURRENCY_EVENT,,14,NY_Overlap,4,10,4,2023,2023-10-05,10,37.10000000000093,148.692,148.321,148.50650000000002,T3,A,-4.754713785493081,-6.1773165252191085,0.0,-18.495813559695762,1.0,2.0,16.11845666694922,discovery,0.620406792450851,-3.832449131364823,0.0,-11.474928364339803,0.0,2023-10-06 16:00:00+00:00,2023-10-06 22:00:00+00:00,long,bull,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,7,7,0,90.0,120.0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,3.5,0.0,0.0,0.0,0.0,above,0,7,RA-RA-RA-RA,RA-RA-RA-RA,90.0,2023H2,1
EUR_ORIGIN_202310101100,2023-10-10 11:00:00+00:00,2023-10-10 11:00:00+00:00,2023-10-10 11:00:00+00:00,1.0,BROAD_CURRENCY_EVENT,EUR,ACCUMULATION,LOW,0.9167,0.00125445,0.00013251,-0.00074818,0.75,2.0,0.00062756,USD,CHF,GBP,"{'GBP_factor': 0.001264352579856889, 'GBP_velocity': 0.0023275884435395152, 'GBP_acceleration': 0.0031060160716337116, 'GBP_breadth': 0.75, 'GBP_rank_change': 0.0, 'EURGBP_residual': 0.0008891118743778227, 'GBPJPY_residual': 0.0005271289348677266, 'GBPCHF_residual': 0.00015853646331147895}","{'CHF_factor': -9.257711731696993e-05, 'CHF_breadth': 1.0, 'CHF_acceleration': 0.001474370336796061, 'CHF_rank_change': 0.0, 'EURCHF_residual': 0.00021558396835058297, 'GBPCHF_residual': 0.00015853646331147895, 'CHFJPY_residual': 0.0003246142734570158}","{'JPY_factor': -0.0006371079455103974, 'JPY_positive': -0.0006371079455103974, 'JPY_acceleration': 0.0005956433342474823, 'JPY_breadth': 1.0, 'JPY_rank_change': -1.0, 'EURJPY_residual': -0.001130651541153385, 'GBPJPY_residual': 0.0005271289348677266, 'CHFJPY_residual': 0.0003246142734570158}",0.0002680937866899856,0.0005143974451305059,0.001130651541153385,BROAD_CURRENCY_EVENT,,11,London,1,10,4,2023,2023-10-09,7,50.39999999999907,148.666,148.162,148.414,NO-GO,A,-34.4736396570422,-35.89624239676823,0.0,-34.4736396570422,1.0,6.0,5.022383025149007,discovery,1.9910866913029426,-71.47253050398966,0.0,-68.64000512191006,0.0,2023-10-10 13:00:00+00:00,2023-10-10 19:00:00+00:00,long,bull,5,2,3,20.0,90.0,0,2,1,1,0,1,0,2,4,4,5,2,2,0,55.0,90.0,0,0,0,1,0,1,0,0,1,1,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,4.666666666666667,0.3333333333333333,1.6666666666666667,0.5,0.375,above,0,0,PO-PO-PO-PA,PO-PO-PO-PA,20.0,2023H2,1
EUR_ORIGIN_202310121300,2023-10-12 13:00:00+00:00,2023-10-12 13:00:00+00:00,2023-10-12 13:00:00+00:00,1.0,BROAD_CURRENCY_EVENT,EUR,ACCUMULATION,LOW,0.875,0.00104631,-0.00057108,-0.00068624,1.0,1.0,0.00080567,GBP,USD,CHF,"{'GBP_factor': -0.0005771075665661667, 'GBP_velocity': -0.0008144472398443489, 'GBP_acceleration': -0.00023575065716682645, 'GBP_breadth': 1.0, 'GBP_rank_change': 4.0, 'EURGBP_residual': 0.0005194865073088141, 'GBPJPY_residual': 7.119218033767359e-05, 'GBPCHF_residual': 0.00010789000987605386}","{'CHF_factor': -0.00043307831217727973, 'CHF_breadth': 1.0, 'CHF_acceleration': -0.0005808076680536427, 'CHF_rank_change': 0.0, 'EURCHF_residual': 8.996217217299056e-05, 'GBPCHF_residual': 0.00010789000987605386, 'CHFJPY_residual': -3.850807147994347e-05}","{'JPY_factor': -0.00020603342842356594, 'JPY_positive': -0.00020603342842356594, 'JPY_acceleration': -0.001693812773953097, 'JPY_breadth': 1.0, 'JPY_rank_change': 0.0, 'EURJPY_residual': 0.00022927963429688453, 'GBPJPY_residual': 7.119218033767359e-05, 'CHFJPY_residual': -3.850807147994347e-05}",0.00022538508781691242,0.00035952072017473083,0.000838728313778686,BROAD_CURRENCY_EVENT,,13,NY_Overlap,3,10,4,2023,2023-10-11,9,29.699999999999704,149.273,148.976,149.1245,T2,A,15.564621358157282,14.142018618431255,15.564621358157282,0.0,6.0,1.0,3.7558177141896754,discovery,2.6625360336896753,37.653634160683495,41.441365216829695,0.0,1.0,2023-10-12 15:00:00+00:00,2023-10-12 21:00:00+00:00,long,bull,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0.0,40.0,2,0,2,0,0,0,2,2,4,4,4,6.0,0.0,0.0,0.0,0.0,below,0,0,MO-MA-MO-MA,MO-MA-MO-MA,0.0,2023H2,0
EUR_ORIGIN_202310171400,2023-10-17 14:00:00+00:00,2023-10-17 14:00:00+00:00,2023-10-17 14:00:00+00:00,1.0,BROAD_CURRENCY_EVENT,EUR,ACCUMULATION,LOW,0.8333,0.00084896,0.00074571,0.00065755,1.0,2.0,0.00042012,CHF,JPY,USD,"{'GBP_factor': 0.0009871396751001244, 'GBP_velocity': 0.0010924782449427527, 'GBP_acceleration': 0.0016011194413826386, 'GBP_breadth': 1.0, 'GBP_rank_change': -4.0, 'EURGBP_residual': -6.91836882288195e-05, 'GBPJPY_residual': -6.014126600158089e-05, 'GBPCHF_residual': 3.739033977586152e-06}","{'CHF_factor': 6.924068330610986e-05, 'CHF_breadth': 1.0, 'CHF_acceleration': 0.0010572692787436937, 'CHF_rank_change': 1.0, 'EURCHF_residual': -0.00010782408958898127, 'GBPCHF_residual': 3.739033977586152e-06, 'CHFJPY_residual': -8.444553654799456e-05}","{'JPY_factor': -0.0006777237743209942, 'JPY_positive': -0.0006777237743209942, 'JPY_acceleration': -0.0007117940396203236, 'JPY_breadth': 1.0, 'JPY_rank_change': 1.0, 'EURJPY_residual': 0.000189990188974304, 'GBPJPY_residual': -6.014126600158089e-05, 'CHFJPY_residual': -8.444553654799456e-05}",0.00026975655581055016,8.127101367855033e-05,0.000189990188974304,BROAD_CURRENCY_EVENT,,14,NY_Overlap,1,10,4,2023,2023-10-16,10,15.299999999999159,149.631,149.478,149.55450000000002,T1,A,5.342665315613004,3.920062575886977,8.413405855494105,0.0,4.0,1.0,2.4757875063685506,discovery,4.039118855829375,15.833598666296158,33.98274623267151,0.0,1.0,2023-10-17 16:00:00+00:00,2023-10-17 22:00:00+00:00,long,bull,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,90.0,90.0,0,0,0,0,0,1,0,0,0,0,1,0.6666666666666666,0.0,0.0,0.0,0.0,below,0,0,MA,MA,90.0,2023H2,1
EUR_ORIGIN_202310200700,2023-10-20 07:00:00+00:00,2023-10-20 07:00:00+00:00,2023-10-20 07:00:00+00:00,1.0,BROAD_CURRENCY_EVENT,EUR,ACCUMULATION,LOW,0.7917,0.00074867,0.00084118,0.0011105,0.5,1.0,0.00057173,CHF,USD,JPY,"{'GBP_factor': -1.8379258151996207e-05, 'GBP_velocity': 0.0005309253399568977, 'GBP_acceleration': -0.0012351916647225297, 'GBP_breadth': 0.5, 'GBP_rank_change': -1.0, 'EURGBP_residual': -0.000789952042638028, 'GBPJPY_residual': -0.00034620124098043805, 'GBPCHF_residual': -0.0004046623004829559}","{'CHF_factor': -0.0007369089614661492, 'CHF_breadth': 1.0, 'CHF_acceleration': 0.0022222720116200708, 'CHF_rank_change': 3.0, 'EURCHF_residual': 0.0008371781228529427, 'GBPCHF_residual': -0.0004046623004829559, 'CHFJPY_residual': 7.721661933085566e-05}","{'JPY_factor': -0.00018312173513838664, 'JPY_positive': -0.00018312173513838664, 'JPY_acceleration': -0.0010373772296630415, 'JPY_breadth': 0.75, 'JPY_rank_change': 1.0, 'EURJPY_residual': 0.0005684406287606031, 'GBPJPY_residual': -0.00034620124098043805, 'CHFJPY_residual': 7.721661933085566e-05}",0.00014073082819072964,0.0005033955007552909,0.0008371781228529427,BROAD_CURRENCY_EVENT,,7,London,4,10,4,2023,2023-10-19,3,22.8999999999985,149.939,149.71,149.8245,T2,A,-0.13336534101959785,-1.5559680807456253,0.0,-1.9339715499722132,1.0,3.0,0.8721587826334546,discovery,11.465802098335043,-17.84042208515554,0.0,-22.17453505579168,0.0,2023-10-20 09:00:00+00:00,2023-10-20 15:00:00+00:00,long,bull,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,above,0,0,,,,2023H2,0
EUR_ORIGIN_202310231100,2023-10-23 11:00:00+00:00,2023-10-23 11:00:00+00:00,2023-10-23 11:00:00+00:00,1.0,BROAD_CURRENCY_EVENT,EUR,ACCUMULATION,LOW,0.9167,0.00084442,0.00045337,-0.00042092,1.0,1.0,0.00048736,GBP,JPY,CHF,"{'GBP_factor': -0.0006618313409764538, 'GBP_velocity': 0.0006414558193425887, 'GBP_acceleration': 0.002076866706015905, 'GBP_breadth': 1.0, 'GBP_rank_change': 4.0, 'EURGBP_residual': -0.0002901667038897101, 'GBPJPY_residual': 2.1509869985633407e-05, 'GBPCHF_residual': -0.00035931117199079234}","{'CHF_factor': 0.0002771464143357538, 'CHF_breadth': 1.0, 'CHF_acceleration': 0.0005778729943345076, 'CHF_rank_change': -1.0, 'EURCHF_residual': 0.0011432295787824124, 'GBPCHF_residual': -0.00035931117199079234, 'CHFJPY_residual': 0.00038747485351892574}","{'JPY_factor': -0.0003716420833891144, 'JPY_positive': -0.0003716420833891144, 'JPY_acceleration': 0.00024807380480204176, 'JPY_breadth': 1.0, 'JPY_rank_change': 2.0, 'EURJPY_residual': -0.0003922481061908829, 'GBPJPY_residual': 2.1509869985633407e-05, 'CHFJPY_residual': 0.00038747485351892574}",0.00011206127611968152,0.00046870033378217124,0.0011432295787824124,BROAD_CURRENCY_EVENT,,11,London,0,10,4,2023,2023-10-22,7,21.000000000000796,149.941,149.731,149.836,T2,A,-16.955832127569792,-18.37843486729582,1.2005042132123833,-16.955832127569792,3.0,6.0,3.395418008543083,discovery,2.945145479831755,-54.1271643757986,3.535659557061428,-49.93739234729822,0.0,2023-10-23 13:00:00+00:00,2023-10-23 19:00:00+00:00,long,bull,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,above,0,0,,,,2023H2,0
EUR_ORIGIN_202310231300,2023-10-23 13:00:00+00:00,2023-10-23 13:00:00+00:00,2023-10-23 13:00:00+00:00,1.0,BROAD_CURRENCY_EVENT,EUR,ACCUMULATION,LOW,0.75,0.00067264,-0.00027484,-0.00167757,0.75,1.0,0.00063782,USD,JPY,CHF,"{'GBP_factor': 0.000304884048673669, 'GBP_velocity': 0.0003185864780486211, 'GBP_acceleration': 0.00048762180664160257, 'GBP_breadth': 0.5, 'GBP_rank_change': -2.0, 'EURGBP_residual': -0.0010107663969364548, 'GBPJPY_residual': -0.00035219719165608326, 'GBPCHF_residual': -0.0004242679411597896}","{'CHF_factor': 4.88673898520916e-07, 'CHF_breadth': 0.75, 'CHF_acceleration': -0.0014927619031634702, 'CHF_rank_change': 0.0, 'EURCHF_residual': 0.0006248266940984182, 'GBPCHF_residual': -0.0004242679411597896, 'CHFJPY_residual': 1.545457393481778e-05}","{'JPY_factor': -0.0005137067492243175, 'JPY_positive': -0.0005137067492243175, 'JPY_acceleration': 0.001234884395352344, 'JPY_breadth': 0.75, 'JPY_rank_change': 3.0, 'EURJPY_residual': 0.0004661518975929038, 'GBPJPY_residual': -0.00035219719165608326, 'CHFJPY_residual': 1.545457393481778e-05}",0.0001855227112140146,0.00045232522452132797,0.0010107663969364548,BROAD_CURRENCY_EVENT,,13,NY_Overlap,0,10,4,2023,2023-10-22,9,21.000000000000796,149.941,149.731,149.836,T2,A,-25.775791717865815,-27.198394457591842,0.0,-25.775791717865815,1.0,6.0,3.9146539371800286,discovery,2.554504219395605,-69.47841340270439,0.0,-65.84436870155051,0.0,2023-10-23 15:00:00+00:00,2023-10-23 21:00:00+00:00,long,bull,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,above,0,0,,,,2023H2,0
EUR_ORIGIN_202310231500,2023-10-23 15:00:00+00:00,2023-10-23 15:00:00+00:00,2023-10-23 15:00:00+00:00,1.0,BROAD_CURRENCY_EVENT,EUR,ACCUMULATION,MEDIUM,1.0,0.00094531,0.00021423,-0.00023914,1.0,1.0,0.00064109,GBP,CHF,USD,"{'GBP_factor': -0.0004014203271461889, 'GBP_velocity': 0.0004032000948918789, 'GBP_acceleration': -0.00023825572445070975, 'GBP_breadth': 1.0, 'GBP_rank_change': 3.0, 'EURGBP_residual': 0.0003410098256683273, 'GBPJPY_residual': 4.9185850845923106e-05, 'GBPCHF_residual': 0.0001968064764528287}","{'CHF_factor': -0.0007292414461720512, 'CHF_breadth': 1.0, 'CHF_acceleration': -0.003482079235619489, 'CHF_rank_change': 0.0, 'EURCHF_residual': -0.0004430871104699899, 'GBPCHF_residual': 0.0001968064764528287, 'CHFJPY_residual': -0.00013271588286894445}","{'JPY_factor': 3.148486512176852e-05, 'JPY_positive': 3.148486512176852e-05, 'JPY_acceleration': 0.0007850697160742829, 'JPY_breadth': 1.0, 'JPY_rank_change': -1.0, 'EURJPY_residual': 0.00013921103407430976, 'GBPJPY_residual': 4.9185850845923106e-05, 'CHFJPY_residual': -0.00013271588286894445}",0.00011924431676873638,0.00020424585928781357,0.0004430871104699899,BROAD_CURRENCY_EVENT,,15,NY_Overlap,0,10,4,2023,2023-10-22,11,21.000000000000796,149.941,149.731,149.836,T2,A,-5.542626612271562,-6.965229351997589,0.0,-15.366630717146279,1.0,4.0,6.293254954815187,discovery,1.5890028406283865,-11.067769225952384,0.0,-24.417619860432858,0.0,2023-10-23 17:00:00+00:00,2023-10-23 23:00:00+00:00,long,bull,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,above,0,0,,,,2023H2,0
EUR_ORIGIN_202310271200,2023-10-27 12:00:00+00:00,2023-10-27 12:00:00+00:00,2023-10-27 12:00:00+00:00,1.0,BROAD_CURRENCY_EVENT,EUR,ACCUMULATION,LOW,0.9583,0.00090004,0.00046642,0.00043979,1.0,1.0,0.0006779,USD,JPY,GBP,"{'GBP_factor': -3.7238255344039246e-05, 'GBP_velocity': -7.92854891535212e-06, 'GBP_acceleration': -2.6851893772982048e-05, 'GBP_breadth': 0.75, 'GBP_rank_change': 1.0, 'EURGBP_residual': 8.502301132335224e-05, 'GBPJPY_residual': 6.39058642387659e-05, 'GBPCHF_residual': -0.0002773649378786322}","{'CHF_factor': -0.0002138775103775498, 'CHF_breadth': 0.75, 'CHF_acceleration': -0.001842688948005895, 'CHF_rank_change': -2.0, 'EURCHF_residual': 0.001163832467937156, 'GBPCHF_residual': -0.0002773649378786322, 'CHFJPY_residual': 0.0003178363026540475}","{'JPY_factor': -0.00022602966112214747, 'JPY_positive': -0.00022602966112214747, 'JPY_acceleration': -0.00019956921101331015, 'JPY_breadth': 1.0, 'JPY_rank_change': 1.0, 'EURJPY_residual': -0.0001720609340803398, 'GBPJPY_residual': 6.39058642387659e-05, 'CHFJPY_residual': 0.0003178363026540475}",0.0001226758185241676,0.0005647354083281946,0.001163832467937156,BROAD_CURRENCY_EVENT,,12,London,4,10,4,2023,2023-10-26,8,29.599999999999227,150.438,150.142,150.29,T2,A,-16.360440773413032,-17.78304351313906,0.0,-17.76401052143939,1.0,4.0,5.294212947188126,discovery,1.8888548873560558,-33.589588651858115,0.0,-33.553638092465185,0.0,2023-10-27 14:00:00+00:00,2023-10-27 20:00:00+00:00,long,bull,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,below,0,0,,,,2023H2,0
EUR_ORIGIN_202310300800,2023-10-30 08:00:00+00:00,2023-10-30 08:00:00+00:00,2023-10-30 08:00:00+00:00,1.0,BROAD_CURRENCY_EVENT,EUR,ACCUMULATION,MEDIUM,1.0,0.00110936,0.00118048,0.00160151,1.0,1.0,0.00067117,JPY,CHF,USD,"{'GBP_factor': -4.980434292731271e-05, 'GBP_velocity': -0.0005934120718569182, 'GBP_acceleration': -0.0024850036571458884, 'GBP_breadth': 0.75, 'GBP_rank_change': -2.0, 'EURGBP_residual': -0.000987234363143088, 'GBPJPY_residual': -0.00039581054605608584, 'GBPCHF_residual': -0.000571732211662114}","{'CHF_factor': -0.00038390482780796835, 'CHF_breadth': 0.5, 'CHF_acceleration': 0.0008813950535439878, 'CHF_rank_change': 3.0, 'EURCHF_residual': 0.001346144346096232, 'GBPCHF_residual': -0.000571732211662114, 'CHFJPY_residual': 0.00019546210289517695}","{'JPY_factor': -0.0008042583377909273, 'JPY_positive': -0.0008042583377909273, 'JPY_acceleration': 0.0013287507229766476, 'JPY_breadth': 1.0, 'JPY_rank_change': 2.0, 'EURJPY_residual': 0.0005650281001505094, 'GBPJPY_residual': -0.00039581054605608584, 'CHFJPY_residual': 0.00019546210289517695}",0.00022691857712630828,0.0007035599418756734,0.001346144346096232,BROAD_CURRENCY_EVENT,,8,London,0,10,4,2023,2023-10-29,4,36.40000000000043,149.814,149.45,149.632,T3,A,12.29371438324911,10.871111643523083,12.29371438324911,0.0,6.0,1.0,1.8240659552593992,discovery,5.482257903650149,59.598237729167586,67.39731284278496,0.0,1.0,2023-10-30 10:00:00+00:00,2023-10-30 16:00:00+00:00,long,bull,2,0,2,110.0,120.0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,110.0,120.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,4,2,2,35.0,70.0,0,0,2,1,1,0,0,0,3,4,4,4.0,0.6666666666666666,0.6666666666666666,0.0,0.8,below,0,0,MA-MO-MA-MO,MA-MO-MA-MO,35.0,2023H2,-2
