timestamp_utc,log_return,abs_return,flag,note
2026-03-09T03:00:00+00:00,0.1462177673793681,0.1462177673793681,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2026-04-08T03:00:00+00:00,-0.10272803717175716,0.10272803717175716,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2026-03-09T22:00:00+00:00,-0.10226140459993971,0.10226140459993971,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2026-03-09T08:00:00+00:00,-0.08605472760099708,0.08605472760099708,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2026-04-13T03:00:00+00:00,0.07139141467112253,0.07139141467112253,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2026-03-23T14:00:00+00:00,-0.06815311968921378,0.06815311968921378,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2025-04-09T20:00:00+00:00,0.0676865644962179,0.0676865644962179,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2023-04-03T01:00:00+00:00,0.06678436785375741,0.06678436785375741,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2026-04-02T04:00:00+00:00,0.061166571765569167,0.061166571765569167,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2025-06-13T03:00:00+00:00,0.055519324806280856,0.055519324806280856,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2026-04-17T15:00:00+00:00,-0.055092534532961146,0.055092534532961146,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2026-03-09T04:00:00+00:00,0.05157407362315336,0.05157407362315336,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2026-03-12T03:00:00+00:00,0.05117842070744594,0.05117842070744594,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2026-05-25T03:00:00+00:00,-0.04786089536748328,0.04786089536748328,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2026-03-10T21:00:00+00:00,0.046148487776958014,0.046148487776958014,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2026-06-01T16:00:00+00:00,0.04367136829110141,0.04367136829110141,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2026-05-11T03:00:00+00:00,0.04280847818825695,0.04280847818825695,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2026-03-23T15:00:00+00:00,-0.042191874603396684,0.042191874603396684,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
2026-03-09T18:00:00+00:00,-0.04205316592164099,0.04205316592164099,UNRESOLVED,extreme H1 move; roll metadata absent so REAL vs ROLL unresolved
