asset,bucket,basis_bps,basis_state,funding_bps,funding_state,funding_accel,funding_delta_24h_bps,rv1h,rv4h,rv24h,vol_state,premium_bps,mark_index_state,oi_state,relative_state,systemic_state,composite_l2,composite_l3,epoch,weekday_weekend,perp_close,spot_close
BTC,2026-01-26T01:00:00+00:00,-5.101717,B0_NORMAL,0.125,F_NORMAL,UNKNOWN,,,0.004442,0.003729,V_NORMAL,-3.169011,MI_NORMAL,DEFERRED,ETH_LED,ETH_SPECIFIC,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,ASIA,WEEKDAY,87654.0,87698.73
BTC,2026-01-26T02:00:00+00:00,-5.298138,B0_NORMAL,0.125,F_NORMAL,UNKNOWN,,,0.004744,0.003733,V_NORMAL,-3.69312,MI_NORMAL,DEFERRED,ETH_LED,ETH_SPECIFIC,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,ASIA,WEEKDAY,87517.0,87563.38
BTC,2026-01-26T03:00:00+00:00,-5.392023,B0_NORMAL,0.055348,F_NEG_ELEVATED,UNKNOWN,,,0.005727,0.003759,V_NORMAL,-4.557212,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKDAY,87235.0,87282.05
BTC,2026-01-26T04:00:00+00:00,-3.54075,B0_NORMAL,0.013933,F_NEG_ELEVATED,UNKNOWN,,,0.005993,0.003947,V_NORMAL,-4.888536,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKDAY,87706.0,87737.06
BTC,2026-01-26T05:00:00+00:00,-6.151551,B3_ELEVATED_NEGATIVE,0.064133,F_NEG_ELEVATED,UNKNOWN,,,0.003664,0.00396,V_NORMAL,-4.486934,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKDAY,87772.0,87826.01
BTC,2026-01-26T06:00:00+00:00,-4.144714,B0_NORMAL,0.04957,F_NEG_ELEVATED,F_STABLE,0.033885,,0.003439,0.003967,V_NORMAL,-4.603441,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKDAY,87901.0,87937.44
BTC,2026-01-26T07:00:00+00:00,-4.505528,B0_NORMAL,0.007831,F_NEG_ELEVATED,F_ACCEL_POS,0.073057,,0.002112,0.00396,V_NORMAL,-4.937353,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKDAY,87961.0,88000.64
BTC,2026-01-26T08:00:00+00:00,-2.545354,B0_NORMAL,0.075441,F_NEG_ELEVATED,F_ACCEL_POS,0.074707,,0.000681,0.003878,V_NORMAL,-4.396475,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,EUROPE,WEEKDAY,87953.0,87975.39
BTC,2026-01-26T09:00:00+00:00,-3.322359,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.09908,,0.002159,0.003929,V_NORMAL,-3.665464,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,EUROPE,WEEKDAY,87634.0,87663.12
BTC,2026-01-26T10:00:00+00:00,-4.500569,B0_NORMAL,0.120464,F_NORMAL,F_STABLE,0.034649,,0.002603,0.003919,V_NORMAL,-4.036288,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,EUROPE,WEEKDAY,87858.0,87897.55
BTC,2026-01-26T11:00:00+00:00,-5.806705,B3_ELEVATED_NEGATIVE,0.112161,F_NORMAL,F_STABLE,0.014112,,0.002543,0.003917,V_NORMAL,-4.102708,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B3_ELEVATED_NEGATIVE+F_NORMAL,B3_ELEVATED_NEGATIVE+F_NORMAL+V_NORMAL,EUROPE,WEEKDAY,87804.0,87855.0
BTC,2026-01-26T12:00:00+00:00,-3.582669,B0_NORMAL,0.118915,F_NORMAL,F_ACCEL_POS,0.064721,,0.002544,0.00387,V_NORMAL,-4.048682,MI_NORMAL,DEFERRED,ETH_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,EUROPE,WEEKDAY,87768.0,87799.45
BTC,2026-01-26T13:00:00+00:00,-5.573403,B0_NORMAL,0.07473,F_NEG_ELEVATED,F_ACCEL_NEG,-0.05027,,0.001658,0.003879,V_NORMAL,-4.402158,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,EUROPE,WEEKDAY,87911.0,87960.01
BTC,2026-01-26T14:00:00+00:00,-2.393171,B0_NORMAL,0.059619,F_NEG_ELEVATED,F_ACCEL_NEG,-0.065381,,0.001588,0.003901,V_NORMAL,-4.523047,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,EUROPE,WEEKDAY,88157.0,88178.1
BTC,2026-01-26T15:00:00+00:00,-4.497744,B0_NORMAL,0.125,F_NORMAL,F_STABLE,0.0,,0.003901,0.004045,V_NORMAL,-3.926012,MI_NORMAL,DEFERRED,ETH_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,EUROPE,WEEKDAY,87602.0,87641.41
BTC,2026-01-26T16:00:00+00:00,-5.822006,B3_ELEVATED_NEGATIVE,0.125,F_NORMAL,F_STABLE,0.043555,,0.003903,0.003964,V_NORMAL,-3.233432,MI_NORMAL,DEFERRED,ETH_LED,ETH_SPECIFIC,B3_ELEVATED_NEGATIVE+F_NORMAL,B3_ELEVATED_NEGATIVE+F_NORMAL+V_NORMAL,US,WEEKDAY,87556.0,87606.99
BTC,2026-01-26T17:00:00+00:00,-5.887666,B3_ELEVATED_NEGATIVE,0.011485,F_NEG_ELEVATED,F_ACCEL_NEG,-0.055036,,0.003765,0.003951,V_NORMAL,-4.908119,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,US,WEEKDAY,87649.0,87700.62
BTC,2026-01-26T18:00:00+00:00,-4.380866,B0_NORMAL,-0.038121,F_NEG_ELEVATED,F_ACCEL_NEG,-0.086122,,0.005794,0.004111,V_NORMAL,-5.304969,MI_STRESS_NEGATIVE,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,US,WEEKDAY,88365.0,88403.72
BTC,2026-01-26T19:00:00+00:00,-5.135776,B0_NORMAL,0.005915,F_NEG_ELEVATED,F_ACCEL_NEG,-0.082338,,0.00517,0.003538,V_NORMAL,-4.952683,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,US,WEEKDAY,87968.0,88013.19
BTC,2026-01-26T20:00:00+00:00,-5.161711,B0_NORMAL,-0.02275,F_NEG_ELEVATED,F_ACCEL_NEG,-0.14775,,0.005877,0.003677,V_NORMAL,-5.181999,MI_STRESS_NEGATIVE,DEFERRED,ETH_LED,ETH_SPECIFIC,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,US,WEEKDAY,87584.0,87629.22
BTC,2026-01-26T21:00:00+00:00,-5.416804,B0_NORMAL,0.025877,F_NEG_ELEVATED,F_ACCEL_NEG,-0.099123,,0.006397,0.003774,V_NORMAL,-4.792986,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,US,WEEKDAY,88017.0,88064.69
BTC,2026-01-26T22:00:00+00:00,-5.562018,B0_NORMAL,0.047135,F_NEG_ELEVATED,F_ACCEL_NEG,-0.077865,,0.004538,0.003764,V_NORMAL,-4.622918,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,US,WEEKDAY,88091.0,88140.01
BTC,2026-01-26T23:00:00+00:00,-5.443653,B0_NORMAL,-0.009065,F_NEG_ELEVATED,F_ACCEL_NEG,-0.134065,,0.00393,0.003773,V_NORMAL,-5.07252,MI_STRESS_NEGATIVE,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,LATE_US,WEEKDAY,88299.0,88347.08
BTC,2026-01-27T00:00:00+00:00,-4.638105,B0_NORMAL,0.125,F_NORMAL,F_STABLE,0.0,,0.002149,0.003765,V_NORMAL,-3.84375,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,ASIA,WEEKDAY,88313.0,88353.97
BTC,2026-01-27T01:00:00+00:00,-3.005513,B0_NORMAL,0.032064,F_NEG_ELEVATED,F_ACCEL_NEG,-0.092936,,0.001098,0.003269,V_NORMAL,-4.743488,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKDAY,88524.0,88550.61
BTC,2026-01-27T02:00:00+00:00,-5.247257,B0_NORMAL,0.093591,F_NEG_ELEVATED,F_STABLE,-0.031409,,0.001319,0.003289,V_NORMAL,-4.251271,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKDAY,88785.0,88831.6
BTC,2026-01-27T03:00:00+00:00,-4.168098,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.069652,,0.001735,0.003197,V_NORMAL,-3.71628,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,ASIA,WEEKDAY,88751.0,88788.0
BTC,2026-01-27T04:00:00+00:00,-4.243413,B0_NORMAL,0.10995,F_NORMAL,F_ACCEL_POS,0.096017,,0.002524,0.003106,V_NORMAL,-4.120397,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,ASIA,WEEKDAY,88542.0,88579.58
BTC,2026-01-27T05:00:00+00:00,-3.878373,B0_NORMAL,0.102996,F_NORMAL,F_STABLE,0.038863,,0.002412,0.003124,V_NORMAL,-4.176033,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,ASIA,WEEKDAY,88422.0,88456.3
BTC,2026-01-27T06:00:00+00:00,-4.831769,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.07543,,0.000759,0.003136,V_NORMAL,-3.922134,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,ASIA,WEEKDAY,88290.0,88332.67
BTC,2026-01-27T07:00:00+00:00,-3.443738,B0_NORMAL,0.114988,F_NORMAL,F_ACCEL_POS,0.107157,,0.000907,0.003134,V_NORMAL,-4.080096,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,ASIA,WEEKDAY,88290.0,88320.41
BTC,2026-01-27T08:00:00+00:00,-3.949932,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.049559,,0.000693,0.003156,V_NORMAL,-3.451278,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,EUROPE,WEEKDAY,88136.0,88170.82
BTC,2026-01-27T09:00:00+00:00,-4.076527,B0_NORMAL,0.102269,F_NORMAL,F_STABLE,-0.022731,,0.001269,0.00314,V_NORMAL,-4.181851,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,EUROPE,WEEKDAY,87851.0,87886.82
BTC,2026-01-27T10:00:00+00:00,-4.959849,B0_NORMAL,0.083385,F_NEG_ELEVATED,F_STABLE,-0.037079,,0.00129,0.003101,V_NORMAL,-4.332917,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,EUROPE,WEEKDAY,87743.0,87786.53
BTC,2026-01-27T11:00:00+00:00,-4.28991,B0_NORMAL,0.105006,F_NORMAL,F_STABLE,-0.007155,,0.002355,0.003137,V_NORMAL,-4.159953,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,EUROPE,WEEKDAY,87955.0,87992.74
BTC,2026-01-27T12:00:00+00:00,-4.997443,B0_NORMAL,0.125,F_NORMAL,F_STABLE,0.006085,,0.002319,0.003134,V_NORMAL,-3.788279,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,EUROPE,WEEKDAY,87943.0,87986.96
BTC,2026-01-27T13:00:00+00:00,-4.791892,B0_NORMAL,0.095871,F_NEG_ELEVATED,F_STABLE,0.021141,,0.001474,0.003112,V_NORMAL,-4.233032,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,EUROPE,WEEKDAY,87940.0,87982.15
BTC,2026-01-27T14:00:00+00:00,-4.904045,B0_NORMAL,0.08003,F_NEG_ELEVATED,F_STABLE,0.020411,,0.002061,0.003113,V_NORMAL,-4.359757,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,EUROPE,WEEKDAY,87702.0,87745.02
BTC,2026-01-27T15:00:00+00:00,-4.709933,B0_NORMAL,0.125,F_NORMAL,F_STABLE,0.0,,0.002519,0.002931,V_NORMAL,-3.989287,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,EUROPE,WEEKDAY,88006.0,88047.46
BTC,2026-01-27T16:00:00+00:00,-4.450376,B0_NORMAL,0.110974,F_NORMAL,F_STABLE,-0.014026,,0.004107,0.003215,V_NORMAL,-4.112211,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,US,WEEKDAY,88602.0,88641.44
BTC,2026-01-27T17:00:00+00:00,-3.72214,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.113515,,0.008419,0.004153,V_NORMAL,-3.960212,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,US,WEEKDAY,87514.0,87546.58
BTC,2026-01-27T18:00:00+00:00,-4.310832,B0_NORMAL,0.062818,F_NEG_ELEVATED,F_ACCEL_POS,0.100939,,0.009533,0.004189,V_NORMAL,-4.497457,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,US,WEEKDAY,88247.0,88285.05
BTC,2026-01-27T19:00:00+00:00,-4.159955,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.119085,,0.009452,0.004092,V_NORMAL,-3.867956,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,US,WEEKDAY,88372.0,88408.77
BTC,2026-01-27T20:00:00+00:00,-3.262417,B0_NORMAL,0.117642,F_NORMAL,F_ACCEL_POS,0.140392,,0.010526,0.004538,V_NORMAL,-4.058867,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,US,WEEKDAY,89367.0,89396.16
BTC,2026-01-27T21:00:00+00:00,-4.76756,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.099123,,0.006653,0.004533,V_NORMAL,-3.776989,MI_NORMAL,DEFERRED,ETH_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,US,WEEKDAY,89039.0,89081.46
BTC,2026-01-27T22:00:00+00:00,-3.096499,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.077865,,0.006108,0.004541,V_NORMAL,-3.729553,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,US,WEEKDAY,89216.0,89243.63
BTC,2026-01-27T23:00:00+00:00,-3.922338,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.134065,,0.006237,0.004525,V_NORMAL,-3.63419,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,LATE_US,WEEKDAY,89215.0,89250.0
BTC,2026-01-28T00:00:00+00:00,-4.440576,B0_NORMAL,0.125,F_NORMAL,F_STABLE,0.0,,0.002679,0.004542,V_NORMAL,-3.113705,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,ASIA,WEEKDAY,89428.0,89467.72
BTC,2026-01-28T01:00:00+00:00,-2.748559,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.092936,,0.001469,0.004534,V_NORMAL,-3.795222,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,ASIA,WEEKDAY,89380.0,89404.57
BTC,2026-01-28T02:00:00+00:00,-3.558871,B0_NORMAL,0.125,F_NORMAL,F_STABLE,0.031409,,0.001648,0.004508,V_NORMAL,-3.580412,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,ASIA,WEEKDAY,89254.0,89285.77
