asset,bucket,basis_bps,basis_state,funding_bps,funding_state,funding_accel,funding_delta_24h_bps,rv1h,rv4h,rv24h,vol_state,premium_bps,mark_index_state,oi_state,relative_state,systemic_state,composite_l2,composite_l3,epoch,weekday_weekend,perp_close,spot_close
BTC,2026-02-26T17:00:00+00:00,-2.065253,B0_NORMAL,0.110541,F_NORMAL,F_ACCEL_POS,0.068927,,0.00566,0.005035,V_NORMAL,-4.11567,MI_NORMAL,DEFERRED,ETH_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,US,WEEKDAY,66813.0,66826.8
BTC,2026-02-26T18:00:00+00:00,-4.833993,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.202902,,0.008054,0.004846,V_NORMAL,-3.440018,MI_NORMAL,DEFERRED,ETH_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,US,WEEKDAY,67278.0,67310.53
BTC,2026-02-26T19:00:00+00:00,-3.288047,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.225079,,0.008077,0.004922,V_NORMAL,-3.271252,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,US,WEEKDAY,67567.0,67589.22
BTC,2026-02-26T20:00:00+00:00,-4.016289,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.202964,,0.004096,0.004904,V_NORMAL,-3.477727,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,US,WEEKDAY,67387.0,67414.07
BTC,2026-02-26T21:00:00+00:00,-3.951056,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.212729,,0.004238,0.004893,V_NORMAL,-3.781109,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,US,WEEKDAY,67437.0,67463.65
BTC,2026-02-26T22:00:00+00:00,-4.633149,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.209226,,0.002779,0.004733,V_NORMAL,-3.361427,MI_NORMAL,DEFERRED,ETH_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,US,WEEKDAY,67541.0,67572.3
BTC,2026-02-26T23:00:00+00:00,-4.769592,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.223566,,0.001909,0.004563,V_NORMAL,-3.521864,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,LATE_US,WEEKDAY,67453.0,67485.18
BTC,2026-02-27T00:00:00+00:00,-4.091486,B0_NORMAL,0.059437,F_NEG_ELEVATED,F_ACCEL_POS,0.12831,,0.002422,0.004465,V_NORMAL,-4.5245,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKDAY,67199.0,67226.5
BTC,2026-02-27T01:00:00+00:00,-5.979315,B3_ELEVATED_NEGATIVE,0.098703,F_NORMAL,F_ACCEL_POS,0.174224,,0.002697,0.004493,V_NORMAL,-4.210377,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B3_ELEVATED_NEGATIVE+F_NORMAL,B3_ELEVATED_NEGATIVE+F_NORMAL+V_NORMAL,ASIA,WEEKDAY,67312.0,67352.26
BTC,2026-02-27T02:00:00+00:00,-5.588288,B0_NORMAL,0.055964,F_NEG_ELEVATED,F_ACCEL_POS,0.110511,,0.002337,0.004493,V_NORMAL,-4.552291,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKDAY,67229.0,67266.58
BTC,2026-02-27T03:00:00+00:00,-4.267129,B0_NORMAL,0.072649,F_NEG_ELEVATED,F_ACCEL_POS,0.107126,,0.003817,0.004635,V_NORMAL,-4.418808,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKDAY,67572.0,67600.84
BTC,2026-02-27T04:00:00+00:00,-4.649223,B0_NORMAL,0.090446,F_NEG_ELEVATED,F_ACCEL_POS,0.106149,,0.002548,0.004517,V_NORMAL,-4.276434,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKDAY,67716.0,67747.49
BTC,2026-02-27T05:00:00+00:00,-5.167818,B0_NORMAL,0.118849,F_NORMAL,F_STABLE,0.028855,,0.002792,0.004507,V_NORMAL,-4.049206,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,ASIA,WEEKDAY,67690.0,67724.99
BTC,2026-02-27T06:00:00+00:00,-4.751481,B0_NORMAL,0.057384,F_NEG_ELEVATED,F_STABLE,0.009176,,0.002704,0.004449,V_NORMAL,-4.540928,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKDAY,67626.0,67658.14
BTC,2026-02-27T07:00:00+00:00,-5.408417,B0_NORMAL,0.08403,F_NEG_ELEVATED,F_STABLE,0.039037,,0.001363,0.004328,V_NORMAL,-4.32776,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKDAY,67654.0,67690.6
BTC,2026-02-27T08:00:00+00:00,-2.391114,B0_NORMAL,0.062564,F_NEG_ELEVATED,F_ACCEL_NEG,-0.062436,,0.001971,0.004372,V_NORMAL,-4.49949,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,EUROPE,WEEKDAY,67910.0,67926.24
BTC,2026-02-27T09:00:00+00:00,-2.781145,B0_NORMAL,0.077008,F_NEG_ELEVATED,F_STABLE,-0.024529,,0.005065,0.004224,V_NORMAL,-4.383937,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,EUROPE,WEEKDAY,67337.0,67355.73
BTC,2026-02-27T10:00:00+00:00,-4.491669,B0_NORMAL,0.125,F_NORMAL,F_STABLE,0.0,,0.007013,0.004689,V_NORMAL,-3.762835,MI_NORMAL,DEFERRED,ETH_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,EUROPE,WEEKDAY,66575.0,66604.91
BTC,2026-02-27T11:00:00+00:00,-3.628526,B0_NORMAL,0.043233,F_NEG_ELEVATED,F_ACCEL_NEG,-0.081767,,0.006434,0.004828,V_NORMAL,-4.654139,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,EUROPE,WEEKDAY,66103.0,66126.99
BTC,2026-02-27T12:00:00+00:00,-4.097732,B0_NORMAL,0.093432,F_NEG_ELEVATED,F_STABLE,0.033757,,0.003408,0.004799,V_NORMAL,-4.252547,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,EUROPE,WEEKDAY,65901.0,65928.01
BTC,2026-02-27T13:00:00+00:00,-3.705198,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.142577,,0.007012,0.004948,V_NORMAL,-3.632963,MI_NORMAL,DEFERRED,ETH_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,EUROPE,WEEKDAY,66246.0,66270.55
BTC,2026-02-27T14:00:00+00:00,-2.366431,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.192917,,0.00554,0.005028,V_NORMAL,-3.62736,MI_NORMAL,DEFERRED,ETH_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_NORMAL,EUROPE,WEEKDAY,65872.0,65887.59
BTC,2026-02-27T15:00:00+00:00,-2.178906,B0_NORMAL,0.07528,F_NEG_ELEVATED,F_STABLE,0.003219,,0.005144,0.005042,V_NORMAL,-4.397761,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,EUROPE,WEEKDAY,66081.0,66095.4
BTC,2026-02-27T16:00:00+00:00,-5.226244,B0_NORMAL,0.096065,F_NEG_ELEVATED,F_STABLE,-0.023737,,0.007009,0.004911,V_NORMAL,-4.231477,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,US,WEEKDAY,65441.0,65475.21
BTC,2026-02-27T17:00:00+00:00,-5.966482,B3_ELEVATED_NEGATIVE,0.094858,F_NEG_ELEVATED,F_STABLE,-0.015683,,0.00648,0.004935,V_NORMAL,-4.241135,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,US,WEEKDAY,65664.0,65703.19
BTC,2026-02-27T18:00:00+00:00,-6.242498,B3_ELEVATED_NEGATIVE,-0.05034,F_NEG_ELEVATED,F_ACCEL_NEG,-0.17534,,0.006506,0.004744,V_NORMAL,-5.40272,MI_STRESS_NEGATIVE,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,US,WEEKDAY,65274.0,65314.76
BTC,2026-02-27T19:00:00+00:00,-4.616296,B0_NORMAL,-0.061853,F_NEG_ELEVATED,F_ACCEL_NEG,-0.186853,,0.006025,0.004635,V_NORMAL,-5.494827,MI_STRESS_NEGATIVE,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,US,WEEKDAY,65362.0,65392.18
BTC,2026-02-27T20:00:00+00:00,-5.744494,B3_ELEVATED_NEGATIVE,-0.056917,F_NEG_ELEVATED,F_ACCEL_NEG,-0.181917,,0.004373,0.004715,V_NORMAL,-5.455333,MI_STRESS_NEGATIVE,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,US,WEEKDAY,65557.0,65594.67
BTC,2026-02-27T21:00:00+00:00,-5.738161,B3_ELEVATED_NEGATIVE,-0.023766,F_NEG_ELEVATED,F_ACCEL_NEG,-0.148766,,0.003889,0.004698,V_NORMAL,-5.190126,MI_STRESS_NEGATIVE,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,US,WEEKDAY,65490.0,65527.59
BTC,2026-02-27T22:00:00+00:00,-5.941922,B3_ELEVATED_NEGATIVE,-0.063093,F_NEG_ELEVATED,F_ACCEL_NEG,-0.188093,,0.001708,0.0047,V_NORMAL,-5.504744,MI_STRESS_NEGATIVE,DEFERRED,ETH_LED,ETH_SPECIFIC,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,US,WEEKDAY,65599.0,65637.99
BTC,2026-02-27T23:00:00+00:00,-5.329928,B0_NORMAL,-0.086467,F_NEG_ELEVATED,F_ACCEL_NEG,-0.211467,,0.002061,0.0048,V_NORMAL,-5.691739,MI_STRESS_NEGATIVE,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,LATE_US,WEEKDAY,65837.0,65872.1
BTC,2026-02-28T00:00:00+00:00,-5.157376,B0_NORMAL,-0.037569,F_NEG_ELEVATED,F_ACCEL_NEG,-0.097006,,0.001889,0.004778,V_NORMAL,-5.300549,MI_STRESS_NEGATIVE,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKEND,65908.0,65942.0
BTC,2026-02-28T01:00:00+00:00,-4.008688,B0_NORMAL,-0.031098,F_NEG_ELEVATED,F_ACCEL_NEG,-0.129801,,0.002583,0.004757,V_NORMAL,-5.248785,MI_STRESS_NEGATIVE,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKEND,65744.0,65770.36
BTC,2026-02-28T02:00:00+00:00,-4.872237,B0_NORMAL,-0.045268,F_NEG_ELEVATED,F_ACCEL_NEG,-0.101232,,0.002766,0.004822,V_NORMAL,-5.362141,MI_STRESS_NEGATIVE,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKEND,65929.0,65961.13
BTC,2026-02-28T03:00:00+00:00,-6.601221,B4_EXTREME_NEGATIVE,-0.036773,F_NEG_ELEVATED,F_ACCEL_NEG,-0.109422,,0.002718,0.004671,V_NORMAL,-5.294182,MI_STRESS_NEGATIVE,DEFERRED,BTC_LED,BTC_SPECIFIC,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKEND,65754.0,65797.42
BTC,2026-02-28T04:00:00+00:00,-5.209754,B0_NORMAL,-0.098772,F_NEG_ELEVATED,F_ACCEL_NEG,-0.189218,,0.002648,0.004621,V_NORMAL,-5.790178,MI_STRESS_NEGATIVE,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKEND,65629.0,65663.2
BTC,2026-02-28T05:00:00+00:00,-6.409942,B3_ELEVATED_NEGATIVE,-0.064397,F_NEG_ELEVATED,F_ACCEL_NEG,-0.183246,,0.002455,0.004616,V_NORMAL,-5.515174,MI_STRESS_NEGATIVE,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,ASIA,WEEKEND,65549.0,65591.03
BTC,2026-02-28T06:00:00+00:00,-5.064873,B0_NORMAL,-0.069089,F_NEG_ELEVATED,F_ACCEL_NEG,-0.126473,,0.017512,0.008597,V_EXTREME,-5.552716,MI_STRESS_NEGATIVE,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,ASIA,WEEKEND,63184.0,63216.01
BTC,2026-02-28T07:00:00+00:00,-6.739337,B4_EXTREME_NEGATIVE,-0.194227,F_NEG_EXTREME,F_ACCEL_NEG,-0.278257,,0.02022,0.008945,V_EXTREME,-6.553816,MI_STRESS_NEGATIVE,DEFERRED,BTC_LED,BTC_SPECIFIC,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,ASIA,WEEKEND,63783.0,63826.0
BTC,2026-02-28T08:00:00+00:00,-7.609245,B4_EXTREME_NEGATIVE,-0.155382,F_NEG_EXTREME,F_ACCEL_NEG,-0.217946,,0.019973,0.008874,V_EXTREME,-6.243055,MI_STRESS_NEGATIVE,DEFERRED,BTC_LED,BTC_SPECIFIC,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,EUROPE,WEEKEND,63425.0,63473.28
BTC,2026-02-28T09:00:00+00:00,-7.313555,B4_EXTREME_NEGATIVE,-0.176998,F_NEG_EXTREME,F_ACCEL_NEG,-0.254006,,0.020559,0.008864,V_EXTREME,-6.415981,MI_STRESS_NEGATIVE,DEFERRED,BTC_LED,BTC_SPECIFIC,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,EUROPE,WEEKEND,63612.0,63658.54
BTC,2026-02-28T10:00:00+00:00,-9.12612,B4_EXTREME_NEGATIVE,-0.306471,F_NEG_EXTREME,F_ACCEL_NEG,-0.431471,,0.006398,0.008795,V_EXTREME,-7.451765,MI_STRESS_NEGATIVE,DEFERRED,BTC_LED,BTC_SPECIFIC,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,EUROPE,WEEKEND,63952.0,64010.39
BTC,2026-02-28T11:00:00+00:00,-9.747216,B4_EXTREME_NEGATIVE,-0.233124,F_NEG_EXTREME,F_ACCEL_NEG,-0.276357,,0.005044,0.008719,V_EXTREME,-6.864988,MI_STRESS_NEGATIVE,DEFERRED,BTC_LED,BTC_SPECIFIC,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,EUROPE,WEEKEND,63782.0,63844.2
BTC,2026-02-28T12:00:00+00:00,-7.217854,B4_EXTREME_NEGATIVE,-0.270008,F_NEG_EXTREME,F_ACCEL_NEG,-0.36344,,0.003404,0.008752,V_EXTREME,-7.160063,MI_STRESS_NEGATIVE,DEFERRED,BTC_LED,BTC_SPECIFIC,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,EUROPE,WEEKEND,63971.0,64017.19
BTC,2026-02-28T13:00:00+00:00,-6.674378,B4_EXTREME_NEGATIVE,-0.323758,F_NEG_EXTREME,F_ACCEL_NEG,-0.448758,,0.008219,0.009424,V_EXTREME,-7.590066,MI_STRESS_NEGATIVE,DEFERRED,BTC_LED,BTC_SPECIFIC,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,EUROPE,WEEKEND,65063.0,65106.44
BTC,2026-02-28T14:00:00+00:00,-5.993824,B3_ELEVATED_NEGATIVE,-0.206754,F_NEG_EXTREME,F_ACCEL_NEG,-0.331754,,0.011475,0.009575,V_EXTREME,-6.654029,MI_STRESS_NEGATIVE,DEFERRED,BTC_LED,BTC_SPECIFIC,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_EXTREME,EUROPE,WEEKEND,64397.0,64435.61
BTC,2026-02-28T15:00:00+00:00,-6.35292,B3_ELEVATED_NEGATIVE,-0.076687,F_NEG_ELEVATED,F_ACCEL_NEG,-0.151967,,0.011234,0.009654,V_EXTREME,-5.613499,MI_STRESS_NEGATIVE,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,EUROPE,WEEKEND,64800.0,64841.18
BTC,2026-02-28T16:00:00+00:00,-4.502175,B0_NORMAL,-0.0178,F_NEG_ELEVATED,F_ACCEL_NEG,-0.113865,,0.011208,0.009518,V_EXTREME,-5.142397,MI_STRESS_NEGATIVE,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,US,WEEKEND,65065.0,65094.3
BTC,2026-02-28T17:00:00+00:00,-4.680003,B0_NORMAL,-0.015549,F_NEG_ELEVATED,F_ACCEL_NEG,-0.110407,,0.007824,0.009558,V_EXTREME,-5.124393,MI_STRESS_NEGATIVE,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,US,WEEKEND,65412.0,65442.62
BTC,2026-02-28T18:00:00+00:00,-4.983655,B0_NORMAL,0.021732,F_NEG_ELEVATED,F_ACCEL_POS,0.072072,,0.00139,0.009587,V_EXTREME,-4.826147,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,US,WEEKEND,65879.0,65911.84
BTC,2026-02-28T19:00:00+00:00,-5.42777,B0_NORMAL,0.043994,F_NEG_ELEVATED,F_ACCEL_POS,0.105847,,0.00149,0.009676,V_EXTREME,-4.648047,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,US,WEEKEND,66326.0,66362.01
BTC,2026-02-28T20:00:00+00:00,-6.665939,B4_EXTREME_NEGATIVE,0.011249,F_NEG_ELEVATED,F_ACCEL_POS,0.068166,,0.001491,0.009815,V_EXTREME,-4.91001,MI_NORMAL,DEFERRED,BTC_LED,BTC_SPECIFIC,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,US,WEEKEND,66915.0,66959.62
BTC,2026-02-28T21:00:00+00:00,-6.329635,B3_ELEVATED_NEGATIVE,0.021009,F_NEG_ELEVATED,F_STABLE,0.044775,,0.005668,0.009849,V_EXTREME,-4.831928,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,US,WEEKEND,66681.0,66723.22
BTC,2026-02-28T22:00:00+00:00,-4.716206,B0_NORMAL,0.010621,F_NEG_ELEVATED,F_ACCEL_POS,0.073714,,0.005515,0.009899,V_EXTREME,-4.91503,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,US,WEEKEND,67072.0,67103.64
BTC,2026-02-28T23:00:00+00:00,-6.311973,B3_ELEVATED_NEGATIVE,0.000772,F_NEG_ELEVATED,F_ACCEL_POS,0.087239,,0.005999,0.009899,V_EXTREME,-4.993821,MI_STRESS_NEGATIVE,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,LATE_US,WEEKEND,66931.0,66973.26
BTC,2026-03-01T00:00:00+00:00,-4.386264,B0_NORMAL,0.018723,F_NEG_ELEVATED,F_ACCEL_POS,0.056292,,0.00426,0.009923,V_EXTREME,-4.850215,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,ASIA,WEEKEND,66762.0,66791.29
BTC,2026-03-01T01:00:00+00:00,-3.469598,B0_NORMAL,0.097737,F_NEG_ELEVATED,F_ACCEL_POS,0.128835,,0.005452,0.010018,V_EXTREME,-4.218102,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,ASIA,WEEKEND,67316.0,67339.36
BTC,2026-03-01T02:00:00+00:00,-2.906339,B0_NORMAL,0.089086,F_NEG_ELEVATED,F_ACCEL_POS,0.134354,,0.005184,0.010032,V_EXTREME,-4.287315,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,ASIA,WEEKEND,67601.0,67620.65
BTC,2026-03-01T03:00:00+00:00,-3.43159,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.161773,,0.005137,0.010022,V_EXTREME,-3.354836,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_EXTREME,ASIA,WEEKEND,67479.0,67502.16
BTC,2026-03-01T04:00:00+00:00,-5.124073,B0_NORMAL,0.125,F_NORMAL,F_ACCEL_POS,0.223772,,0.005014,0.010026,V_EXTREME,-3.286348,MI_NORMAL,DEFERRED,SYNCHRONIZED,NORMAL_CROSS_STATE,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NORMAL+V_EXTREME,ASIA,WEEKEND,67312.0,67346.5
BTC,2026-03-01T05:00:00+00:00,-3.283243,B0_NORMAL,0.042426,F_NEG_ELEVATED,F_ACCEL_POS,0.106823,,0.002962,0.010023,V_EXTREME,-4.66059,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,ASIA,WEEKEND,67270.0,67292.09
BTC,2026-03-01T06:00:00+00:00,-3.837771,B0_NORMAL,0.060385,F_NEG_ELEVATED,F_ACCEL_POS,0.129474,,0.002009,0.006157,V_HIGH,-4.516918,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,ASIA,WEEKEND,66901.0,66926.68
BTC,2026-03-01T07:00:00+00:00,-4.229284,B0_NORMAL,0.086278,F_NEG_ELEVATED,F_ACCEL_POS,0.280505,,0.003592,0.005966,V_HIGH,-4.309778,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,ASIA,WEEKEND,67113.0,67141.39
BTC,2026-03-01T08:00:00+00:00,-5.431151,B0_NORMAL,0.091305,F_NEG_ELEVATED,F_ACCEL_POS,0.246687,,0.005218,0.006173,V_HIGH,-4.26956,MI_NORMAL,DEFERRED,BTC_LED,NORMAL_CROSS_STATE,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,EUROPE,WEEKEND,66524.0,66560.14
