asset,axis,horizon_hours,current_state,next_state,count,prob,next_state_entropy,note
BTC,systemic_state,8,ETH_SPECIFIC,ETH_SPECIFIC,94,0.28923076923076924,1.5702862842593648,
BTC,systemic_state,8,ETH_SPECIFIC,NORMAL_CROSS_STATE,179,0.5507692307692308,1.5702862842593648,
BTC,systemic_state,8,ETH_SPECIFIC,SYSTEMIC_STRESS,31,0.09538461538461539,1.5702862842593648,
BTC,systemic_state,8,NORMAL_CROSS_STATE,BTC_SPECIFIC,245,0.09726081778483525,0.9857204396232607,
BTC,systemic_state,8,NORMAL_CROSS_STATE,ETH_SPECIFIC,178,0.07066296149265582,0.9857204396232607,
BTC,systemic_state,8,NORMAL_CROSS_STATE,NORMAL_CROSS_STATE,2030,0.8058753473600635,0.9857204396232607,
BTC,systemic_state,8,NORMAL_CROSS_STATE,SYSTEMIC_STRESS,66,0.026200873362445413,0.9857204396232607,
BTC,systemic_state,8,SYSTEMIC_STRESS,BTC_SPECIFIC,22,0.13664596273291926,1.8968105302229625,
BTC,systemic_state,8,SYSTEMIC_STRESS,ETH_SPECIFIC,32,0.19875776397515527,1.8968105302229625,
BTC,systemic_state,8,SYSTEMIC_STRESS,NORMAL_CROSS_STATE,63,0.391304347826087,1.8968105302229625,
BTC,systemic_state,8,SYSTEMIC_STRESS,SYSTEMIC_STRESS,44,0.2732919254658385,1.8968105302229625,
BTC,systemic_state,24,BTC_SPECIFIC,BTC_SPECIFIC,79,0.2036082474226804,1.3084763072127479,
BTC,systemic_state,24,BTC_SPECIFIC,ETH_SPECIFIC,27,0.06958762886597938,1.3084763072127479,
BTC,systemic_state,24,BTC_SPECIFIC,NORMAL_CROSS_STATE,265,0.6829896907216495,1.3084763072127479,
BTC,systemic_state,24,BTC_SPECIFIC,SYSTEMIC_STRESS,17,0.04381443298969072,1.3084763072127479,
BTC,systemic_state,24,ETH_SPECIFIC,BTC_SPECIFIC,28,0.08615384615384615,1.5612071499869173,
BTC,systemic_state,24,ETH_SPECIFIC,ETH_SPECIFIC,70,0.2153846153846154,1.5612071499869173,
BTC,systemic_state,24,ETH_SPECIFIC,NORMAL_CROSS_STATE,194,0.5969230769230769,1.5612071499869173,
BTC,systemic_state,24,ETH_SPECIFIC,SYSTEMIC_STRESS,33,0.10153846153846154,1.5612071499869173,
BTC,systemic_state,24,NORMAL_CROSS_STATE,BTC_SPECIFIC,259,0.10347582900519377,1.0504507528059466,
BTC,systemic_state,24,NORMAL_CROSS_STATE,ETH_SPECIFIC,185,0.07391130643228126,1.0504507528059466,
BTC,systemic_state,24,NORMAL_CROSS_STATE,NORMAL_CROSS_STATE,1975,0.7890531362365162,1.0504507528059466,
BTC,systemic_state,24,NORMAL_CROSS_STATE,SYSTEMIC_STRESS,84,0.033559728326008786,1.0504507528059466,
BTC,systemic_state,24,SYSTEMIC_STRESS,BTC_SPECIFIC,22,0.13664596273291926,1.8446516214162283,
BTC,systemic_state,24,SYSTEMIC_STRESS,ETH_SPECIFIC,36,0.2236024844720497,1.8446516214162283,
BTC,systemic_state,24,SYSTEMIC_STRESS,NORMAL_CROSS_STATE,73,0.453416149068323,1.8446516214162283,
BTC,systemic_state,24,SYSTEMIC_STRESS,SYSTEMIC_STRESS,30,0.18633540372670807,1.8446516214162283,
BTC,composite_l2,1,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_ELEVATED,887,0.63997113997114,1.69759424313475,
BTC,composite_l2,1,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NEG_EXTREME,13,0.00937950937950938,1.69759424313475,
BTC,composite_l2,1,B0_NORMAL+F_NEG_ELEVATED,B0_NORMAL+F_NORMAL,173,0.12481962481962482,1.69759424313475,
BTC,composite_l2,1,B0_NORMAL+F_NEG_ELEVATED,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,179,0.12914862914862915,1.69759424313475,
BTC,composite_l2,1,B0_NORMAL+F_NEG_ELEVATED,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME,7,0.005050505050505051,1.69759424313475,
BTC,composite_l2,1,B0_NORMAL+F_NEG_ELEVATED,B3_ELEVATED_NEGATIVE+F_NORMAL,16,0.011544011544011544,1.69759424313475,
BTC,composite_l2,1,B0_NORMAL+F_NEG_ELEVATED,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED,94,0.06782106782106782,1.69759424313475,
BTC,composite_l2,1,B0_NORMAL+F_NEG_ELEVATED,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,9,0.006493506493506494,1.69759424313475,
BTC,composite_l2,1,B0_NORMAL+F_NEG_ELEVATED,B4_EXTREME_NEGATIVE+F_NORMAL,8,0.005772005772005772,1.69759424313475,
BTC,composite_l2,1,B0_NORMAL+F_NEG_EXTREME,B0_NORMAL+F_NEG_ELEVATED,36,0.3302752293577982,2.4947554147565083,
BTC,composite_l2,1,B0_NORMAL+F_NEG_EXTREME,B0_NORMAL+F_NEG_EXTREME,21,0.1926605504587156,2.4947554147565083,
BTC,composite_l2,1,B0_NORMAL+F_NEG_EXTREME,B0_NORMAL+F_NORMAL,1,0.009174311926605505,2.4947554147565083,
BTC,composite_l2,1,B0_NORMAL+F_NEG_EXTREME,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,13,0.11926605504587157,2.4947554147565083,
BTC,composite_l2,1,B0_NORMAL+F_NEG_EXTREME,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME,12,0.11009174311926606,2.4947554147565083,
BTC,composite_l2,1,B0_NORMAL+F_NEG_EXTREME,B3_ELEVATED_NEGATIVE+F_NORMAL,0,0.0,2.4947554147565083,
BTC,composite_l2,1,B0_NORMAL+F_NEG_EXTREME,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED,12,0.11009174311926606,2.4947554147565083,
BTC,composite_l2,1,B0_NORMAL+F_NEG_EXTREME,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,14,0.12844036697247707,2.4947554147565083,
BTC,composite_l2,1,B0_NORMAL+F_NEG_EXTREME,B4_EXTREME_NEGATIVE+F_NORMAL,0,0.0,2.4947554147565083,
BTC,composite_l2,1,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NEG_ELEVATED,138,0.13068181818181818,0.9993516564158567,
BTC,composite_l2,1,B0_NORMAL+F_NORMAL,B0_NORMAL+F_NEG_EXTREME,0,0.0,0.9993516564158567,
