asset,level,state,n,n_censored,curve_points,t_hours,p_not_resolved,n_at_risk,state_field
BTC,state,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,62,0,,4.0,0.11290322580645165,7,composite_l3
BTC,state,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,62,0,,5.0,0.0806451612903226,5,composite_l3
BTC,state,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,62,0,,6.0,0.06451612903225809,4,composite_l3
BTC,state,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,62,0,,8.0,0.016129032258064523,1,composite_l3
BTC,state,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,62,0,,12.0,0.0,0,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,54,0,,0.0,1.0,54,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,54,0,,1.0,0.6851851851851852,37,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,54,0,,2.0,0.5185185185185188,28,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,54,0,,3.0,0.3518518518518521,19,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,54,0,,4.0,0.24074074074074084,13,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,54,0,,5.0,0.16666666666666674,9,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,54,0,,6.0,0.09259259259259263,5,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,54,0,,7.0,0.05555555555555558,3,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,54,0,,8.0,0.018518518518518524,1,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,54,0,,9.0,0.0,0,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,0.0,1.0,38,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,1.0,0.8947368421052633,34,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,2.0,0.8421052631578949,32,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,3.0,0.7368421052631582,28,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,4.0,0.6315789473684212,24,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,5.0,0.5526315789473687,21,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,6.0,0.5000000000000001,19,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,7.0,0.4210526315789474,16,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,8.0,0.3421052631578948,13,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,9.0,0.2894736842105264,11,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,10.0,0.23684210526315794,9,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,11.0,0.1842105263157895,7,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,12.0,0.15789473684210528,6,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,13.0,0.13157894736842107,5,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,14.0,0.10526315789473686,4,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,15.0,0.07894736842105265,3,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,16.0,0.05263157894736843,2,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,17.0,0.026315789473684216,1,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_EXTREME,38,0,,18.0,0.0,0,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_HIGH,37,0,,0.0,1.0,37,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_HIGH,37,0,,1.0,0.43243243243243257,16,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_HIGH,37,0,,2.0,0.24324324324324337,9,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_HIGH,37,0,,3.0,0.2162162162162163,8,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_HIGH,37,0,,4.0,0.10810810810810817,4,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_HIGH,37,0,,5.0,0.08108108108108113,3,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_HIGH,37,0,,8.0,0.054054054054054085,2,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_HIGH,37,0,,9.0,0.027027027027027042,1,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_HIGH,37,0,,11.0,0.0,0,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,35,0,,0.0,1.0,35,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,35,0,,1.0,0.7142857142857142,25,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,35,0,,2.0,0.5142857142857141,18,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,35,0,,3.0,0.39999999999999986,14,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,35,0,,4.0,0.3428571428571428,12,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,35,0,,5.0,0.22857142857142848,8,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,35,0,,6.0,0.19999999999999993,7,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,35,0,,7.0,0.11428571428571424,4,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,35,0,,8.0,0.08571428571428569,3,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,35,0,,9.0,0.05714285714285712,2,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,35,0,,10.0,0.02857142857142856,1,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,35,0,,11.0,0.0,0,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_LOW,30,0,,0.0,1.0,30,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_LOW,30,0,,1.0,0.5333333333333333,16,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_LOW,30,0,,2.0,0.2666666666666667,8,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_LOW,30,0,,3.0,0.1333333333333334,4,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_LOW,30,0,,4.0,0.10000000000000003,3,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_LOW,30,0,,5.0,0.06666666666666668,2,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_LOW,30,0,,7.0,0.03333333333333334,1,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_LOW,30,0,,9.0,0.0,0,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,29,0,,0.0,1.0,29,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,29,0,,1.0,0.4482758620689655,13,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,29,0,,2.0,0.24137931034482757,7,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,29,0,,3.0,0.13793103448275862,4,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,29,0,,5.0,0.10344827586206896,3,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,29,0,,14.0,0.06896551724137931,2,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,29,0,,15.0,0.034482758620689655,1,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,29,0,,21.0,0.0,0,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_HIGH,28,0,,0.0,1.0,28,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_HIGH,28,0,,1.0,0.6785714285714285,19,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_HIGH,28,0,,2.0,0.4285714285714286,12,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_HIGH,28,0,,3.0,0.25,7,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_HIGH,28,0,,4.0,0.21428571428571427,6,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_HIGH,28,0,,5.0,0.14285714285714288,4,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_HIGH,28,0,,6.0,0.03571428571428571,1,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_HIGH,28,0,,7.0,0.0,0,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_HIGH,24,0,,0.0,1.0,24,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_HIGH,24,0,,1.0,0.7083333333333333,17,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_HIGH,24,0,,2.0,0.4583333333333334,11,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_HIGH,24,0,,3.0,0.20833333333333334,5,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_HIGH,24,0,,4.0,0.041666666666666664,1,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_HIGH,24,0,,5.0,0.0,0,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NORMAL+V_NORMAL,23,0,,0.0,1.0,23,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NORMAL+V_NORMAL,23,0,,1.0,0.17391304347826086,4,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NORMAL+V_NORMAL,23,0,,2.0,0.043478260869565216,1,composite_l3
BTC,state,B3_ELEVATED_NEGATIVE+F_NORMAL+V_NORMAL,23,0,,3.0,0.0,0,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,23,0,,0.0,1.0,23,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,23,0,,1.0,0.608695652173913,14,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,23,0,,2.0,0.5217391304347826,12,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,23,0,,3.0,0.3913043478260869,9,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,23,0,,4.0,0.26086956521739124,6,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,23,0,,7.0,0.21739130434782605,5,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,23,0,,8.0,0.17391304347826086,4,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,23,0,,9.0,0.08695652173913043,2,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,23,0,,10.0,0.043478260869565216,1,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_LOW,23,0,,11.0,0.0,0,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,22,0,,0.0,1.0,22,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,22,0,,1.0,0.40909090909090906,9,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,22,0,,2.0,0.2272727272727272,5,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,22,0,,4.0,0.13636363636363633,3,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,22,0,,13.0,0.09090909090909088,2,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,22,0,,19.0,0.04545454545454544,1,composite_l3
BTC,state,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_EXTREME,22,0,,20.0,0.0,0,composite_l3
BTC,state,B0_NORMAL+F_NEG_EXTREME+V_HIGH,21,0,,0.0,1.0,21,composite_l3
BTC,state,B0_NORMAL+F_NEG_EXTREME+V_HIGH,21,0,,1.0,0.5714285714285714,12,composite_l3
BTC,state,B0_NORMAL+F_NEG_EXTREME+V_HIGH,21,0,,2.0,0.33333333333333326,7,composite_l3
BTC,state,B0_NORMAL+F_NEG_EXTREME+V_HIGH,21,0,,3.0,0.23809523809523805,5,composite_l3
BTC,state,B0_NORMAL+F_NEG_EXTREME+V_HIGH,21,0,,4.0,0.09523809523809523,2,composite_l3
BTC,state,B0_NORMAL+F_NEG_EXTREME+V_HIGH,21,0,,6.0,0.047619047619047616,1,composite_l3
BTC,state,B0_NORMAL+F_NEG_EXTREME+V_HIGH,21,0,,8.0,0.0,0,composite_l3
ETH,state,B0_NORMAL,2551,1,,0.0,1.0,2551,basis_state
ETH,state,B0_NORMAL,2551,1,,1.0,0.163465307722463,417,basis_state
ETH,state,B0_NORMAL,2551,1,,2.0,0.06860054880439095,175,basis_state
ETH,state,B0_NORMAL,2551,1,,3.0,0.03410427283418298,87,basis_state
ETH,state,B0_NORMAL,2551,1,,4.0,0.0192081536652295,49,basis_state
ETH,state,B0_NORMAL,2551,1,,5.0,0.013328106624853116,34,basis_state
ETH,state,B0_NORMAL,2551,1,,6.0,0.009800078400627292,25,basis_state
ETH,state,B0_NORMAL,2551,1,,7.0,0.006664053312426559,17,basis_state
ETH,state,B0_NORMAL,2551,1,,8.0,0.005096040768326193,13,basis_state
ETH,state,B0_NORMAL,2551,1,,9.0,0.004312034496276009,11,basis_state
ETH,state,B0_NORMAL,2551,1,,10.0,0.003920031360250918,10,basis_state
ETH,state,B0_NORMAL,2551,1,,11.0,0.0023520188161505503,6,basis_state
ETH,state,B0_NORMAL,2551,1,,13.0,0.0015680125441003671,4,basis_state
ETH,state,B0_NORMAL,2551,1,,14.0,0.0011760094080752754,3,basis_state
ETH,state,B0_NORMAL,2551,1,,17.0,0.0003920031360250918,1,basis_state
ETH,state,B0_NORMAL,2551,1,,120.0,0.0003920031360250918,0,basis_state
ETH,state,B3_ELEVATED_NEGATIVE,508,0,,0.0,1.0,508,basis_state
ETH,state,B3_ELEVATED_NEGATIVE,508,0,,1.0,0.43897637795275657,223,basis_state
ETH,state,B3_ELEVATED_NEGATIVE,508,0,,2.0,0.23818897637795364,121,basis_state
ETH,state,B3_ELEVATED_NEGATIVE,508,0,,3.0,0.13188976377952824,67,basis_state
ETH,state,B3_ELEVATED_NEGATIVE,508,0,,4.0,0.08661417322834691,44,basis_state
ETH,state,B3_ELEVATED_NEGATIVE,508,0,,5.0,0.05708661417322865,29,basis_state
ETH,state,B3_ELEVATED_NEGATIVE,508,0,,6.0,0.04133858267716557,21,basis_state
ETH,state,B3_ELEVATED_NEGATIVE,508,0,,7.0,0.033464566929134035,17,basis_state
ETH,state,B3_ELEVATED_NEGATIVE,508,0,,8.0,0.023622047244094613,12,basis_state
ETH,state,B3_ELEVATED_NEGATIVE,508,0,,9.0,0.019685039370078844,10,basis_state
ETH,state,B3_ELEVATED_NEGATIVE,508,0,,10.0,0.01377952755905519,7,basis_state
ETH,state,B3_ELEVATED_NEGATIVE,508,0,,12.0,0.011811023622047306,6,basis_state
ETH,state,B3_ELEVATED_NEGATIVE,508,0,,13.0,0.007874015748031538,4,basis_state
ETH,state,B3_ELEVATED_NEGATIVE,508,0,,14.0,0.005905511811023653,3,basis_state
ETH,state,B3_ELEVATED_NEGATIVE,508,0,,15.0,0.003937007874015769,2,basis_state
ETH,state,B3_ELEVATED_NEGATIVE,508,0,,16.0,0.0,0,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,0.0,1.0,340,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,1.0,0.6176470588235305,210,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,2.0,0.40588235294117786,138,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,3.0,0.3117647058823543,106,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,4.0,0.23823529411764827,81,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,5.0,0.18529411764705972,63,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,6.0,0.13823529411764768,47,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,7.0,0.10294117647058867,35,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,8.0,0.08235294117647095,28,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,9.0,0.05882352941176495,20,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,10.0,0.04117647058823546,14,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,11.0,0.02647058823529423,9,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,12.0,0.014705882352941237,5,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,13.0,0.01176470588235299,4,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,14.0,0.008823529411764742,3,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,15.0,0.005882352941176495,2,basis_state
ETH,state,B4_EXTREME_NEGATIVE,340,2,,120.0,0.005882352941176495,0,basis_state
ETH,state,F_NEG_ELEVATED,1621,0,,0.0,1.0,1621,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,1.0,0.3133867982726707,508,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,2.0,0.14805675508945013,240,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,3.0,0.0820481184454035,133,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,4.0,0.04935225169648336,80,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,5.0,0.03454657618753834,56,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,6.0,0.024676125848241665,40,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,7.0,0.018507094386181245,30,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,8.0,0.014188772362738952,23,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,9.0,0.011104256631708744,18,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,10.0,0.00863664404688458,14,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,11.0,0.006169031462060415,10,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,12.0,0.004935225169648332,8,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,13.0,0.003701418877236249,6,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,14.0,0.002467612584824166,4,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,15.0,0.0018507094386181248,3,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,16.0,0.0006169031462060415,1,funding_state
ETH,state,F_NEG_ELEVATED,1621,0,,17.0,0.0,0,funding_state
ETH,state,F_NORMAL,1492,3,,0.0,1.0,1492,funding_state
ETH,state,F_NORMAL,1492,3,,1.0,0.09115281501340489,136,funding_state
ETH,state,F_NORMAL,1492,3,,2.0,0.02680965147453085,40,funding_state
ETH,state,F_NORMAL,1492,3,,3.0,0.008042895442359255,12,funding_state
ETH,state,F_NORMAL,1492,3,,4.0,0.006032171581769441,9,funding_state
ETH,state,F_NORMAL,1492,3,,5.0,0.004021447721179627,6,funding_state
ETH,state,F_NORMAL,1492,3,,6.0,0.003351206434316356,5,funding_state
ETH,state,F_NORMAL,1492,3,,7.0,0.0020107238605898137,3,funding_state
ETH,state,F_NORMAL,1492,3,,120.0,0.0020107238605898137,0,funding_state
ETH,state,F_NEG_EXTREME,288,0,,0.0,1.0,288,funding_state
ETH,state,F_NEG_EXTREME,288,0,,1.0,0.7152777777777782,206,funding_state
ETH,state,F_NEG_EXTREME,288,0,,2.0,0.5347222222222233,154,funding_state
ETH,state,F_NEG_EXTREME,288,0,,3.0,0.39930555555555686,115,funding_state
ETH,state,F_NEG_EXTREME,288,0,,4.0,0.29513888888889,85,funding_state
ETH,state,F_NEG_EXTREME,288,0,,5.0,0.22222222222222313,64,funding_state
ETH,state,F_NEG_EXTREME,288,0,,6.0,0.16666666666666732,48,funding_state
ETH,state,F_NEG_EXTREME,288,0,,7.0,0.12500000000000047,36,funding_state
ETH,state,F_NEG_EXTREME,288,0,,8.0,0.09375000000000035,27,funding_state
ETH,state,F_NEG_EXTREME,288,0,,9.0,0.06944444444444468,20,funding_state
ETH,state,F_NEG_EXTREME,288,0,,10.0,0.04861111111111127,14,funding_state
ETH,state,F_NEG_EXTREME,288,0,,11.0,0.031250000000000104,9,funding_state
ETH,state,F_NEG_EXTREME,288,0,,12.0,0.0208333333333334,6,funding_state
ETH,state,F_NEG_EXTREME,288,0,,13.0,0.0104166666666667,3,funding_state
ETH,state,F_NEG_EXTREME,288,0,,14.0,0.006944444444444467,2,funding_state
ETH,state,F_NEG_EXTREME,288,0,,15.0,0.0034722222222222333,1,funding_state
ETH,state,F_NEG_EXTREME,288,0,,17.0,0.0,0,funding_state
ETH,state,V_NORMAL,1792,1,,0.0,1.0,1792,vol_state
ETH,state,V_NORMAL,1792,1,,1.0,0.2661830357142911,477,vol_state
ETH,state,V_NORMAL,1792,1,,2.0,0.1272321428571454,228,vol_state
ETH,state,V_NORMAL,1792,1,,3.0,0.06975446428571562,125,vol_state
ETH,state,V_NORMAL,1792,1,,4.0,0.044642857142857977,80,vol_state
ETH,state,V_NORMAL,1792,1,,5.0,0.0318080357142863,57,vol_state
ETH,state,V_NORMAL,1792,1,,6.0,0.023437500000000423,42,vol_state
ETH,state,V_NORMAL,1792,1,,7.0,0.017299107142857456,31,vol_state
ETH,state,V_NORMAL,1792,1,,8.0,0.013950892857143113,25,vol_state
ETH,state,V_NORMAL,1792,1,,9.0,0.01116071428571449,20,vol_state
ETH,state,V_NORMAL,1792,1,,10.0,0.008928571428571593,16,vol_state
ETH,state,V_NORMAL,1792,1,,11.0,0.006696428571428695,12,vol_state
ETH,state,V_NORMAL,1792,1,,12.0,0.005022321428571522,9,vol_state
ETH,state,V_NORMAL,1792,1,,13.0,0.003348214285714347,6,vol_state
ETH,state,V_NORMAL,1792,1,,14.0,0.0022321428571428982,4,vol_state
ETH,state,V_NORMAL,1792,1,,15.0,0.0016741071428571738,3,vol_state
ETH,state,V_NORMAL,1792,1,,16.0,0.0011160714285714491,2,vol_state
ETH,state,V_NORMAL,1792,1,,17.0,0.0005580357142857246,1,vol_state
ETH,state,V_NORMAL,1792,1,,120.0,0.0005580357142857246,0,vol_state
ETH,state,V_LOW,757,0,,0.0,1.0,757,vol_state
ETH,state,V_LOW,757,0,,1.0,0.16248348745046243,123,vol_state
ETH,state,V_LOW,757,0,,2.0,0.08718626155878482,66,vol_state
ETH,state,V_LOW,757,0,,3.0,0.05812417437252319,44,vol_state
ETH,state,V_LOW,757,0,,4.0,0.04359313077939238,33,vol_state
ETH,state,V_LOW,757,0,,5.0,0.03302509907529727,25,vol_state
ETH,state,V_LOW,757,0,,6.0,0.025099075297225923,19,vol_state
ETH,state,V_LOW,757,0,,7.0,0.02113606340819025,16,vol_state
ETH,state,V_LOW,757,0,,8.0,0.01585204755614269,12,vol_state
ETH,state,V_LOW,757,0,,9.0,0.011889035667107015,9,vol_state
ETH,state,V_LOW,757,0,,10.0,0.009247027741083233,7,vol_state
ETH,state,V_LOW,757,0,,11.0,0.007926023778071343,6,vol_state
ETH,state,V_LOW,757,0,,12.0,0.006605019815059452,5,vol_state
ETH,state,V_LOW,757,0,,13.0,0.005284015852047562,4,vol_state
ETH,state,V_LOW,757,0,,14.0,0.003963011889035672,3,vol_state
ETH,state,V_LOW,757,0,,15.0,0.002642007926023781,2,vol_state
ETH,state,V_LOW,757,0,,16.0,0.0013210039630118906,1,vol_state
ETH,state,V_LOW,757,0,,17.0,0.0,0,vol_state
ETH,state,V_HIGH,561,1,,0.0,1.0,561,vol_state
ETH,state,V_HIGH,561,1,,1.0,0.2566844919786093,144,vol_state
ETH,state,V_HIGH,561,1,,2.0,0.13012477718360083,73,vol_state
ETH,state,V_HIGH,561,1,,3.0,0.0819964349376115,46,vol_state
ETH,state,V_HIGH,561,1,,4.0,0.05704099821746886,32,vol_state
ETH,state,V_HIGH,561,1,,5.0,0.04456327985739754,25,vol_state
ETH,state,V_HIGH,561,1,,6.0,0.030303030303030318,17,vol_state
ETH,state,V_HIGH,561,1,,7.0,0.019607843137254912,11,vol_state
ETH,state,V_HIGH,561,1,,8.0,0.014260249554367208,8,vol_state
ETH,state,V_HIGH,561,1,,9.0,0.012477718360071307,7,vol_state
ETH,state,V_HIGH,561,1,,10.0,0.008912655971479505,5,vol_state
ETH,state,V_HIGH,561,1,,11.0,0.005347593582887703,3,vol_state
ETH,state,V_HIGH,561,1,,12.0,0.003565062388591802,2,vol_state
ETH,state,V_HIGH,561,1,,13.0,0.001782531194295901,1,vol_state
ETH,state,V_HIGH,561,1,,120.0,0.001782531194295901,0,vol_state
ETH,state,V_EXTREME,290,0,,0.0,1.0,290,vol_state
ETH,state,V_EXTREME,290,0,,1.0,0.36206896551724055,105,vol_state
ETH,state,V_EXTREME,290,0,,2.0,0.22758620689655115,66,vol_state
ETH,state,V_EXTREME,290,0,,3.0,0.151724137931034,44,vol_state
ETH,state,V_EXTREME,290,0,,4.0,0.09655172413793077,28,vol_state
ETH,state,V_EXTREME,290,0,,5.0,0.062068965517241184,18,vol_state
ETH,state,V_EXTREME,290,0,,6.0,0.048275862068965364,14,vol_state
