asset,episode_id,start_time,end_time,start_basis_bps,peak_abs_basis_bps,duration_hours,resolved,classification,expansion_ratio,pre_band,post_band,funding_state_at_start,vol_state_at_start,elevated_threshold_p90_abs_bps,normal_threshold_p75_abs_bps
BTC,BTC_ep_0010,2026-02-05T01:00:00+00:00,2026-02-05T02:00:00+00:00,-6.942360319345974,6.942360319345974,1.0,True,REGIME_SHIFT,1.0,1,0,F_NORMAL,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0011,2026-02-05T20:00:00+00:00,2026-02-05T21:00:00+00:00,-7.948193945570309,7.948193945570309,1.0,True,REGIME_SHIFT,1.0,1,0,F_NORMAL,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0012,2026-02-06T01:00:00+00:00,2026-02-06T02:00:00+00:00,-7.300850456230974,7.300850456230974,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0013,2026-02-06T06:00:00+00:00,2026-02-06T08:00:00+00:00,-8.198686360453722,9.564212067283002,2.0,True,REGIME_SHIFT,1.16655420719786,1,0,F_NEG_ELEVATED,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0014,2026-02-06T10:00:00+00:00,2026-02-06T12:00:00+00:00,-6.749538187357829,6.749538187357829,2.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0015,2026-02-06T14:00:00+00:00,2026-02-07T10:00:00+00:00,-10.400613794655122,12.454872714703203,20.0,True,REGIME_SHIFT,1.1975132391805343,1,0,F_NEG_ELEVATED,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0016,2026-02-07T11:00:00+00:00,2026-02-07T13:00:00+00:00,-6.865410632456598,6.865410632456598,2.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_EXTREME,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0017,2026-02-07T16:00:00+00:00,2026-02-07T17:00:00+00:00,-6.69625266991859,6.69625266991859,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0018,2026-02-07T22:00:00+00:00,2026-02-08T02:00:00+00:00,-7.977320271337326,7.977320271337326,4.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0019,2026-02-08T03:00:00+00:00,2026-02-08T07:00:00+00:00,-6.657788414045134,6.660120246606954,4.0,True,REGIME_SHIFT,1.0003502413139025,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0020,2026-02-09T11:00:00+00:00,2026-02-09T12:00:00+00:00,-7.651407378795081,7.651407378795081,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0021,2026-02-09T22:00:00+00:00,2026-02-10T00:00:00+00:00,-6.817440971788568,6.817440971788568,2.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0022,2026-02-11T06:00:00+00:00,2026-02-11T07:00:00+00:00,-7.233949093354882,7.233949093354882,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0023,2026-02-11T20:00:00+00:00,2026-02-11T21:00:00+00:00,-7.40104687957263,7.40104687957263,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0024,2026-02-11T22:00:00+00:00,2026-02-11T23:00:00+00:00,-6.9930726336144176,6.9930726336144176,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0025,2026-02-12T01:00:00+00:00,2026-02-12T03:00:00+00:00,-7.389839315089838,7.437616852294215,2.0,True,REGIME_SHIFT,1.0064653012287854,1,0,F_NEG_EXTREME,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0026,2026-02-12T05:00:00+00:00,2026-02-12T07:00:00+00:00,-7.290204146873527,7.290204146873527,2.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_EXTREME,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0027,2026-02-12T08:00:00+00:00,2026-02-12T10:00:00+00:00,-6.87594240720497,6.87594240720497,2.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0028,2026-02-13T08:00:00+00:00,2026-02-13T10:00:00+00:00,-7.4930659653070855,7.4930659653070855,2.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0029,2026-02-13T11:00:00+00:00,2026-02-13T12:00:00+00:00,-6.615119019247128,6.615119019247128,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0030,2026-02-13T17:00:00+00:00,2026-02-13T18:00:00+00:00,-6.952654932995675,6.952654932995675,1.0,True,REGIME_SHIFT,1.0,1,0,F_NORMAL,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0031,2026-02-14T00:00:00+00:00,2026-02-14T01:00:00+00:00,-7.274294494152378,7.274294494152378,1.0,True,REGIME_SHIFT,1.0,1,0,F_NORMAL,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0032,2026-02-15T14:00:00+00:00,2026-02-15T16:00:00+00:00,-6.581558814569009,6.581558814569009,2.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0033,2026-02-18T17:00:00+00:00,2026-02-18T23:00:00+00:00,-7.502733102119401,10.401732579662811,6.0,True,REGIME_SHIFT,1.386392457000035,1,0,F_NORMAL,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0034,2026-02-20T19:00:00+00:00,2026-02-20T20:00:00+00:00,-6.658926508612618,6.658926508612618,1.0,True,REGIME_SHIFT,1.0,1,0,F_NORMAL,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0035,2026-02-21T08:00:00+00:00,2026-02-21T09:00:00+00:00,-6.765932444593518,6.765932444593518,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0036,2026-02-22T02:00:00+00:00,2026-02-22T03:00:00+00:00,-6.728844901832154,6.728844901832154,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_LOW,6.577962718910118,5.651158215649719
BTC,BTC_ep_0037,2026-02-23T12:00:00+00:00,2026-02-23T13:00:00+00:00,-6.85203406944201,6.85203406944201,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0038,2026-02-24T21:00:00+00:00,2026-02-24T22:00:00+00:00,-7.600948406926519,7.600948406926519,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0039,2026-02-24T23:00:00+00:00,2026-02-25T01:00:00+00:00,-6.738336900856762,6.738336900856762,2.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_EXTREME,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0040,2026-02-25T15:00:00+00:00,2026-02-25T16:00:00+00:00,-6.578111449722861,6.578111449722861,1.0,True,REGIME_SHIFT,1.0,1,0,F_NORMAL,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0041,2026-02-25T17:00:00+00:00,2026-02-25T21:00:00+00:00,-7.312550672473557,7.622716294033479,4.0,True,REGIME_SHIFT,1.0424155175741168,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0042,2026-02-26T12:00:00+00:00,2026-02-26T13:00:00+00:00,-7.27253762897515,7.27253762897515,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0043,2026-02-28T03:00:00+00:00,2026-02-28T04:00:00+00:00,-6.601221267961118,6.601221267961118,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0044,2026-02-28T07:00:00+00:00,2026-02-28T16:00:00+00:00,-6.739336822246109,9.747215685273547,9.0,True,REGIME_SHIFT,1.4463167433772752,1,0,F_NEG_EXTREME,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0045,2026-02-28T20:00:00+00:00,2026-02-28T22:00:00+00:00,-6.665938869103922,6.665938869103922,2.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0046,2026-03-01T15:00:00+00:00,2026-03-01T16:00:00+00:00,-6.947104263420874,6.947104263420874,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0047,2026-03-01T20:00:00+00:00,2026-03-02T00:00:00+00:00,-7.506645265213706,7.506645265213706,4.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0048,2026-03-02T19:00:00+00:00,2026-03-02T20:00:00+00:00,-7.329427776250232,7.329427776250232,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0049,2026-03-02T21:00:00+00:00,2026-03-03T00:00:00+00:00,-6.747330326524492,8.148015850916666,3.0,True,REGIME_SHIFT,1.2075910703357633,1,0,F_NEG_EXTREME,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0050,2026-03-03T03:00:00+00:00,2026-03-03T04:00:00+00:00,-7.452547414555242,7.452547414555242,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0051,2026-03-04T02:00:00+00:00,2026-03-04T03:00:00+00:00,-8.101539537878773,8.101539537878773,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0052,2026-03-04T10:00:00+00:00,2026-03-04T11:00:00+00:00,-8.261420284327087,8.261420284327087,1.0,True,REGIME_SHIFT,1.0,1,0,F_NORMAL,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0053,2026-03-04T14:00:00+00:00,2026-03-04T20:00:00+00:00,-7.967313207764961,8.713821949699987,6.0,True,REGIME_SHIFT,1.0936964221774885,1,0,F_NEG_EXTREME,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0054,2026-03-04T21:00:00+00:00,2026-03-04T23:00:00+00:00,-8.149579339436897,8.149579339436897,2.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_EXTREME,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0055,2026-03-05T00:00:00+00:00,2026-03-05T04:00:00+00:00,-7.837044872911312,7.837044872911312,4.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_EXTREME,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0056,2026-03-05T05:00:00+00:00,2026-03-05T06:00:00+00:00,-6.789839539209787,6.789839539209787,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0057,2026-03-05T14:00:00+00:00,2026-03-05T15:00:00+00:00,-7.066330456980573,7.066330456980573,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0058,2026-03-05T23:00:00+00:00,2026-03-06T02:00:00+00:00,-8.851336519959634,8.851336519959634,3.0,True,REGIME_SHIFT,1.0,1,0,F_NORMAL,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0059,2026-03-07T06:00:00+00:00,2026-03-07T07:00:00+00:00,-6.925045309492245,6.925045309492245,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0060,2026-03-07T20:00:00+00:00,2026-03-07T21:00:00+00:00,-6.972448426557795,6.972448426557795,1.0,True,REGIME_SHIFT,1.0,1,0,F_NORMAL,V_LOW,6.577962718910118,5.651158215649719
BTC,BTC_ep_0061,2026-03-07T22:00:00+00:00,2026-03-07T23:00:00+00:00,-6.938317301424934,6.938317301424934,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_LOW,6.577962718910118,5.651158215649719
BTC,BTC_ep_0062,2026-03-08T10:00:00+00:00,2026-03-08T11:00:00+00:00,-6.797182451079601,6.797182451079601,1.0,True,REGIME_SHIFT,1.0,1,0,F_NORMAL,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0063,2026-03-08T17:00:00+00:00,2026-03-08T18:00:00+00:00,-7.30901502545248,7.30901502545248,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0064,2026-03-08T20:00:00+00:00,2026-03-09T01:00:00+00:00,-6.9626903790928925,6.9626903790928925,5.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0065,2026-03-09T04:00:00+00:00,2026-03-09T08:00:00+00:00,-8.962733425747397,8.962733425747397,4.0,True,REGIME_SHIFT,1.0,1,0,F_NORMAL,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0066,2026-03-09T14:00:00+00:00,2026-03-09T15:00:00+00:00,-6.726627934794142,6.726627934794142,1.0,True,REGIME_SHIFT,1.0,1,0,F_NORMAL,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0067,2026-03-09T18:00:00+00:00,2026-03-09T19:00:00+00:00,-6.639478270005378,6.639478270005378,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_EXTREME,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0068,2026-03-09T22:00:00+00:00,2026-03-10T01:00:00+00:00,-7.124176677734566,7.124176677734566,3.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_EXTREME,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0069,2026-03-10T08:00:00+00:00,2026-03-10T11:00:00+00:00,-9.53227479878972,9.53227479878972,3.0,True,REGIME_SHIFT,1.0,1,0,F_NORMAL,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0070,2026-03-10T18:00:00+00:00,2026-03-11T07:00:00+00:00,-7.125412339818159,9.553973137298865,13.0,True,REGIME_SHIFT,1.3408309135893015,1,0,F_NEG_ELEVATED,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0071,2026-03-11T12:00:00+00:00,2026-03-11T16:00:00+00:00,-8.384288482576228,8.384288482576228,4.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0072,2026-03-11T17:00:00+00:00,2026-03-11T18:00:00+00:00,-6.781889323411461,6.781889323411461,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0073,2026-03-11T20:00:00+00:00,2026-03-11T21:00:00+00:00,-6.933815201593632,6.933815201593632,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0074,2026-03-11T22:00:00+00:00,2026-03-12T09:00:00+00:00,-7.108943900559686,9.740278518539252,11.0,True,REGIME_SHIFT,1.37014423728571,1,0,F_NEG_EXTREME,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0075,2026-03-12T15:00:00+00:00,2026-03-12T18:00:00+00:00,-8.090297717033716,8.090297717033716,3.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0076,2026-03-13T19:00:00+00:00,2026-03-13T20:00:00+00:00,-7.721766665697757,7.721766665697757,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0077,2026-03-13T21:00:00+00:00,2026-03-13T23:00:00+00:00,-7.26658076758183,7.26658076758183,2.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0078,2026-03-14T12:00:00+00:00,2026-03-14T13:00:00+00:00,-7.149995227245299,7.149995227245299,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0079,2026-03-15T03:00:00+00:00,2026-03-15T05:00:00+00:00,-7.028505546069856,7.72856082435561,2.0,True,REGIME_SHIFT,1.0996022943564732,1,0,F_NEG_ELEVATED,V_LOW,6.577962718910118,5.651158215649719
BTC,BTC_ep_0080,2026-03-15T16:00:00+00:00,2026-03-15T17:00:00+00:00,-7.610960570199143,7.610960570199143,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_LOW,6.577962718910118,5.651158215649719
BTC,BTC_ep_0081,2026-03-15T18:00:00+00:00,2026-03-15T19:00:00+00:00,-6.940302817201497,6.940302817201497,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0082,2026-03-16T18:00:00+00:00,2026-03-16T19:00:00+00:00,-7.389732938945096,7.389732938945096,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0083,2026-03-16T22:00:00+00:00,2026-03-16T23:00:00+00:00,-7.178996113175563,7.178996113175563,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0084,2026-03-17T02:00:00+00:00,2026-03-17T03:00:00+00:00,-6.653984168727205,6.653984168727205,1.0,True,REGIME_SHIFT,1.0,1,0,F_NORMAL,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0085,2026-03-18T14:00:00+00:00,2026-03-18T15:00:00+00:00,-6.917375301324742,6.917375301324742,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0086,2026-03-19T10:00:00+00:00,2026-03-19T14:00:00+00:00,-6.663780036056299,8.11591138497988,4.0,True,REGIME_SHIFT,1.217914057947052,1,0,F_NEG_EXTREME,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0087,2026-03-22T00:00:00+00:00,2026-03-22T01:00:00+00:00,-8.66305830230599,8.66305830230599,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_EXTREME,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0088,2026-03-22T02:00:00+00:00,2026-03-22T09:00:00+00:00,-7.237225645715094,7.237225645715094,7.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_EXTREME,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0089,2026-03-22T10:00:00+00:00,2026-03-22T12:00:00+00:00,-6.727860773000344,6.738033372471079,2.0,True,REGIME_SHIFT,1.001512010996357,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0090,2026-03-23T07:00:00+00:00,2026-03-23T08:00:00+00:00,-6.90386353907782,6.90386353907782,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0091,2026-03-23T11:00:00+00:00,2026-03-23T13:00:00+00:00,-6.726242548816837,6.9491993720880645,2.0,True,REGIME_SHIFT,1.0331473064869547,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0092,2026-03-23T18:00:00+00:00,2026-03-23T22:00:00+00:00,-7.631341565202221,7.631341565202221,4.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_EXTREME,6.577962718910118,5.651158215649719
BTC,BTC_ep_0093,2026-03-26T03:00:00+00:00,2026-03-26T05:00:00+00:00,-7.118855060700424,7.118855060700424,2.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0094,2026-03-26T11:00:00+00:00,2026-03-26T12:00:00+00:00,-7.943854223687369,7.943854223687369,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0095,2026-03-30T01:00:00+00:00,2026-03-30T02:00:00+00:00,-7.164955003265593,7.164955003265593,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0096,2026-03-30T11:00:00+00:00,2026-03-30T12:00:00+00:00,-7.161203875998067,7.161203875998067,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0097,2026-03-30T13:00:00+00:00,2026-03-30T17:00:00+00:00,-7.335779317001395,7.335779317001395,4.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0098,2026-03-30T20:00:00+00:00,2026-03-30T23:00:00+00:00,-6.964018519970457,6.964018519970457,3.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0099,2026-03-31T09:00:00+00:00,2026-03-31T11:00:00+00:00,-6.9574302341646685,6.9574302341646685,2.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0100,2026-03-31T15:00:00+00:00,2026-03-31T19:00:00+00:00,-6.865136320737023,8.263790070216498,4.0,True,REGIME_SHIFT,1.2037328443507613,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0101,2026-03-31T22:00:00+00:00,2026-04-01T03:00:00+00:00,-6.583964081941734,6.583964081941734,5.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0102,2026-04-01T12:00:00+00:00,2026-04-01T23:00:00+00:00,-7.6937370050683125,7.6937370050683125,11.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0103,2026-04-02T07:00:00+00:00,2026-04-02T10:00:00+00:00,-7.890363964702246,7.890363964702246,3.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_NORMAL,6.577962718910118,5.651158215649719
BTC,BTC_ep_0104,2026-04-02T11:00:00+00:00,2026-04-02T13:00:00+00:00,-7.444599414100289,7.444599414100289,2.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_EXTREME,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0105,2026-04-02T15:00:00+00:00,2026-04-02T21:00:00+00:00,-8.216929176091291,8.216929176091291,6.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_EXTREME,V_HIGH,6.577962718910118,5.651158215649719
BTC,BTC_ep_0106,2026-04-04T05:00:00+00:00,2026-04-04T06:00:00+00:00,-7.5181853096976266,7.5181853096976266,1.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_ELEVATED,V_LOW,6.577962718910118,5.651158215649719
BTC,BTC_ep_0107,2026-04-04T14:00:00+00:00,2026-04-04T17:00:00+00:00,-7.17952045927074,7.17952045927074,3.0,True,REGIME_SHIFT,1.0,1,0,F_NEG_EXTREME,V_LOW,6.577962718910118,5.651158215649719
