asset,family,axis,state,horizon_hours,n_state,entropy_unconditional,entropy_conditional,entropy_reduction_bits,js_divergence,observed_diff_abs_basis,effect_size_smd,boot_ci_p05,boot_ci_p95,bootstrap_p,decay_fraction_mean,max_expansion_mean,spot_contrib_mean,perp_contrib_mean,future_basis_vol_mean,time_to_exit_median_hours,n_censored_exit,observed_diff_abs_funding,simple_parent,incremental_er_bits,redundant
BTC,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_NEG_ELEVATED,4,5635,2.156857,2.12266,0.034197,0.176699,,0.224912,0.030834,0.035676,0.0,,,,,,,,0.033322,,,
BTC,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_NEG_ELEVATED,24,5634,2.66603,2.296236,0.369794,0.271443,,0.254953,0.04369,0.049119,0.0,,,,,,,,0.046663,,,
BTC,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_POS_ELEVATED,4,4603,2.156857,2.391738,-0.234881,0.167216,,0.089284,0.014304,0.028053,0.0,,,,,,,,0.021603,,,
BTC,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_POS_ELEVATED,24,4603,2.66603,2.529267,0.136764,0.206857,,0.020014,-0.002814,0.014417,0.114,,,,,,,,0.005915,,,
BTC,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_NEG_EXTREME,4,1409,2.156857,2.389261,-0.232405,0.132872,,-0.291403,-0.073674,-0.053475,0.0,,,,,,,,-0.063009,,,
BTC,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_NEG_EXTREME,24,1409,2.66603,2.528641,0.137389,0.211856,,-0.328023,-0.115729,-0.084407,0.0,,,,,,,,-0.097784,,,
BTC,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_POS_EXTREME,4,1409,2.156857,1.626653,0.530204,0.362214,,-0.65913,-0.284009,-0.239483,0.0,,,,,,,,-0.261266,,,
BTC,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_POS_EXTREME,24,1409,2.66603,1.492033,1.173997,0.410053,,-0.848784,-0.411053,-0.361045,0.0,,,,,,,,-0.38444,,,
ETH,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_NORMAL,4,15007,2.611132,1.577161,1.033972,0.11083,,0.075696,0.009964,0.014536,0.0,,,,,,,,0.012246,,,
ETH,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_NORMAL,24,14988,2.716105,1.882135,0.83397,0.098151,,0.121123,0.022493,0.028473,0.0,,,,,,,,0.025584,,,
ETH,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_NEG_ELEVATED,4,5635,2.611132,2.319397,0.291735,0.286766,,0.245231,0.036433,0.042404,0.0,,,,,,,,0.039619,,,
ETH,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_NEG_ELEVATED,24,5635,2.716105,2.346946,0.369159,0.244083,,0.288432,0.05306,0.059596,0.0,,,,,,,,0.056385,,,
ETH,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_POS_ELEVATED,4,4711,2.611132,2.455477,0.155655,0.239512,,0.089573,0.014611,0.029671,0.0,,,,,,,,0.022404,,,
ETH,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_POS_ELEVATED,24,4710,2.716105,2.577281,0.138824,0.183522,,0.02475,-0.000129,0.015395,0.054,,,,,,,,0.007436,,,
ETH,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_POS_EXTREME,4,1409,2.611132,1.762114,0.849018,0.344024,,-0.676548,-0.295019,-0.251318,0.0,,,,,,,,-0.273193,,,
ETH,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_POS_EXTREME,24,1409,2.716105,1.489351,1.226754,0.386123,,-0.856384,-0.425927,-0.372398,0.0,,,,,,,,-0.397467,,,
ETH,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_NEG_EXTREME,4,1409,2.611132,2.447712,0.163421,0.232589,,-0.378311,-0.10315,-0.079633,0.0,,,,,,,,-0.09059,,,
ETH,STATE_INFO_VALUE_DEEP_FUNDING_LANE,funding_state,F_NEG_EXTREME,24,1409,2.716105,2.504371,0.211734,0.19117,,-0.416471,-0.141068,-0.110389,0.0,,,,,,,,-0.125034,,,
BTC,REDUNDANCY,composite_l2_vs_funding,B0_NORMAL+F_NEG_ELEVATED,4,,,,,,,,,,,,,,,,,,,F_NEG_ELEVATED,0.050198,False
BTC,REDUNDANCY,composite_l2_vs_funding,B0_NORMAL+F_NORMAL,4,,,,,,,,,,,,,,,,,,,F_NORMAL,0.022443,False
BTC,REDUNDANCY,composite_l2_vs_funding,B0_NORMAL+F_NEG_EXTREME,4,,,,,,,,,,,,,,,,,,,F_NEG_EXTREME,0.216703,False
BTC,REDUNDANCY,composite_l2_vs_funding,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,4,,,,,,,,,,,,,,,,,,,F_NEG_ELEVATED,0.297128,False
BTC,REDUNDANCY,composite_l2_vs_funding,B3_ELEVATED_NEGATIVE+F_NORMAL,4,,,,,,,,,,,,,,,,,,,F_NORMAL,0.657102,False
BTC,REDUNDANCY,composite_l2_vs_funding,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME,4,,,,,,,,,,,,,,,,,,,F_NEG_EXTREME,0.118947,False
BTC,REDUNDANCY,composite_l2_vs_funding,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED,4,,,,,,,,,,,,,,,,,,,F_NEG_ELEVATED,0.938071,False
BTC,REDUNDANCY,composite_l2_vs_funding,B4_EXTREME_NEGATIVE+F_NORMAL,4,,,,,,,,,,,,,,,,,,,F_NORMAL,1.542924,False
BTC,REDUNDANCY,composite_l2_vs_funding,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,4,,,,,,,,,,,,,,,,,,,F_NEG_EXTREME,0.401951,False
ETH,REDUNDANCY,composite_l2_vs_funding,B0_NORMAL+F_NEG_ELEVATED,4,,,,,,,,,,,,,,,,,,,F_NEG_ELEVATED,0.053663,False
ETH,REDUNDANCY,composite_l2_vs_funding,B0_NORMAL+F_NORMAL,4,,,,,,,,,,,,,,,,,,,F_NORMAL,0.027598,False
ETH,REDUNDANCY,composite_l2_vs_funding,B0_NORMAL+F_NEG_EXTREME,4,,,,,,,,,,,,,,,,,,,F_NEG_EXTREME,0.147409,False
ETH,REDUNDANCY,composite_l2_vs_funding,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,4,,,,,,,,,,,,,,,,,,,F_NEG_ELEVATED,0.207791,False
ETH,REDUNDANCY,composite_l2_vs_funding,B3_ELEVATED_NEGATIVE+F_NORMAL,4,,,,,,,,,,,,,,,,,,,F_NORMAL,0.743646,False
ETH,REDUNDANCY,composite_l2_vs_funding,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME,4,,,,,,,,,,,,,,,,,,,F_NEG_EXTREME,-0.013513,True
ETH,REDUNDANCY,composite_l2_vs_funding,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED,4,,,,,,,,,,,,,,,,,,,F_NEG_ELEVATED,0.945475,False
ETH,REDUNDANCY,composite_l2_vs_funding,B4_EXTREME_NEGATIVE+F_NORMAL,4,,,,,,,,,,,,,,,,,,,F_NORMAL,1.606607,False
ETH,REDUNDANCY,composite_l2_vs_funding,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,4,,,,,,,,,,,,,,,,,,,F_NEG_EXTREME,0.332086,False
