asset,axis,state,horizon_hours,model,observed,null_mean,effect_vs_null,null_p05,null_p95,n_perm,phi
ETH,funding_accel,F_STABLE,24,block_shuffle,0.184611,0.040074,0.144537,-0.07421,0.150391,200,
ETH,funding_accel,F_STABLE,24,ar1_baseline,0.184611,0.454161,-0.26955,,,,0.736983
ETH,funding_accel,F_ACCEL_POS,4,unconditional,0.15233,0.048175,0.104155,,,,
ETH,funding_accel,F_ACCEL_POS,4,vol_matched,0.15233,-0.079889,0.232219,-0.166314,0.019257,200,
ETH,funding_accel,F_ACCEL_POS,4,block_shuffle,0.15233,0.0466,0.10573,-0.062285,0.220288,200,
ETH,funding_accel,F_ACCEL_POS,4,ar1_baseline,0.15233,0.24988,-0.09755,,,,0.736983
ETH,funding_accel,F_ACCEL_POS,24,unconditional,0.332535,0.032532,0.300003,,,,
ETH,funding_accel,F_ACCEL_POS,24,vol_matched,0.332535,0.006236,0.326298,-0.187939,0.2481,200,
ETH,funding_accel,F_ACCEL_POS,24,block_shuffle,0.332535,0.031856,0.300679,-0.146252,0.234676,200,
ETH,funding_accel,F_ACCEL_POS,24,ar1_baseline,0.332535,0.375136,-0.042601,,,,0.736983
ETH,funding_accel,F_ACCEL_NEG,4,unconditional,-0.284822,0.048175,-0.332997,,,,
ETH,funding_accel,F_ACCEL_NEG,4,vol_matched,-0.284822,-0.331021,0.046199,-0.421992,-0.237677,200,
ETH,funding_accel,F_ACCEL_NEG,4,block_shuffle,-0.284822,0.058177,-0.342999,-0.071648,0.244449,200,
ETH,funding_accel,F_ACCEL_NEG,4,ar1_baseline,-0.284822,-0.51104,0.226218,,,,0.736983
ETH,funding_accel,F_ACCEL_NEG,24,unconditional,-0.541643,0.032532,-0.574175,,,,
ETH,funding_accel,F_ACCEL_NEG,24,vol_matched,-0.541643,-0.375628,-0.166016,-0.544459,-0.128145,200,
ETH,funding_accel,F_ACCEL_NEG,24,block_shuffle,-0.541643,0.021366,-0.563009,-0.173699,0.248877,200,
ETH,funding_accel,F_ACCEL_NEG,24,ar1_baseline,-0.541643,-0.722123,0.18048,,,,0.736983
ETH,relative_state,SYNCHRONIZED,4,unconditional,0.089973,0.048175,0.041798,,,,
ETH,relative_state,SYNCHRONIZED,4,vol_matched,0.089973,-0.078295,0.168268,-0.142982,-0.003542,200,
ETH,relative_state,SYNCHRONIZED,4,block_shuffle,0.089973,0.048637,0.041336,-0.040801,0.133626,200,
ETH,relative_state,SYNCHRONIZED,4,ar1_baseline,0.089973,0.225055,-0.135082,,,,0.736983
ETH,relative_state,SYNCHRONIZED,24,unconditional,0.094188,0.032532,0.061656,,,,
ETH,relative_state,SYNCHRONIZED,24,vol_matched,0.094188,-0.01381,0.107998,-0.155704,0.167209,200,
ETH,relative_state,SYNCHRONIZED,24,block_shuffle,0.094188,0.029794,0.064394,-0.065378,0.129105,200,
ETH,relative_state,SYNCHRONIZED,24,ar1_baseline,0.094188,0.30914,-0.214953,,,,0.736983
ETH,relative_state,BTC_LED,4,unconditional,0.397848,0.048175,0.349673,,,,
ETH,relative_state,BTC_LED,4,vol_matched,0.397848,-0.034671,0.432519,-0.114846,0.047877,200,
ETH,relative_state,BTC_LED,4,block_shuffle,0.397848,0.054736,0.343112,-0.054155,0.210503,200,
ETH,relative_state,BTC_LED,4,ar1_baseline,0.397848,0.407426,-0.009578,,,,0.736983
ETH,relative_state,BTC_LED,24,unconditional,0.499492,0.032532,0.46696,,,,
ETH,relative_state,BTC_LED,24,vol_matched,0.499492,0.076106,0.423386,-0.094635,0.311638,200,
ETH,relative_state,BTC_LED,24,block_shuffle,0.499492,0.041447,0.458045,-0.098798,0.211462,200,
ETH,relative_state,BTC_LED,24,ar1_baseline,0.499492,0.578233,-0.078742,,,,0.736983
ETH,relative_state,ETH_LED,4,unconditional,-0.635367,0.048175,-0.683542,,,,
ETH,relative_state,ETH_LED,4,vol_matched,-0.635367,-0.457029,-0.178338,-0.553774,-0.362837,200,
ETH,relative_state,ETH_LED,4,block_shuffle,-0.635367,0.036619,-0.671986,-0.097977,0.281238,200,
ETH,relative_state,ETH_LED,4,ar1_baseline,-0.635367,-0.808292,0.172925,,,,0.736983
ETH,relative_state,ETH_LED,24,unconditional,-0.89077,0.032532,-0.923302,,,,
ETH,relative_state,ETH_LED,24,vol_matched,-0.89077,-0.569079,-0.321692,-0.741969,-0.26413,200,
ETH,relative_state,ETH_LED,24,block_shuffle,-0.89077,0.026009,-0.916779,-0.164312,0.305297,200,
ETH,relative_state,ETH_LED,24,ar1_baseline,-0.89077,-1.125329,0.234559,,,,0.736983
ETH,systemic_state,NORMAL_CROSS_STATE,4,unconditional,0.289017,0.048175,0.240842,,,,
ETH,systemic_state,NORMAL_CROSS_STATE,4,vol_matched,0.289017,-0.006928,0.295945,-0.058429,0.061531,200,
ETH,systemic_state,NORMAL_CROSS_STATE,4,block_shuffle,0.289017,0.054728,0.234289,-0.008689,0.09696,200,
ETH,systemic_state,NORMAL_CROSS_STATE,4,ar1_baseline,0.289017,0.427401,-0.138384,,,,0.736983
ETH,systemic_state,NORMAL_CROSS_STATE,24,unconditional,0.35312,0.032532,0.320589,,,,
ETH,systemic_state,NORMAL_CROSS_STATE,24,vol_matched,0.35312,0.107796,0.245324,-0.024564,0.27171,200,
ETH,systemic_state,NORMAL_CROSS_STATE,24,block_shuffle,0.35312,0.029693,0.323428,-0.042529,0.093928,200,
ETH,systemic_state,NORMAL_CROSS_STATE,24,ar1_baseline,0.35312,0.600226,-0.247106,,,,0.736983
ETH,systemic_state,BTC_SPECIFIC,4,unconditional,0.02873,0.048175,-0.019445,,,,
ETH,systemic_state,BTC_SPECIFIC,4,vol_matched,0.02873,-0.170169,0.198899,-0.327657,-0.049881,200,
ETH,systemic_state,BTC_SPECIFIC,4,block_shuffle,0.02873,0.060403,-0.031673,-0.120371,0.421578,200,
ETH,systemic_state,BTC_SPECIFIC,4,ar1_baseline,0.02873,-0.038761,0.06749,,,,0.736983
ETH,systemic_state,BTC_SPECIFIC,24,unconditional,0.011958,0.032532,-0.020574,,,,
ETH,systemic_state,BTC_SPECIFIC,24,vol_matched,0.011958,-0.125814,0.137773,-0.340478,0.232206,200,
ETH,systemic_state,BTC_SPECIFIC,24,block_shuffle,0.011958,0.071442,-0.059484,-0.187662,0.481005,200,
ETH,systemic_state,BTC_SPECIFIC,24,ar1_baseline,0.011958,-0.04691,0.058868,,,,0.736983
ETH,systemic_state,ETH_SPECIFIC,4,unconditional,-1.194544,0.048175,-1.242719,,,,
ETH,systemic_state,ETH_SPECIFIC,4,vol_matched,-1.194544,-0.76521,-0.429333,-0.906152,-0.623049,200,
ETH,systemic_state,ETH_SPECIFIC,4,block_shuffle,-1.194544,-0.000502,-1.194042,-0.185583,0.428439,200,
ETH,systemic_state,ETH_SPECIFIC,4,ar1_baseline,-1.194544,-1.5169,0.322356,,,,0.736983
ETH,systemic_state,ETH_SPECIFIC,24,unconditional,-1.66507,0.032532,-1.697602,,,,
ETH,systemic_state,ETH_SPECIFIC,24,vol_matched,-1.66507,-1.031618,-0.633452,-1.225385,-0.717128,200,
ETH,systemic_state,ETH_SPECIFIC,24,block_shuffle,-1.66507,0.008747,-1.673817,-0.24292,0.36869,200,
ETH,systemic_state,ETH_SPECIFIC,24,ar1_baseline,-1.66507,-2.114936,0.449866,,,,0.736983
ETH,systemic_state,SYSTEMIC_STRESS,4,unconditional,-1.17056,0.048175,-1.218735,,,,
ETH,systemic_state,SYSTEMIC_STRESS,4,vol_matched,-1.17056,-0.800719,-0.369841,-0.994304,-0.6057,200,
ETH,systemic_state,SYSTEMIC_STRESS,4,block_shuffle,-1.17056,0.017304,-1.187864,-0.250029,0.315668,200,
ETH,systemic_state,SYSTEMIC_STRESS,4,ar1_baseline,-1.17056,-1.667133,0.496573,,,,0.736983
ETH,systemic_state,SYSTEMIC_STRESS,24,unconditional,-1.475108,0.032532,-1.50764,,,,
ETH,systemic_state,SYSTEMIC_STRESS,24,vol_matched,-1.475108,-1.095289,-0.379819,-1.342498,-0.830614,200,
ETH,systemic_state,SYSTEMIC_STRESS,24,block_shuffle,-1.475108,0.03225,-1.507358,-0.367811,0.844594,200,
ETH,systemic_state,SYSTEMIC_STRESS,24,ar1_baseline,-1.475108,-2.363187,0.888079,,,,0.736983
ETH,composite_l2,B0_NORMAL+F_NORMAL,4,unconditional,0.50086,0.048175,0.452685,,,,
ETH,composite_l2,B0_NORMAL+F_NORMAL,4,vol_matched,0.50086,0.122551,0.378309,0.052235,0.213287,200,
ETH,composite_l2,B0_NORMAL+F_NORMAL,4,block_shuffle,0.50086,0.050742,0.450119,-0.048171,0.167223,200,
ETH,composite_l2,B0_NORMAL+F_NORMAL,4,ar1_baseline,0.50086,0.862059,-0.361199,,,,0.736983
ETH,composite_l2,B0_NORMAL+F_NORMAL,24,unconditional,0.804464,0.032532,0.771932,,,,
ETH,composite_l2,B0_NORMAL+F_NORMAL,24,vol_matched,0.804464,0.275183,0.529281,0.109522,0.550439,200,
ETH,composite_l2,B0_NORMAL+F_NORMAL,24,block_shuffle,0.804464,0.030737,0.773727,-0.115473,0.192109,200,
ETH,composite_l2,B0_NORMAL+F_NORMAL,24,ar1_baseline,0.804464,1.214468,-0.410004,,,,0.736983
ETH,composite_l2,B0_NORMAL+F_NEG_ELEVATED,4,unconditional,0.395254,0.048175,0.347079,,,,
ETH,composite_l2,B0_NORMAL+F_NEG_ELEVATED,4,vol_matched,0.395254,0.003839,0.391415,-0.065261,0.073379,200,
ETH,composite_l2,B0_NORMAL+F_NEG_ELEVATED,4,block_shuffle,0.395254,0.063401,0.331853,-0.05686,0.204344,200,
ETH,composite_l2,B0_NORMAL+F_NEG_ELEVATED,4,ar1_baseline,0.395254,0.243649,0.151605,,,,0.736983
ETH,composite_l2,B0_NORMAL+F_NEG_ELEVATED,24,unconditional,0.315981,0.032532,0.283449,,,,
ETH,composite_l2,B0_NORMAL+F_NEG_ELEVATED,24,vol_matched,0.315981,0.145544,0.170437,-0.044735,0.407855,200,
ETH,composite_l2,B0_NORMAL+F_NEG_ELEVATED,24,block_shuffle,0.315981,0.040346,0.275635,-0.105852,0.220837,200,
ETH,composite_l2,B0_NORMAL+F_NEG_ELEVATED,24,ar1_baseline,0.315981,0.355974,-0.039993,,,,0.736983
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,4,unconditional,-0.688055,0.048175,-0.73623,,,,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,4,vol_matched,-0.688055,-0.567268,-0.120787,-0.718343,-0.418125,200,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,4,block_shuffle,-0.688055,0.062283,-0.750338,-0.137506,0.450472,200,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,4,ar1_baseline,-0.688055,-0.900354,0.212299,,,,0.736983
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,24,unconditional,-1.321775,0.032532,-1.354307,,,,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,24,vol_matched,-1.321775,-0.740989,-0.580786,-0.957972,-0.363394,200,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,24,block_shuffle,-1.321775,0.036864,-1.358639,-0.181289,0.356859,200,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED,24,ar1_baseline,-1.321775,-1.276266,-0.045509,,,,0.736983
ETH,composite_l2,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED,4,unconditional,-2.101724,0.048175,-2.149899,,,,
ETH,composite_l2,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED,4,vol_matched,-2.101724,-0.973723,-1.128001,-1.162079,-0.790065,200,
ETH,composite_l2,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED,4,block_shuffle,-2.101724,-0.012001,-2.089723,-0.256878,0.289183,200,
ETH,composite_l2,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED,4,ar1_baseline,-2.101724,-1.953001,-0.148723,,,,0.736983
ETH,composite_l2,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED,24,unconditional,-2.606642,0.032532,-2.639174,,,,
ETH,composite_l2,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED,24,vol_matched,-2.606642,-1.351757,-1.254885,-1.58367,-1.089877,200,
ETH,composite_l2,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED,24,block_shuffle,-2.606642,-0.012869,-2.593773,-0.270487,0.303768,200,
ETH,composite_l2,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED,24,ar1_baseline,-2.606642,-2.768409,0.161767,,,,0.736983
ETH,composite_l2,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,4,unconditional,-1.351089,0.048175,-1.399264,,,,
ETH,composite_l2,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,4,vol_matched,-1.351089,-0.96964,-0.381449,-1.203382,-0.762748,200,
ETH,composite_l2,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,4,block_shuffle,-1.351089,0.027321,-1.378411,-0.262932,0.489037,200,
ETH,composite_l2,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,4,ar1_baseline,-1.351089,-2.159991,0.808902,,,,0.736983
ETH,composite_l2,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,24,unconditional,-1.99477,0.032532,-2.027301,,,,
ETH,composite_l2,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,24,vol_matched,-1.99477,-1.342362,-0.652408,-1.626438,-1.047566,200,
ETH,composite_l2,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,24,block_shuffle,-1.99477,0.060672,-2.055441,-0.489554,0.88522,200,
ETH,composite_l2,B4_EXTREME_NEGATIVE+F_NEG_EXTREME,24,ar1_baseline,-1.99477,-3.061821,1.067051,,,,0.736983
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NORMAL,4,unconditional,-1.691871,0.048175,-1.740046,,,,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NORMAL,4,vol_matched,-1.691871,-0.525954,-1.165917,-0.800044,-0.238577,200,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NORMAL,4,block_shuffle,-1.691871,0.000299,-1.69217,-0.341294,0.323907,200,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NORMAL,4,ar1_baseline,-1.691871,-0.857097,-0.834774,,,,0.736983
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NORMAL,24,unconditional,-0.945206,0.032532,-0.977738,,,,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NORMAL,24,vol_matched,-0.945206,-0.664612,-0.280594,-1.020462,-0.328723,200,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NORMAL,24,block_shuffle,-0.945206,0.035849,-0.981055,-0.355916,0.432989,200,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NORMAL,24,ar1_baseline,-0.945206,-1.214948,0.269742,,,,0.736983
ETH,composite_l2,B0_NORMAL+F_NEG_EXTREME,4,unconditional,0.91205,0.048175,0.863875,,,,
ETH,composite_l2,B0_NORMAL+F_NEG_EXTREME,4,vol_matched,0.91205,0.001578,0.910473,-0.258922,0.27473,200,
ETH,composite_l2,B0_NORMAL+F_NEG_EXTREME,4,block_shuffle,0.91205,0.027882,0.884168,-0.33669,0.402063,200,
ETH,composite_l2,B0_NORMAL+F_NEG_EXTREME,4,ar1_baseline,0.91205,0.054868,0.857182,,,,0.736983
ETH,composite_l2,B0_NORMAL+F_NEG_EXTREME,24,unconditional,0.652464,0.032532,0.619932,,,,
ETH,composite_l2,B0_NORMAL+F_NEG_EXTREME,24,vol_matched,0.652464,0.125298,0.527166,-0.300695,1.529224,200,
ETH,composite_l2,B0_NORMAL+F_NEG_EXTREME,24,block_shuffle,0.652464,0.038931,0.613532,-0.395186,0.508504,200,
ETH,composite_l2,B0_NORMAL+F_NEG_EXTREME,24,ar1_baseline,0.652464,0.077777,0.574687,,,,0.736983
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME,4,unconditional,-0.361127,0.048175,-0.409302,,,,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME,4,vol_matched,-0.361127,-0.678513,0.317386,-1.024062,-0.331317,200,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME,4,block_shuffle,-0.361127,-0.010895,-0.350232,-0.407233,0.328423,200,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME,4,ar1_baseline,-0.361127,-0.962575,0.601448,,,,0.736983
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME,24,unconditional,-0.353044,0.032532,-0.385576,,,,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME,24,vol_matched,-0.353044,-0.897044,0.543999,-1.303888,-0.521966,200,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME,24,block_shuffle,-0.353044,-0.070792,-0.282252,-0.517263,0.403571,200,
ETH,composite_l2,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME,24,ar1_baseline,-0.353044,-1.364465,1.011421,,,,0.736983
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,4,unconditional,0.396361,0.048175,0.348186,,,,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,4,vol_matched,0.396361,0.00653,0.389831,-0.089867,0.122243,200,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,4,block_shuffle,0.396361,0.07475,0.321611,-0.073328,0.305985,200,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,4,ar1_baseline,0.396361,0.237653,0.158708,,,,0.736983
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,24,unconditional,0.292705,0.032532,0.260173,,,,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,24,vol_matched,0.292705,0.151891,0.140814,-0.067079,0.506745,200,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,24,block_shuffle,0.292705,0.044952,0.247753,-0.181342,0.341101,200,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,24,ar1_baseline,0.292705,0.341178,-0.048473,,,,0.736983
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_NORMAL,4,unconditional,0.357102,0.048175,0.308927,,,,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_NORMAL,4,vol_matched,0.357102,0.111586,0.245516,-0.005898,0.288105,200,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_NORMAL,4,block_shuffle,0.357102,0.042419,0.314682,-0.079913,0.271732,200,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_NORMAL,4,ar1_baseline,0.357102,0.802094,-0.444993,,,,0.736983
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_NORMAL,24,unconditional,0.961668,0.032532,0.929136,,,,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_NORMAL,24,vol_matched,0.961668,0.265864,0.695803,0.048421,0.626906,200,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_NORMAL,24,block_shuffle,0.961668,0.004627,0.957041,-0.200333,0.256541,200,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_NORMAL,24,ar1_baseline,0.961668,1.111511,-0.149843,,,,0.736983
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_LOW,4,unconditional,0.160677,0.048175,0.112502,,,,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_LOW,4,vol_matched,0.160677,0.151414,0.009262,0.013421,0.425097,200,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_LOW,4,block_shuffle,0.160677,0.067144,0.093533,-0.104717,0.45764,200,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_LOW,4,ar1_baseline,0.160677,0.972062,-0.811385,,,,0.736983
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_LOW,24,unconditional,0.317339,0.032532,0.284807,,,,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_LOW,24,vol_matched,0.317339,0.285358,0.031981,0.060012,0.723115,200,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_LOW,24,block_shuffle,0.317339,0.061171,0.256168,-0.269415,0.464831,200,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_LOW,24,ar1_baseline,0.317339,1.380776,-1.063437,,,,0.736983
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_HIGH,4,unconditional,1.373743,0.048175,1.325568,,,,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_HIGH,4,vol_matched,1.373743,0.137639,1.236104,-0.049317,0.324712,200,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_HIGH,4,block_shuffle,1.373743,0.050499,1.323244,-0.144295,0.435327,200,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_HIGH,4,ar1_baseline,1.373743,0.854104,0.51964,,,,0.736983
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_HIGH,24,unconditional,1.152252,0.032532,1.119721,,,,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_HIGH,24,vol_matched,1.152252,0.280149,0.872103,-0.005028,0.79306,200,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_HIGH,24,block_shuffle,1.152252,0.030084,1.122169,-0.322074,0.502044,200,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_HIGH,24,ar1_baseline,1.152252,1.222054,-0.069802,,,,0.736983
ETH,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,4,unconditional,-0.67337,0.048175,-0.721545,,,,
ETH,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,4,vol_matched,-0.67337,-0.573322,-0.100049,-0.753662,-0.394539,200,
ETH,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,4,block_shuffle,-0.67337,0.06668,-0.740051,-0.146994,0.518139,200,
ETH,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,4,ar1_baseline,-0.67337,-0.900061,0.226691,,,,0.736983
ETH,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,24,unconditional,-1.290439,0.032532,-1.322971,,,,
ETH,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,24,vol_matched,-1.290439,-0.754769,-0.53567,-1.003182,-0.30252,200,
ETH,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,24,block_shuffle,-1.290439,0.028821,-1.31926,-0.24755,0.357473,200,
ETH,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,24,ar1_baseline,-1.290439,-1.275851,-0.014588,,,,0.736983
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_LOW,4,unconditional,0.230425,0.048175,0.18225,,,,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_LOW,4,vol_matched,0.230425,0.006855,0.223569,-0.171128,0.185318,200,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_LOW,4,block_shuffle,0.230425,0.016251,0.214174,-0.19221,0.234159,200,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_LOW,4,ar1_baseline,0.230425,0.204489,0.025936,,,,0.736983
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_LOW,24,unconditional,0.388213,0.032532,0.355681,,,,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_LOW,24,vol_matched,0.388213,0.133131,0.255081,-0.138226,0.653507,200,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_LOW,24,block_shuffle,0.388213,0.040239,0.347974,-0.33437,0.443596,200,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_LOW,24,ar1_baseline,0.388213,0.314797,0.073416,,,,0.736983
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,4,unconditional,0.483327,0.048175,0.435152,,,,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,4,vol_matched,0.483327,0.016777,0.46655,-0.213898,0.239551,200,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,4,block_shuffle,0.483327,0.096248,0.387078,-0.175584,0.425718,200,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,4,ar1_baseline,0.483327,0.325076,0.158251,,,,0.736983
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,24,unconditional,0.163252,0.032532,0.13072,,,,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,24,vol_matched,0.163252,0.135282,0.027969,-0.193551,0.920771,200,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,24,block_shuffle,0.163252,0.023664,0.139587,-0.368643,0.541834,200,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,24,ar1_baseline,0.163252,0.469585,-0.306333,,,,0.736983
ETH,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,4,unconditional,-1.973155,0.048175,-2.02133,,,,
ETH,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,4,vol_matched,-1.973155,-0.967503,-1.005652,-1.266905,-0.709155,200,
ETH,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,4,block_shuffle,-1.973155,-0.028777,-1.944379,-0.345,0.314694,200,
ETH,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,4,ar1_baseline,-1.973155,-1.906153,-0.067002,,,,0.736983
ETH,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,24,unconditional,-2.722067,0.032532,-2.754599,,,,
ETH,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,24,vol_matched,-2.722067,-1.33749,-1.384577,-1.637542,-1.020609,200,
ETH,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,24,block_shuffle,-2.722067,-0.012896,-2.70917,-0.360251,0.34056,200,
ETH,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,24,ar1_baseline,-2.722067,-2.702002,-0.020065,,,,0.736983
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_EXTREME,4,unconditional,0.61496,0.048175,0.566785,,,,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_EXTREME,4,vol_matched,0.61496,0.141168,0.473792,-0.106612,0.377786,200,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_EXTREME,4,block_shuffle,0.61496,0.039292,0.575668,-0.325485,0.333985,200,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_EXTREME,4,ar1_baseline,0.61496,0.805314,-0.190354,,,,0.736983
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_EXTREME,24,unconditional,0.990033,0.032532,0.957502,,,,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_EXTREME,24,vol_matched,0.990033,0.280954,0.709079,-0.136054,0.717375,200,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_EXTREME,24,block_shuffle,0.990033,0.080967,0.909066,-0.523955,0.721585,200,
ETH,composite_l3,B0_NORMAL+F_NORMAL+V_EXTREME,24,ar1_baseline,0.990033,1.144566,-0.154533,,,,0.736983
